,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율
2422,잇츠한불,화학,A226320,12,2021,Annual,494667178,358263960,11782942,24414538,38105167,494667178,36179264,33686319,8464722,10537641,62400,458487914,140177794,63898305,754755,6061078,15823452,-6944271,11164311,-34743591,-10030947,92.69,2.58,7.89,2.79,45.58,-1.5,0.54,754754.82,54.42,-2.647442404,-2.837549642,-8.420259402,-2.647442404,-9.138903575,-13.46811383,-2.095493329,-4.235984774,-79.9014077,98.29092118,-16.95103178,-179.7185272,0.283377997,0.305739344,3.874534153
2423,잇츠한불,화학,A226320,12,2022,Annual,486153356,340773072,10021381,22352688,31232826,486153356,30243345,27306436,5689941,8016350,0,455910011,130714133,57350313,4808881,5142305,13760535,3314665,7091108,10344397,-10445918,93.78,1.9,6.63,2.02,43.87,0.72,3.68,4808880.83,56.13,-1.721121267,-4.882123226,-18.03519454,-1.721121267,-16.4069645,-18.93909216,-0.562261931,-6.751184143,537.1446363,-147.7323682,-36.4841413,-129.7735401,0.268874279,0.286710381,4.322079221
2424,잇츠한불,화학,A226320,12,2023,Annual,498568312,352665233,11838234,16661788,31588218,498568312,31856499,30510342,6000306,8593391,0,466711813,139161722,61564192,8054876,4801816,13332656,17392145,18564279,-15400097,-6685330,93.61,2.26,6.83,2.41,44.24,3.77,5.79,8054876.19,55.76,2.553711879,3.489759602,1.137879742,2.553711879,5.333913957,11.73315331,2.369283793,6.462643944,67.50000676,424.7029489,161.7965909,-248.873801,0.279122677,0.298174844,4.368393463
2426,자화전자,전기전자,A033240,12,2020,Annual,355988092,197814965,63694325,30103075,96200816,355988092,83535079,66459480,16468302,27692793,15000000,272453013,300686814,273254213,-19315591,27272001,19423,-6339610,-25876637,-17145209,17282599,76.53,12.15,30.66,15.88,90.88,-2.3,-6.42,-19315591.02,9.12,2.16180022,10.1264101,-16.52227529,2.16180022,19.58634858,-1.143908984,-2.207026781,-17.1724502,110.8944764,2157.173375,-213.5897213,-192.9015317,0.844654135,1.103628147,3.599527499
2427,자화전자,전기전자,A033240,12,2021,Annual,437943843,224326583,74885440,36605899,138426611,437943843,139199345,137209514,16246642,30698884,0,298744499,347854511,282431308,16315874,21948367,30180,21531720,38923403,-78029129,34381867,68.22,21.28,46.59,31.2,81.19,7.54,4.69,16315874.37,18.81,23.02204845,13.40223072,43.89338548,23.02204845,66.6357974,106.4558946,9.649915672,15.68665296,-184.4699704,-439.6379273,-250.4190943,355.1074822,0.794290219,1.164388004,2.498966579
2428,자화전자,전기전자,A033240,12,2022,Annual,505788674,198960154,63250802,38304747,208522792,505788674,162630932,134643572,14581167,30479385,25279046,343157742,292333491,234226455,-11740371,33554380,0,-38182504,29559731,-25323902,20332684,67.85,21.23,47.39,31.3,80.12,-11.9,-4.02,-11740371.04,19.88,15.49167367,-11.30781232,50.63779319,15.49167367,16.83311585,-1.870090437,14.86663123,-15.96098893,-171.9567398,-277.3314162,-24.05666329,-67.54557904,0.577975558,0.851892454,1.797526998
2429,자화전자,전기전자,A033240,12,2023,Annual,692647471,299755908,144816330,80030821,293528101,692647471,312897493,220299313,48506610,126365662,89890425,379749978,503330315,413020673,-16355712,51330468,0,-24425684,-58640069,-103240487,162801572,54.83,32.63,82.4,59.52,82.06,-6.76,-3.25,-16355712.21,17.94,36.94404533,50.66127663,40.76547613,36.94404533,92.39728209,63.61665821,10.6633864,72.17675377,39.3117134,-36.02911952,-298.3782227,307.6800131,0.726676031,1.325425528,1.608610891
2431,전방,섬유의복,A000950,12,2020,Annual,373432831,221158394,18224758,16937485,137168453,373432831,233102954,211787930,728126,168974140,0,140329877,105152228,117749882,-17955084,0,79587,5903173,-15752660,39406369,-22297203,37.58,45.32,166.11,120.59,111.98,4.35,-17.08,-17955083.64,-11.98,-3.404668991,442.9607134,-58.21841819,-3.404668991,-8.683861227,2.94340924,6.85706735,-23.51661231,-41.11587695,-114.6639909,76.44691441,620.0993101,0.281582709,0.749321743,0.451097793
2432,전방,섬유의복,A000950,12,2021,Annual,383313469,280690516,20807147,25841406,85384841,383313469,239288171,214719980,1315502,165401301,0,144025298,133745227,120719274,7360078,0,86844,159907,-1445055,5016509,-4717856,37.57,43.3,166.14,115.23,90.26,0.11,5.5,7360078,9.74,2.645894303,26.918319,-37.75183788,2.645894303,2.65342712,1.384427337,2.633381486,27.19200491,-140.99161,-97.29116866,-90.8265969,-87.26980149,0.348918673,0.928623158,0.558929539
2433,전방,섬유의복,A000950,12,2022,Annual,304781349,183763559,30597908,38857814,77076101,304781349,94123353,85022926,538161,36401737,0,210657995,124914049,153983476,-35045943,0,53057,67453344,-70177712,199765816,-127165029,69.12,12.03,44.68,17.4,123.27,38.04,-28.06,-35045943.27,-23.27,-20.48770167,-34.53161096,-9.730931044,-20.48770167,-60.66527125,-60.402881,46.26457846,-6.602985541,-576.1626575,42082.85879,4756.40422,3882.167998,0.409848074,0.592970844,1.327131312
2434,전방,섬유의복,A000950,12,2023,Annual,236979138,153530945,12411550,27361713,68820898,236979138,47159660,38878299,2917649,32581461,0,189819477,94772411,120719388,-32548106,0,59047,-19193790,-32730629,51014287,-15687431,80.1,13.99,24.84,17.47,127.38,-9.59,-34.34,-32548106.49,-27.38,-22.24618115,-16.45190927,-10.71045745,-22.24618115,-49.89589884,-54.27315804,-9.892108771,-24.12990231,-7.127321413,-128.4549125,-53.36036461,-74.46295466,0.399918794,0.499276536,2.009607597
2436,제이에스코퍼레이션,기타제조업,A194370,12,2020,Annual,504395888,301048873,80567447,164570032,124712666,504395889,353700901,323635738,68586534,195324767,3649606,150694988,402818975,346115401,7945475,1247046,0,2319865,-5647876,-29112862,41296675,29.88,46.6,234.71,155.98,85.92,1.51,1.97,7945475.24,14.08,150.1577524,160.1850833,137.6941647,150.1577529,690.9150611,760.2555836,-3.961279673,59.17478597,-28.41045666,-71.78521559,-127.3176365,-481.6931429,0.798616691,2.673074801,1.138868954
2437,제이에스코퍼레이션,기타제조업,A194370,12,2021,Annual,552280908,359583072,114194163,194209120,127488231,552280908,350394618,301376034,78545717,157719899,0,201886290,987023678,830746843,60970129,2144743,0,48293834,26217938,6973679,-36437643,36.56,38.19,173.56,104.48,84.17,27.39,6.18,60970128.7,15.83,9.493538932,19.44342074,2.225567851,9.493538715,-0.934768046,-6.878011723,33.97014239,145.0290923,667.3566275,1981.751912,-564.2088105,-123.9539452,1.787176894,4.889007956,2.816891662
2438,제이에스코퍼레이션,기타제조업,A194370,12,2022,Annual,533768141,312848636,93599482,140946949,166067504,533768141,278290252,235632678,52360202,111067496,30000000,255477889,975066241,801807090,81475323,2084573,0,64584602,123851570,-64957949,-40298217,47.86,31.81,108.93,66.45,82.23,28.24,8.36,81475323.11,17.77,-3.352056305,-12.99683985,30.26104661,-3.352056305,-20.57804609,-21.81439417,26.54543753,-1.211464048,33.63154111,33.73260446,372.3924894,-1031.473172,1.82675991,3.816636519,3.503774329
2439,제이에스코퍼레이션,기타제조업,A194370,12,2023,Annual,762883958,491789963,89934598,132197392,170059662,762883958,470072217,277068325,63029681,160962863,154600000,292811741,862765475,691461458,84041957,2133990,0,44326155,95757926,-213527446,180405823,38.38,45.43,160.54,118.37,80.14,16.17,9.74,84041956.67,19.86,42.9242211,57.19741319,2.403936895,42.9242211,68.91436679,17.58484746,14.61333979,-11.51724481,3.150198005,-31.36730176,-22.68331681,228.7164224,1.130926225,2.946485247,1.83538921
2441,제이준코스메틱,화학,A025620,12,2020,Annual,87885496,17921326,1667518,10405434,2209090,87885496,28058348,26871733,4453855,9055859,428621,59827148,30519229,24582819,-12264645,0,2748646,-22055627,-5024575,19295097,-14228099,68.07,22.22,46.9,32.65,80.55,-39.01,-40.19,-12264644.92,19.45,-29.06186895,-67.33343156,-89.25103703,-29.06186895,-60.27842584,-60.58763638,12.34555904,-41.99908473,-76.41989868,-75.28935782,-243.4547687,79.76658319,0.347261271,0.510123414,1.087705841
2442,제이준코스메틱,화학,A025620,12,2021,Annual,79881575,26690141,739019,5333606,1668949,79881575,19745647,19092194,2351900,3955163,23240,60135929,14977797,14261359,-14611402,0,775409,-39805369,-3490206,-16308876,26552890,75.28,10.77,32.84,14.3,95.22,-66.36,-97.55,-14611402.28,4.78,-9.107214915,48.92949886,-24.45083722,-9.107214915,-29.6264805,-28.95064118,0.516121878,-50.92340963,19.13432472,80.47715896,-30.53728922,-184.5234206,0.187500021,0.249065696,0.758536654
2443,제이준코스메틱,화학,A025620,12,2022,Annual,48387027,22335941,470632,1760083,875037,48387027,6805876,6418791,326909,2015798,0,41581151,6246245,5341717,-10667658,0,1278914,-21703261,-4981686,9429555,-2285743,85.93,5.69,16.37,6.62,85.52,-42.67,-170.79,-10667657.65,14.48,-39.42654861,-16.31388909,-47.56957822,-39.42654861,-65.53227149,-66.38002421,-30.85472913,-58.29663735,-26.99086645,-45.47654865,42.73329425,-157.8185462,0.129089249,0.150218184,0.917772378
2444,제이준코스메틱,화학,A025620,12,2023,Annual,48355454,18585790,1012842,3249643,705472,48355454,8368375,8194404,1533983,2009132,0,39987079,17033839,9053308,-10186543,0,5185869,-6797532,-9861092,-184687,4350973,82.69,5.75,20.93,6.96,53.15,-16.67,-59.8,-10186542.69,46.85,-0.065250961,-16.7897605,-19.37803773,-0.065250961,22.95808798,27.66273275,-3.833640873,172.7052653,-4.510033974,-68.67967445,97.94687983,-101.9585972,0.352263035,0.425983578,2.035501397
2446,제일기획,서비스업,A030000,12,2020,Annual,2242463952,1742270281,1010194193,37859344,82251984,2242463952,1226934683,1063894708,536766391,14071392,74120,1015529269,2747921881,1643465293,204917150,0,24981456,158280184,219474827,-111415204,-145404160,45.29,7.56,120.82,16.7,59.81,16.05,7.46,204917149.9,40.19,-0.457366358,-1.559829443,-12.06793524,-0.457366358,-5.32559012,-3.126486857,6.136363232,-19.69069252,-0.435290216,13.50049046,9.729129499,362.2959246,1.225402923,2.705901213,2.23966436
2447,제일기획,서비스업,A030000,12,2021,Annual,2542111414,2018598231,1157979830,36283772,81891346,2542111414,1414844027,1224222285,535030190,12757602,0,1127267387,3325712308,2046146430,248179541,0,32610591,167599145,249513810,32947492,-148604495,44.34,8.05,125.51,18.15,61.53,15.64,7.46,248179540.8,38.47,13.36242046,15.8602229,-0.438455077,13.36242046,15.31535025,15.06987259,11.00294412,21.02645024,21.11213776,5.887635941,13.68675552,-129.5718096,1.308248053,2.950242637,2.35058582
2448,제일기획,서비스업,A030000,12,2022,Annual,2751445128,2193979020,1386450697,56469922,80902407,2751445128,1530015562,1335642465,602103326,13956749,0,1221429566,4253367260,2715017610,311412762,0,51329552,195834423,184163143,16405679,-163263010,44.39,7.14,125.26,16.09,63.83,16.68,7.32,311412761.6,36.17,8.234639633,8.688246443,-1.207623331,8.234639633,8.140228379,9.101303037,8.353136096,27.8934215,25.478821,16.84691053,-26.1912024,-50.20659236,1.545866649,3.482286149,2.779950326
2449,제일기획,서비스업,A030000,12,2023,Annual,2889504607,2372420113,1474324868,53060248,84917349,2889504607,1591740851,1375033434,605470269,0,0,1297763756,4138274796,2519336850,307522766,0,56263229,190121613,266698726,-7489351,-192340326,44.91,5.98,122.65,13.31,60.88,15.09,7.43,307522766.4,39.12,5.01770788,8.133217837,4.962697834,5.01770788,4.034291581,2.949215081,6.249577718,-2.70591409,-1.249144696,-2.917163343,44.81655865,-145.6509664,1.432174493,3.188773594,2.599842049
2451,제일약품,의약품,A271980,12,2020,Annual,409663297,277512818,141175795,109310619,115547198,409663297,237184010,218058270,143363086,30419203,7656250,172479288,691324837,534633671,12904373,24270197,4293256,6964802,-19046087,-5576976,15133084,42.1,12.04,137.51,28.59,77.33,4.08,1.87,12904372.87,22.67,2.314574003,5.065085969,-4.061018307,2.314574003,2.437226235,4.574633143,2.14638827,2.966600841,5414.312269,-168.0195171,-165.7722712,386.6241905,1.687543995,4.008161473,2.914719407
2452,제일약품,의약품,A271980,12,2021,Annual,426486418,284672326,129423526,102457666,125709643,426486418,259139220,221943181,153084038,24165975,1531250,167347198,700693229,544716840,-10530151,38973748,4766809,-14985618,19100246,-8037159,11068755,39.24,11.21,154.85,28.56,77.74,-8.82,-1.5,-10530151.06,22.26,4.106572672,2.579883715,8.79505966,4.106572672,9.256614727,1.781593058,-2.975481902,1.355136037,-181.6014153,-315.1621539,-200.2843576,44.11320759,1.64294383,4.187062809,2.703925824
2453,제일약품,의약품,A271980,12,2022,Annual,456891539,291640788,137807454,99150809,138402417,456891539,301294320,268657137,151641431,40575736,0,155597220,722229924,565431766,-13504334,41147440,4780061,-15009014,-15146990,-12924122,33617868,34.06,13.71,193.64,40.26,78.29,-9.3,-1.87,-13504334.09,21.71,7.129212026,2.447888805,10.09689766,7.129212026,16.26735621,21.0477095,-7.021317441,3.073626818,28.24444778,0.156123024,-179.3025912,60.8046077,1.580746988,4.641663418,2.39709107
2454,제일약품,의약품,A271980,12,2023,Annual,487326298,317045923,150954766,109768045,137040757,487326298,330294126,318170458,144338120,64771976,0,157032172,726393758,542137866,8731380,45727389,4813877,5200570,-4980678,-11918615,18765520,32.22,17.44,210.34,54.11,74.63,3.33,1.2,8731379.54,25.37,6.661265618,8.711104909,-0.9838412,6.661265618,9.625075574,18.42992952,0.922222132,0.576524713,-164.6561319,-134.6496445,-67.11770457,-7.780079761,1.490569585,4.625763936,2.19923305
2456,제일연마,비금속광물,A001560,12,2020,Annual,98714752,51783592,11675090,18801572,30385134,98714752,12767542,8905976,4663088,500000,3296,85947209,73164758,59908590,3580342,757578,0,3270305,10384133,368999,-7239263,87.07,0.52,14.86,0.59,81.88,3.85,4.89,3580342,18.12,-3.695912654,-4.469386204,-7.477065543,-3.695912654,-30.95240001,-37.21087207,2.303183084,-9.75317161,-48.30228205,-48.97846312,51.10782855,-104.8049829,0.741173498,0.851275555,5.730528084
2457,제일연마,비금속광물,A001560,12,2021,Annual,106469253,53855548,10579293,24862530,29718041,106469253,13575873,8628601,4279535,0,0,92893380,79747901,62358583,6604429,794235,0,6095205,3661476,-4950979,-3143088,87.25,0,14.61,0,78.19,6.82,8.28,6604428.63,21.81,7.855463183,4.001182459,-2.195458477,7.855463183,6.331140324,-3.114481782,8.081904091,8.997696678,84.46363504,86.38032232,-64.73970432,-1441.732362,0.749022828,0.858488527,5.874237406
2458,제일연마,비금속광물,A001560,12,2022,Annual,104117876,53268102,11321701,22334868,27037536,104117876,11951005,9637923,3157432,0,19614,92166871,83435242,66214800,5129135,780434,0,2207066,4490995,-4816788,-3532807,88.52,0.05,12.97,0.05,79.36,2.39,6.15,5129135.21,20.64,-2.208503332,-1.090780842,-9.019790369,-2.208503332,-11.96879199,11.69740031,-0.7820891,4.623746774,-22.33794928,-63.79012683,22.65531715,-2.710393237,0.80135367,0.905262825,6.981441477
2459,제일연마,비금속광물,A001560,12,2023,Annual,106615085,56303414,11476016,21537567,28137930,106615085,10794722,8135004,4052834,0,0,95820363,85239049,65371589,7891765,804452,0,10917006,12204622,-5964349,-4575296,89.88,0.02,11.27,0.02,76.69,11.61,9.26,7891764.65,23.31,2.398444048,5.698179372,4.069875302,2.398444048,-9.67519468,-15.59380584,3.963996998,2.161924574,53.86151856,394.6388554,171.7576395,23.82419571,0.799502706,0.889571343,7.896363519
2461,제일파마홀딩스,서비스업,A002620,12,2020,Annual,887395067,335074174,162013344,124150479,170478767,887395067,388110851,327317450,149264533,130509680,12368250,499284217,761996752,570757448,22481192,24730544,10674692,14941062,-23671463,-1606439,24893999,56.26,16.88,77.73,30,74.9,3.05,2.95,22481192.4,25.1,4.981728097,6.840702701,4.390306692,4.981728097,6.788892717,4.29806823,3.618660426,4.125658747,135.891533,-115.6436439,-193.8756749,-96.06721058,0.858689416,1.526178329,1.963348229
2462,제일파마홀딩스,서비스업,A002620,12,2021,Annual,892421378,335143722,149680754,114242904,212965050,892421378,392107688,298023551,159388338,88032517,18531250,500313690,762568056,582061262,-8974888,39673224,8742353,-12870005,13403078,7325148,-12237646,56.06,12.89,78.37,23,76.33,-2.58,-1.18,-8974887.67,23.67,0.566411871,0.020756001,24.92174465,0.566411871,1.029818411,-8.949690583,0.206189774,0.074974598,-139.9217622,-186.1384887,-156.621249,-555.9866886,0.854493264,1.524179872,1.944792411
2463,제일파마홀딩스,서비스업,A002620,12,2022,Annual,865677012,352916444,162403360,113265718,233120075,865677012,445884553,358504740,162967415,115195170,16300000,419792460,792964733,612481608,-7547961,41565861,6227869,-83145006,-17255700,-21110188,44913983,48.49,15.78,106.22,32.53,77.24,-18.07,-0.95,-7547961.15,22.76,-2.996831616,5.303015045,9.464005948,-2.996831616,13.71482035,20.29409716,-16.09414885,3.986093669,-15.89910648,546.0370917,-228.7443078,-388.1878701,0.916005302,1.888944678,1.778408172
2464,제일파마홀딩스,서비스업,A002620,12,2023,Annual,879996991,384527207,178437277,125280103,228862356,879996991,477810922,412635829,154050034,141029588,10500000,402186068,804043002,589458611,20820186,46037531,5928673,-13240832,-4415630,-13425021,20616065,45.7,18.09,118.8,39.59,73.31,-3.22,2.59,20820186.24,26.69,1.654194209,8.957010515,-1.826405984,1.654194209,7.160232124,15.09912784,-4.194070565,1.397069572,-375.8385477,-84.07501227,-74.41060056,-36.40501449,0.913688354,1.999181637,1.682763966
2466,제주항공,운수창고업,A089590,12,2020,Annual,1168566447,300415535,2375340,14659561,262193928,1168566447,951754574,458850625,418153,165600000,73409400,216811873,377045661,607590799,-335816214,0,1731837,-306475796,-285529205,95311915,261560490,18.55,53.95,438.98,290.8,161.15,-113.11,-89.07,-335816214.1,-61.15,-20.37067376,-34.08183004,-7.958039198,-20.37067376,-16.68732107,-17.58048591,-33.31307378,-72.75634913,921.0411399,825.4167407,-440.3314229,-171.9588057,0.322656587,1.739045264,0.396158496
2467,제주항공,운수창고업,A089590,12,2021,Annual,1266756061,390602612,4555031,12687584,249433710,1266756061,1082667274,488274740,530229,165600000,183987945,184088788,273079199,500150258,-317159495,0,658840,-272277860,-83736411,62693924,214041312,14.53,53.77,588.12,369.97,183.15,-135.83,-116.14,-317159495.2,-83.15,8.402570025,30.02077672,-4.866709957,8.402570025,13.75488005,6.41256945,-15.09284734,-27.57397121,-5.555633773,-11.15844593,-70.6732588,-34.22236454,0.215573627,1.483410272,0.252228183
2468,제주항공,운수창고업,A089590,12,2022,Annual,1644674849,563875752,45730696,17115629,429302633,1644674849,1357023834,854616061,1075620,165600000,150015208,287651014,702503276,766393671,-177502074,0,1389128,-179674354,124467120,-382446647,164777144,17.49,40.29,471.76,230.34,109.09,-76.18,-25.27,-177502073.6,-9.09,29.8335883,44.36046628,72.11091195,29.8335883,25.34080106,75.02770285,56.25667219,157.2525768,-44.03381365,-34.01066322,-248.6415748,-710.0218691,0.427138091,2.442206847,0.517679394
2469,제주항공,운수창고업,A089590,12,2023,Annual,1980894334,507538375,79550650,24079215,578906937,1980894334,1669691472,1121502726,4456393,195600000,0,311202862,1724008542,1385996391,169792118,0,5443285,134328660,388249757,-77236364,-298288375,15.71,39.62,536.53,252.2,80.39,44.86,9.85,169792117.7,19.61,20.44291522,-9.991097649,34.84821487,20.44291522,23.04068876,31.22883798,8.187646437,145.4093242,-195.6564136,-174.7622891,211.9295739,-79.80466959,0.870318276,5.539822259,1.032531202
2471,조광페인트,화학,A004910,12,2020,Annual,349970175,93527933,43792373,43664087,181557191,349970175,147550487,96629226,30519042,44219120,30499980,202419688,201303245,172049355,-4780599,0,831091,4464384,14326796,-10472998,-7070804,57.84,25.12,72.89,43.44,85.47,2.38,-2.37,-4780599.31,14.53,11.97425001,-4.929471621,22.38491787,11.97425001,5.536026905,2.639337043,17.1853135,-1.012330528,1212.684213,-293.0184688,16.39506349,-10.28427802,0.575201144,0.994484514,1.364300783
2472,조광페인트,화학,A004910,12,2021,Annual,347025302,108882592,48603018,53177398,178945314,347025302,172513434,91473585,36715516,36154309,67233300,174511868,238547800,212556376,-8796483,0,583833,-24392791,-4335914,-18061158,22016887,50.29,32.28,98.85,64.19,89.1,-12.94,-3.69,-8796482.63,10.9,-0.84146399,16.41719057,-1.438597384,-0.84146399,16.91824101,-5.335488251,-13.78710751,18.50171615,84.00378279,-646.3864892,-130.2643662,72.45451589,0.687407514,1.366943135,1.382778109
2473,조광페인트,화학,A004910,12,2022,Annual,386108212,129950151,49028977,57856704,200540831,386108212,216375249,125528752,31986546,24779464,40267900,169732963,260470738,224302135,-1615835,0,589528,-7251074,-6285974,-25289468,47106353,43.96,37.9,127.48,86.22,86.11,-4.21,-0.62,-1615834.53,13.89,11.26226525,19.34887718,12.06822158,11.26226525,25.42515906,37.22950948,-2.738441262,9.190165661,-81.63089726,-70.27370095,44.97460051,40.02129875,0.674605538,1.534591357,1.203791742
2474,조광페인트,화학,A004910,12,2023,Annual,382807997,109471178,45828410,47070120,207065282,382807997,207511535,106679640,28666285,28743894,58031500,175296463,252818413,206695624,3706462,0,912750,4760404,14776554,-12378044,-8385512,45.79,37.31,118.38,81.48,81.76,2.76,1.47,3706462.38,18.24,-0.85473836,-15.75909904,3.253427727,-0.85473836,-4.096454674,-15.01577264,3.27779584,-2.937882796,-329.3836933,-165.6510194,-335.0718282,-51.05454966,0.660431378,1.442233395,1.218334263
2476,조광피혁,기타제조업,A004700,12,2020,Annual,343161525,105024438,21774040,21532837,20562002,343161525,28284868,12364274,0,13139,0,314876658,97316423,71352116,15116991,713925,0,19653626,21279984,11982538,-17758,91.76,0.02,8.98,0.02,73.32,6.66,15.53,15116990.52,26.68,16.00275739,22.64102392,-10.17672843,16.00275739,35.92066098,15.76806863,14.49559341,-10.09228721,-4.607822883,35.54517418,-26.9896435,-146.8227747,0.283587803,0.309062042,3.44058254
2477,조광피혁,기타제조업,A004700,12,2021,Annual,440910560,84580230,19568997,53941646,19258954,440910560,63928944,12488603,0,725933,20746250,376981615,104248549,81747996,10948432,691693,0,11204042,-18509093,-48326354,20571647,85.5,4.88,16.96,5.71,78.42,3.24,10.5,10948431.76,21.58,28.4848469,-19.46614368,-6.337165029,28.4848469,126.0181805,1.005550346,19.72358237,7.123284833,-27.57532236,-42.99249411,-186.9788859,-503.3064948,0.23643922,0.276534836,1.630694056
2478,조광피혁,기타제조업,A004700,12,2022,Annual,442034876,91336630,32313637,34736188,19237304,442034876,63994596,14246772,0,1328205,22177750,378040280,122005783,112224479,507524,743445,0,6061277,15666521,1575513,-469255,85.52,5.33,16.93,6.23,91.98,1.61,0.42,507523.56,8.02,0.254998656,7.988155152,-0.112415243,0.254998656,0.102695267,14.07818793,0.280826692,17.03355507,-95.36441383,-45.90097931,-184.6422945,-103.2601528,0.276009405,0.322732231,1.90650134
2479,조광피혁,기타제조업,A004700,12,2023,Annual,504500386,99554475,21456606,39728129,21913004,504500386,69790235,29596518,0,22564500,0,434710151,126567009,107696010,6344169,619069,0,9045802,8181916,5837890,-1333493,86.17,4.48,16.05,5.2,85.09,2.23,5.01,6344169.36,14.91,14.13135329,8.997315754,13.90891364,14.13135329,9.056450642,107.7419222,14.99043197,3.738532623,1150.023447,49.23921147,-47.77451867,270.5389927,0.250875941,0.291152642,1.813534644
2481,조비,화학,A001550,12,2020,Annual,87855328,37564615,7089510,28292338,48388497,87855328,36652318,24452464,4910846,15614426,0,51203010,73654579,55664851,3815673,5397,0,3004723,8187804,-493241,-7124680,58.28,18.1,71.58,31.06,75.58,6.06,5.18,3815673.14,24.42,-4.177521617,-8.120353322,-1.450301915,-4.177521617,-16.17207775,-22.53225137,6.756944094,3.889018897,294.331821,-2450.74558,-431.1328996,-109.2604601,0.83836212,1.438481429,2.009547636
2482,조비,화학,A001550,12,2021,Annual,103778713,52932877,12503220,37447359,48691333,103778713,50521010,38106396,9609918,25198690,0,53257703,84597515,66992413,3077406,78347,0,1851220,-7973100,-1702155,9140827,51.32,24.47,94.86,47.69,79.19,3.54,3.64,3077405.83,20.81,18.12455245,40.91153869,0.625842956,18.12455245,37.8385127,55.8386754,4.012836355,14.8571021,-19.34827749,-38.38966188,-197.3777584,245.0960078,0.815172135,1.588455946,1.674501658
2483,조비,화학,A001550,12,2022,Annual,130041760,78134327,18747686,55660569,50265301,130041760,68561446,57328641,10259406,39773248,0,61480314,148554918,120263548,11907297,111672,0,8638058,-13746988,-2107883,15685701,47.28,30.92,111.52,65.4,80.96,15.06,8.02,11907297.4,19.04,25.30677654,47.61020263,3.232542432,25.30677654,35.70877938,50.44361844,15.4392896,75.60198784,286.9264244,366.6143408,72.41710251,23.83613713,1.142363176,2.416300574,2.16674132
2484,조비,화학,A001550,12,2023,Annual,118588765,67424583,16733333,46099390,49651091,118588765,66303820,54062421,11843238,36963870,0,52284944,114718158,103833247,-5582069,101645,0,-9037064,4797142,-1282857,-2671229,44.09,31.51,126.81,71.47,90.51,-15.89,-4.87,-5582069.28,9.49,-8.807167021,-13.70683592,-1.221936381,-8.807167021,-3.29285062,-5.697361638,-14.95660871,-22.77727352,-146.8793967,-204.6191632,-134.8959496,-39.14002817,0.967361099,2.194095455,1.730189271
2486,조선선재,기계,A120030,12,2020,Annual,125961386,106731081,6986194,11123935,10152929,125961386,9019080,7832546,2950279,0,0,116942306,59517342,40959234,12709818,7891,7664,9195279,12725814,6644592,-3333805,92.84,0.19,7.71,0.2,68.82,8.09,21.35,12709817.88,31.18,4.056398608,-1.126583223,-0.032836878,4.056398608,-14.70144731,-14.19821897,5.851667861,-7.067376351,-9.980220154,-28.22610363,-16.95129396,-56.21056938,0.472504661,0.508946198,6.599048018
2487,조선선재,기계,A120030,12,2021,Annual,139548941,104086174,7103430,17585950,9850446,139548941,13139110,11267168,3876714,0,0,126409831,68155875,47914704,14137036,7499,6404,14543458,10043888,-18058975,-5397750,90.58,0.54,10.39,0.6,70.3,11.95,20.74,14137036.32,29.7,10.78707962,-2.478103824,-2.979268347,10.78707962,45.68126683,43.85064575,8.095893885,14.51431248,11.229256,58.16222651,-21.07469117,-371.784558,0.488401234,0.539165937,5.187252028
2488,조선선재,기계,A120030,12,2022,Annual,145133297,112016258,10156090,18567397,9428609,145133297,9248179,8405271,2984477,0,0,135885117,66976160,51132005,9435413,6166,8638,10522135,6076167,-1428984,-2673960,93.63,0.42,6.81,0.45,76.34,8.02,14.09,9435412.97,23.66,4.001718652,7.618767887,-4.282415233,4.001718652,-29.61335281,-25.40032242,7.495687578,-1.730907277,-33.25748764,-27.65039099,-39.50383557,-92.08712565,0.461480318,0.492888121,7.242091659
