,종목명,업종명,종목코드,결산월,회계년,주기,총자산(천원),유동자산(천원),재고자산(천원),부채및자본총계(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),매출액(천원),연구개발비(천원),광고선전비(천원),영업이익(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),매출채권(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),유보율(%),매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),총자산증가율(전년동기)(%),*매출원가율(%),ROE(당기순이익)(%),총자본회전율(회),총부채회전율(회),총자산회전율(회),영업이익률(%),EBIT(천원),당기순이익률(%),매출총이익률(%),유형자산증가율(전년동기)(%)
1882,문배철강,철강금속,A008420,12,2011,Annual,"129,650,251","69,728,699","24,127,470","129,650,251","7,042,627","34,478,893",0,"141,816,273",0,0,"3,027,388","3,355,523","-3,894,162","-1,283,264","5,622,207","43,345,409",62.82,26.59,59.17,42.33,704.22,17.96,77.86,-16.08,3.54,93.86,4.07,1.72,3.16,1.11,2.13,"3,027,388",2.37,6.14,-0.95
1883,문배철강,철강금속,A008420,12,2012,Annual,"125,759,332","64,865,517","12,929,430","125,759,332","10,292,992","26,867,580",0,"157,456,390",0,0,"1,434,520","2,558,234","8,957,842","-412,544","-10,269,383","51,476,780",64.75,21.36,54.43,32.99,704.05,11.03,-52.62,-23.76,-3.00,95.9,3.14,1.93,3.40,1.23,0.91,"1,434,520",1.62,4.1,-1.91
1884,문배철강,철강금속,A008420,12,2013,Annual,"119,792,029","62,075,209","14,144,816","119,792,029","7,806,639","20,759,913",0,"147,635,502",0,0,"3,102,007","4,680,398","4,053,860","4,422,601","-8,048,958","46,947,667",70.01,17.33,42.84,24.75,727.77,-6.24,116.24,82.95,-4.75,93.45,5.66,1.79,3.68,1.20,2.10,"3,102,007",3.17,6.55,-0.96
1885,문배철강,철강금속,A008420,12,2014,Annual,"112,624,423","56,407,349","10,704,898","112,624,423","10,585,114","10,162,204",0,"132,335,203",0,0,"3,012,230","2,731,667","11,641,553","1,193,454","-12,209,065","44,210,611",74.15,9.02,34.85,12.17,724.35,-10.36,-2.89,-41.64,-5.98,92.99,3.26,1.58,4.07,1.14,2.28,"3,012,230",2.06,7.01,-3.58
1886,문배철강,철강금속,A008420,12,2015,Annual,"104,199,406","52,142,158","8,660,844","104,199,406","9,199,265","6,197,481",0,"115,219,459",0,0,"1,067,442","5,733,619","5,893,003","3,152,339","-5,374,648","35,906,169",81.12,5.95,23.27,7.33,760.61,-12.93,-64.56,109.89,-7.48,93.24,6.82,1.37,4.72,1.06,0.93,"1,067,442",4.98,6.76,2.49
1887,문배철강,철강금속,A008420,12,2016,Annual,"116,458,628","62,155,361","10,149,083","116,458,628","12,797,349","6,072,303",0,"129,929,058",0,0,"5,447,715","7,414,028","8,533,310","2,345,232","-1,459,860","34,901,066",78.57,5.21,27.27,6.64,828.66,12.77,410.35,29.31,11.77,89.86,8.42,1.48,5.82,1.18,4.19,"5,447,715",5.71,10.14,-4.74
1888,문배철강,철강금속,A008420,12,2017,Annual,"157,705,853","59,942,701","14,226,924","157,705,853",0,"11,531,810","20,000,000","156,033,585",0,0,"6,475,063","10,130,824","-2,725,699","-41,309,834","30,606,569",0,64.53,22.96,54.96,35.57,928.82,20.09,18.86,36.64,35.42,91.25,10.48,1.61,3.86,1.14,4.15,"6,475,063",6.49,8.75,-2.37
1889,문배철강,철강금속,A008420,12,2018,Annual,"151,748,565","50,227,352","10,097,475","151,748,565","11,676,430","2,118,100","20,000,000","159,405,950",0,0,"3,283,910","4,979,163","10,084,479","2,435,498","-11,164,324","34,350,521",72.49,14.58,37.94,20.11,987.13,2.16,-49.28,-50.85,-3.78,94.01,4.70,1.51,3.26,1.03,2.06,"3,283,910",3.12,5.99,107.02
1890,미래산업,의료정밀,A025560,12,2010,Annual,"145,667,902","66,363,695","17,088,921","145,667,902","15,195,066","49,314,318","900,000","80,663,298","103,608","550,411","4,852,122","1,025,360","-5,419,221","-6,416,371","12,701,449","34,656,851",47.03,35.3,112.64,75.05,196.54,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),74.89,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),6.02,"4,852,122",1.27,25.11,N/A(IFRS)
1891,미래산업,의료정밀,A025560,12,2011,Annual,"126,114,458","48,077,042","18,563,598","126,114,458","14,916,014","43,451,461","2,000,000","73,769,043","30,112","579,615","-10,366,892","-18,215,971","-1,179,885","3,320,369","-2,662,857","26,167,982",40.23,38.66,148.60,96.10,122.18,-8.55,적전,적전,-13.42,83.22,-30.55,1.24,0.97,0.54,-14.05,"-10,366,892",-24.69,16.78,1.40
1892,미래산업,의료정밀,A025560,12,2012,Annual,"96,187,992","25,050,409","10,131,670","96,187,992","9,426,900","30,797,761","5,000,000","33,767,221",0,"202,811","-13,785,372","-28,621,147","1,739,526","-6,677,624","4,928,850","12,489,467",39.53,39.92,152.97,100.99,34.18,-54.23,적지,적지,-23.73,95.47,-64.50,0.76,0.51,0.30,-40.82,"-13,785,372",-84.76,4.53,2.12
1893,미래산업,의료정밀,A025560,12,2013,Annual,"75,968,359","24,921,630","9,880,811","75,968,359","12,240,610","19,229,899","2,600,000","34,789,441",0,"218,179","-1,412,303","-7,370,701","657,947","12,576,478","-14,167,863","13,501,376",40.23,31.89,148.59,79.29,9.40,3.03,적지,적지,-21.02,77.42,-21.49,1.01,0.67,0.40,-4.06,"-1,412,303",-21.19,22.58,-42.19
1894,미래산업,의료정밀,A025560,12,2014,Annual,"64,768,918","18,268,811","9,244,936","64,768,918","6,172,480","3,593,943",0,"24,104,427","195,508","280,857","-9,073,048","-13,017,535","-6,170,911","-1,909,849","7,381,672","7,953,822",58.48,17.24,71.01,29.49,,-30.71,적지,적지,-14.74,87.41,-38.04,0.70,0.67,0.34,-37.64,"-9,073,048",-54.00,12.59,-4.00
1895,미래산업,의료정밀,A025560,12,2015,Annual,"70,111,792","38,598,179","13,591,211","70,111,792","4,763,057","7,300,000",0,"25,548,220","316,041","152,820","-2,445,095","2,154,074","-8,445,760","2,871,344","7,787,777","7,323,596",68.82,15.67,45.30,22.77,0.90,5.99,적지,흑전,8.25,71.14,5.00,0.59,1.05,0.38,-9.57,"-2,445,095",8.43,28.86,-1.00
1896,미래산업,의료정밀,A025560,12,2016,Annual,"84,503,325","56,957,603","13,745,588","84,503,325","3,572,707","535,535",0,"23,311,149","659,939","120,257","-8,557,361","-9,489,044","-8,581,896","-4,221,834","23,655,791","9,158,036",86.50,0.63,15.61,0.73,19.64,-8.76,적지,적전,20.53,84.47,-15.64,0.38,1.40,0.30,-36.71,"-8,557,361",-40.71,15.53,-2.08
1897,미래산업,의료정밀,A025560,12,2017,Annual,"84,456,717","58,213,327","20,960,659","84,456,717","5,272,407","1,000",0,"34,478,511","298,822","159,970","-9,459,739","-13,656,995","-930,661","-17,180,294","9,465,465","8,127,645",71.77,8.97,39.33,12.50,,47.91,적지,적지,-0.06,87.75,-20.43,0.52,1.96,0.41,-27.44,"-9,459,739",-39.61,12.25,-1.37
1898,미래산업,의료정밀,A025560,12,2018,Annual,"68,651,324","47,396,264","10,438,218","68,651,324","2,278,080","1,000",0,"34,499,216","158,575","55,017","-11,439,840","-13,301,480","-1,531,649","-1,882,122","715,170","8,858,666",69.34,12.97,44.23,18.70,,0.06,적지,적지,-18.71,102.85,-24.58,0.64,1.54,0.45,-33.16,"-11,439,840",-38.56,-2.85,-3.92
1899,미래아이앤지,서비스업,A007120,12,2010,Annual,"39,242,077","10,189,200","2,667,895","39,242,077","311,157","11,350,140","37,896","15,474,254","111,818","111,217","516,790","-2,185,056","-244,038","-4,140,970","4,879,448","1,970,559",56.16,29.02,78.07,51.68,121.78,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),70.22,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),3.34,"516,790",-14.12,29.78,N/A(IFRS)
1900,미래아이앤지,서비스업,A007120,12,2011,Annual,"41,178,848","12,067,621","2,668,288","41,178,848","279,327","10,351,107","23,978","25,733,558","30,745","91,131","2,346,694","2,014,964","3,228,876","-25,822","-1,120,807","1,962,609",58.48,25.2,71.00,43.08,139.21,66.30,354.09,흑전,4.94,66.62,8.74,1.12,1.50,0.64,9.12,"2,346,694",7.83,33.38,0.57
1901,미래아이앤지,서비스업,A007120,12,2012,Annual,"37,376,216","7,500,542","2,115,086","37,376,216","722,066","2,626,171","35,872","35,018,015","55,141","91,474","1,369,454","418,691","2,265","-1,910,530","-4,411,238","2,897,085",67.38,18.78,48.41,27.87,148.67,36.08,-41.64,-79.22,-9.23,74.4,1.70,1.42,2.39,0.89,3.91,"1,369,454",1.20,25.6,-20.53
1902,미래아이앤지,서비스업,A007120,12,2013,Annual,"33,288,537","17,931,623","2,793,405","33,288,537","436,845","1,121,825","175,017","26,771,535","97,896","192,309","-4,432,119","-12,193,462","-5,235,835","3,359,799","6,856,714","3,269,750",54.79,35.0,82.51,63.87,82.19,-23.55,적전,적전,-10.94,71.55,-56.16,1.23,1.97,0.76,-16.56,"-4,432,119",-45.55,28.45,-31.78
1903,미래아이앤지,서비스업,A007120,12,2014,Annual,"48,844,887","5,839,036","410,184","48,844,887","784,902",0,0,"18,787,582","191,213","194,604","-5,989,113","-18,683,618","-3,057,062","-34,394,433","34,257,431","1,356,903",77.43,16.96,29.15,21.90,44.62,-29.82,적지,적지,46.73,74.18,-66.66,0.67,1.44,0.46,-31.88,"-5,989,113",-99.45,25.82,-31.56
1904,미래아이앤지,서비스업,A007120,12,2015,Annual,"47,974,558","36,653,416","325,201","47,974,558","801,978",0,0,"9,161,388",0,"10,420","-1,461,589","1,178,478","179,548","29,180,804","-3,468,798","1,043,262",93.80,0.0,6.61,0.00,57.79,-51.24,적지,흑전,-1.78,64.43,2.85,0.22,1.31,0.19,-15.95,"-1,461,589",12.86,35.57,3.97
1905,미래아이앤지,서비스업,A007120,12,2016,Annual,"52,119,332","13,189,476","793,326","52,119,332","812,992",0,0,"9,828,639",0,"576,253","-1,644,589","-2,343,831","-3,542,391","-24,868,443","7,252,454","1,462,817",94.48,0.0,5.84,0.00,59.33,7.28,적지,적전,8.64,70.02,-4.97,0.21,3.36,0.20,-16.73,"-1,644,589",-23.85,29.98,-1.98
1906,미래아이앤지,서비스업,A007120,12,2017,Annual,"68,822,164","26,447,989","330,727","68,822,164","964,777",0,0,"7,707,135",0,"1,158,699","-2,937,282","-2,696,717","-1,281,417","-2,905,627","19,466,027","1,470,428",95.47,0.0,4.75,0.00,29.65,-21.58,적지,적지,32.05,69.24,-4.69,0.13,2.57,0.13,-38.11,"-2,937,282",-34.99,30.76,54.28
1907,미래아이앤지,서비스업,A007120,12,2018,Annual,"57,570,343","23,216,877","22,451","57,570,343","944,026",0,0,"6,445,366",0,"650,628","-1,423,529","-10,844,132","-3,032,397","-517,357","-320,000","900,450",95.77,0.0,4.42,0.00,9.25,-16.37,적지,적지,-16.35,76.28,-17.95,0.11,2.32,0.10,-22.09,"-1,423,529",-168.25,23.72,-1.53
1908,미원상사,화학,A002840,12,2010,Annual,"166,479,313","104,269,610","25,910,252","166,479,313","11,305,240","7,467,472","641,106","114,556,385","4,061,568","81,631","11,331,022","19,679,201","23,431,114","-22,563,468","-717,731","21,391,125",42.93,12.18,132.95,28.36,623.98,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),80.06,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),9.89,"11,331,022",17.18,19.94,N/A(IFRS)
1909,미원상사,화학,A002840,12,2011,Annual,"148,263,212","62,447,470","31,788,749","148,263,212","11,122,871","23,552,535","12,419,701","139,680,161","4,364,291","57,289","13,247,954","13,492,213","9,284,580","-28,298,415","19,004,735","24,635,798",56.40,25.95,77.29,46.01,"1,001.41",21.93,16.92,-31.44,-10.94,81.72,17.40,1.80,1.75,0.89,9.48,"13,247,954",9.66,18.28,30.42
1910,미원상사,화학,A002840,12,2012,Annual,"210,557,314","88,829,872","42,703,753","210,557,314","15,522,713","29,901,891","16,204,132","233,722,776","5,954,823","71,892","25,755,989","21,507,585","31,158,644","-36,192,714","8,350,268","36,614,733",56.03,26.6,78.48,47.48,"1,285.45",67.33,94.41,59.41,42.02,81.23,21.34,2.32,2.97,1.30,11.02,"25,755,989",9.20,18.77,52.74
1911,미원상사,화학,A002840,12,2013,Annual,"226,444,664","91,163,541","45,747,269","226,444,664","17,636,350","25,162,304","21,890,000","235,226,498","6,987,618","77,957","18,126,545","16,088,781","33,025,773","-21,907,724","-9,763,532","34,859,385",60.08,20.91,66.43,34.80,"1,502.04",0.64,-29.62,-25.19,7.55,83.18,12.67,1.85,2.57,1.08,7.71,"18,126,545",6.84,16.82,9.94
1912,미원상사,화학,A002840,12,2014,Annual,"228,635,451","94,447,459","48,466,516","228,635,451","12,686,357","29,858,925","5,500,000","247,218,929","7,475,991","64,056","17,727,089","11,674,826","17,935,449","-16,454,368","-1,205,238","35,647,635",63.54,20.48,57.38,32.23,"1,604.05",5.10,-2.20,-27.43,0.97,84.91,8.30,1.76,2.85,1.09,7.17,"17,727,089",4.72,15.09,1.72
1913,미원상사,화학,A002840,12,2015,Annual,"231,194,650","96,124,498","45,099,955","231,194,650","15,098,660","20,980,680","5,500,000","239,436,981","7,688,129","70,879","18,451,265","16,970,598","36,440,195","-11,652,915","-21,572,543","37,799,433",70.75,11.48,41.34,16.23,"1,789.76",-3.15,4.09,45.36,1.12,83.57,10.99,1.55,3.17,1.04,7.71,"18,451,265",7.09,16.43,-10.03
1914,미원상사,화학,A002840,12,2016,Annual,"329,573,660","144,349,695","55,132,709","329,573,660","21,884,502","22,909,158","2,891,904","242,966,377","8,156,889","90,434","16,701,135","26,368,950","30,452,389","-13,290,383","-6,364,394","59,545,873",72.58,9.65,37.77,13.29,"2,246.18",1.47,-9.49,55.38,42.55,83.31,13.09,1.21,3.08,0.87,6.87,"16,701,135",10.85,16.69,52.73
1915,미원상사,화학,A002840,12,2017,Annual,"290,102,776","115,995,907","50,057,827","290,102,776","24,461,335","23,111,879","5,481,064","318,655,533","7,067,132","91,931","10,996,548","29,884,048","30,561,380","-23,292,712","-22,067,166","54,920,209",71.42,10.02,40.03,14.03,"2,210.27",31.15,-34.16,13.33,-11.98,87.86,13.39,1.43,3.68,1.03,3.45,"10,996,548",9.38,12.14,-11.83
1916,미원상사,화학,A002840,12,2018,Annual,"245,546,856","111,709,083","47,319,502","245,546,856","17,488,545","282,812",0,"328,648,414","7,873,655","109,468","27,171,850","24,214,519","37,383,401","-15,846,839","-1,139,287","34,839,703",80.51,0.12,24.21,0.14,"2,373.45",3.14,147.09,-18.97,-15.36,83.89,11.96,1.62,5.03,1.23,8.27,"27,171,850",7.37,16.11,-34.23
1917,미원홀딩스,기타금융,A107590,12,2010,Annual,"92,309,382","65,842,363","29,520,820","92,309,382","9,643,138","296,114",0,"183,004,386","2,493,604","12,686","25,163,338","19,942,755","14,437,495","-11,191,700","-1,047,298","25,541,021",79.72,0.32,25.43,0.40,"1,987.32",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),79.9,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),13.75,"25,163,338",10.90,20.1,N/A(IFRS)
1918,미원홀딩스,기타금융,A107590,12,2011,Annual,"118,613,059","79,359,087","38,523,306","118,613,059","14,405,312","3,145,294","63,619","202,554,886","2,386,618","46,217","20,363,454","15,996,293","13,124,737","-17,323,069","3,491,640","30,272,241",75.91,2.71,31.73,3.56,"2,435.11",10.68,-19.07,-19.79,28.50,83.21,19.55,2.48,8.57,1.92,10.05,"20,363,454",7.90,16.79,43.01
1919,미원홀딩스,기타금융,A107590,12,2012,Annual,"147,898,036","92,146,798","48,308,476","147,898,036","12,054,071","776,697","60,304","238,777,118","3,129,958","41,949","35,451,448","27,917,722","21,919,075","-21,797,072","-1,528,436","33,800,079",80.46,0.57,24.29,0.70,"3,222.20",17.88,74.09,74.53,24.69,77.47,26.71,2.28,8.31,1.79,14.85,"35,451,448",11.69,22.53,45.08
1920,미원홀딩스,기타금융,A107590,12,2013,Annual,"182,542,811","114,604,048","57,722,136","182,542,811","13,510,904","609,102",0,"263,342,862","4,019,862","57,308","38,237,999","31,022,882","29,978,460","-20,327,896","954,625","35,830,523",82.91,0.33,20.61,0.40,"4,101.30",10.29,7.86,11.12,23.42,77.56,22.95,1.95,8.76,1.59,14.52,"38,237,999",11.78,22.44,22.94
1921,미원홀딩스,기타금융,A107590,12,2014,Annual,"203,526,514","130,298,722","71,108,466","203,526,514","11,539,033","690,381",0,"273,941,342","3,632,860","44,031","33,397,747","26,144,085","22,240,341","-18,108,430","-4,651,954","34,792,237",84.74,0.34,18.01,0.40,"4,754.45",4.02,-12.66,-15.73,11.50,79.27,16.15,1.69,8.80,1.42,12.19,"33,397,747",9.54,20.73,7.94
1922,미원홀딩스,기타금융,A107590,12,2015,Annual,"224,340,447","142,169,760","68,459,618","224,340,447","11,165,441","919,329",0,"270,442,315","3,596,286","97,217","36,901,259","30,646,260","40,393,822","-18,527,099","-10,067,915","38,097,482",85.77,0.41,16.59,0.48,"5,593.43",-1.28,10.49,17.22,10.23,76.91,16.80,1.48,8.59,1.26,13.64,"36,901,259",11.33,23.09,13.62
1923,미원홀딩스,기타금융,A107590,12,2016,Annual,"254,837,540","156,268,714","63,027,477","254,837,540","14,898,889","1,257,752",0,"95,126,093","264,798","62,224","2,582,428","34,515,223","55,433,382","-24,771,207","-11,772,158","40,190,344",84.97,0.49,17.69,0.58,"6,207.98",-64.83,-93.00,12.62,13.59,86.9,16.88,0.47,2.71,0.40,2.71,"2,582,428",36.28,13.1,18.80
1924,미원홀딩스,기타금융,A107590,12,2017,Annual,"163,827,190","49,773,292","24,509,425","163,827,190","25,422,927","5,000,000",0,"117,568,146","86,903","57,503","9,173,407","12,731,679","-8,952,784","-24,606,664","-1,177,643","12,091,689",74.69,3.05,33.88,4.09,"9,316.52",23.59,255.22,-63.11,-35.71,81.06,7.51,0.69,2.95,0.56,7.80,"9,173,407",10.83,18.94,-64.67
1925,미원홀딩스,기타금융,A107590,12,2018,Annual,"222,015,479","68,376,927","37,060,066","222,015,479","45,636,673",0,"28,314,540","141,970,840",0,"66,745","3,612,786","9,740,482","9,020,838","-30,357,077","22,898,105","15,392,101",59.49,12.75,68.11,21.44,"9,924.91",20.76,-60.62,-23.49,35.52,86.06,7.66,1.12,2.16,0.74,2.54,"3,612,786",6.86,13.94,0.35
1926,미창석유,화학,A003650,12,2010,Annual,"183,066,928","141,845,858","50,739,881","183,066,928","25,482,817","16,275,717",0,"339,331,180",0,"73,020","24,664,737","22,101,821","8,112,953","88,455","-8,800,931","54,367,585",72.65,8.89,37.65,12.24,"1,431.18",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),89.09,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),7.27,"24,664,737",6.51,10.91,N/A(IFRS)
1927,미창석유,화학,A003650,12,2011,Annual,"194,067,727","139,111,192","57,753,460","194,067,727","21,974,129","12,573,632",0,"397,739,650",0,"68,609","22,088,848","20,913,329","-2,843,819","10,856,063","-7,267,856","68,946,942",76.40,6.48,30.88,8.48,"1,606.90",17.21,-10.44,-5.38,6.01,91.02,14.87,2.83,8.30,2.11,5.55,"22,088,848",5.26,8.98,71.79
1928,미창석유,화학,A003650,12,2012,Annual,"203,119,301","147,917,263","59,147,142","203,119,301","22,482,970","3,443,587",0,"410,608,526",0,"139,629","31,404,051","24,673,347","23,712,163","-10,205,460","-12,891,824","66,996,377",82.70,1.7,20.93,2.05,"1,833.30",3.24,42.17,17.98,4.66,88.9,15.60,2.60,10.15,2.07,7.65,"31,404,051",6.01,11.1,17.40
1929,미창석유,화학,A003650,12,2013,Annual,"206,853,939","139,856,784","55,610,494","206,853,939","17,917,985","1,582,950",0,"370,332,622",0,"176,541","23,259,587","17,440,263","21,393,800","-7,219,089","-5,810,972","61,835,718",87.84,0.77,13.84,0.87,"1,991.18",-9.81,-25.93,-29.32,1.84,89.97,9.98,2.12,12.28,1.81,6.28,"23,259,587",4.71,10.03,9.57
1930,미창석유,화학,A003650,12,2014,Annual,"215,671,275","145,292,841","51,486,738","215,671,275","16,478,532",0,0,"355,665,836",0,"128,801","18,466,906","15,983,779","29,252,983","-21,939,326","-4,857,547","54,972,419",90.08,0.0,11.01,0.00,"2,135.83",-3.96,-20.61,-8.35,4.26,90.56,8.50,1.89,15.29,1.68,5.19,"18,466,906",4.49,9.44,2.48
1931,미창석유,화학,A003650,12,2015,Annual,"251,659,948","180,668,601","57,697,847","251,659,948","23,720,628",0,0,"309,317,376",0,"94,840","22,132,495","25,104,675","40,173,135","-33,752,345","-3,102,250","49,143,406",85.79,0.0,16.57,0.00,"2,384.23",-13.03,19.85,57.06,16.69,87.73,12.24,1.51,10.82,1.32,7.16,"22,132,495",8.12,12.27,4.83
1932,미창석유,화학,A003650,12,2016,Annual,"279,619,617","227,904,594","32,564,896","279,619,617","24,144,741",0,0,"280,598,373",0,"147,831","16,678,013","30,731,865","28,601,072","-23,942,745","-3,619,291","50,079,933",87.21,0.0,14.67,0.00,"2,705.57",-9.28,-24.64,22.41,11.11,88.25,13.37,1.22,7.84,1.06,5.94,"16,678,013",10.95,11.75,-39.46
1933,미창석유,화학,A003650,12,2017,Annual,"280,843,555","228,558,837","39,264,391","280,843,555","26,516,036",0,0,"313,159,052",0,"115,033","13,595,092","12,474,823","-4,459,788","14,871,655","-9,354,978","52,470,194",88.28,0.0,13.28,0.00,"2,816.47",11.60,-18.48,-59.41,0.44,90.01,5.07,1.27,9.12,1.12,4.34,"13,595,092",3.98,9.99,7.74
1934,미창석유,화학,A003650,12,2018,Annual,"283,167,976","212,732,013","39,513,088","283,167,976","24,336,981","1,909,329",0,"316,299,560",0,"116,902","12,595,702","10,722,193","12,085,661","490,569","-6,776,541","58,261,009",88.31,0.67,13.24,0.76,"2,908.54",1.00,-7.35,-14.05,0.83,91.94,4.31,1.27,9.58,1.12,3.98,"12,595,702",3.39,8.06,18.54
1935,방림,섬유의복,A003610,9,2010,Annual,"287,975,864","190,504,551","50,674,902","287,975,863","5,252,777","83,076,267","304,022","208,337,824",0,"5,250","7,099,561","6,980,564","-9,603,857","-12,191,030","26,255,674","20,799,123",62.24,29.29,60.66,47.06,768.48,7.19,-29.54,199.38,10.67,89.59,3.91,1.17,2.17,0.76,3.41,"7,099,561",3.35,10.41,-0.20
1936,방림,섬유의복,A003610,9,2011,Annual,"314,840,200","212,419,251","88,202,902","314,840,200","8,789,852","97,264,794","8,316,632","218,985,322",0,"4,380","8,932,674","3,590,997","-55,424,443","13,252,481","42,984,167","25,253,014",56.77,33.57,76.16,59.14,766.02,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),89.72,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),4.08,"8,932,674",1.64,10.28,N/A(IFRS)
1937,방림,섬유의복,A003610,9,2012,Annual,"277,851,131","168,696,195","53,065,624","277,851,131","10,535,518","66,769,900","16,957,487","205,928,558",0,"4,900","-9,558,204","-6,984,375","34,206,449","-3,884,182","-31,802,610","25,170,045",60.99,30.13,63.96,49.41,722.27,-5.96,적전,적전,-11.75,98.72,-4.01,1.18,1.68,0.69,-4.64,"-9,558,204",-3.39,1.28,9.82
1938,방림,섬유의복,A003610,9,2013,Annual,"280,836,279","171,341,978","57,419,403","280,836,279","10,617,217","70,914,147","12,607,423","193,795,095",0,0,"3,557,701","1,469,991","-1,885,420","-4,843,814","7,640,173","23,493,284",61.00,31.17,63.93,51.10,721.87,-5.89,흑전,흑전,1.07,91.53,0.86,1.14,1.78,0.69,1.84,"3,557,701",0.76,8.47,1.03
1939,방림,섬유의복,A003610,9,2014,Annual,"261,029,485","153,617,752","55,977,139","261,029,485","9,169,942","53,215,775","12,529,064","161,416,440",0,"3,000","4,362,310","3,353,010","8,759,761","7,319,476","-19,460,708","18,628,469",66.29,25.88,50.85,39.05,729.99,-16.71,22.62,128.10,-7.05,90.0,1.95,0.94,1.63,0.60,2.70,"4,362,310",2.08,10.0,-1.37
1940,방림,섬유의복,A003610,9,2015,Annual,"259,201,088","146,425,788","52,960,544","259,201,088","9,765,298","45,470,383","12,665,700","161,549,573",0,"3,000","6,498,861","6,671,420","17,768,774","-4,008,067","-13,333,015","14,052,120",68.93,23.21,45.07,33.67,756.62,0.08,48.98,98.97,-0.70,88.02,3.79,0.92,1.92,0.62,4.02,"6,498,861",4.13,11.98,0.96
1941,방림,섬유의복,A003610,9,2016,Annual,"249,500,753","153,196,944","40,763,023","249,500,753","7,415,489","47,042,730","922,100","150,722,738",0,455,"7,868,824","5,027,049","23,684,254","-10,137,964","-12,377,472","13,261,086",73.15,19.26,36.71,26.34,774.72,-6.70,21.08,-24.65,-3.74,86.71,2.78,0.83,2.04,0.59,5.22,"7,868,824",3.34,13.29,-21.20
1942,방림,섬유의복,A003610,9,2017,Annual,"252,621,318","158,260,836","39,696,242","252,621,318","6,538,681","45,732,444","747,300","148,107,534",0,0,"6,340,926","7,004,564","16,647,926","3,498,383","-7,255,735","14,566,255",73.17,18.47,36.68,25.24,801.35,-1.74,-19.42,39.34,1.25,86.66,3.81,0.81,2.20,0.59,4.28,"6,340,926",4.73,13.34,0.24
1943,방림,섬유의복,A003610,9,2018,Annual,"247,664,771","154,851,502","37,283,764","247,664,771","4,616,939","37,420,693","3,034,500","141,818,424",0,642,"1,870,630","3,009,428","7,433,973","-4,502,839","-10,539,645","13,784,030",75.38,16.42,32.66,21.78,805.42,-4.25,-70.50,-57.04,-1.96,87.37,1.62,0.76,2.20,0.57,1.32,"1,870,630",2.12,12.63,4.02
1944,백광산업,화학,A001340,12,2010,Annual,"368,581,974","121,807,860","30,964,646","368,581,974","15,639,323","54,363,767","45,155,523","355,826,114",0,"18,802","30,195,500","21,277,737","41,744,475","-37,120,154","-6,411,179","49,630,888",54.23,29.07,84.40,53.61,"1,373.06",12.74,35.01,41.61,6.88,80.51,11.19,1.87,2.14,1.00,8.49,"30,195,500",5.98,19.49,1.75
1945,백광산업,화학,A001340,12,2011,Annual,"422,390,740","111,563,709","27,901,441","422,390,740","26,009,255","53,299,974","82,787,168","384,403,747",0,"24,905","17,281,812","8,112,885","26,856,766","-67,416,138","36,842,327","60,566,961",48.43,34.48,106.47,71.20,"1,336.46",8.03,-42.77,-61.87,14.60,86.11,4.01,1.90,1.99,0.97,4.50,"17,281,812",2.11,13.89,31.75
1946,백광산업,화학,A001340,12,2012,Annual,"485,691,345","130,003,875","35,988,815","485,691,345","30,203,851","73,622,289","98,559,166","403,984,893",0,"21,385","12,964,399","1,161,249","12,022,709","-86,413,810","81,704,895","66,542,557",41.77,43.41,139.40,103.93,"1,268.31",5.09,-24.98,-85.69,14.99,86.07,0.57,1.98,1.61,0.89,3.21,"12,964,399",0.29,13.93,21.00
1947,백광산업,화학,A001340,12,2013,Annual,"502,627,238","132,879,826","46,131,086","502,627,238","31,141,402","135,086,071","80,394,189","384,095,759",0,"210,993","-38,179,606","-39,444,996","-16,415,006","-45,857,769","58,882,926","61,164,187",32.48,52.9,207.91,162.88,951.19,-4.92,적전,적전,3.49,97.04,-21.55,2.10,1.23,0.78,-9.94,"-38,179,606",-10.27,2.96,4.83
