,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),Unnamed: 35,Unnamed: 36
1637,삼익THK,기계,A004380,12,2021,Annual,378200330.0,154051792.0,58545608.0,68652058.0,212486022.0,378200330.0,180808728.0,117106847.0,42964905.0,53000000.0,59953600.0,197391602 ,310484620 ,266953521.0,14809996 ,171759.0,1047966 ,11812259 ,46661788 ,(11313721),(37377393),52.19 ,31.58,91.60 ,60.52 ,85.98,6.10 ,4.77 ,14809995.79 ,14.02 ,,
1638,삼익THK,기계,A004380,12,2022,Annual,444027584.0,203694823.0,81285578.0,98822361.0,227393888.0,444027584.0,233318683.0,188140073.0,46893434.0,94000000.0,43000000.0,210708900 ,339133931 ,284526001.0,20638429 ,363195.0,1209541 ,16648775 ,(13043195),(24575754),34170241 ,47.45 ,36.79,110.73 ,77.53 ,83.9,8.16 ,6.09 ,20638429.21 ,16.10 ,,
1639,삼익THK,기계,A004380,12,2023,Annual,473605961.0,224374758.0,80066338.0,105431998.0,222112479.0,473605961.0,270907977.0,233585374.0,33597400.0,169963300.0,31500000.0,202697985 ,315640475 ,271597143.0,6935483 ,330492.0,1738581 ,985056 ,5522721 ,(28111442),34850991 ,42.80 ,45.28,133.65 ,105.80 ,86.05,0.48 ,2.20 ,6935482.79 ,13.95 ,,
1640,삼익악기,기타제조업,A002450,12,2019,Annual,612852995.0,176555843.0,35780309.0,107575171.0,236809543.0,612852995.0,388688041.0,152538274.0,24716156.0,101130733.0,201305197.0,224164954 ,265391541 ,185492918.0,27672295 ,0.0,963089 ,13089168 ,5475191 ,(4399066),(8178558),36.58 ,50.51,173.39 ,138.10 ,69.89,6.01 ,10.43 ,27672295.01 ,30.11 ,,
1641,삼익악기,기타제조업,A002450,12,2020,Annual,622371934.0,205997413.0,33062583.0,86228568.0,223935590.0,622371934.0,399474701.0,235406140.0,21128505.0,141851270.0,131357968.0,222897233 ,247857720 ,180170751.0,20180616 ,0.0,1227245 ,9961370 ,38058430 ,1785074 ,15095013 ,35.81 ,52.59,179.22 ,146.84 ,72.69,4.46 ,8.14 ,20180616.32 ,27.31 ,,
1642,삼익악기,기타제조업,A002450,12,2021,Annual,585304800.0,273861932.0,42952848.0,95114927.0,219139847.0,585304800.0,331393678.0,207632311.0,32428351.0,136352980.0,95346862.0,253911121 ,295428268 ,213371803.0,33347126 ,0.0,1627417 ,23763505 ,15740941 ,103263873 ,(95190388),43.38 ,40.88,130.52 ,94.24 ,72.22,9.97 ,11.29 ,33347125.74 ,27.78 ,,
1643,삼익악기,기타제조업,A002450,12,2022,Annual,521558833.0,210295390.0,37985932.0,81638782.0,210173825.0,521558833.0,260906133.0,134468493.0,37973052.0,77348209.0,99824244.0,260652700 ,325699587 ,258602638.0,11556311 ,0.0,1498177 ,15067692 ,23345962 ,20680688 ,(64854705),49.98 ,35.2,100.10 ,70.44 ,79.4,5.86 ,3.55 ,11556311.06 ,20.60 ,,
1644,삼익악기,기타제조업,A002450,12,2023,Annual,534158280.0,190271185.0,27813385.0,63856751.0,233396835.0,534158280.0,271955667.0,136862827.0,22219792.0,78749422.0,89101627.0,262202613 ,247929199 ,190002214.0,6465355 ,0.0,2452942 ,3388985 ,26763325 ,(12857932),(6404798),49.09 ,34.4,103.72 ,70.08 ,76.64,1.30 ,2.61 ,6465355.40 ,23.36 ,,
1645,삼일제약,의약품,A000520,12,2019,Annual,183874717.0,79199814.0,25745664.0,22413314.0,71315433.0,183874717.0,121602282.0,68155719.0,9129708.0,47544620.0,16416200.0,62272436 ,121107086 ,74382890.0,4822839 ,3059615.0,2682343 ,786258 ,10590303 ,(26051723),29063766 ,33.87 ,50.92,195.27 ,150.36 ,61.42,1.33 ,3.98 ,4822839.41 ,38.58 ,,
1646,삼일제약,의약품,A000520,12,2020,Annual,191660927.0,72523350.0,30137187.0,24083824.0,64182070.0,191660927.0,128109718.0,98683674.0,10825842.0,30084145.0,20000000.0,63551209 ,122998992 ,73966763.0,6538398 ,3007248.0,2714277 ,1340564 ,7774732 ,(4588930),(3323060),33.16 ,49.25,201.59 ,148.55 ,60.14,2.13 ,5.32 ,6538397.86 ,39.86 ,,
1647,삼일제약,의약품,A000520,12,2021,Annual,226404983.0,76710526.0,31012408.0,24176998.0,97727448.0,226404983.0,160658491.0,121674245.0,8541358.0,50132790.0,3440000.0,65746493 ,134246778 ,85258535.0,399741 ,2971491.0,3692580 ,(5346663),1416861 ,(45307615),31873942 ,29.04 ,55.44,244.36 ,190.91 ,63.51,(8.27),0.30 ,399740.77 ,36.49 ,,
1648,삼일제약,의약품,A000520,12,2022,Annual,356700497.0,74781467.0,34180597.0,24741984.0,226756749.0,356700497.0,230880901.0,132592029.0,13660103.0,36077142.0,66560794.0,125819596 ,179676108 ,112190589.0,4016582 ,2907131.0,7165969 ,(28287),4153917 ,(35935846),29706219 ,35.27 ,44.65,183.50 ,126.58 ,62.44,(0.03),2.24 ,4016581.83 ,37.56 ,,
1649,삼일제약,의약품,A000520,12,2023,Annual,370680097.0,81115093.0,35813441.0,32511412.0,235596169.0,370680097.0,242852725.0,168674682.0,21003672.0,36850000.0,24122630.0,127827372 ,196345808 ,122275013.0,6471028 ,5600898.0,3834771 ,1663540 ,11745556 ,(19777645),8483159 ,34.48 ,47.45,189.98 ,137.59 ,62.28,1.31 ,3.30 ,6471027.76 ,37.72 ,,
1650,삼정펄프,종이목재,A009770,12,2019,Annual,206283506.0,106460682.0,15568700.0,13552250.0,37379042.0,206283506.0,21658225.0,19558127.0,6581567.0,2000000.0,55000.0,184625281 ,147064265 ,132238798.0,6702264 ,0.0,27184 ,4670509 ,16818531 ,(15243801),1035206 ,89.50 ,1.46,11.73 ,1.63 ,89.92,2.56 ,4.56 ,6702263.68 ,10.08 ,,
1651,삼정펄프,종이목재,A009770,12,2020,Annual,232780513.0,134604946.0,15621805.0,17439385.0,36492221.0,232780513.0,21806867.0,16521597.0,6802047.0,0.0,0.0,210973646 ,146331017 ,124081245.0,13559838 ,0.0,29721 ,26856456 ,13794737 ,(1410194),(2576477),90.63 ,0.47,10.34 ,0.52 ,84.79,13.58 ,9.27 ,13559837.90 ,15.21 ,,
1652,삼정펄프,종이목재,A009770,12,2021,Annual,239413229.0,138564899.0,17045189.0,22305714.0,34195001.0,239413229.0,23293618.0,20899896.0,9376391.0,170998.0,0.0,216119611 ,138137181 ,127511688.0,1344598 ,0.0,46914 ,7614075 ,1718650 ,1262868 ,(2587193),90.27 ,0.48,10.78 ,0.53 ,92.31,3.57 ,0.97 ,1344597.89 ,7.69 ,,
1653,삼정펄프,종이목재,A009770,12,2022,Annual,232663819.0,135234131.0,17570159.0,27111594.0,33930547.0,232663819.0,19657538.0,19018632.0,9965668.0,33214.0,0.0,213006280 ,174464092 ,158585963.0,4665535 ,0.0,26098 ,(957080),2215876 ,(3964680),(2467680),91.55 ,0.36,9.23 ,0.39 ,90.9,(0.45),2.67 ,4665535.40 ,9.10 ,,
1654,삼정펄프,종이목재,A009770,12,2023,Annual,242673645.0,158375937.0,15735260.0,27667484.0,35647166.0,242673645.0,18538669.0,17933308.0,6905099.0,104322.0,0.0,224134976 ,178308059 ,159355209.0,7375339 ,0.0,23297 ,13973440 ,13056937 ,(3013788),(2251639),92.36 ,0.39,8.27 ,0.42 ,89.37,6.39 ,4.14 ,7375339.33 ,10.63 ,,
1655,삼진제약,의약품,A005500,12,2019,Annual,244151048.0,150110382.0,53089205.0,58032135.0,73784744.0,244151048.0,46676832.0,30707237.0,15667088.0,0.0,0.0,197474215 ,241926177 ,121212525.0,44896604 ,2601799.0,7810632 ,11880757 ,23633083 ,(11789815),(10647400),80.88 ,0.61,23.64 ,0.75 ,50.1,6.01 ,18.56 ,44896604.15 ,49.90 ,,
1656,삼진제약,의약품,A005500,12,2020,Annual,269033498.0,146859959.0,51295567.0,70065175.0,101008037.0,269033498.0,55577253.0,33935282.0,12710103.0,0.0,6740000.0,213456245 ,235164889 ,124648844.0,32242008 ,1507195.0,11687071 ,27879308 ,23860500 ,(32178523),(4668121),79.34 ,3.08,26.04 ,3.88 ,53.0,13.57 ,13.71 ,32242007.66 ,47.00 ,,
1657,삼진제약,의약품,A005500,12,2021,Annual,332495965.0,139871864.0,56670961.0,69709188.0,168402560.0,332495965.0,98327947.0,49514224.0,12236230.0,10000000.0,39833200.0,234168018 ,250070355 ,132238372.0,33911426 ,2581928.0,11689778 ,28404156 ,23967390 ,(71555300),36619150 ,70.43 ,16.39,41.99 ,23.28 ,52.88,12.69 ,13.56 ,33911426.19 ,47.12 ,,
1658,삼진제약,의약품,A005500,12,2022,Annual,406556944.0,134268343.0,59779834.0,68594579.0,197394605.0,406556944.0,130692791.0,81652161.0,13180483.0,36000000.0,42499920.0,275864153 ,274031808 ,156297385.0,23184322 ,3657764.0,14704583 ,21900919 ,17293228 ,(70057357),47164864 ,67.85 ,21.53,47.38 ,31.72 ,57.04,8.59 ,8.46 ,23184322.38 ,42.96 ,,
1659,삼진제약,의약품,A005500,12,2023,Annual,419901237.0,146180495.0,60089381.0,79602803.0,191010539.0,419901237.0,154536239.0,144550214.0,11136855.0,75500000.0,4166640.0,265364998 ,292128534 ,175447298.0,20484355 ,4167289.0,16274808 ,18905784 ,8333561 ,(18248906),9975401 ,63.20 ,28.25,58.24 ,44.71 ,60.06,6.99 ,7.01 ,20484355.46 ,39.94 ,,
1660,삼천리,전기가스업,A004690,12,2019,Annual,3912362195.0,1315726675.0,470601011.0,28771085.0,2202288913.0,3912362195.0,2519412875.0,973326769.0,558872487.0,25365832.0,723109483.0,1392949320 ,3461627493 ,3098981461.0,85565316 ,162956.0,4756184 ,35974986 ,317059914 ,(116095138),(28668394),35.60 ,29.87,180.87 ,83.90 ,89.52,2.61 ,2.47 ,85565315.74 ,10.48 ,,
1661,삼천리,전기가스업,A004690,12,2020,Annual,3859947628.0,1253590362.0,423083812.0,19883491.0,2187070806.0,3859947628.0,2469141404.0,730524255.0,393956837.0,40154442.0,276478393.0,1390806224 ,3208032099 ,2828065400.0,94564154 ,90569.0,3505431 ,27252090 ,100270562 ,(38766927),112137813 ,36.03 ,33.74,177.53 ,93.64 ,88.16,1.96 ,2.95 ,94564154.01 ,11.84 ,,
1662,삼천리,전기가스업,A004690,12,2021,Annual,4245308851.0,1551689314.0,579684058.0,16127678.0,2213794425.0,4245308851.0,2785181548.0,913522301.0,687499663.0,31972686.0,273817432.0,1460127303 ,3769310896 ,3385659380.0,71755859 ,177218.0,6008744 ,71110072 ,340891943 ,(396642337),(40786409),34.39 ,30.53,190.75 ,88.76 ,89.82,4.99 ,1.90 ,71755858.95 ,10.18 ,,
1663,삼천리,전기가스업,A004690,12,2022,Annual,5021952466.0,2273164967.0,979379144.0,65870667.0,2265149998.0,5021952466.0,3482673623.0,2012282140.0,1281870677.0,82564405.0,254622428.0,1539278843 ,5789104872 ,5361238809.0,91236420 ,280822.0,8972907 ,66728901 ,368129322 ,(358100616),31951473 ,30.65 ,27.11,226.25 ,88.43 ,92.61,4.45 ,1.58 ,91236419.55 ,7.39 ,,
1664,삼천리,전기가스업,A004690,12,2023,Annual,4432766185.0,1739483671.0,658378136.0,38896299.0,2245011166.0,4432766185.0,2757736685.0,1187758859.0,721122253.0,94029614.0,214259774.0,1675029500 ,5664041261 ,5133347078.0,174490517 ,190662.0,11494814 ,145238918 ,110185623 ,(7323667),(237973017),37.79 ,26.12,164.64 ,69.11 ,90.63,9.04 ,3.08 ,174490517.25 ,9.37 ,,
1665,삼호개발,건설업,A010960,12,2019,Annual,298782147.0,179598157.0,30650824.0,16872757.0,26089249.0,298782147.0,108033669.0,95420418.0,29054298.0,7500000.0,0.0,190748478 ,364581696 ,327126321.0,23565982 ,0.0,0 ,21526296 ,30248227 ,(18347041),(5913572),63.84 ,3.03,56.64 ,4.75 ,89.73,11.49 ,6.46 ,23565982.25 ,10.27 ,,
1666,삼호개발,건설업,A010960,12,2020,Annual,312804376.0,195873271.0,49944985.0,15046698.0,25551854.0,312804376.0,101420081.0,89845916.0,32316702.0,7500000.0,0.0,211384295 ,363379547 ,336514817.0,13628329 ,0.0,0 ,18777147 ,(5601265),10518553 ,(8038496),67.58 ,2.63,47.98 ,3.89 ,92.61,9.34 ,3.75 ,13628328.89 ,7.39 ,,
1667,삼호개발,건설업,A010960,12,2021,Annual,296852078.0,172371198.0,33595217.0,15791832.0,27776029.0,296852078.0,76141633.0,62359296.0,26575917.0,6000000.0,0.0,220710445 ,317259071 ,290756655.0,13084674 ,0.0,0 ,13927522 ,(9093000),5501208 ,(9362268),74.35 ,2.22,34.50 ,2.98 ,91.65,6.45 ,4.12 ,13084673.58 ,8.35 ,,
1668,삼호개발,건설업,A010960,12,2022,Annual,282392862.0,146333599.0,28610708.0,18653872.0,28751873.0,282392862.0,63537093.0,49462683.0,26747950.0,3500000.0,1000000.0,218855769 ,307522114 ,287066680.0,4469402 ,0.0,0 ,5925977 ,(11348373),12767471 ,(6219879),77.50 ,1.91,29.03 ,2.47 ,93.35,2.70 ,1.45 ,4469401.50 ,6.65 ,,
1669,삼호개발,건설업,A010960,12,2023,Annual,328385016.0,200164550.0,53838965.0,20833898.0,30260158.0,328385016.0,101025496.0,87278213.0,42377648.0,3500000.0,1000000.0,227359519 ,361917141 ,334776864.0,10532377 ,0.0,0 ,15111584 ,10568144 ,4942209 ,(4972462),69.24 ,1.89,44.43 ,2.72 ,92.5,6.77 ,2.91 ,10532376.67 ,7.50 ,,
1670,삼화왕관,기계,A004450,12,2019,Annual,238659775.0,54574486.0,19862307.0,11145692.0,101063130.0,238659775.0,93563776.0,30442525.0,9472239.0,6500000.0,51416590.0,145095999 ,115980220 ,93569663.0,9097331 ,389171.0,65000 ,8350350 ,16362935 ,(78614477),44977323 ,60.80 ,26.82,64.48 ,44.11 ,80.68,5.88 ,7.84 ,9097331.26 ,19.32 ,,
1671,삼화왕관,기계,A004450,12,2020,Annual,246083352.0,56998861.0,17867960.0,14212626.0,109632352.0,246083352.0,101925753.0,33016966.0,9931507.0,10500000.0,57753190.0,144157599 ,140269050 ,115845113.0,9513861 ,709607.0,30202 ,1495342 ,14423179 ,(25953844),6160956 ,58.58 ,29.88,70.70 ,51.01 ,82.59,1.03 ,6.78 ,9513860.80 ,17.41 ,,
1672,삼화왕관,기계,A004450,12,2021,Annual,243315828.0,50833073.0,19327508.0,17257875.0,116628202.0,243315828.0,99670369.0,32225043.0,11617760.0,4600000.0,57287410.0,143645458 ,149945172 ,126751392.0,8091704 ,814513.0,73250 ,1422227 ,13698741 ,(5917989),(5690752),59.04 ,28.67,69.39 ,48.56 ,84.53,0.99 ,5.40 ,8091703.89 ,15.47 ,,
1673,삼화왕관,기계,A004450,12,2022,Annual,222783557.0,59877890.0,20871514.0,17414743.0,118626693.0,222783557.0,103072772.0,37345393.0,9063932.0,11100000.0,57762370.0,119710784 ,154447846 ,134512999.0,3605485 ,776852.0,71258 ,(17219140),7403712 ,(11338120),5078409 ,53.73 ,34.79,86.10 ,64.74 ,87.09,(13.08),2.33 ,3605485.10 ,12.91 ,,
1674,삼화왕관,기계,A004450,12,2023,Annual,201158073.0,54647219.0,25438944.0,15051541.0,107539671.0,201158073.0,95306705.0,41325240.0,9895177.0,11481826.0,48337410.0,105851368 ,157903566 ,133925624.0,6945255 ,826406.0,66331 ,(6651613),13247202 ,(3615044),(10523946),52.62 ,34.96,90.04 ,66.45 ,84.81,(5.90),4.40 ,6945255.28 ,15.19 ,,
1675,삼화전기,전기전자,A009470,12,2019,Annual,125230245.0,66977303.0,33885434.0,18273008.0,28497985.0,125230245.0,63914778.0,47332773.0,25465759.0,15769216.0,0.0,61315467 ,195087851 ,167009266.0,5108628 ,0.0,375582 ,3569595 ,6794492 ,(6043676),(5012044),48.96 ,15.73,104.24 ,32.12 ,85.61,5.93 ,2.62 ,5108628.00 ,14.39 ,,
1676,삼화전기,전기전자,A009470,12,2020,Annual,137039897.0,77390762.0,36699282.0,20130064.0,27323396.0,137039897.0,69343133.0,51264643.0,29664967.0,12851724.0,0.0,67696764 ,199302909 ,171511086.0,5839465 ,0.0,537703 ,5776536 ,12762533 ,(5094710),(4185683),49.40 ,11.78,102.43 ,23.86 ,86.06,8.96 ,2.93 ,5839464.83 ,13.94 ,,
1677,삼화전기,전기전자,A009470,12,2021,Annual,158640156.0,97173357.0,38175153.0,31914666.0,29087291.0,158640156.0,71761025.0,55544330.0,33453691.0,9738200.0,0.0,86879131 ,247098495 ,200076437.0,21822501 ,0.0,379254 ,15466954 ,15252750 ,(9582202),(4963095),54.76 ,7.97,82.60 ,14.55 ,80.97,20.01 ,8.83 ,21822500.85 ,19.03 ,,
1678,삼화전기,전기전자,A009470,12,2022,Annual,139115270.0,86861008.0,32404826.0,20604250.0,28513375.0,139115270.0,50062915.0,40571461.0,24081723.0,6616356.0,0.0,89052355 ,239112734 ,199253825.0,13648212 ,382660.0,407094 ,10784756 ,19450256 ,(13333398),(5971369),64.01 ,6.21,56.22 ,9.70 ,83.33,12.26 ,5.71 ,13648212.24 ,16.67 ,,
1679,삼화전기,전기전자,A009470,12,2023,Annual,139238489.0,79607898.0,33274830.0,18834054.0,30853980.0,139238489.0,45172484.0,36450438.0,24958638.0,1086932.0,0.0,94066005 ,202450939 ,170024175.0,7828691 ,360444.0,356298 ,5800702 ,7079005 ,(3817684),(8708102),67.56 ,1.6,48.02 ,2.37 ,83.98,6.34 ,3.87 ,7828690.53 ,16.02 ,,
1680,삼화전자,전기전자,A011230,12,2019,Annual,60400095.0,17029353.0,7829898.0,6555954.0,42339296.0,60400095.0,44246179.0,32674749.0,6394837.0,19986591.0,0.0,16153915 ,41787723 ,35736487.0,(220906),536369.0,0 ,(3221224),(1676562),495236 ,(1469153),26.74 ,33.35,273.90 ,124.71 ,85.52,(18.19),(0.53),(220906.05),14.48 ,,
1681,삼화전자,전기전자,A011230,12,2020,Annual,55038202.0,13967883.0,7526781.0,5957526.0,39795926.0,55038202.0,41201050.0,28840097.0,4648401.0,20670376.0,0.0,13837151 ,40116152 ,35577020.0,(1256702),560403.0,0 ,(2296598),(1416181),(813496),1373154 ,25.14 ,38.72,297.76 ,154.01 ,88.69,(15.32),(3.13),(1256701.66),11.31 ,,
1682,삼화전자,전기전자,A011230,12,2021,Annual,66900329.0,15853064.0,8281089.0,6662837.0,49199142.0,66900329.0,49263944.0,35263741.0,6426454.0,25167569.0,0.0,17636385 ,44342176 ,42220199.0,(3986876),605279.0,0 ,(4123339),(1095394),(2023537),3471024 ,26.36 ,37.81,279.33 ,143.44 ,95.21,(26.20),(8.99),(3986875.66),4.79 ,,
1683,삼화전자,전기전자,A011230,12,2022,Annual,68742293.0,17696955.0,9305619.0,6857384.0,48957758.0,68742293.0,51007478.0,37687214.0,9034849.0,24181388.0,0.0,17734815 ,48326220 ,45827432.0,(4295417),673086.0,0 ,(6062382),(1109808),(2730308),4470084 ,25.80 ,35.38,287.61 ,137.15 ,94.83,(34.28),(8.89),(4295416.66),5.17 ,,
1684,삼화전자,전기전자,A011230,12,2023,Annual,73014232.0,16123747.0,6656473.0,6521695.0,55824572.0,73014232.0,44398806.0,30889478.0,7109614.0,20024182.0,500000.0,28615426 ,41907000 ,40022584.0,(5003290),691222.0,0 ,(6371620),(2611895),(2528679),6417467 ,39.19 ,28.31,155.16 ,72.23 ,95.5,(27.49),(11.94),(5003290.25),4.50 ,,
1685,삼화콘덴서,전기전자,A001820,12,2019,Annual,214833603.0,101407331.0,51794720.0,23078488.0,98821666.0,214833603.0,60938447.0,53405415.0,23305292.0,9774226.0,0.0,153895156 ,254537567 ,193540771.0,37278333 ,4245725.0,0 ,29819449 ,26061922 ,(27470395),(4437394),71.63 ,4.89,39.60 ,6.83 ,76.04,21.20 ,14.65 ,37278333.21 ,23.96 ,,
1686,삼화콘덴서,전기전자,A001820,12,2020,Annual,234968255.0,120040783.0,49507913.0,25202215.0,90404048.0,234968255.0,60145259.0,47863150.0,24506269.0,12465675.0,0.0,174822996 ,242514202 ,191147180.0,27097502 ,4307550.0,0 ,23461781 ,32120191 ,(11152622),(3681855),74.40 ,7.63,34.40 ,10.26 ,78.82,14.27 ,11.17 ,27097501.74 ,21.18 ,,
1687,삼화콘덴서,전기전자,A001820,12,2021,Annual,269298659.0,147851353.0,51365608.0,40288447.0,93674165.0,269298659.0,66356721.0,52657548.0,24393239.0,11183391.0,0.0,202941939 ,262159286 ,203376287.0,33168936 ,1180450.0,0 ,28619003 ,35530787 ,(23427770),(3782736),75.36 ,6.05,32.70 ,8.02 ,77.58,15.15 ,12.65 ,33168936.42 ,22.42 ,,
1688,삼화콘덴서,전기전자,A001820,12,2022,Annual,287453833.0,162158130.0,53533478.0,33971223.0,98135890.0,287453833.0,62021312.0,53555575.0,25932525.0,6315994.0,0.0,225432520 ,263469130 ,205644445.0,30515173 ,1810219.0,0 ,29337124 ,53264653 ,(29057920),(11061719),78.42 ,3.88,27.51 ,4.95 ,78.05,13.70 ,11.58 ,30515172.66 ,21.95 ,,
1689,삼화콘덴서,전기전자,A001820,12,2023,Annual,308031065.0,176976796.0,61362902.0,36506181.0,100147433.0,308031065.0,62806573.0,54679260.0,31782617.0,4102602.0,0.0,245224492 ,280768545 ,228587017.0,23693228 ,2086064.0,0 ,20925723 ,34346344 ,(47753877),(7523801),79.61 ,2.86,25.61 ,3.59 ,81.41,8.89 ,8.44 ,23693227.78 ,18.59 ,,
1690,삼화페인트,화학,A000390,12,2019,Annual,560640700.0,275828523.0,134110164.0,93191272.0,246154461.0,560640700.0,278473245.0,217656823.0,100352198.0,30246427.0,15781900.0,282167454 ,540276700 ,442879735.0,11248670 ,0.0,4675006 ,3893556 ,25778649 ,(10312907),(8021841),50.33 ,24.32,98.69 ,48.32 ,81.97,1.38 ,2.08 ,11248669.64 ,18.03 ,,
1691,삼화페인트,화학,A000390,12,2020,Annual,594292974.0,305213615.0,140560041.0,90212428.0,253148056.0,594292974.0,301977867.0,207904967.0,112992160.0,39817362.0,34853484.0,292315107 ,551718833 ,445916544.0,15020454 ,0.0,5919601 ,6482791 ,33500445 ,(33915665),9049065 ,49.19 ,24.85,103.31 ,50.53 ,80.82,2.26 ,2.72 ,15020454.31 ,19.18 ,,
