,종목명,회계년,총자산증가율(전년동기)(%),유형자산증가율(전년동기)(%),매출액증가율(전년동기)(%),당기순이익(천원)
2596,페이퍼코리아,2020,-18.95,1.24,82.22,"241,879"
2597,페이퍼코리아,2021,-2.31,0.34,-10.08,"9,246,301"
2598,페이퍼코리아,2022,0.94,-0.38,-5.82,"-1,828,714"
2599,페이퍼코리아,2023,-2.02,-1.19,-11.68,"15,232,336"
2600,평화산업,2019,8.85,8.30,5.19,"-7,210,044"
2601,평화산업,2020,4.63,12.70,-4.16,"-7,790,030"
2602,평화산업,2021,8.35,4.37,25.26,"205,128"
2603,평화산업,2022,7.49,8.72,22.59,"6,083,365"
2604,평화산업,2023,6.68,-4.76,8.48,"3,632,457"
2605,평화홀딩스,2019,1.52,2.85,4.51,"-21,766,311"
2606,평화홀딩스,2020,3.86,-2.83,-10.32,"-8,444,008"
2607,평화홀딩스,2021,-0.81,-0.81,20.46,"-15,682,645"
2608,평화홀딩스,2022,7.77,9.95,17.92,"-11,489,513"
2609,평화홀딩스,2023,0.46,-10.62,7.68,"10,947,215"
2610,POSCO홀딩스,2019,1.04,-0.31,-0.94,"1,982,637,209"
2611,POSCO홀딩스,2020,0.04,-1.76,-10.21,"1,788,152,419"
2612,POSCO홀딩스,2021,15.66,0.67,32.08,"7,195,889,964"
2613,POSCO홀딩스,2022,7.58,7.38,11.03,"3,560,483,539"
2614,POSCO홀딩스,2023,2.58,10.78,-8.99,"1,845,849,532"
2615,포스코스틸리온,2019,10.84,-2.52,-2.51,"2,577,866"
2616,포스코스틸리온,2020,-3.58,-6.93,-1.03,"7,123,646"
2617,포스코스틸리온,2021,20.81,-11.68,48.49,"98,669,623"
2618,포스코스틸리온,2022,-5.44,-3.86,-10.77,"22,929,665"
2619,포스코스틸리온,2023,-0.42,1.03,-3.63,"25,201,799"
2620,포스코인터내셔널,2019,-9.33,6.65,-2.98,"202,398,051"
2621,포스코인터내셔널,2020,-7.05,-3.99,-12.08,"229,524,209"
2622,포스코인터내셔널,2021,29.33,2.09,58.10,"356,487,962"
2623,포스코인터내셔널,2022,16.21,15.34,11.90,"604,912,380"
2624,포스코인터내셔널,2023,32.77,137.38,-12.78,"680,419,303"
2625,풀무원,2019,21.99,42.89,4.82,"-7,535,425"
2626,풀무원,2020,14.08,7.14,-2.95,"11,833,778"
2627,풀무원,2021,16.29,19.54,8.99,"304,156"
2628,풀무원,2022,4.05,0.12,12.68,"-36,967,492"
2629,풀무원,2023,5.25,10.15,5.47,"13,357,628"
2630,풍산,2019,-3.96,-0.75,-11.65,"17,625,569"
2631,풍산,2020,-0.41,-5.37,5.81,"71,907,051"
2632,풍산,2021,23.36,2.25,35.31,"243,387,044"
2633,풍산,2022,7.85,3.51,24.60,"175,261,943"
2634,풍산,2023,7.81,3.99,-5.66,"156,440,327"
2635,풍산홀딩스,2019,6.74,-9.08,-13.61,"24,174,967"
2636,풍산홀딩스,2020,3.91,12.82,0.58,"13,088,889"
2637,풍산홀딩스,2021,7.86,12.55,83.42,"173,751,309"
2638,풍산홀딩스,2022,8.63,-1.41,-20.52,"73,235,786"
2639,풍산홀딩스,2023,4.50,5.96,4.92,"83,387,284"
2640,KC코트렐,2019,51.28,17.51,65.10,"674,316"
2641,KC코트렐,2020,-15.09,-3.92,9.10,"-63,911,087"
2642,KC코트렐,2021,36.59,-84.61,8.27,"11,964,972"
2643,KC코트렐,2022,-16.00,-31.93,18.74,"-22,130,143"
2644,KC코트렐,2023,28.12,-36.89,3.57,"-44,388,517"
2645,KTcs,2019,7.94,322.76,-7.01,"7,530,107"
2646,KTcs,2020,1.80,-17.69,-1.39,"11,323,278"
2647,KTcs,2021,8.27,6.01,3.65,"19,034,234"
2648,KTcs,2022,-0.15,4.70,6.60,"18,102,990"
2649,KTcs,2023,4.51,6.66,0.57,"15,803,826"
2650,금호타이어,2019,-6.92,-4.34,-7.41,"-43,403,023"
2651,금호타이어,2020,-2.12,-6.91,-8.38,"-82,939,300"
2652,금호타이어,2021,12.90,4.11,19.83,"-71,850,673"
2653,금호타이어,2022,8.12,5.83,36.83,"-77,469,716"
2654,금호타이어,2023,2.90,-2.24,13.55,"171,848,470"
2655,대성산업,2019,-5.53,-1.58,-7.99,"-63,092,818"
2656,대성산업,2020,6.71,10.06,-4.31,"48,170,763"
2657,대성산업,2021,56.81,50.38,35.65,"11,829,247"
2658,대성산업,2022,5.62,4.77,65.73,"-9,644,371"
2659,대성산업,2023,-5.00,-1.13,-14.07,"-4,010,450"
2660,대성에너지,2019,6.63,5.48,0.50,"13,033,218"
2661,대성에너지,2020,0.71,3.04,-4.09,"14,131,081"
2662,대성에너지,2021,5.75,2.46,3.67,"11,912,931"
2663,대성에너지,2022,12.39,2.78,32.51,"-755,414"
2664,대성에너지,2023,-3.75,-0.47,-2.10,"14,937,264"
2665,도화엔지니어링,2019,8.79,1.37,28.24,"17,382,974"
2666,도화엔지니어링,2020,10.44,18.02,11.39,"17,838,646"
2667,도화엔지니어링,2021,10.75,6.34,0.43,"15,012,949"
2668,도화엔지니어링,2022,4.47,2.50,-3.74,"1,577,979"
2669,도화엔지니어링,2023,15.79,1.37,3.45,"20,743,988"
2670,한화엔진,2019,11.67,-3.24,31.87,"-41,444,358"
2671,한화엔진,2020,-12.87,-13.64,23.09,"6,048,165"
2672,한화엔진,2021,10.00,-0.96,-27.83,"-39,738,223"
2673,한화엔진,2022,20.19,-1.94,27.59,"-40,272,392"
2674,한화엔진,2023,18.89,7.26,11.79,"-426,427"
2675,락앤락,2019,8.19,-4.32,11.89,"16,377,108"
2676,락앤락,2020,-2.09,-8.65,3.29,"11,755,551"
2677,락앤락,2021,5.94,-19.40,8.18,"16,155,709"
2678,락앤락,2022,-15.22,-9.00,-4.02,"-20,474,762"
2679,락앤락,2023,-14.45,-14.36,-6.99,"-39,853,584"
2680,롯데하이마트,2019,-0.30,5.81,-2.10,"-99,907,278"
2681,롯데하이마트,2020,7.78,4.91,0.63,"28,721,346"
2682,롯데하이마트,2021,-12.11,5.88,-4.49,"-57,451,960"
2683,롯데하이마트,2022,-16.28,-2.13,-13.77,"-527,891,084"
2684,롯데하이마트,2023,-3.80,-7.68,-21.78,"-35,368,735"
2685,무학,2019,0.91,-1.63,-19.59,"23,699,586"
2686,무학,2020,-4.14,0.82,-10.54,"13,249,748"
2687,무학,2021,8.00,-6.77,-8.92,"-16,036,159"
2688,무학,2022,-6.33,-6.90,20.41,"-13,202,293"
2689,무학,2023,5.54,-2.34,-4.10,"65,425,862"
2690,벽산,2019,-2.49,6.04,0.26,"-1,719,686"
2691,벽산,2020,0.37,-1.04,1.38,"1,271,937"
2692,벽산,2021,8.83,-0.13,7.26,"-1,495,003"
2693,벽산,2022,19.07,20.42,10.28,"11,698,990"
2694,벽산,2023,3.09,6.89,19.40,"36,431,960"
2695,삼부토건,2019,1.98,2.24,27.54,"7,421,712"
2696,삼부토건,2020,17.44,-73.19,67.65,"-21,137,963"
2697,삼부토건,2021,13.21,145.51,-5.88,"-2,512,441"
2698,삼부토건,2022,-3.92,-5.30,22.19,"-89,346,890"
2699,삼부토건,2023,3.01,4.11,31.79,"-111,007,774"
2700,삼양사,2019,9.86,7.81,-1.29,"52,887,468"
2701,삼양사,2020,7.89,2.38,-2.13,"77,030,194"
2702,삼양사,2021,8.75,1.52,16.21,"56,393,155"
2703,삼양사,2022,5.27,1.77,11.24,"82,247,273"
2704,삼양사,2023,8.66,5.49,-0.04,"121,996,688"
2705,삼원강재,2019,-1.69,-9.64,-6.09,"10,433,348"
2706,삼원강재,2020,3.41,-5.87,-8.67,"8,119,325"
2707,삼원강재,2021,4.93,1.00,21.94,"8,804,033"
2708,삼원강재,2022,8.50,-14.53,21.39,"13,013,318"
2709,삼원강재,2023,3.42,-4.56,-1.39,"16,609,053"
2710,세아특수강,2019,14.63,10.77,-0.84,"10,992,895"
2711,세아특수강,2020,-3.63,-8.61,-8.70,"-4,255,982"
2712,세아특수강,2021,17.88,-1.23,36.76,"26,765,117"
2713,세아특수강,2022,6.00,0.39,19.93,"17,997,112"
2714,세아특수강,2023,0.52,-3.47,-4.19,"-2,741,260"
2715,신세계인터내셔날,2019,14.90,-0.02,12.86,"74,001,043"
2716,신세계인터내셔날,2020,1.65,-5.53,-6.98,"50,958,180"
2717,신세계인터내셔날,2021,1.02,-7.54,9.45,"82,629,050"
2718,신세계인터내셔날,2022,10.31,-1.92,7.11,"118,792,238"
2719,신세계인터내셔날,2023,3.55,-9.76,-12.84,"39,649,249"
2720,신세계푸드,2019,17.33,-1.20,3.25,"4,352,741"
2721,신세계푸드,2020,20.99,-6.99,-6.05,"-21,984,369"
2722,신세계푸드,2021,-0.87,-2.31,7.18,"2,417,064"
2723,신세계푸드,2022,2.78,-5.41,6.17,"-5,384,404"
2724,신세계푸드,2023,-3.15,-11.30,5.50,"10,644,913"
2725,아이마켓코리아,2019,1.73,222.50,-0.39,"25,787,600"
2726,아이마켓코리아,2020,1.27,-6.18,-2.89,"28,799,712"
2727,아이마켓코리아,2021,0.84,-24.63,10.32,"44,499,433"
2728,아이마켓코리아,2022,9.36,124.18,14.55,"29,102,929"
2729,아이마켓코리아,2023,12.14,111.47,-4.53,"24,300,687"
2730,인바이오젠,2019,273.83,946.56,29.46,"13,123,922"
2731,인바이오젠,2020,6.56,102.52,4.31,"-45,077,565"
2732,인바이오젠,2021,183.31,350.80,2.58,"94,124,950"
2733,인바이오젠,2022,-48.33,-16.71,-0.58,"-119,687,208"
2734,인바이오젠,2023,6.69,-28.28,-40.10,"18,857,055"
2735,SJM,2019,10.18,-0.32,1.59,"7,568,879"
2736,SJM,2020,2.03,-8.16,-12.09,"4,261,580"
2737,SJM,2021,7.27,-1.16,5.09,"4,750,202"
2738,SJM,2022,0.83,-5.97,23.68,"4,700,618"
2739,SJM,2023,3.44,-2.79,10.34,"16,986,832"
2740,에이블씨엔씨,2019,11.75,9.63,22.19,"-9,698,632"
2741,에이블씨엔씨,2020,-41.25,-27.17,-27.16,"-97,824,483"
2742,에이블씨엔씨,2021,-23.93,-48.93,-14.49,"-43,362,048"
2743,에이블씨엔씨,2022,0.83,-12.13,-5.73,"1,074,165"
2744,에이블씨엔씨,2023,-11.05,-35.22,10.40,"6,146,525"
2745,영흥,2019,6.11,-12.22,0.51,"1,062,345"
2746,영흥,2020,8.64,23.11,1.13,"-22,749,946"
2747,영흥,2021,53.67,21.20,104.57,"9,975,217"
2748,영흥,2022,3.22,-3.88,29.07,"-2,856,624"
2749,영흥,2023,1.57,12.15,-5.19,"-8,496,707"
2750,우진,2019,-5.29,-0.94,-5.28,"-13,993,501"
2751,우진,2020,20.17,2.71,0.31,"33,898,169"
2752,우진,2021,-4.32,1.22,20.68,"-6,164,798"
2753,우진,2022,-1.19,10.64,15.24,"11,784,761"
2754,우진,2023,5.83,7.17,4.03,"13,944,552"
2755,유니켐,2019,43.09,43.37,30.06,"16,186,990"
2756,유니켐,2020,68.44,152.51,16.05,"11,193,675"
2757,유니켐,2021,17.51,30.01,-2.30,"3,527,085"
2758,유니켐,2022,29.48,53.94,-2.35,"1,296,442"
2759,유니켐,2023,-49.51,-71.94,-10.09,"-6,253,840"
2760,이마트,2019,25.91,-3.85,11.81,"223,836,243"
2761,이마트,2020,5.91,-3.36,15.58,"362,572,648"
2762,이마트,2021,39.85,3.51,13.16,"1,589,074,048"
2763,이마트,2022,6.27,3.38,17.65,"1,007,725,545"
2764,이마트,2023,0.73,-2.92,0.48,"-187,466,318"
2765,이연제약,2019,-9.79,90.80,6.97,"4,944,358"
2766,이연제약,2020,16.13,54.64,-1.16,"3,844,427"
2767,이연제약,2021,50.49,68.24,9.82,"5,537,252"
2768,이연제약,2022,1.40,20.90,7.87,"7,433,682"
2769,이연제약,2023,3.11,8.28,-1.93,"3,583,373"
2770,롯데에너지머티리얼즈,2019,49.80,37.98,9.60,"46,839,444"
2771,롯데에너지머티리얼즈,2020,4.25,21.12,-2.42,"42,734,536"
2772,롯데에너지머티리얼즈,2021,62.22,48.52,28.31,"63,175,873"
2773,롯데에너지머티리얼즈,2022,38.59,29.71,5.87,"48,987,140"
2774,롯데에너지머티리얼즈,2023,-1.56,14.47,10.92,"-45,120,189"
2775,조선선재,2019,5.23,1.65,2.13,"12,811,453"
2776,조선선재,2020,4.06,-0.03,-7.07,"9,195,279"
2777,조선선재,2021,10.79,-2.98,14.51,"14,543,458"
2778,조선선재,2022,4.00,-4.28,-1.73,"10,522,135"
2779,조선선재,2023,7.17,-5.47,-0.54,"13,005,386"
2780,지역난방공사,2019,4.15,3.68,-4.80,"-25,579,851"
2781,지역난방공사,2020,3.06,2.51,-11.36,"27,936,391"
2782,지역난방공사,2021,7.31,5.27,20.86,"21,459,011"
2783,지역난방공사,2022,14.74,8.44,64.50,"-183,978,919"
2784,지역난방공사,2023,6.56,6.12,-5.26,"199,385,846"
2785,KTis,2019,36.02,1.51,0.04,"9,203,428"
2786,KTis,2020,-5.62,-1.32,0.58,"7,387,479"
2787,KTis,2021,25.51,-75.29,3.17,"24,944,162"
2788,KTis,2022,7.27,117.16,14.48,"15,916,624"
2789,KTis,2023,12.97,19.95,10.67,"13,921,786"
2790,스카이라이프,2019,3.96,-11.58,0.55,"56,007,737"
2791,스카이라이프,2020,8.39,-10.13,0.59,"58,190,150"
2792,스카이라이프,2021,38.74,33.34,9.23,"62,308,920"
2793,스카이라이프,2022,6.71,-9.18,32.82,"23,085,655"
2794,스카이라이프,2023,-10.70,-9.11,1.18,"-113,745,084"
2795,코오롱인더,2019,-5.02,-4.44,-1.18,"22,121,808"
2796,코오롱인더,2020,-4.71,-0.24,-9.91,"205,512,193"
2797,코오롱인더,2021,11.06,-1.43,17.42,"203,824,696"
2798,코오롱인더,2022,7.18,4.96,15.13,"189,160,142"
2799,코오롱인더,2023,-0.01,2.49,-5.71,"50,777,732"
2800,코오롱플라스틱,2019,-0.67,-6.57,2.79,"5,389,003"
2801,코오롱플라스틱,2020,-6.13,-6.97,-10.63,"2,969,795"
2802,코오롱플라스틱,2021,16.10,-7.66,37.30,"21,756,915"
2803,코오롱플라스틱,2022,4.86,-7.58,27.83,"35,694,789"
2804,코오롱플라스틱,2023,-6.22,-11.54,-11.94,"32,835,472"
2805,티웨이홀딩스,2019,75.06,8.56,10.82,"-47,661,884"
2806,티웨이홀딩스,2020,-12.04,3.23,-66.12,"-144,397,272"
2807,티웨이홀딩스,2021,5.11,-10.39,-18.12,"-163,447,867"
2808,티웨이홀딩스,2022,-73.83,-71.95,-94.94,"53,068,448"
2809,티웨이홀딩스,2023,2.22,0.00,-32.22,"4,560,759"
2810,하나투어,2019,40.70,33.61,-25.80,"-11,951,852"
2811,하나투어,2020,-30.20,-32.77,-82.17,"-218,571,040"
2812,하나투어,2021,-38.77,-86.40,-63.26,"-70,446,260"
2813,하나투어,2022,5.77,-23.94,185.58,"-64,572,425"
2814,하나투어,2023,41.54,13.61,258.02,"59,056,762"
2815,한국항공우주,2019,16.28,30.61,11.63,"168,292,166"
2816,한국항공우주,2020,18.13,22.90,-9.16,"72,313,950"
2817,한국항공우주,2021,13.49,-5.66,-9.30,"53,272,529"
2818,한국항공우주,2022,32.74,-4.42,8.77,"115,919,396"
2819,한국항공우주,2023,-8.14,-1.51,37.05,"221,401,120"
2820,한국화장품,2019,-14.43,3.90,-14.74,"-17,224,383"
2821,한국화장품,2020,-7.29,-27.90,-44.74,"-7,653,392"
2822,한국화장품,2021,-35.65,-43.69,-7.63,"-7,281,618"
2823,한국화장품,2022,-9.47,-38.77,-1.37,"418,119"
2824,한국화장품,2023,10.73,-31.04,19.18,"3,547,261"
2825,HL홀딩스,2019,2.10,1.63,-9.95,"41,062,916"
2826,HL홀딩스,2020,11.42,0.45,-7.84,"44,095,657"
2827,HL홀딩스,2021,17.00,4.68,41.50,"106,178,135"
2828,HL홀딩스,2022,-0.66,-56.35,22.66,"2,480,488"
2829,HL홀딩스,2023,0.81,16.38,0.66,"48,746,130"
2830,한미약품,2019,13.16,10.12,9.62,"63,867,248"
2831,한미약품,2020,-1.66,-0.48,-3.39,"17,289,715"
2832,한미약품,2021,2.91,-4.27,11.84,"81,478,224"
2833,한미약품,2022,-0.63,-6.03,10.67,"101,558,192"
2834,한미약품,2023,-1.35,-6.12,11.97,"165,366,178"
2835,한세엠케이,2019,-10.16,-25.13,-4.80,"-43,779,307"
2836,한세엠케이,2020,-18.98,-5.67,-28.38,"-23,006,381"
2837,한세엠케이,2021,-13.78,-5.24,-5.70,"-30,982,031"
2838,한세엠케이,2022,74.19,56.58,30.73,"-37,767,478"
2839,한세엠케이,2023,19.42,183.97,16.68,"-6,426,244"
2840,한전산업,2019,12.30,-4.58,10.30,"16,856,921"
2841,한전산업,2020,-1.90,13.10,13.73,"13,472,557"
2842,한전산업,2021,-0.16,2.46,-2.50,"8,559,250"
2843,한전산업,2022,-3.39,-13.79,7.78,"16,285,863"
2844,한전산업,2023,29.07,-5.59,4.98,"15,541,996"
2845,현대위아,2019,-4.69,-0.33,-7.18,"55,207,000"
2846,현대위아,2020,13.96,23.34,-9.88,"53,672,000"
2847,현대위아,2021,0.38,-1.78,14.19,"56,071,000"
2848,현대위아,2022,-2.62,-9.77,9.03,"43,482,000"
2849,현대위아,2023,-9.55,-5.62,4.66,"52,548,000"
2850,현대홈쇼핑,2019,-2.30,13.59,102.45,"83,168,959"
2851,현대홈쇼핑,2020,7.56,-6.18,3.20,"112,707,640"
2852,현대홈쇼핑,2021,-3.44,1.22,-1.46,"101,664,965"
2853,현대홈쇼핑,2022,6.99,-6.75,0.30,"86,322,217"
2854,현대홈쇼핑,2023,23.38,47.96,-1.77,"136,205,234"
2855,휠라홀딩스,2019,14.10,41.30,16.78,"338,143,799"
2856,휠라홀딩스,2020,-0.31,-7.70,-9.32,"197,738,719"
2857,휠라홀딩스,2021,14.11,3.20,21.26,"337,809,330"
2858,휠라홀딩스,2022,12.43,19.51,11.28,"467,543,841"
2859,휠라홀딩스,2023,3.28,20.24,-5.10,"153,056,827"
2860,GS리테일,2019,38.26,-2.12,3.63,"143,624,028"
2861,GS리테일,2020,1.82,0.09,-1.61,"154,521,823"
2862,GS리테일,2021,31.74,18.96,9.35,"801,275,553"
2863,GS리테일,2022,3.98,1.20,13.84,"47,609,805"
2864,GS리테일,2023,2.13,2.30,5.26,"22,147,526"
2865,미원화학,2019,21.73,35.41,5.62,"13,506,621"
2866,미원화학,2020,5.27,7.19,3.56,"13,777,057"
2867,미원화학,2021,6.79,-7.34,23.24,"11,350,187"
2868,미원화학,2022,10.48,7.29,19.09,"16,260,515"
2869,미원화학,2023,11.43,-1.74,-1.08,"21,814,090"
2870,선진,2019,7.21,26.68,11.14,"20,262,797"
2871,선진,2020,13.87,17.21,32.94,"85,159,813"
2872,선진,2021,11.54,1.69,13.40,"31,749,768"
2873,선진,2022,6.78,1.97,22.37,"22,969,776"
2874,선진,2023,-5.66,2.81,1.88,"10,457,094"
2875,인터지스,2019,-10.66,-19.77,-2.90,"-44,027,325"
2876,인터지스,2020,-8.10,-33.43,-4.15,"4,606,477"
2877,인터지스,2021,0.67,6.43,28.49,"13,786,427"
2878,인터지스,2022,11.47,54.89,22.26,"31,320,677"
2879,인터지스,2023,-1.08,-0.95,-15.05,"13,971,344"
2880,시디즈,2019,-6.88,7.01,36.84,"7,814,880"
2881,시디즈,2020,42.79,18.37,17.94,"17,344,870"
2882,시디즈,2021,-11.45,5.95,10.75,"12,935,477"
2883,시디즈,2022,0.30,15.74,-3.42,"2,544,939"
2884,시디즈,2023,11.78,8.76,-17.75,"2,443,801"
2885,한국종합기술,2019,31.55,-4.03,14.66,"-1,270,616"
2886,한국종합기술,2020,10.78,39.87,31.65,"6,471,279"
2887,한국종합기술,2021,2.20,-1.15,-6.93,"11,038,213"
2888,한국종합기술,2022,-1.98,-1.68,5.76,"3,799,292"
2889,한국종합기술,2023,14.57,-1.55,32.86,"13,341,928"
2890,LG헬로비전,2019,-7.55,-4.66,-5.59,"-94,231,348"
2891,LG헬로비전,2020,-17.76,-10.61,-4.88,"-312,793,599"
2892,LG헬로비전,2021,1.05,-9.37,2.10,"26,921,862"
2893,LG헬로비전,2022,-4.04,-8.03,8.12,"-26,024,593"
2894,LG헬로비전,2023,-7.60,-4.03,1.92,"-45,352,667"
2895,대한해운,2019,13.91,16.93,-21.71,"101,020,482"
2896,대한해운,2020,0.14,-4.49,-12.09,"27,527,431"
2897,대한해운,2021,15.37,22.43,30.51,"306,589,438"
2898,대한해운,2022,16.34,20.93,39.71,"172,294,293"
2899,대한해운,2023,5.29,9.50,-13.32,"46,354,280"
2900,동일고무벨트,2019,-1.21,-0.34,-0.40,"8,276,758"
2901,동일고무벨트,2020,-2.00,-1.29,-7.15,"7,276,980"
2902,동일고무벨트,2021,13.80,10.66,14.12,"6,064,529"
2903,동일고무벨트,2022,21.48,-0.04,40.69,"6,892,156"
2904,동일고무벨트,2023,-1.89,-0.31,-8.37,"8,382,538"
2905,사조씨푸드,2019,-8.46,-2.96,-12.15,"-5,644,560"
2906,사조씨푸드,2020,-10.47,-4.78,-38.53,"7,842,235"
2907,사조씨푸드,2021,8.12,12.20,-18.58,"9,842,248"
2908,사조씨푸드,2022,4.09,-1.61,15.18,"8,295,233"
2909,사조씨푸드,2023,-8.71,-2.98,-12.48,"-23,096,470"
2910,애경케미칼,2019,-1.13,-2.36,-1.39,"30,373,171"
2911,애경케미칼,2020,7.98,33.08,-10.64,"44,326,042"
2912,애경케미칼,2021,133.95,188.79,72.76,"77,289,492"
2913,애경케미칼,2022,-0.87,8.45,38.62,"59,364,094"
2914,애경케미칼,2023,6.02,8.29,-17.58,"32,973,866"
2915,지엠비코리아,2019,2.47,-0.19,4.45,"1,791,091"
2916,지엠비코리아,2020,0.33,-3.71,-6.65,"-7,966,501"
2917,지엠비코리아,2021,6.95,0.04,19.19,"10,500,670"
2918,지엠비코리아,2022,5.43,-1.32,14.90,"12,089,849"
2919,지엠비코리아,2023,5.13,2.12,13.17,"10,813,295"
2920,한국콜마,2019,9.78,10.84,1.55,"33,637,991"
2921,한국콜마,2020,3.72,1.23,-4.12,"160,566,241"
2922,한국콜마,2021,4.68,-5.75,19.99,"43,534,833"
2923,한국콜마,2022,12.56,36.66,17.61,"-4,101,005"
2924,한국콜마,2023,2.60,8.46,15.54,"25,138,829"
2925,한국타이어앤테크놀로지,2019,3.76,-2.83,1.30,"429,614,534"
2926,한국타이어앤테크놀로지,2020,4.86,-4.97,-6.25,"385,205,382"
2927,한국타이어앤테크놀로지,2021,9.72,-2.05,10.66,"594,714,001"
2928,한국타이어앤테크놀로지,2022,7.59,-3.51,17.55,"705,774,526"
2929,한국타이어앤테크놀로지,2023,1.45,0.73,6.50,"728,792,952"
2930,휴비스,2019,-8.45,4.65,-18.47,"-293,324"
2931,휴비스,2020,-0.49,-0.39,-10.59,"82,630,763"
2932,휴비스,2021,-3.37,4.19,17.63,"3,496,357"
2933,휴비스,2022,-5.89,-3.65,-5.62,"-81,474,057"
2934,휴비스,2023,-1.39,-11.84,-9.20,"-107,986,865"
2935,DSR,2019,6.83,1.78,0.13,"8,785,194"
2936,DSR,2020,5.21,-0.95,-2.26,"8,975,950"
2937,DSR,2021,19.63,7.77,17.94,"12,538,612"
2938,DSR,2022,20.53,15.76,34.89,"24,547,772"
2939,DSR,2023,-5.82,-5.18,-20.78,"17,549,961"
2940,NHN,2019,0.23,-1.68,17.72,"23,173,213"
2941,NHN,2020,2.02,3.68,10.25,"27,956,034"
2942,NHN,2021,18.67,2.72,17.21,"129,700,557"
2943,NHN,2022,-0.07,24.47,9.94,"-31,751,037"
2944,NHN,2023,14.03,46.18,7.32,"-23,094,179"
2945,동아에스티,2019,6.34,-2.03,7.91,"70,912,713"
2946,동아에스티,2020,-2.79,9.65,-4.18,"27,102,951"
2947,동아에스티,2021,13.80,18.41,1.11,"12,816,149"
2948,동아에스티,2022,3.74,5.49,7.11,"12,771,294"
2949,동아에스티,2023,9.22,3.76,4.50,"2,021,388"
2950,한진칼,2019,-5.49,-7.19,-7.77,"-260,570,999"
2951,한진칼,2020,29.51,-8.45,-66.03,"-341,532,739"
2952,한진칼,2021,7.63,-5.66,-63.69,"-35,695,759"
2953,한진칼,2022,4.27,1.66,34.97,"659,568,334"
2954,한진칼,2023,-3.32,6.05,37.63,"388,329,014"
2955,현대로템,2019,2.05,-3.55,1.97,"-355,687,197"
2956,현대로템,2020,2.77,8.06,13.25,"22,409,492"
2957,현대로템,2021,-2.15,2.12,3.13,"51,411,601"
2958,현대로템,2022,17.45,1.19,10.12,"194,534,253"
2959,현대로템,2023,8.66,2.84,13.40,"156,778,978"
2960,신송홀딩스,2019,-2.62,-66.28,61.02,"-34,342,178"
2961,신송홀딩스,2020,-16.03,12.08,-21.72,"2,771,233"
2962,신송홀딩스,2021,47.88,-12.74,-9.44,"7,466,833"
2963,신송홀딩스,2022,-2.35,3.93,12.31,"1,577,789"
2964,신송홀딩스,2023,0.24,1.62,-7.63,"8,831,541"
2965,아세아시멘트,2019,0.11,-2.41,-0.82,"28,703,295"
2966,아세아시멘트,2020,-1.53,-2.33,-5.89,"25,081,643"
2967,아세아시멘트,2021,7.15,2.95,13.34,"99,216,931"
2968,아세아시멘트,2022,0.13,4.56,16.53,"63,904,278"
2969,아세아시멘트,2023,3.94,6.70,15.41,"89,435,441"
2970,종근당,2019,12.63,0.81,12.88,"52,975,285"
2971,종근당,2020,18.09,5.25,20.72,"90,404,889"
2972,종근당,2021,10.61,9.62,3.11,"42,356,472"
2973,종근당,2022,7.47,4.56,10.78,"79,977,780"
2974,종근당,2023,24.67,0.92,12.17,"213,602,187"
2975,AJ네트웍스,2019,-29.97,11.33,-4.33,"42,128,594"
2976,AJ네트웍스,2020,-11.93,-15.86,-12.83,"-3,316,812"
2977,AJ네트웍스,2021,-14.68,-22.60,12.61,"76,737,133"
2978,AJ네트웍스,2022,9.47,-6.58,21.56,"8,667,178"
2979,AJ네트웍스,2023,9.36,68.79,-16.06,"16,472,355"
2980,BGF,2019,2.00,-0.19,-39.53,"17,515,292"
2981,BGF,2020,0.05,-72.04,15.74,"17,880,953"
2982,BGF,2021,19.50,114.48,-2.72,"35,977,029"
2983,BGF,2022,-2.20,11.76,189.64,"26,176,881"
2984,BGF,2023,12.04,109.06,1.88,"69,136,637"
2985,디와이파워,2019,1.58,5.06,-10.96,"19,083,324"
2986,디와이파워,2020,9.59,-3.64,-11.27,"25,410,371"
2987,디와이파워,2021,18.84,3.77,43.45,"31,055,614"
2988,디와이파워,2022,-4.25,-2.43,-4.15,"17,854,210"
2989,디와이파워,2023,2.81,-3.71,2.63,"27,492,332"
2990,HL만도,2019,3.57,0.18,5.60,"118,239,649"
2991,HL만도,2020,7.46,4.77,-6.99,"13,861,438"
2992,HL만도,2021,15.51,7.53,10.50,"178,615,842"
2993,HL만도,2022,2.48,-3.48,22.27,"118,287,647"
2994,HL만도,2023,7.54,2.78,11.67,"154,600,074"
2995,코스맥스,2019,13.45,29.85,5.63,"18,319,679"
2996,코스맥스,2020,-1.27,1.23,3.92,"-29,053,381"
2997,코스맥스,2021,18.74,7.80,15.08,"34,336,482"
2998,코스맥스,2022,-1.10,4.10,0.54,"-16,446,827"
2999,코스맥스,2023,11.50,11.46,11.08,"37,799,983"
3000,쿠쿠홀딩스,2019,8.77,-42.49,7.10,"79,433,102"
3001,쿠쿠홀딩스,2020,13.84,-16.34,11.26,"106,710,573"
3002,쿠쿠홀딩스,2021,13.71,87.54,16.56,"129,365,611"
3003,쿠쿠홀딩스,2022,9.28,35.48,10.30,"116,688,837"
3004,쿠쿠홀딩스,2023,8.58,29.90,2.20,"130,122,011"
3005,화인베스틸,2019,-7.60,-2.62,-7.09,"-7,494,971"
