,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),매출채권(천원)_증가율(%),재고자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),매입채무(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),재무활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율
1408,방림,섬유의복,A003610,9,2022,Annual,265220044.0,129797150.0,14970861,61393078,54678944.0,265220044.0,63058875.0,57734881,13683921,26702211,0,202161169.0,155768173.0,143781034.0,2149733,0,5000,5587649,1236227,18299001,-7736885,76.22,11.08,31.19,14.53,92.3,2.78,1.38,2149732.67,7.7,3.1662182464997635,-25.875185291120893,6.112004738121146,29.585644344394744,-0.1123702732764964,3.1662182464997635,10.084138357596007,19.01251708766423,41.30142419523089,1.1828368394248168,18.93136960274915,-66.16974604801756,-24.941701238459125,-82.20612719390479,334.901051044485,-703.8148523335835,0.5873167451853677,0.7705148014849479,2.4702022197509867
1409,방림,섬유의복,A003610,9,2023,Annual,243460572.0,119966700.0,12689525,49584327,50006481.0,243460572.0,49794632.0,43315056,6997126,18686974,0,193665940.0,131921585.0,126968556.0,-4119487,0,0,-4198834,7406426,-9691852,-9751985,79.55,8.54,25.71,10.74,96.25,-2.12,-3.12,-4119487.21,3.75,-8.204309022737366,-7.573702504253754,-15.238508994238876,-19.234661927196417,-8.545269272208333,-8.204309022737366,-21.03469654350795,-24.975932660188562,-48.866074277979244,-4.202206112094653,-15.309024649085412,-291.6278440159778,-175.1449133615945,499.1153728239231,-152.9638311949379,26.045365802903888,0.5418601620635312,0.6811811359292191,2.6493133838201675
1411,백광산업,화학,A001340,12,2020,Annual,322745475.0,48347043.0,21223877,9442395,270158608.0,322745475.0,145514221.0,84099136,10377508,53132466,35161221,177231254.0,171324549.0,128566528.0,12521407,0,122563,10145917,21915553,-8032734,-10371533,54.91,29.78,82.1,54.23,75.04,5.89,7.31,12521407.16,24.96,-1.8548904255991316,-27.224548578327024,4.260836540864377,5.146799593149454,4.531078809936795,-1.8548904255991316,-9.897850990786527,-10.556447140508096,-5.516081191555333,5.907059340070964,1.7430324293563615,-40.95201442532983,-36.70116146769908,-28.204186139063037,-79.14633812966132,-211.67911160930367,0.5308348598845576,0.9666723285724763,1.1773732341940655
1412,백광산업,화학,A001340,12,2021,Annual,361859837.0,57418849.0,26534879,12670069,275606411.0,361859837.0,172997606.0,125477096,14916921,62133006,16909377,188862231.0,191117729.0,139306437.0,18079443,0,44541,15001059,36684991,-47163865,8841120,52.19,30.63,91.6,58.68,72.89,8.2,9.46,18079442.85,27.11,12.119259611618105,18.76393143630315,25.023712679827526,34.18278943001221,2.016520236142161,12.119259611618105,18.887078397650225,49.20140915597515,43.742804149127124,6.56259928059868,11.553032017612374,44.38827042360336,47.8531610301957,67.39249518367161,487.1458584337537,-185.24410036587648,0.5281540239018016,1.011942557217806,1.1047420448118803
1413,백광산업,화학,A001340,12,2022,Annual,404267601.0,61271071.0,30531471,17029238,311190750.0,404267601.0,194591586.0,135827456,16329220,81180995,33246306,209676015.0,232725147.0,164089316.0,28274340,0,52232,22702656,42474750,-64840643,18148747,51.87,32.69,92.81,63.02,70.51,11.39,12.15,28274340.21,29.49,11.719389571272032,6.708985058199279,15.061655265132368,34.405250673851896,12.911288554895052,11.719389571272032,12.482242095303908,8.248804227984374,9.467764828948289,11.020617457388827,21.77056949018057,56.389441864995504,51.340355370910814,15.782364509780034,37.47949409998523,105.27655998335051,0.5756710318223102,1.109927365798134,1.1959671627323085
1414,백광산업,화학,A001340,12,2023,Annual,426908196.0,68116464.0,27913318,14177036,231937347.0,426908196.0,213256379.0,143576312,14572664,96440304,42235658,213651818.0,233521888.0,175343878.0,17738516,597420,10940,7728814,30016383,-33131176,18755955,50.05,36.47,99.81,72.88,75.09,3.65,7.6,17738515.91,24.91,5.600398088789715,11.172308380246854,-8.57525993424948,-16.748852767223056,-25.467788807989955,5.600398088789715,9.591778032992648,5.7049261086064895,-10.757133531179075,1.8961648999290537,0.34235277548240184,-37.262846807387895,-65.95634449114675,-29.331230907774618,-48.90368992793609,3.3457295977513013,0.5470072727298962,1.0930021105647694,1.0950288525718614
1416,백산,화학,A035150,12,2020,Annual,291097333.0,176587651.0,66724032,45987224,87554660.0,291097333.0,168664435.0,135156183,31869966,74566184,19800000,122432897.0,383111246.0,313284064.0,3954534,0,371093,-16433339,32681842,-6447064,-5813853,42.06,38.56,137.76,91.69,81.77,-12.42,1.03,3954534.21,18.23,-11.945961355441693,-10.207272125980872,-29.379228218761543,-20.287360006733778,12.409532955995495,-11.945961355441693,-10.454050162039607,-13.321573525429164,-10.754407769454556,-13.92164110248646,-18.292716127192865,-87.65687217436255,-363.031608438798,466.3135550634381,217.1267919059933,243.5518868649241,1.3160932876015048,3.1291528289165615,2.271440603349485
1417,백산,화학,A035150,12,2021,Annual,330162573.0,209784108.0,69167651,62529782,68502330.0,330162573.0,183147957.0,148198101,49573503,80897721,19400000,147014617.0,371076933.0,303163144.0,23245153,0,408317,19134154,9761851,16918696,-976674,44.53,33.46,124.58,75.14,81.7,14.2,6.26,23245153.4,18.3,13.41999241195384,18.79885530613916,3.6622771837289347,35.972073461098674,-21.760497956362347,13.41999241195384,8.587181998386328,9.649516367297828,55.549281100582284,20.077708362973713,-3.1412058835777468,487.810169289226,-216.4349740487919,-70.1306584861404,-362.42481849102165,-83.20091684464674,1.1239218595500828,2.524081894523454,2.0261046810366548
1418,백산,화학,A035150,12,2022,Annual,338873472.0,205877239.0,74045331,52209324,79327753.0,338873472.0,158716155.0,145371471,42975623,69112297,1305165,180157317.0,475895241.0,380905483.0,50295977,0,322207,44891846,51550460,-41266564,-26927504,53.16,27.86,88.1,52.41,80.04,27.44,10.57,50295977.24,19.96,2.6383665843311643,-1.8623283895270126,7.051967111041546,-16.504868032324183,15.802999693587072,2.6383665843311643,-13.339926035866178,-1.9073321324137638,-13.309287423162331,22.543812769311234,28.247055712298884,116.37189051842336,134.6163096628155,428.0807912351868,-343.9110200928015,2657.061619332551,1.4043449261203897,2.64155377602565,2.9984045480436445
1419,백산,화학,A035150,12,2023,Annual,351920467.0,208786780.0,69346401,52889295,85820959.0,351920467.0,143460405.0,129189378,41990284,71689596,1630000,208460062.0,417721810.0,321239183.0,53146154,0,305660,40522031,46305851,-20261089,-25231810,59.23,23.19,68.82,39.15,76.9,20.85,12.72,53146153.92,23.1,3.8501081017046968,1.4132407322598795,-6.346017954866056,1.3023938023024373,8.185289201371937,3.8501081017046968,-9.611970501679556,-11.131546574224316,-2.292785842802092,15.710016929259663,-12.223999315008903,5.666809096878667,-9.734095140574084,-10.173738507862007,-50.9019238917008,-6.297256515122973,1.1869778804311486,2.003845753437414,2.911756801467276
1421,범양건영,건설업,A002410,12,2020,Annual,158124590.0,79845306.0,17145504,465188,45187563.0,158124590.0,76477866.0,55323617,9704437,12738253,9050000,81646724.0,144357124.0,122195894.0,12006625,11850,110548,10968238,10907038,-7682577,14048440,51.63,25.5,93.67,49.38,84.65,14.47,8.32,12006624.98,15.35,14.200439931929498,12.697817468937389,15.487779569711035,-39.18793139510562,27.25746471885877,14.200439931929498,11.702560148643325,38.40678537182958,-31.68452229223586,16.643682724681753,-47.717807684323596,4.846803356285312,-44.37164090462083,20.971817225053478,-59.55880719548601,-442.30424358199645,0.9129327955885925,1.768070008540698,1.8875673649157523
1422,범양건영,건설업,A002410,12,2021,Annual,191769769.0,122357951.0,16732032,1510537,44893770.0,191769769.0,112322391.0,73104401,9885667,38133022,26670000,79447378.0,111908020.0,98297814.0,3024064,351,59122,3068640,7208513,-28517671,24414795,41.43,34.73,141.38,83.83,87.84,3.81,2.7,3024063.64,12.16,21.27763872779054,53.24376238222446,-2.411547657041757,224.71538388780453,-0.6501634089008057,21.27763872779054,46.86914904241706,32.139590583891156,1.8674962803097106,-2.693734533672165,-22.478353060012466,-74.81337178432742,-72.02248893577983,-33.9095270411637,271.1992863852845,73.79007918316908,0.583554022010633,1.4085804065176324,0.9963108780332143
1423,범양건영,건설업,A002410,12,2022,Annual,215054262.0,79479044.0,9425889,29570446,67579752.0,215054262.0,144032362.0,90720865,11455138,37420000,38058253,71021899.0,119750819.0,121316917.0,-12326104,0,85003,-8414780,-58386159,2170884,33891114,33.03,47.09,202.8,142.6,101.31,-11.18,-10.29,-12326103.59,-1.31,12.141899696401047,-35.0438256358183,-43.66560499047575,1857.6114984273804,50.53258391977329,12.141899696401047,28.231210818865126,24.097679153406926,15.876227673863585,-10.605106439132584,7.0082546362628895,-507.6006327908404,-374.2185463267115,-909.9612083657199,-107.61241687653947,38.81383808465317,0.5568400174277875,1.686111195083646,0.8314160605100679
1424,범양건영,건설업,A002410,12,2023,Annual,192910733.0,79442666.0,2874586,30916800,67952346.0,192910733.0,130776898.0,112589084,21408031,36177058,3788253,62133835.0,120763371.0,116023446.0,-10434015,0,97450,-9110987,-6089352,26463511,-26754346,32.21,38.06,210.48,118.16,96.08,-13.68,-8.64,-10434014.94,3.92,-10.296717114120712,-0.045770555569335514,-69.50329035277203,4.553039206780984,0.5513396971329465,-10.296717114120712,-9.203115061044409,24.104949837063394,86.88584109593442,-12.514540057567313,0.8455491231337708,-15.350259903697062,8.273620938396498,-89.57055558321623,1119.0200397626036,-178.94206723331666,0.6260064907845226,1.9436007933519635,0.9234304594072876
1426,벽산,비금속광물,A007210,12,2020,Annual,464447680.0,206048542.0,84946746,26722448,233518301.0,464447680.0,172690898.0,146840993,52816525,58884125,13275000,291756781.0,439527942.0,366883621.0,9603185,1681984,1230748,1271937,23356460,-22531927,879103,62.82,17.58,59.19,27.99,83.47,0.44,2.18,9603185.12,16.53,0.3746791860000487,2.307255205717218,-0.6586809792877513,-7.871125718604899,-1.0353325546603953,0.3746791860000487,0.886929900674116,9.590452858362974,1.792669111932943,0.07392126679011124,1.3825575015227631,-351.9601772581657,-173.96332818898333,56.77178904393778,-14.682748255850653,-129.64010541065787,0.9463454355073967,1.5064874944586122,2.545171442677888
1427,벽산,비금속광물,A007210,12,2021,Annual,505440465.0,207560308.0,89974766,33993810,233204277.0,505440465.0,215128919.0,157776923,54440271,63013235,42600160,290311546.0,471429018.0,394691604.0,8544877,792078,1631709,-1495003,7412157,-82447921,29001216,57.44,23.22,74.1,40.42,83.72,-0.51,1.81,8544877.44,16.28,8.82613623993127,0.7336941020432031,5.919026021314577,27.21068818245993,-0.13447511336595053,8.82613623993127,24.574555747576234,7.4474639380843755,3.0743143362801595,-0.495356095939381,7.258031390413855,-11.020385424210822,-217.53750382290943,-68.26506670959554,265.91597780340754,3198.955412505702,0.9327092914889591,1.6238727825175785,2.1913791051030196
1428,벽산,비금속광물,A007210,12,2022,Annual,601820034.0,249903036.0,98261133,38664183,280824005.0,601820034.0,299532317.0,206258902,71892112,81435038,79798380,302287717.0,519886003.0,426128802.0,18828035,1799979,2342021,11698990,33631136,-14630789,49669150,50.23,28.29,99.09,56.32,81.97,3.95,3.62,18828034.74,18.03,19.06843153129816,20.40020484070586,9.20965662750377,13.738892463069007,20.419748991138785,19.06843153129816,39.23386887840961,30.728181332323224,32.05685915854459,4.125282361315374,10.278744657164918,120.34296105139957,-882.5395668102339,353.7294069728961,-82.25450827316799,71.26574968442702,0.8638562587299977,1.7198383320351716,1.7356591375747947
1429,벽산,비금속광물,A007210,12,2023,Annual,620426944.0,247206761.0,118928794,41819646,300160978.0,620426944.0,289171147.0,180636132,59000963,70145113,88561000,331255797.0,620719685.0,488500536.0,44748807,2434502,2092453,36431960,27876675,-69899294,-15059885,53.39,26.87,87.3,50.33,78.7,11.5,7.21,44748806.75,21.3,3.091773113023355,-1.0789284688802248,21.033403919737005,8.161204389085363,6.885797743679345,3.091773113023355,-3.4591158990033066,-12.422625036566902,-17.931242581940012,9.582949743207724,19.39534463673569,137.67114836997064,211.41115600577484,-17.110516278724575,377.7547813723511,-130.32040008737818,1.000471837986456,1.8738379542985024,2.1465477847276375
1431,보락,화학,A002760,12,2020,Annual,54109129.0,17472493.0,4465745,10120020,32052971.0,54109129.0,10107183.0,4167034,1539171,0,3170500,44001945.0,38292697.0,33551995.0,144347,1139297,440,394509,2029893,-1877172,-589587,81.32,6.37,22.97,7.83,87.62,0.9,0.38,144347.48,12.38,-2.7103103504752535,-6.835114108835183,-19.76445768564198,0.2425031731840388,-1.787148876789657,-2.7103103504752535,-13.388994628706708,-22.422837696198616,-22.756653782496063,0.12530127566054983,6.004051898741003,-77.14614579589588,-39.16911064030567,38.72846947095194,-33.3914079595829,-223.41323832927947,0.7076938348055833,0.8702500991717526,3.7886616874355594
1432,보락,화학,A002760,12,2021,Annual,56317969.0,20693292.0,6123661,11237728,30594612.0,56317969.0,10774060.0,4842323,1466688,0,3137700,45543909.0,39763913.0,33259435.0,1692124,1136570,1500,1694988,1177597,-1118505,-371142,80.87,5.89,23.66,7.28,83.64,3.79,4.26,1692124.11,16.36,4.082194706922748,18.43354007925486,37.12518292020703,11.044523627423652,-4.549840325254095,4.082194706922748,6.598050119405174,16.205507322474453,-4.709223341655999,3.504308729989103,3.8420276325796587,1072.261287037486,329.64495106575515,-41.987237750955344,-40.4154227742583,-37.05051162932696,0.7060608488917631,0.8730895936051515,3.690708330935599
1433,보락,화학,A002760,12,2022,Annual,60912252.0,26264428.0,7805911,14209514,29343093.0,60912252.0,12528504.0,9809629,3188768,0,105300,48383747.0,48434716.0,40122255.0,3282892,1071156,1500,3069106,2548454,-915374,-382999,79.43,5.31,25.89,6.68,82.84,6.54,6.78,3282891.67,17.16,8.157756896382406,26.922424909482736,27.47131168756729,26.44472263432609,-4.090651648074505,8.157756896382406,16.283963519787335,102.58105458888225,117.41283763145263,6.235384845863812,21.805708608204633,94.01013164519858,81.06948249781118,116.41138691759573,-18.16093803782728,3.194734090994822,0.7951555624638538,1.0010534322610443,3.8659616503295204
1434,보락,화학,A002760,12,2023,Annual,57928436.0,25120406.0,6690331,14670486,28025749.0,57928436.0,9149383.0,4658790,1267222,0,2072900,48779053.0,46773797.0,41087642.0,505611,990237,1740,857813,1522906,108573,-1498240,84.21,3.72,18.76,4.41,87.84,1.77,1.08,505610.74,12.16,-4.898548160721427,-4.355784942280105,-14.291477317637879,3.244108137688584,-4.489451742527617,-4.898548160721427,-26.97146443023045,-52.507989853642776,-60.25982448393863,0.8170222946974226,-3.4291911611497805,-84.59861000605564,-72.05006930356919,-40.2419663058466,-111.86105351473823,291.18639996449076,0.8074410467425704,0.9588910428416886,5.112235109187144
1436,보령,의약품,A003850,12,2020,Annual,647993966.0,315660225.0,105222669,95492292,242224595.0,647993966.0,307706406.0,122871383,48520707,10243685,92082650,340287560.0,561866592.0,330424995.0,39986311,35506212,30105500,26859762,44740976,-144524115,121426501,52.51,29.55,90.43,56.27,58.81,8.62,7.12,39986310.79,41.19,27.651114451687842,36.147695464675756,-18.348863610994236,12.267726365171704,-2.63694718605173,27.651114451687842,36.956083251150275,-11.739504352679653,-15.179253763122812,20.26263974036513,7.171498918674657,2.361578391691599,-16.641033402134575,-4.804102755793016,144.4427021529001,1255.0266711258964,0.8670861481447807,1.6511523136490796,1.8259827583830022
1437,보령,의약품,A003850,12,2021,Annual,828641139.0,437313716.0,106574927,110994217,232197112.0,828641139.0,354327079.0,155952639,61515461,10780015,111082810,474314061.0,627279390.0,362342033.0,41448228,39145987,35149627,43119260,60167364,-47760667,111989133,57.24,26.01,74.7,45.43,57.76,10.59,6.61,41448228.32,42.24,27.877909745844764,38.53937916948516,1.2851394218103218,16.233692453418126,-4.139746007212852,27.877909745844764,15.15102451263235,26.923483070097774,26.781872737344912,39.38624761951333,11.642051499655626,3.656043689551658,60.53478061346933,34.47932830075053,-66.9531503444944,-7.772082636227817,0.7569976440670054,1.3224979851482834,1.7703399688512094
1438,보령,의약품,A003850,12,2022,Annual,892385915.0,338378355.0,137525825,164621337,216406501.0,892385915.0,375969361.0,277482941,90316254,18076114,94207970,516416554.0,760475845.0,453288659.0,56602877,41705139,39107805,41938309,27814065,-146934563,-15365414,57.87,23.34,72.8,40.33,59.61,8.47,7.44,56602877.31,40.39,7.692687823455979,-22.623429675368335,29.041444241383353,48.31523790108812,-6.800519982350172,7.692687823455979,6.107995488541262,77.9276982930696,46.81878755651363,8.876501133286041,21.23399192184523,36.56283930883608,-2.7388016399168214,-53.772172900910206,207.64763607677423,-113.72045089410594,0.8521827072987812,1.472601602542741,2.022706964677369
1439,보령,의약품,A003850,12,2023,Annual,915511541.0,377659485.0,156327477,189805874,209108598.0,915511541.0,366258951.0,201083021,69419197,28111038,151708150,549252590.0,859625586.0,506195732.0,68267021,47286087,40137643,40213138,42223903,-29161099,-12645813,59.99,22.31,66.68,37.18,58.89,7.55,7.94,68267020.62,41.11,2.5914378086077328,11.608641456986813,13.671360997107262,15.29846462126596,-3.3723122763303692,2.5914378086077328,-2.5827663121729794,-27.533195274876377,-23.137648069416162,6.358439857448883,13.037855396971887,20.606980807706996,-4.113592181315651,51.80773827917638,-80.15368310585986,-17.699497065292224,0.9389565805593706,1.565082444126481,2.3470432153342786
1441,보해양조,음식료품,A000890,12,2020,Annual,149117626.0,50044697.0,19067429,18870179,80004871.0,149117626.0,70469241.0,53364754,4394060,12900000,12399280,78648384.0,78563805.0,52326016.0,1747505,0,2791925,1716780,8232028,-350014,-14628269,52.74,28.6,89.6,54.22,66.6,2.21,2.22,1747504.78,33.4,-8.555645934334134,-13.85025946558468,0.08321621703193394,-0.38390633071955227,-5.3000220400779,-8.555645934334134,-18.699052458227595,-3.7091239602829007,-0.8807820070172001,2.9533815153713894,3.3581890985677765,-111.3786813672949,-108.50110139766211,78.22806142785046,-102.8934653780955,24.782566452446876,0.5268579383097207,0.9989245932885283,1.1148666267031313
