,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),매출채권(천원)_증가율(%),재고자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),매입채무(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),재무활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율
1357,무림페이퍼,종이목재,A009200,12,2021,Annual,2284417095.0,675375091.0,214854217,199969657,1201852358.0,2284417095.0,1637863898.0,916793582,44136867,382954307,553216275,646553197.0,1055273255.0,925252872.0,29809655,4306413,909934,409558,-60852065,-85256437,76013913,28.3,58.03,253.32,205.02,87.68,0.06,2.82,29809655.1,12.32,4.074511557060911,5.147413376470467,40.72270948664525,17.394583114518202,-2.238492541645376,4.074511557060911,5.659618316778214,22.92362727584438,1.96431069728209,0.2641287272586945,11.121767789890757,9.328907851351453,-101.08209058935915,-163.7563216543434,53.859886149032185,-9.602569442933973,0.4619442120748094,1.6321522496469847,0.6442985014130888
1358,무림페이퍼,종이목재,A009200,12,2022,Annual,2429133746.0,909652424.0,252134001,293722435,1156763024.0,2429133746.0,1739726817.0,1017158104,60888812,482551054,564386813,689406929.0,1399139267.0,1188662472.0,96311788,4283771,1273357,34759091,41882935,-87412873,88743806,28.38,57.99,252.35,204.32,84.96,5.2,6.88,96311787.65,15.04,6.33494869727369,34.688476984413974,17.351199581062904,46.88350193049538,-3.7516533291188203,6.33494869727369,6.219254183719736,10.947341252220944,37.95454036191559,6.628028783840345,32.58549483470041,223.08924071747893,8386.976447780291,-168.82746707116678,2.5293527103413815,16.746793445563046,0.5759828042831858,2.029482455346775,0.8042292923970028
1359,무림페이퍼,종이목재,A009200,12,2023,Annual,2392625542.0,794127508.0,244640526,245690369,1261601423.0,2392625542.0,1711139619.0,998949826,60956340,554516483,555105643,681485923.0,1321885020.0,1152645838.0,67783686,1764263,1750627,1401910,170646858,-181346654,-50106700,28.48,57.33,251.09,201.28,87.2,0.2,5.13,67783686.31,12.8,-1.5029309958793813,-12.699896460672766,-2.972020818406007,-16.35287614308386,9.063083520553473,-1.5029309958793813,-1.6432003990888622,-1.7901128574206449,0.11090378968143799,-1.148959441340336,-5.521555203410644,-29.620571471479696,-95.96678175502346,307.43767837664666,107.45989437962989,-156.46219410512998,0.5524830345558519,1.939709941741526,0.7725173360035444
1361,무학,음식료품,A033920,12,2020,Annual,598757759.0,102352831.0,21752627,11508808,208438795.0,598757759.0,74005602.0,68249673,8150367,0,0,524752157.0,139351805.0,84247878.0,2039743,0,5311814,13249748,8021528,-10176299,-33272026,87.64,2.23,14.1,2.54,60.46,2.55,1.46,2039743.21,39.54,-4.140255281110261,-11.035812201663674,31.603422171149465,-10.785499149855116,0.8168933833762271,-4.140255281110261,-32.54812964653521,-27.172790984108385,-0.34226915203893205,1.912936506194307,-10.543735352368344,-115.42966672713236,-44.09291369055983,-2372.8124805204375,-117.22368572422666,112.87167581803455,0.23273486298154175,0.26555737435491855,1.8829899525714282
1362,무학,음식료품,A033920,12,2021,Annual,646644150.0,56000060.0,15526990,9939891,194323265.0,646644150.0,148103725.0,143611277,8716785,71000000,0,498540425.0,126928340.0,81156543.0,-890929,0,4950522,-16036159,47624503,-114301015,51667388,77.1,11.64,29.71,15.1,63.94,-3.13,-0.7,-890929.32,36.06,7.997623459606817,-45.28723880632085,-28.620161601630922,-13.632315353597003,-6.772026291938604,7.997623459606817,100.1250189141087,110.42046164821917,6.949601165199071,-4.995068938801905,-8.915180538924483,-143.67849282973393,-221.02991694634494,493.70861761001146,1023.2081034568658,-255.28777237671073,0.19628777280363552,0.2545998952843192,0.8570232787865396
1363,무학,음식료품,A033920,12,2022,Annual,605739795.0,63733624.0,16701224,8949603,180916118.0,605739795.0,125178899.0,120757233,8983664,50000000,0,480560896.0,152832445.0,85905650.0,15643138,0,4137784,-13202293,28142525,8309579,-27904644,79.33,8.95,26.05,11.28,56.21,-2.7,10.24,15643137.74,43.79,-6.325635977685717,13.809920917941865,7.5625346573933605,-9.962765185252032,-6.899403939101168,-6.325635977685717,-15.478898994606649,-15.91382270070616,3.061667805274526,-3.606433520411112,20.408448578150473,-1855.823191298072,-17.671725504841906,-40.90746731782167,-107.26990832058665,-154.00823436245702,0.2523070900435062,0.3180292992461875,1.2209122002263337
1364,무학,음식료품,A033920,12,2023,Annual,639327517.0,382745565.0,14353727,10108577,176687128.0,639327517.0,99689197.0,91702465,9899018,35000000,0,539638321.0,146573701.0,84776928.0,16162942,0,4201072,65425862,14573037,11701087,-21343206,84.41,6.12,18.47,7.25,57.84,12.83,11.03,16162941.97,42.16,5.544909262565456,500.53946563590983,-14.05583806312639,12.950004597969311,-2.3375418656727986,5.544909262565456,-20.362618782898867,-24.060478431134634,10.189094338345694,12.293431590405568,-4.095167096227503,3.3228882849464014,-595.5643841566007,-48.21702388111942,40.81443837287064,-23.51378501728959,0.22926230625546498,0.27161470061723064,1.4703067675427257
1366,문배철강,철강금속,A008420,12,2020,Annual,187690632.0,58312156.0,31578462,10512096,13736399.0,187690632.0,68606174.0,40324531,12001150,7234474,10000000,119084457.0,152678067.0,143294460.0,2798587,0,0,8612102,2787129,-10770321,-17506249,63.45,25.22,57.61,39.75,93.85,7.47,1.83,2798586.72,6.15,-3.872278324222833,-24.11691642590956,-1.6824912740518005,-6.74517553516798,1.755121146634897,-3.872278324222833,-18.236559437089117,-28.858232718092058,-9.787074297808529,6.952631744580384,-6.074620254260599,7.611638076224425,263.07497080510456,-36.945236520207814,-35.048020516253345,-145.74194676482364,0.813455980051258,1.282099031614176,2.225427510357887
1367,문배철강,철강금속,A008420,12,2021,Annual,209839262.0,84362793.0,31712154,26659830,13849308.0,209839262.0,66845642.0,58507481,10846070,201382,0,142993621.0,204873268.0,177464925.0,20783115,0,0,25376074,2463125,7155994,-9530310,68.14,19.3,46.75,28.32,86.62,19.37,10.14,20783114.68,13.38,11.800604944417259,44.67445347073087,0.423364507112467,153.61098300472142,0.8219694259026689,11.800604944417259,-2.5661422250423116,45.09153497656302,-9.624744295338362,20.077485007132378,34.18644342674315,642.6288694973571,194.65598526352798,-11.625009104350747,-166.4417894322741,-45.56052527300394,0.9763342953426895,1.4327441082144496,3.0648709754332226
1368,문배철강,철강금속,A008420,12,2022,Annual,206906858.0,60235181.0,30828572,17446279,13869443.0,206906858.0,39013430.0,33283391,12312323,0,0,167893428.0,192206731.0,181992973.0,3006102,0,707,26217228,11192545,13414471,-25890582,81.14,8.4,23.24,10.36,94.69,16.87,1.56,3006102.38,5.31,-1.3974524938998312,-28.599825992010487,-2.786256650998853,-34.55967648705936,0.14538632543950047,-1.3974524938998312,-41.636539297505735,-43.11258931144207,13.518749187493718,17.41322922370083,-6.182620662838256,-85.53584484327783,3.31475231353755,354.4042628774423,87.45782905910767,171.66568558630306,0.9289529252819643,1.1448139054019435,4.926681171073653
1369,문배철강,철강금속,A008420,12,2023,Annual,231645965.0,54897665.0,30224842,14241210,15842290.0,231645965.0,47721898.0,41677434,10555998,14273866,0,183924066.0,163633902.0,159405850.0,-3436828,0,0,18559891,-1468750,-7802755,8988225,79.4,12.35,25.95,15.56,97.42,10.55,-2.1,-3436828.2,2.58,11.95663944594818,-8.861127187448814,-1.9583456541548583,-18.371075001150672,14.224414059021683,11.95663944594818,22.321718444135776,25.219915242410252,-14.26477359309043,9.548103336123436,-14.865675541820645,-214.32838938931545,-29.207271645957388,-113.12257399903238,-158.1666992310021,-134.7161952558656,0.706396513317208,0.8896818429405535,3.428905991962013
1371,미래산업,의료정밀,A025560,12,2020,Annual,95757333.0,39735830.0,9958468,11407959,25809246.0,95757333.0,31682005.0,19308508,3755918,0,8900000,64075328.0,41560382.0,32927713.0,1265381,319524,128076,-6722373,-683396,-44357846,24611832,66.91,17.49,49.44,26.13,79.23,-10.31,3.04,1265380.57,20.77,28.00052083868021,-23.119971897729773,50.59855499931041,13.610379134175844,39.77673629062106,28.00052083868021,271.59571021778964,313.88248987452886,78.03478674702107,-3.3323940443223066,50.08094943889343,-128.0279450826542,9.243303774925128,-69.02681820077122,-355.4453562835295,75.57090896016969,0.43401774775828394,0.6486175458984775,1.3117977223979354
1372,미래산업,의료정밀,A025560,12,2021,Annual,118651369.0,70987743.0,8124238,19201160,17742991.0,118651369.0,34009094.0,29987592,4835748,4450000,0,84642275.0,48338414.0,31550432.0,8486523,1089352,26155,7490277,5207355,12677011,9388329,71.34,13.82,40.18,19.38,65.27,10.07,17.56,8486522.8,34.73,23.908389344970594,78.64920148893329,-18.418796947482285,68.31371851879902,-31.253353933702677,23.908389344970594,7.3451443492922985,55.30766022936624,28.750095183121683,32.098075252927295,16.308878007906657,570.6693873228695,-211.4231090717519,-861.9820718880416,-128.57895985301,-61.854408074945425,0.4073987043503898,0.5710906754337594,1.4213378927412768
1373,미래산업,의료정밀,A025560,12,2022,Annual,134409510.0,75437247.0,12858742,24041995,16496109.0,134409510.0,41043554.0,33854992,2542470,7450000,0,93365956.0,56171984.0,34639919.0,8019936,975994,118450,8023364,22346,-10442863,4856504,69.46,18.04,43.96,25.97,61.67,9.01,14.28,8019936.15,38.33,13.28104440160316,6.267989109049421,58.27628388040822,25.211159117469983,-7.0274622807394715,13.28104440160316,20.684055858706497,12.896667394967887,-47.42343893850548,10.30652944997048,16.205682710235394,-5.497976026224172,7.117053214453883,-99.57087619338417,-182.37638194050635,-48.27083712128112,0.4179167381831836,0.601632398001687,1.3685945422757493
1374,미래산업,의료정밀,A025560,12,2023,Annual,102246105.0,47804355.0,2904415,7463679,16827876.0,102246105.0,27339221.0,22156241,1071452,4450000,0,74906883.0,21739463.0,29055243.0,-17510370,1117928,118343,-33036898,6688822,-30647742,1829606,73.26,14.92,36.5,20.36,133.65,-39.27,-80.55,-17510369.93,-33.65,-23.929411691181667,-36.63030279988876,-77.41291488700838,-68.95565862982669,2.0111833645134025,-23.929411691181667,-33.389732770217705,-34.555468215736106,-57.85783116418286,-19.77066780101304,-61.29838853475427,-318.3355328521325,-511.7586837640671,29832.97234404368,193.48026494266946,-62.32668602764457,0.21261898436131138,0.2902198320012862,0.795174924698842
1376,미래아이앤지,서비스업,A007120,12,2020,Annual,92320794.0,59822387.0,352331,24114,1659561.0,92320794.0,2854065.0,1717538,306751,0,0,89466729.0,5770766.0,2913126.0,687037,0,0,19673712,2983007,32957366,-138013,96.91,0.18,3.19,0.18,50.48,24.74,11.91,687037.16,49.52,27.68765754221354,169.69859296617886,-40.64664699064715,-13.964606821749681,-51.21096432636857,27.68765754221354,5.055544921817479,8.309538343566025,-17.847903287144405,28.571248730569376,-22.817785343692123,400.0888028358676,40.320593814291804,-235.51029067184422,1327.566891142357,-28.109617297905476,0.06250775962780389,0.06450181049985632,2.0219462415887515
1377,미래아이앤지,서비스업,A007120,12,2021,Annual,99668333.0,36533717.0,58224,12207,142441.0,99668333.0,28587956.0,3265138,335,0,0,71080377.0,7807922.0,3690015.0,899375,0,4500,-18081303,2019891,-22114161,1181200,71.32,24.52,40.22,34.38,47.26,-22.52,11.52,899375.45,52.74,7.958704297972141,-38.92969031810784,-83.47463039017288,-49.37795471510326,-91.4169470118905,7.958704297972141,901.6574955370673,90.10572109612713,-99.89079090206715,-20.55104976510318,35.30131008604405,30.90634128875156,-191.905904691499,-32.28674957852932,-167.09929731641782,-955.8614043604589,0.07833904475958277,0.10984637855817787,0.27311928142046954
1378,미래아이앤지,서비스업,A007120,12,2022,Annual,97492843.0,31591857.0,482939,77406,160721.0,97492843.0,28061180.0,4710195,48928,0,0,69431663.0,12828359.0,6241410.0,3105522,0,0,-3042386,5712596,-15136069,-1966955,71.22,23.57,40.42,33.1,48.65,-4.33,24.21,3105522.38,51.35,-2.1827293930962055,-13.526846994517417,729.4500549601539,534.1115753256329,12.833383646562435,-2.1827293930962055,-1.8426501006227891,44.25714931497535,14505.373134328358,-2.3195065496065093,64.29927194457117,245.2977901320361,-83.17385644165137,182.8170430978701,-31.554857541283166,-266.52175753471045,0.1315825716560548,0.18476237563256984,0.45715679098313045
1379,미래아이앤지,서비스업,A007120,12,2023,Annual,84461941.0,9912993.0,126589,0,179524.0,84461941.0,26320542.0,5948308,360,0,0,58141399.0,13025587.0,6411490.0,3232556,0,0,-9297695,7158671,-18691399,-3483095,68.84,24.9,45.27,36.17,49.22,-14.58,24.82,3232556.34,50.78,-13.366008825899145,-68.62168311283506,-73.78778686335127,-100.0,11.699155679718265,-13.366008825899145,-6.20301070731879,26.285811946214533,-99.26422498364944,-16.2609730376183,1.537437485184201,4.090584449248791,205.6053702587377,25.31379779000651,23.489123893396634,77.08056361228397,0.1542184189207776,0.22403291327750816,0.49488293212199047
1381,미원상사,화학,A002840,12,2020,Annual,328954823.0,137696042.0,50061475,62321029,137233393.0,328954823.0,61380691.0,35622098,16118965,696466,0,267574132.0,294983860.0,226924697.0,42883951,8572789,35066,51848333,55108788,-32261253,-9763115,81.34,0.21,22.94,0.26,76.93,21.07,14.54,42883951.05,23.07,17.19356434181485,14.52685496149213,12.793108116060914,1.7668686903786979,24.760825011309606,17.19356434181485,9.338365691638796,0.3178384350482677,10.175339043315912,19.157345376905788,17.997702239026903,32.93052090913247,66.59075753036122,179.5125996460748,1.4760320310840624,460.910948177104,0.896730612762592,1.1024378843916047,4.805808719227354
1382,미원상사,화학,A002840,12,2021,Annual,372413719.0,171562462.0,59827854,85524319,142195289.0,372413719.0,76426655.0,46649328,24932566,430310,0,295987064.0,359794983.0,275114763.0,57154755,9155303,16382,57743052,55077946,-22623872,-33010379,79.48,0.13,25.82,0.16,76.46,20.49,15.89,57154754.66,23.54,13.211204992729343,24.595056987912557,19.508771964869197,37.23187882536407,3.6156622608609634,13.211204992729343,24.512536035151513,30.956149747272054,54.678454851164446,10.618714069116365,21.97107428182681,33.27772667215294,11.369158194536366,-0.05596566558495608,-29.872928370141103,238.11318416304636,0.9661163502948182,1.2155767152040131,4.70771595328881
1383,미원상사,화학,A002840,12,2022,Annual,415619325.0,197197077.0,64090160,102743683,156827465.0,415619325.0,73770759.0,48106996,16173233,613848,0,341848565.0,438188004.0,330046379.0,77015585,10352987,56175,72215529,70782804,-39628717,-27116512,82.25,0.15,21.58,0.18,75.32,22.64,17.58,77015585.49,24.68,11.60150762329999,14.941855404243377,7.12428361545443,20.13388028263634,10.29019744810251,11.60150762329999,-3.4750912492506725,3.1247352587801425,-35.1320959102244,15.494427486195805,21.78824739198768,34.749217278597385,25.063581675592772,28.513877405667955,75.16328327883043,-17.85458749201274,1.054301322490238,1.28181905341624,5.939860317825929
1384,미원상사,화학,A002840,12,2023,Annual,447566169.0,196731104.0,58066045,95867950,186524180.0,447566169.0,69598937.0,39482674,16105090,549188,0,377967232.0,421367351.0,319972028.0,67238827,12067260,109782,61015748,97568599,-61953163,-23505865,84.45,0.12,18.41,0.15,75.94,16.95,15.96,67238827.32,24.06,7.686563660147416,-0.2362981272790332,-9.39943822889504,-6.692122376029674,18.935914700910338,7.686563660147416,-5.655116006058714,-17.92737588520389,-0.42133196250867533,10.56569215085048,-3.8386840457640625,-12.694518908088536,-15.50882636337123,37.842234958649,56.33401151997932,-13.315307661988385,0.9414638106840466,1.1148250835670326,6.054221072370689
1386,미원에스씨,화학,A268280,12,2020,Annual,327103637.0,217421244.0,64876701,63718625,98288973.0,327103637.0,66014614.0,44021314,21158486,539515,8264000,261089023.0,371989561.0,296077027.0,49208181,4356085,11710,34665653,70382677,-14119727,-25377202,79.82,4.03,25.28,5.04,79.59,13.58,13.23,49208180.72,20.41,4.8896026119612745,6.397797222921797,-3.9229479135047485,-11.02820038238872,4.139605829009674,4.8896026119612745,5.547268465008215,8.941633675808692,11.436000374780386,4.724612266792838,-1.5511848006939388,5.62414748706872,-12.383706188634369,2.1771632941210317,-14.394207261694202,242.48539553057213,1.1372223323826876,1.4247613964222463,5.63495775344532
1387,미원에스씨,화학,A268280,12,2021,Annual,438128598.0,292525306.0,95860791,120598427,128977610.0,438128598.0,111607731.0,97012315,30195338,21666218,0,326520867.0,531343053.0,395467888.0,95032118,4628649,15532,79903361,32444506,-51492947,-3322835,74.53,6.09,34.18,8.17,74.43,27.2,17.89,95032118.06,25.57,33.94183018515322,34.5431111598276,47.758424091261986,89.26715226513441,31.222868713868856,33.94183018515322,69.06518759618893,120.37578205866369,42.710296001330164,25.06112407490988,42.838162332195125,93.12259886216887,130.49720424998193,-53.90271103214786,264.68797874066547,-86.90622000014028,1.2127559246885773,1.6272866658779268,4.760808666560921
1388,미원에스씨,화학,A268280,12,2022,Annual,475733781.0,297849052.0,115295284,127201043,162749567.0,475733781.0,96877962.0,82880701,19851842,36407870,0,378855819.0,611649824.0,479790370.0,80853450,4638225,23990,64824227,39429185,-50924537,-6135898,79.64,7.94,25.57,9.98,78.44,18.38,13.22,80853449.95,21.56,8.583138186291151,1.8199266493545752,20.273662252588753,5.474877379619558,26.1843563390576,8.583138186291151,-13.197803474743164,-14.566824840743154,-34.25527477122462,16.028057404367967,15.113921325701419,-14.919869511905437,-18.8717142949719,21.528079361109697,-1.1038599130867355,84.65852201508652,1.2856976914994396,1.6144659612579424,6.313611593109277
1389,미원에스씨,화학,A268280,12,2023,Annual,461187881.0,285140082.0,76909023,97559619,159365004.0,461187881.0,88131934.0,71025569,17426461,32072118,0,373055947.0,437672918.0,383562932.0,22527162,4439207,23720,18604641,109523631,-24206210,-27809879,80.89,7.11,23.62,8.78,87.64,4.95,5.15,22527162.45,12.36,-3.057571394115488,-4.266916384209274,-33.29386915773589,-23.302815213551355,-2.079614135010266,-3.057571394115488,-9.027881903626334,-14.303851025584347,-12.217410354162606,-1.5308916239715975,-28.44387412101994,-72.13827981366288,-71.29986447813717,177.773002409256,-52.46650941568698,353.23242009564046,0.9490121836050588,1.1732098670980307,4.966110445278552
1391,미원홀딩스,기타금융,A107590,12,2020,Annual,331257263.0,96198875.0,39935580,38952343,96181291.0,331257263.0,132989918.0,66425515,39207148,12100000,44616956,198267345.0,288971437.0,242577589.0,21798300,604113,46146,23673458,25040687,-11474937,-13680260,59.85,19.28,67.08,32.21,83.95,11.96,7.54,21798300.32,16.05,5.103862708333096,3.5228673388873144,36.2058648332888,-12.826639579127718,-4.223433950685907,5.103862708333096,13.12436924129916,32.828536815575646,13.447150427656851,0.33237092686526637,53.400773988178244,180.7678956801521,45.51983624494413,-1666.0579388015858,-35.861241531960566,-318.87127285945405,0.8723474751404923,1.457483767687513,2.1728822857083046
1392,미원홀딩스,기타금융,A107590,12,2021,Annual,426808405.0,135070272.0,56820065,59388655,77452126.0,426808405.0,191049964.0,109716813,65342332,27521894,53017043,235758441.0,421385924.0,361479446.0,29724423,702156,30656,40232181,20147480,-35952570,14326445,55.24,20.68,81.04,37.44,85.78,18.54,7.05,29724423.06,14.22,28.844995317129097,40.40733012730138,42.27930331799363,52.464910775713804,-19.4727735563458,28.844995317129097,43.65747935869846,65.17269455870986,66.65923264808752,18.90936502932441,45.82269042735874,36.3611978915787,69.94636356040591,-19.541025372027534,213.313877017364,-204.72348478756982,0.9872952806540911,1.7873630407998837,2.2056320513098866
1393,미원홀딩스,기타금융,A107590,12,2022,Annual,485886407.0,158573166.0,49774716,92359317,99154127.0,485886407.0,229582717.0,138171345,86417972,31308896,65747165,256303690.0,499293421.0,443589514.0,22840987,644903,58548,26602300,23087777,-38658102,9022513,52.75,22.06,89.57,41.82,88.84,10.81,4.57,22840986.83,11.16,13.8418084807866,17.40049357418929,-12.399403274177878,55.51676831206229,28.01989063541006,13.8418084807866,20.168940204563455,25.934522906712566,32.254190132057126,8.714533788421175,18.48839568736995,-23.15750923070904,-33.87805647424385,14.59386980406483,7.5252812246801914,-37.02196881361706,1.0275928978601783,1.9480539706626931,2.1747866194997596
1394,미원홀딩스,기타금융,A107590,12,2023,Annual,467503158.0,127762066.0,51673756,58897293,111634592.0,467503158.0,197574631.0,104046860,58524486,26970817,71944929,269928526.0,443162258.0,395210982.0,15564411,714944,163781,17037306,21373406,-17800841,-1407639,57.74,23.58,73.2,40.84,89.18,6.48,3.51,15564411.11,10.82,-3.783445829140064,-19.430210531332904,3.8152703874794636,-36.23026359105709,12.586934480296508,-3.783445829140064,-13.941853471487576,-24.697222857604807,-32.277413313980574,5.315895373960466,-11.242119491095803,-31.857537504837254,-35.95551512463208,-7.4254485392855285,-53.95314286252335,-115.60140727976784,0.9479342554515964,1.641776304887465,2.243011948229325
1396,미원화학,화학,A134380,12,2020,Annual,125335557.0,39991007.0,18032556,11897591,81691539.0,125335557.0,12430856.0,5373878,551348,1185211,0,112904701.0,160234351.0,130425558.0,16152477,678050,33000,13777057,20703166,-15314188,-2950214,90.08,0.95,11.01,1.05,81.4,12.81,10.08,16152477.36,18.6,5.273091304487187,3.1512653161198445,-11.050868633109268,13.40939147450051,7.192233754708921,5.273091304487187,-26.56543239909689,-47.91239196591954,-80.27610335810084,10.550262315841486,3.5611912392157663,4.31618054923637,2.0022476383989796,-2.9126077915583304,-34.71430869231603,78.33253643613469,1.278442884328507,1.4191999941614477,12.890049647425728
1397,미원화학,화학,A134380,12,2021,Annual,133843310.0,54075257.0,28337686,15023255,75695677.0,133843310.0,13888348.0,5401053,1180533,859092,0,119954962.0,197470078.0,169745007.0,12772108,833522,4000,11350187,9705892,-5665352,-5121813,89.62,0.64,11.58,0.72,85.96,9.75,6.47,12772108.24,14.04,6.787980365380264,35.21854300893199,57.14736169403827,26.27140233682601,-7.339636483038959,6.787980365380264,11.724791921006883,0.5056869545605691,114.11758091078595,6.244435295922712,23.238292393370763,-20.92786759578732,-17.615300568183756,-53.118803182083354,-63.005860970232305,73.60818571127383,1.475382505109893,1.6462018303169486,14.218399337343794
1398,미원화학,화학,A134380,12,2022,Annual,147864036.0,62837682.0,27979168,17858265,81214974.0,147864036.0,15155439.0,6792037,1317799,259791,0,132708596.0,235165568.0,199360524.0,18983200,979532,4300,16260515,28546943,-16630624,-5219752,89.75,0.18,11.42,0.2,84.77,12.87,8.07,18983200.28,15.23,10.475477631268992,16.204130107046932,-1.2651632882092034,18.87081061993556,7.291429601719535,10.475477631268992,9.123410502098594,25.75394094447878,11.627459799937823,10.632018707154444,19.089216139368716,48.6301243302985,43.26208898584667,194.11972645069616,193.54970353121925,1.9121939828728562,1.5904176185208416,1.7720447287378431,15.516909012005526
1399,미원화학,화학,A134380,12,2023,Annual,164770958.0,80680105.0,35299715,16507906,79802089.0,164770958.0,20282131.0,12114126,2090881,471559,0,144488827.0,232615760.0,190304973.0,24913394,884415,5300,21814090,33463685,-22826041,-9057048,87.69,0.29,14.04,0.33,81.81,15.74,10.71,24913393.98,18.19,11.434100175650563,28.394464009668585,26.164276936326345,-7.561535233125949,-1.7396853442322113,11.434100175650563,33.827406781156256,78.3577739638344,58.66463701975795,8.876765601528923,-1.0842607706924134,31.239169370812082,34.15374605293866,17.223357331115974,37.25306398605368,73.51491028692551,1.4117521851150492,1.609922129134594,11.468999978355331
1401,미창석유,화학,A003650,12,2020,Annual,311812975.0,219109626.0,45259146,45097477,40258153.0,311812975.0,34685537.0,27492444,17802381,0,0,277127439.0,277578235.0,245885545.0,18718693,0,102229,19678866,38164011,-3841547,-4360933,88.88,0.72,12.52,0.81,88.58,7.36,6.74,18718692.92,11.42,5.567801843925291,4.592352483980244,-14.187821224641773,-20.753887076757493,2.770619824871945,5.567801843925291,-7.304993678076633,-13.455876557057634,-30.622491783177363,7.4351785257667835,-14.255606385470509,7.08659556924589,11.017834959770646,489.40329960115986,-191.57269743907088,-50.25423658243978,0.8902074552862979,1.001626674001054,8.002708304616993
1402,미창석유,화학,A003650,12,2021,Annual,347596980.0,260425873.0,63079646,51403985,39008089.0,347596980.0,45615051.0,39162451,22136382,0,0,301981929.0,406292673.0,356419393.0,35450218,0,102121,33138439,15235779,-30634394,-3362256,86.88,0.71,15.11,0.82,87.72,11.44,8.73,35450218.34,12.28,11.476111601834393,18.85642714756859,39.37436203502382,13.984170333963464,-3.1051200982817106,11.476111601834393,31.51029202748108,42.44805227210793,24.3450637305201,8.968613894634947,46.37050811999002,89.38404513605731,68.39608034324742,-60.07815059061795,697.4494129578527,-22.90053527536424,1.1688613433868154,1.3454204837535162,8.906987147728938
1403,미창석유,화학,A003650,12,2022,Annual,357326203.0,266514399.0,62395256,62216812,37280530.0,357326203.0,36181496.0,32949978,19309891,0,0,321144707.0,418789690.0,360902828.0,44004544,0,64494,23383095,15317036,-22352963,-4029014,89.87,0.96,11.27,1.07,86.18,7.51,10.51,44004543.91,13.82,2.7989952616964686,2.337911333410414,-1.0849617006411183,21.03499757849514,-4.428719899608513,2.7989952616964686,-20.68079459124139,-15.863340626969435,-12.768531912757918,6.345670439107631,3.075865707280423,24.13053143989128,-29.438151869495123,0.5333301303464655,-27.033115131965722,19.830673214651107,1.1720094593790538,1.3040529109514485,11.574692489221562
1404,미창석유,화학,A003650,12,2023,Annual,416240457.0,289591647.0,67606988,52022315,35049498.0,416240457.0,51380636.0,46598985,21713400,10000000,0,364859820.0,409234736.0,347418537.0,47989880,0,34255,47646038,54096845,-55738261,6056493,87.66,3.24,14.08,3.7,84.89,13.89,11.73,47989880.02,15.11,16.48752694467246,8.658912271377872,8.35276964005085,-16.38543774952661,-5.984442817738911,16.48752694467246,42.00804742844242,41.423417642342585,12.447035563276865,13.612278841014813,-2.2815638083162892,9.056646513596412,103.76275253553904,253.18089609504085,149.3551347085395,-250.3219646295595,0.9831690531706292,1.121621821772537,7.96476587016167
1406,방림,섬유의복,A003610,9,2020,Annual,236854131.0,152627145.0,14674372,34554762,56608128.0,236854131.0,44904871.0,37073395,6170968,17878588,1491200,191949261.0,116546957.0,107341410.0,-1342293,0,0,5114514,13519883,-254750,-8599935,81.04,8.74,23.39,10.78,92.1,2.68,-1.15,-1342292.88,7.9,-0.0020265226984395035,2.847715337751122,-9.111358432389672,-5.253416843609971,-4.734302993271122,-0.0020265226984395035,-4.536584213717743,-11.086438611515604,4.256706312353087,1.1216709690560434,-11.644580937272831,-163.72317517104656,-10.972238976349791,26.680373001967595,-103.8889585178267,-56.504370433430154,0.4920621671572196,0.6071758567489354,2.5954190359437845
1407,방림,섬유의복,A003610,9,2021,Annual,257080320.0,175106205.0,14108546,47376450,54740456.0,257080320.0,57282435.0,48511604,9684206,22180356,1238000,199797886.0,130973160.0,114975081.0,6354469,0,0,7444412,6947487,4207624,1281334,77.72,9.85,28.67,12.67,87.79,3.8,4.85,6354469.45,12.21,8.539512870054189,14.728087850952075,-3.855878806943147,37.105415456196745,-3.299300058111798,8.539512870054189,27.563967392312527,30.852877110391418,56.93171638550063,4.088906078153642,12.378017728939938,-573.404018347708,45.55463138824138,-48.61281713754475,-1751.6679097154072,-114.89934516946931,0.5094639683037582,0.6555282571908694,2.2864453998856717
