,종목명,회계년,총자본회전율(회),총부채회전율(회),총자산회전율(회)
2364,종근당바이오,2023,1.18,0.96,0.53
2365,종근당홀딩스,2019,1.02,2.69,0.74
2366,종근당홀딩스,2020,1.09,2.28,0.74
2367,종근당홀딩스,2021,1.10,1.96,0.71
2368,종근당홀딩스,2022,1.11,1.64,0.66
2369,종근당홀딩스,2023,1.08,1.45,0.62
2370,주연테크,2019,0.96,2.39,0.68
2371,주연테크,2020,1.56,3.22,1.05
2372,주연테크,2021,2.13,5.13,1.50
2373,주연테크,2022,1.54,5.10,1.18
2374,주연테크,2023,1.11,4.22,0.88
2375,HS애드,2019,3.97,1.26,0.95
2376,HS애드,2020,2.61,1.01,0.73
2377,HS애드,2021,2.99,1.16,0.84
2378,HS애드,2022,3.17,1.37,0.96
2379,HS애드,2023,3.07,1.50,1.01
2380,진도,2019,0.76,1.54,0.51
2381,진도,2020,0.55,1.43,0.40
2382,진도,2021,0.60,1.76,0.45
2383,진도,2022,0.62,2.09,0.48
2384,진도,2023,0.53,2.70,0.44
2385,진양산업,2019,1.62,4.30,1.18
2386,진양산업,2020,1.52,3.16,1.03
2387,진양산업,2021,1.68,2.65,1.03
2388,진양산업,2022,1.70,2.70,1.04
2389,진양산업,2023,1.61,2.69,1.01
2390,진양폴리,2019,1.54,2.14,0.90
2391,진양폴리,2020,1.39,2.14,0.84
2392,진양폴리,2021,1.88,2.91,1.14
2393,진양폴리,2022,1.75,3.10,1.12
2394,진양폴리,2023,1.73,3.12,1.11
2395,진양홀딩스,2019,0.62,1.62,0.45
2396,진양홀딩스,2020,0.56,1.41,0.40
2397,진양홀딩스,2021,0.58,1.34,0.40
2398,진양홀딩스,2022,0.59,1.27,0.40
2399,진양홀딩스,2023,0.65,1.32,0.44
2400,진양화학,2019,1.61,4.05,1.15
2401,진양화학,2020,1.60,4.03,1.14
2402,진양화학,2021,1.31,3.68,0.97
2403,진양화학,2022,0.97,3.22,0.74
2404,진양화학,2023,0.84,2.08,0.60
2405,진원생명과학,2019,1.54,1.76,0.82
2406,진원생명과학,2020,0.68,1.27,0.44
2407,진원생명과학,2021,0.25,0.94,0.20
2408,진원생명과학,2022,0.25,1.14,0.21
2409,진원생명과학,2023,0.27,0.99,0.22
2410,진흥기업,2019,6.20,2.12,1.58
2411,진흥기업,2020,3.49,1.92,1.24
2412,진흥기업,2021,3.07,2.71,1.44
2413,진흥기업,2022,3.18,3.22,1.60
2414,진흥기업,2023,3.08,2.85,1.48
2415,참엔지니어링,2019,1.38,0.17,0.15
2416,참엔지니어링,2020,2.03,0.26,0.23
2417,참엔지니어링,2021,1.75,0.24,0.21
2418,참엔지니어링,2022,1.99,0.27,0.24
2419,참엔지니어링,2023,0.96,0.12,0.11
2420,천일고속,2019,1.06,2.51,0.74
2421,천일고속,2020,0.70,1.07,0.42
2422,천일고속,2021,0.79,1.05,0.45
2423,천일고속,2022,1.21,1.37,0.64
2424,천일고속,2023,1.93,1.38,0.80
2425,청호ICT,2019,2.88,0.87,0.67
2426,청호ICT,2020,3.60,1.05,0.81
2427,청호ICT,2021,1.16,1.66,0.68
2428,청호ICT,2022,1.02,2.15,0.69
2429,청호ICT,2023,0.69,2.08,0.52
2430,체시스,2019,2.02,0.89,0.62
2431,체시스,2020,2.03,0.83,0.59
2432,체시스,2021,1.53,0.80,0.53
2433,체시스,2022,1.06,0.69,0.42
2434,체시스,2023,2.03,1.20,0.76
2435,카프로,2019,1.94,2.56,1.10
2436,카프로,2020,1.65,1.38,0.75
2437,카프로,2021,4.66,2.55,1.65
2438,카프로,2022,5.60,1.57,1.22
2439,카프로,2023,46.23,0.29,0.29
2440,케이씨,2019,1.11,3.09,0.82
2441,케이씨,2020,0.99,2.97,0.74
2442,케이씨,2021,0.79,2.57,0.60
2443,케이씨,2022,1.12,3.98,0.87
2444,케이씨,2023,0.88,3.54,0.70
2445,KCC,2019,0.53,0.67,0.30
2446,KCC,2020,1.05,0.85,0.47
2447,KCC,2021,1.11,0.80,0.47
2448,KCC,2022,1.24,0.90,0.52
2449,KCC,2023,1.14,0.81,0.48
2450,KCTC,2019,2.31,2.16,1.11
2451,KCTC,2020,2.40,2.13,1.13
2452,KCTC,2021,3.17,2.60,1.43
2453,KCTC,2022,3.78,2.73,1.58
2454,KCTC,2023,3.05,2.19,1.27
2455,KT,2019,1.63,1.32,0.73
2456,KT,2020,1.56,1.28,0.70
2457,KT,2021,1.55,1.29,0.70
2458,KT,2022,1.47,1.19,0.66
2459,KT,2023,1.43,1.13,0.63
2460,KT&G,2019,0.59,2.46,0.47
2461,KT&G,2020,0.57,2.30,0.46
2462,KT&G,2021,0.57,2.18,0.45
2463,KT&G,2022,0.63,2.18,0.49
2464,KT&G,2023,0.63,1.83,0.47
2465,코리아써키트,2019,1.40,5.40,1.11
2466,코리아써키트,2020,1.88,4.07,1.29
2467,코리아써키트,2021,2.34,3.71,1.43
2468,코리아써키트,2022,2.28,3.35,1.35
2469,코리아써키트,2023,1.82,2.49,1.05
2470,코스맥스비티아이,2019,1.31,0.89,0.53
2471,코스맥스비티아이,2020,1.53,0.97,0.59
2472,코스맥스비티아이,2021,1.71,0.99,0.63
2473,코스맥스비티아이,2022,1.85,1.01,0.65
2474,코스맥스비티아이,2023,2.17,1.02,0.69
2475,코스모신소재,2019,2.04,1.86,0.97
2476,코스모신소재,2020,1.25,1.37,0.65
2477,코스모신소재,2021,1.60,1.86,0.86
2478,코스모신소재,2022,2.13,2.83,1.21
2479,코스모신소재,2023,1.72,3.20,1.12
2480,코스모화학,2019,2.07,1.32,0.81
2481,코스모화학,2020,1.48,1.01,0.60
2482,코스모화학,2021,1.85,1.29,0.76
2483,코스모화학,2022,2.05,1.82,0.96
2484,코스모화학,2023,1.53,1.87,0.84
2485,코아스,2019,4.63,2.11,1.45
2486,코아스,2020,3.98,1.94,1.30
2487,코아스,2021,5.15,2.02,1.45
2488,코아스,2022,5.30,1.65,1.26
2489,코아스,2023,5.14,1.25,1.01
2490,코오롱,2019,5.65,1.54,1.21
2491,코오롱,2020,6.54,1.68,1.33
2492,코오롱,2021,6.02,1.84,1.41
2493,코오롱,2022,4.95,1.79,1.31
2494,코오롱,2023,4.52,1.62,1.19
2495,코오롱글로벌,2019,7.73,2.09,1.64
2496,코오롱글로벌,2020,8.35,2.10,1.68
2497,코오롱글로벌,2021,4.96,1.38,1.08
2498,코오롱글로벌,2022,4.42,1.23,0.96
2499,코오롱글로벌,2023,4.77,1.24,0.99
2500,코웨이,2019,2.79,1.97,1.15
2501,코웨이,2020,2.52,1.95,1.10
2502,코웨이,2021,2.16,2.13,1.07
2503,코웨이,2022,1.83,1.95,0.94
2504,코웨이,2023,1.60,1.86,0.86
2505,콤텍시스템,2019,2.78,4.63,1.74
2506,콤텍시스템,2020,2.46,3.13,1.38
2507,콤텍시스템,2021,2.87,2.86,1.43
2508,콤텍시스템,2022,3.86,2.63,1.56
2509,콤텍시스템,2023,4.39,2.64,1.65
2510,크라운해태홀딩스,2019,1.90,1.15,0.72
2511,크라운해태홀딩스,2020,1.95,1.33,0.79
2512,크라운해태홀딩스,2021,1.90,1.51,0.84
2513,크라운해태홀딩스,2022,1.94,1.55,0.86
2514,크라운해태홀딩스,2023,1.95,1.66,0.90
2515,태경산업,2019,1.59,2.31,0.94
2516,태경산업,2020,1.25,2.08,0.78
2517,태경산업,2021,1.41,2.62,0.92
2518,태경산업,2022,1.82,3.64,1.21
2519,태경산업,2023,1.51,3.37,1.04
2520,태경케미컬,2019,0.37,2.59,0.32
2521,태경케미컬,2020,0.39,2.80,0.34
2522,태경케미컬,2021,0.41,2.98,0.36
2523,태경케미컬,2022,0.41,2.99,0.36
2524,태경케미컬,2023,0.46,3.45,0.40
2525,태광산업,2019,0.65,2.42,0.51
2526,태광산업,2020,0.51,2.24,0.41
2527,태광산업,2021,0.70,3.18,0.58
2528,태광산업,2022,0.64,3.16,0.54
2529,태광산업,2023,0.56,3.22,0.47
2530,태림포장,2019,1.74,2.23,0.98
2531,태림포장,2020,1.74,2.30,0.99
2532,태림포장,2021,2.13,2.85,1.22
2533,태림포장,2022,2.21,2.89,1.25
2534,태림포장,2023,1.97,2.27,1.05
2535,태양금속,2019,5.68,1.52,1.20
2536,태양금속,2020,4.83,1.22,0.97
2537,태양금속,2021,4.83,1.33,1.04
2538,태양금속,2022,5.57,1.55,1.21
2539,태양금속,2023,5.59,1.60,1.25
2540,태영건설,2019,1.94,0.76,0.55
2541,태영건설,2020,2.06,0.61,0.47
2542,태영건설,2021,4.06,0.89,0.73
2543,태영건설,2022,3.02,0.78,0.62
2544,태영건설,2023,14.75,0.71,0.68
2545,태원물산,2019,0.68,3.61,0.57
2546,태원물산,2020,0.51,2.58,0.43
2547,태원물산,2021,0.31,1.54,0.26
2548,태원물산,2022,0.36,1.91,0.30
2549,태원물산,2023,0.31,1.34,0.25
2550,TP,2019,5.80,2.33,1.66
2551,TP,2020,4.34,1.69,1.22
2552,TP,2021,5.22,1.63,1.24
2553,TP,2022,5.92,1.94,1.46
2554,TP,2023,4.50,1.84,1.31
2555,텔코웨어,2019,0.38,2.66,0.33
2556,텔코웨어,2020,0.33,2.48,0.29
2557,텔코웨어,2021,0.32,2.69,0.28
2558,텔코웨어,2022,0.39,2.55,0.33
2559,텔코웨어,2023,0.36,2.34,0.31
2560,TBH글로벌,2019,1.45,2.80,0.95
2561,TBH글로벌,2020,1.86,2.68,1.10
2562,TBH글로벌,2021,2.83,3.04,1.47
2563,TBH글로벌,2022,3.54,3.55,1.77
2564,TBH글로벌,2023,3.20,3.98,1.77
2565,티에이치엔,2019,7.79,2.15,1.68
2566,티에이치엔,2020,5.34,1.67,1.27
2567,티에이치엔,2021,5.21,1.73,1.30
2568,티에이치엔,2022,5.24,1.77,1.32
2569,티에이치엔,2023,5.59,2.08,1.51
2570,파미셀,2019,0.66,2.78,0.53
2571,파미셀,2020,0.70,3.10,0.57
2572,파미셀,2021,0.86,2.40,0.63
2573,파미셀,2022,0.86,1.90,0.59
2574,파미셀,2023,0.72,2.49,0.56
2575,팜스코,2019,3.82,1.86,1.25
2576,팜스코,2020,4.39,1.96,1.36
2577,팜스코,2021,4.95,2.08,1.47
2578,팜스코,2022,6.43,2.19,1.63
2579,팜스코,2023,7.15,2.03,1.58
2580,팬오션,2019,0.89,1.64,0.58
2581,팬오션,2020,0.88,1.47,0.55
2582,팬오션,2021,1.44,1.95,0.83
2583,팬오션,2022,1.59,2.16,0.91
2584,팬오션,2023,0.95,1.41,0.57
2585,퍼스텍,2019,3.78,0.92,0.74
2586,퍼스텍,2020,3.67,0.91,0.73
2587,퍼스텍,2021,3.10,0.98,0.75
2588,퍼스텍,2022,3.20,1.08,0.81
2589,퍼스텍,2023,2.91,0.97,0.73
2590,퍼시스,2019,0.71,6.00,0.63
2591,퍼시스,2020,0.63,7.56,0.58
2592,퍼시스,2021,0.68,5.63,0.61
2593,퍼시스,2022,0.79,5.09,0.68
2594,퍼시스,2023,0.72,5.23,0.64
2595,페이퍼코리아,2019,12.99,0.45,0.44
2596,페이퍼코리아,2020,23.56,0.88,0.85
2597,페이퍼코리아,2021,11.86,0.93,0.87
2598,페이퍼코리아,2022,7.66,0.92,0.82
2599,페이퍼코리아,2023,2.03,1.14,0.73
2600,평화산업,2019,12.70,2.23,1.90
2601,평화산업,2020,11.47,2.00,1.70
2602,평화산업,2021,16.46,2.28,2.00
2603,평화산업,2022,15.42,2.67,2.28
2604,평화산업,2023,13.30,2.79,2.31
2605,평화홀딩스,2019,4.42,1.58,1.16
2606,평화홀딩스,2020,4.28,1.33,1.02
2607,평화홀딩스,2021,5.70,1.53,1.21
2608,평화홀딩스,2022,6.62,1.74,1.38
2609,평화홀딩스,2023,6.35,1.84,1.42
2610,POSCO홀딩스,2019,1.36,2.05,0.82
2611,POSCO홀딩스,2020,1.21,1.84,0.73
2612,POSCO홀딩스,2021,1.49,2.24,0.90
2613,POSCO홀딩스,2022,1.50,2.21,0.89
2614,POSCO홀딩스,2023,1.31,1.89,0.77
2615,포스코스틸리온,2019,4.17,3.54,1.91
2616,포스코스틸리온,2020,4.05,3.36,1.84
2617,포스코스틸리온,2021,4.90,5.16,2.51
2618,포스코스틸리온,2022,3.61,5.06,2.11
2619,포스코스틸리온,2023,3.29,5.74,2.09
2620,포스코인터내셔널,2019,8.23,3.79,2.59
2621,포스코인터내셔널,2020,6.92,3.88,2.48
2622,포스코인터내셔널,2021,10.17,5.46,3.56
2623,포스코인터내셔널,2022,9.61,4.94,3.26
2624,포스코인터내셔널,2023,6.01,3.66,2.27
2625,풀무원,2019,5.24,2.66,1.76
2626,풀무원,2020,4.74,2.10,1.45
2627,풀무원,2021,4.57,1.97,1.38
2628,풀무원,2022,5.00,1.97,1.41
2629,풀무원,2023,5.68,1.90,1.42
2630,풍산,2019,1.77,1.99,0.94
2631,풍산,2020,1.83,2.27,1.01
2632,풍산,2021,2.24,2.73,1.23
2633,풍산,2022,2.48,2.90,1.34
2634,풍산,2023,2.17,2.54,1.17
2635,풍산홀딩스,2019,0.37,1.38,0.29
2636,풍산홀딩스,2020,0.37,1.15,0.28
2637,풍산홀딩스,2021,0.60,2.42,0.48
2638,풍산홀딩스,2022,0.42,2.32,0.35
2639,풍산홀딩스,2023,0.41,2.33,0.35
2640,KC코트렐,2019,3.90,1.51,1.09
2641,KC코트렐,2020,7.40,1.25,1.07
2642,KC코트렐,2021,11.40,1.17,1.06
2643,KC코트렐,2022,7.90,1.40,1.19
2644,KC코트렐,2023,8.89,1.37,1.18
2645,KTcs,2019,5.80,4.69,2.59
2646,KTcs,2020,5.58,4.34,2.44
2647,KTcs,2021,5.48,4.30,2.41
2648,KTcs,2022,5.50,4.49,2.47
2649,KTcs,2023,5.29,4.51,2.43
2650,금호타이어,2019,1.80,0.86,0.58
2651,금호타이어,2020,1.76,0.82,0.56
2652,금호타이어,2021,2.12,0.91,0.64
2653,금호타이어,2022,2.82,1.09,0.79
2654,금호타이어,2023,3.06,1.17,0.85
2655,대성산업,2019,2.07,1.35,0.82
2656,대성산업,2020,1.91,1.32,0.78
2657,대성산업,2021,2.24,1.24,0.80
2658,대성산업,2022,3.26,1.56,1.05
2659,대성산업,2023,2.59,1.39,0.90
2660,대성에너지,2019,2.55,2.09,1.15
2661,대성에너지,2020,2.39,1.91,1.06
2662,대성에너지,2021,2.44,1.90,1.07
2663,대성에너지,2022,3.24,2.16,1.29
2664,대성에너지,2023,3.16,1.99,1.22
2665,도화엔지니어링,2019,2.06,3.64,1.32
2666,도화엔지니어링,2020,2.26,3.27,1.34
2667,도화엔지니어링,2021,2.20,2.70,1.21
2668,도화엔지니어링,2022,2.08,2.28,1.09
2669,도화엔지니어링,2023,2.12,1.96,1.02
2670,한화엔진,2019,3.21,1.17,0.86
2671,한화엔진,2020,4.34,1.42,1.07
2672,한화엔진,2021,2.97,1.07,0.79
2673,한화엔진,2022,3.55,1.16,0.87
2674,한화엔진,2023,3.83,1.04,0.82
2675,락앤락,2019,0.72,4.99,0.63
2676,락앤락,2020,0.74,4.29,0.63
2677,락앤락,2021,0.80,4.28,0.67
2678,락앤락,2022,0.81,4.30,0.68
2679,락앤락,2023,0.88,4.69,0.74
2680,롯데하이마트,2019,2.02,3.59,1.29
2681,롯데하이마트,2020,2.11,3.11,1.26
2682,롯데하이마트,2021,2.06,3.05,1.23
2683,롯데하이마트,2022,2.14,2.92,1.23
2684,롯데하이마트,2023,2.05,2.28,1.08
2685,무학,2019,0.31,1.40,0.25
2686,무학,2020,0.27,1.52,0.23
2687,무학,2021,0.25,1.14,0.20
2688,무학,2022,0.31,1.12,0.24
2689,무학,2023,0.29,1.30,0.24
2690,벽산,2019,1.48,2.48,0.93
2691,벽산,2020,1.51,2.56,0.95
2692,벽산,2021,1.62,2.43,0.97
2693,벽산,2022,1.75,2.02,0.94
2694,벽산,2023,1.96,2.11,1.02
2695,삼부토건,2019,1.31,1.06,0.59
2696,삼부토건,2020,2.26,1.48,0.89
2697,삼부토건,2021,1.96,1.16,0.73
2698,삼부토건,2022,2.20,1.41,0.86
2699,삼부토건,2023,3.92,1.60,1.14
2700,삼양사,2019,1.64,2.09,0.92
2701,삼양사,2020,1.55,1.77,0.83
2702,삼양사,2021,1.72,1.83,0.89
2703,삼양사,2022,1.79,1.90,0.92
2704,삼양사,2023,1.64,1.82,0.86
2705,삼원강재,2019,1.30,6.08,1.07
2706,삼원강재,2020,1.16,5.81,0.97
2707,삼원강재,2021,1.39,6.17,1.13
2708,삼원강재,2022,1.62,6.34,1.29
2709,삼원강재,2023,1.52,5.79,1.20
2710,세아특수강,2019,2.20,3.41,1.34
2711,세아특수강,2020,2.04,2.71,1.16
2712,세아특수강,2021,2.73,3.27,1.49
2713,세아특수강,2022,3.11,3.30,1.60
2714,세아특수강,2023,2.99,2.96,1.49
2715,신세계인터내셔날,2019,2.49,2.95,1.35
2716,신세계인터내셔날,2020,2.14,2.56,1.16
2717,신세계인터내셔날,2021,2.13,3.07,1.26
2718,신세계인터내셔날,2022,2.00,3.51,1.27
2719,신세계인터내셔날,2023,1.61,2.95,1.04
2720,신세계푸드,2019,4.18,3.64,1.94
2721,신세계푸드,2020,4.15,2.43,1.53
2722,신세계푸드,2021,4.68,2.22,1.50
2723,신세계푸드,2022,4.89,2.34,1.58
2724,신세계푸드,2023,5.12,2.49,1.67
2725,아이마켓코리아,2019,6.74,4.47,2.69
2726,아이마켓코리아,2020,6.73,4.16,2.57
2727,아이마켓코리아,2021,7.51,4.48,2.81
2728,아이마켓코리아,2022,8.68,4.73,3.06
2729,아이마켓코리아,2023,8.45,3.83,2.64
2730,인바이오젠,2019,0.22,0.76,0.17
2731,인바이오젠,2020,0.14,0.47,0.11
2732,인바이오젠,2021,0.08,0.18,0.06
2733,인바이오젠,2022,0.07,0.16,0.05
2734,인바이오젠,2023,0.05,0.31,0.04
2735,SJM,2019,0.92,3.99,0.75
2736,SJM,2020,0.80,2.87,0.62
2737,SJM,2021,0.81,2.73,0.63
2738,SJM,2022,0.97,3.23,0.74
2739,SJM,2023,1.03,3.66,0.80
2740,에이블씨엔씨,2019,1.47,3.43,1.03
2741,에이블씨엔씨,2020,1.49,2.24,0.89
2742,에이블씨엔씨,2021,1.94,2.97,1.17
2743,에이블씨엔씨,2022,2.15,3.13,1.27
2744,에이블씨엔씨,2023,2.69,3.31,1.48
2745,영흥,2019,1.19,1.46,0.65
2746,영흥,2020,1.28,1.19,0.62
2747,영흥,2021,2.37,1.60,0.95
2748,영흥,2022,2.66,1.60,1.00
2749,영흥,2023,2.34,1.53,0.93
2750,우진,2019,0.67,1.21,0.43
2751,우진,2020,0.60,1.27,0.41
2752,우진,2021,0.66,1.49,0.46
2753,우진,2022,0.74,2.06,0.54
2754,우진,2023,0.69,2.76,0.55
2755,유니켐,2019,1.44,1.59,0.75
2756,유니켐,2020,1.31,0.96,0.55
2757,유니켐,2021,1.07,0.63,0.40
2758,유니켐,2022,0.90,0.48,0.31
2759,유니켐,2023,0.76,0.59,0.33
2760,이마트,2019,2.00,2.03,1.01
2761,이마트,2020,2.13,1.94,1.01
2762,이마트,2021,2.18,1.63,0.93
2763,이마트,2022,2.27,1.52,0.91
2764,이마트,2023,2.16,1.50,0.88
2765,이연제약,2019,0.59,2.02,0.46
2766,이연제약,2020,0.58,1.86,0.44
2767,이연제약,2021,0.60,0.89,0.36
2768,이연제약,2022,0.62,0.66,0.32
2769,이연제약,2023,0.61,0.62,0.31
2770,롯데에너지머티리얼즈,2019,0.82,2.86,0.64
2771,롯데에너지머티리얼즈,2020,0.64,2.39,0.51
2772,롯데에너지머티리얼즈,2021,0.63,2.18,0.49
2773,롯데에너지머티리얼즈,2022,0.44,1.73,0.35
2774,롯데에너지머티리얼즈,2023,0.41,1.87,0.34
2775,조선선재,2019,0.60,5.57,0.54
2776,조선선재,2020,0.52,6.08,0.48
2777,조선선재,2021,0.56,6.15,0.51
2778,조선선재,2022,0.51,5.98,0.47
2779,조선선재,2023,0.47,7.18,0.44
2780,지역난방공사,2019,1.53,0.56,0.41
2781,지역난방공사,2020,1.26,0.49,0.35
2782,지역난방공사,2021,1.40,0.57,0.40
2783,지역난방공사,2022,2.39,0.79,0.60
2784,지역난방공사,2023,2.10,0.68,0.51
2785,KTis,2019,2.75,4.24,1.67
2786,KTis,2020,2.70,3.35,1.50
2787,KTis,2021,2.61,3.07,1.41
2788,KTis,2022,2.76,2.84,1.40
2789,KTis,2023,2.96,2.68,1.41
2790,스카이라이프,2019,1.01,4.75,0.83
2791,스카이라이프,2020,0.96,4.40,0.79
2792,스카이라이프,2021,0.98,2.37,0.70
2793,스카이라이프,2022,1.22,2.08,0.77
2794,스카이라이프,2023,1.29,2.09,0.80
2795,코오롱인더,2019,2.03,1.35,0.81
2796,코오롱인더,2020,1.80,1.34,0.77
2797,코오롱인더,2021,1.93,1.61,0.88
2798,코오롱인더,2022,2.03,1.70,0.93
2799,코오롱인더,2023,1.79,1.60,0.84
2800,코오롱플라스틱,2019,1.67,2.32,0.97
2801,코오롱플라스틱,2020,1.49,2.26,0.90
2802,코오롱플라스틱,2021,1.94,3.02,1.18
2803,코오롱플라스틱,2022,2.18,3.70,1.37
2804,코오롱플라스틱,2023,1.70,4.29,1.22
2805,티웨이홀딩스,2019,3.08,1.95,1.19
2806,티웨이홀딩스,2020,1.44,0.44,0.34
2807,티웨이홀딩스,2021,2.00,0.34,0.29
2808,티웨이홀딩스,2022,0.09,0.03,0.02
2809,티웨이홀딩스,2023,0.05,0.16,0.04
2810,하나투어,2019,2.69,0.97,0.71
2811,하나투어,2020,0.64,0.16,0.13
2812,하나투어,2021,0.44,0.08,0.07
2813,하나투어,2022,1.46,0.32,0.26
2814,하나투어,2023,3.18,0.98,0.75
2815,한국항공우주,2019,2.78,1.06,0.77
2816,한국항공우주,2020,2.34,0.79,0.59
2817,한국항공우주,2021,2.02,0.60,0.47
2818,한국항공우주,2022,2.03,0.51,0.41
2819,한국항공우주,2023,2.49,0.65,0.51
2820,한국화장품,2019,2.98,2.97,1.49
2821,한국화장품,2020,2.24,1.58,0.93
2822,한국화장품,2021,2.60,1.85,1.08
2823,한국화장품,2022,2.98,2.75,1.43
2824,한국화장품,2023,3.29,3.52,1.70
2825,HL홀딩스,2019,0.91,0.92,0.46
2826,HL홀딩스,2020,0.83,0.76,0.40
2827,HL홀딩스,2021,1.10,0.88,0.49
2828,HL홀딩스,2022,1.26,1.00,0.56
2829,HL홀딩스,2023,1.28,1.00,0.56
2830,한미약품,2019,1.38,1.12,0.62
2831,한미약품,2020,1.30,1.00,0.57
2832,한미약품,2021,1.37,1.17,0.63
2833,한미약품,2022,1.37,1.38,0.69
2834,한미약품,2023,1.41,1.74,0.78
2835,한세엠케이,2019,2.47,4.35,1.58
2836,한세엠케이,2020,2.47,2.82,1.32
2837,한세엠케이,2021,3.33,2.70,1.49
2838,한세엠케이,2022,6.35,2.02,1.53
2839,한세엠케이,2023,5.01,1.73,1.28
2840,한전산업,2019,3.60,3.75,1.84
2841,한전산업,2020,3.91,4.07,1.99
2842,한전산업,2021,3.81,4.05,1.96
2843,한전산업,2022,3.82,4.95,2.16
2844,한전산업,2023,3.64,4.48,2.01
2845,현대위아,2019,2.39,1.89,1.05
2846,현대위아,2020,1.99,1.67,0.91
2847,현대위아,2021,2.08,1.83,0.97
2848,현대위아,2022,2.21,2.09,1.07
2849,현대위아,2023,2.29,2.50,1.20
2850,현대홈쇼핑,2019,1.21,2.49,0.81
2851,현대홈쇼핑,2020,1.21,2.54,0.82
2852,현대홈쇼핑,2021,1.14,2.59,0.79
2853,현대홈쇼핑,2022,1.09,2.73,0.78
2854,현대홈쇼핑,2023,0.91,2.47,0.66
2855,휠라홀딩스,2019,2.09,1.83,0.98
2856,휠라홀딩스,2020,1.71,1.62,0.83
2857,휠라홀딩스,2021,1.82,1.95,0.94
2858,휠라홀딩스,2022,1.73,2.00,0.93
2859,휠라홀딩스,2023,1.56,1.71,0.82
2860,GS리테일,2019,3.58,2.53,1.48
2861,GS리테일,2020,3.39,1.97,1.25
2862,GS리테일,2021,2.74,2.03,1.17
2863,GS리테일,2022,2.50,2.11,1.14
2864,GS리테일,2023,2.62,2.11,1.17
2865,미원화학,2019,1.61,12.43,1.43
2866,미원화학,2020,1.49,10.92,1.31
2867,미원화학,2021,1.70,15.01,1.52
2868,미원화학,2022,1.86,16.19,1.67
2869,미원화학,2023,1.68,13.13,1.49
2870,선진,2019,3.06,1.64,1.07
2871,선진,2020,3.77,1.94,1.28
2872,선진,2021,3.83,1.95,1.29
2873,선진,2022,4.37,2.17,1.45
2874,선진,2023,4.31,2.23,1.47
2875,인터지스,2019,2.37,1.97,1.07
2876,인터지스,2020,2.48,2.10,1.14
2877,인터지스,2021,2.97,3.11,1.52
2878,인터지스,2022,3.12,4.00,1.75
2879,인터지스,2023,2.36,3.56,1.42
2880,시디즈,2019,6.75,4.71,2.77
2881,시디즈,2020,5.63,5.55,2.79
2882,시디즈,2021,4.57,7.16,2.79
2883,시디즈,2022,3.90,10.82,2.86
2884,시디즈,2023,3.12,7.71,2.22
2885,한국종합기술,2019,2.02,1.41,0.83
2886,한국종합기술,2020,2.28,1.52,0.91
2887,한국종합기술,2021,1.92,1.37,0.80
2888,한국종합기술,2022,1.95,1.49,0.84
2889,한국종합기술,2023,2.47,1.85,1.06
2890,LG헬로비전,2019,1.11,1.29,0.60
2891,LG헬로비전,2020,1.34,1.26,0.65
2892,LG헬로비전,2021,1.68,1.29,0.73
2893,LG헬로비전,2022,1.83,1.43,0.80
2894,LG헬로비전,2023,2.00,1.53,0.87
2895,대한해운,2019,1.20,0.44,0.32
2896,대한해운,2020,1.01,0.36,0.26
2897,대한해운,2021,0.97,0.48,0.32
2898,대한해운,2022,0.98,0.64,0.39
2899,대한해운,2023,0.77,0.50,0.30
2900,동일고무벨트,2019,1.38,2.82,0.93
2901,동일고무벨트,2020,1.24,2.97,0.87
2902,동일고무벨트,2021,1.36,3.07,0.94
2903,동일고무벨트,2022,1.83,2.91,1.12
2904,동일고무벨트,2023,1.62,2.28,0.95
2905,사조씨푸드,2019,1.65,2.29,0.96
2906,사조씨푸드,2020,1.03,1.75,0.65
2907,사조씨푸드,2021,0.79,1.68,0.54
2908,사조씨푸드,2022,0.86,1.84,0.58
2909,사조씨푸드,2023,0.77,1.65,0.52
2910,애경케미칼,2019,2.90,7.03,2.05
2911,애경케미칼,2020,2.42,6.64,1.77
2912,애경케미칼,2021,2.91,4.51,1.77
2913,애경케미칼,2022,3.07,4.10,1.76
2914,애경케미칼,2023,2.45,3.33,1.41
2915,지엠비코리아,2019,2.05,1.92,0.99
2916,지엠비코리아,2020,1.93,1.74,0.91
2917,지엠비코리아,2021,2.23,1.99,1.05
2918,지엠비코리아,2022,2.36,2.19,1.14
2919,지엠비코리아,2023,2.57,2.33,1.22
2920,한국콜마,2019,1.66,0.94,0.60
2921,한국콜마,2020,1.43,0.87,0.54
2922,한국콜마,2021,1.35,1.16,0.62
2923,한국콜마,2022,1.32,1.38,0.67
2924,한국콜마,2023,1.49,1.41,0.73
2925,한국타이어앤테크놀로지,2019,0.98,2.30,0.69
2926,한국타이어앤테크놀로지,2020,0.88,2.07,0.62
2927,한국타이어앤테크놀로지,2021,0.92,2.12,0.64
2928,한국타이어앤테크놀로지,2022,0.98,2.33,0.69
2929,한국타이어앤테크놀로지,2023,0.97,2.61,0.71
2930,휴비스,2019,2.56,2.00,1.12
2931,휴비스,2020,2.11,2.10,1.05
2932,휴비스,2021,2.29,2.80,1.26
2933,휴비스,2022,2.41,2.59,1.25
2934,휴비스,2023,2.84,2.01,1.18
2935,DSR,2019,1.56,2.91,1.02
2936,DSR,2020,1.45,2.64,0.94
