,종목명,회계년,총자본회전율(회),총부채회전율(회),총자산회전율(회)
1196,휴스틸,2020,0.90,1.96,0.62
1197,휴스틸,2021,1.18,2.39,0.79
1198,휴스틸,2022,1.34,3.31,0.96
1199,휴스틸,2023,0.80,2.48,0.60
1200,TKG휴켐스,2019,0.99,2.99,0.74
1201,TKG휴켐스,2020,0.87,2.82,0.67
1202,TKG휴켐스,2021,1.22,4.21,0.95
1203,TKG휴켐스,2022,1.69,5.74,1.31
1204,TKG휴켐스,2023,1.33,4.57,1.03
1205,흥아해운,2019,1.96,0.18,0.17
1206,흥아해운,2020,38.37,0.25,0.25
1207,흥아해운,2021,2.13,0.36,0.31
1208,흥아해운,2022,1.49,1.09,0.63
1209,흥아해운,2023,1.08,0.98,0.51
1210,동남합성,2019,1.85,5.07,1.36
1211,동남합성,2020,2.02,4.72,1.42
1212,동남합성,2021,3.36,4.18,1.86
1213,동남합성,2022,4.02,4.48,2.12
1214,동남합성,2023,3.27,3.80,1.76
1215,동방,2019,5.15,1.35,1.07
1216,동방,2020,5.09,1.28,1.02
1217,동방,2021,4.80,1.47,1.13
1218,동방,2022,5.80,1.81,1.38
1219,동방,2023,5.60,1.72,1.32
1220,동방아그로,2019,0.92,2.27,0.66
1221,동방아그로,2020,0.93,2.33,0.66
1222,동방아그로,2021,0.93,2.40,0.67
1223,동방아그로,2022,0.98,2.38,0.70
1224,동방아그로,2023,1.06,2.52,0.75
1225,동부건설,2019,2.95,2.81,1.44
1226,동부건설,2020,2.66,2.43,1.27
1227,동부건설,2021,2.25,1.91,1.03
1228,동부건설,2022,2.56,1.72,1.03
1229,동부건설,2023,3.26,1.71,1.12
1230,KG스틸,2019,5.42,1.22,1.00
1231,KG스틸,2020,2.52,1.70,1.02
1232,KG스틸,2021,3.16,2.31,1.33
1233,KG스틸,2022,2.69,2.56,1.31
1234,KG스틸,2023,1.92,2.57,1.10
1235,동성제약,2019,1.36,1.20,0.64
1236,동성제약,2020,1.40,1.33,0.68
1237,동성제약,2021,1.67,1.31,0.73
1238,동성제약,2022,2.09,1.52,0.88
1239,동성제약,2023,2.14,1.27,0.80
1240,동성케미컬,2019,2.07,2.02,1.02
1241,동성케미컬,2020,2.04,2.15,1.05
1242,동성케미컬,2021,2.09,2.53,1.15
1243,동성케미컬,2022,2.41,2.95,1.33
1244,동성케미컬,2023,2.21,2.61,1.20
1245,동아쏘시오홀딩스,2019,1.04,1.38,0.59
1246,동아쏘시오홀딩스,2020,0.96,1.27,0.55
1247,동아쏘시오홀딩스,2021,0.94,1.33,0.55
1248,동아쏘시오홀딩스,2022,1.02,1.41,0.59
1249,동아쏘시오홀딩스,2023,1.12,1.36,0.61
1250,다스코,2019,1.73,2.44,1.01
1251,다스코,2020,1.85,2.03,0.97
1252,다스코,2021,2.97,2.40,1.33
1253,다스코,2022,2.82,2.01,1.17
1254,다스코,2023,2.54,2.05,1.14
1255,동아지질,2019,2.07,3.20,1.25
1256,동아지질,2020,1.63,2.32,0.96
1257,동아지질,2021,1.46,2.00,0.84
1258,동아지질,2022,1.25,1.79,0.74
1259,동아지질,2023,1.53,2.21,0.90
1260,동양,2019,0.65,3.16,0.54
1261,동양,2020,0.75,2.90,0.60
1262,동양,2021,0.89,3.18,0.70
1263,동양,2022,0.98,3.63,0.77
1264,동양,2023,1.10,3.39,0.83
1265,동양고속,2019,1.15,2.04,0.73
1266,동양고속,2020,0.70,1.45,0.47
1267,동양고속,2021,0.85,1.12,0.48
1268,동양고속,2022,1.31,1.20,0.62
1269,동양고속,2023,1.66,1.27,0.72
1270,TYM,2019,4.91,1.29,1.02
1271,TYM,2020,4.49,1.47,1.11
1272,TYM,2021,4.01,1.78,1.23
1273,TYM,2022,4.00,2.57,1.57
1274,TYM,2023,2.33,1.83,1.03
1275,동양철관,2019,2.06,1.93,1.00
1276,동양철관,2020,2.08,2.31,1.09
1277,동양철관,2021,2.12,2.17,1.07
1278,동양철관,2022,3.08,2.71,1.44
1279,동양철관,2023,3.17,2.57,1.42
1280,HLB글로벌,2019,0.39,0.44,0.21
1281,HLB글로벌,2020,0.46,0.67,0.27
1282,HLB글로벌,2021,0.48,0.84,0.31
1283,HLB글로벌,2022,0.49,0.87,0.31
1284,HLB글로벌,2023,1.33,1.45,0.69
1285,동원F&B,2019,4.61,3.64,2.04
1286,동원F&B,2020,4.44,3.47,1.95
1287,동원F&B,2021,4.52,3.37,1.93
1288,동원F&B,2022,4.78,3.46,2.01
1289,동원F&B,2023,4.70,3.60,2.04
1290,동원산업,2019,2.61,1.52,0.96
1291,동원산업,2020,2.41,1.54,0.94
1292,동원산업,2021,3.88,2.59,1.55
1293,동원산업,2022,3.26,2.20,1.31
1294,동원산업,2023,2.96,2.05,1.21
1295,동원수산,2019,3.43,3.33,1.69
1296,동원수산,2020,2.94,2.97,1.48
1297,동원수산,2021,2.75,3.08,1.45
1298,동원수산,2022,2.96,3.43,1.59
1299,동원수산,2023,2.70,2.16,1.20
1300,동원시스템즈,2019,1.88,1.78,0.91
1301,동원시스템즈,2020,1.81,1.77,0.89
1302,동원시스템즈,2021,1.95,1.71,0.91
1303,동원시스템즈,2022,2.06,1.86,0.98
1304,동원시스템즈,2023,1.70,1.72,0.85
1305,DI동일,2019,1.36,1.65,0.75
1306,DI동일,2020,1.34,1.79,0.77
1307,DI동일,2021,1.49,2.07,0.87
1308,DI동일,2022,1.39,2.08,0.83
1309,DI동일,2023,1.12,1.82,0.69
1310,동일산업,2019,1.00,6.70,0.87
1311,동일산업,2020,0.93,6.17,0.81
1312,동일산업,2021,1.22,7.21,1.04
1313,동일산업,2022,1.22,6.47,1.02
1314,동일산업,2023,1.07,5.95,0.90
1315,동화약품,2019,1.03,4.10,0.82
1316,동화약품,2020,0.85,3.24,0.67
1317,동화약품,2021,0.83,3.28,0.66
1318,동화약품,2022,0.92,4.00,0.75
1319,동화약품,2023,0.92,3.00,0.70
1320,두산,2019,2.63,0.81,0.62
1321,두산,2020,1.59,0.51,0.39
1322,두산,2021,1.59,0.64,0.46
1323,두산,2022,1.82,1.01,0.65
1324,두산,2023,1.78,1.16,0.70
1325,HD현대인프라코어,2019,2.02,1.15,0.73
1326,HD현대인프라코어,2020,0.91,0.55,0.34
1327,HD현대인프라코어,2021,1.57,0.84,0.55
1328,HD현대인프라코어,2022,3.17,1.46,1.00
1329,HD현대인프라코어,2023,2.70,1.63,1.02
1330,두산에너빌리티,2019,2.57,0.83,0.63
1331,두산에너빌리티,2020,1.40,0.49,0.36
1332,두산에너빌리티,2021,1.38,0.66,0.45
1333,두산에너빌리티,2022,1.63,1.11,0.66
1334,두산에너빌리티,2023,1.68,1.31,0.74
1335,디씨엠,2019,0.86,5.07,0.74
1336,디씨엠,2020,0.91,4.65,0.76
1337,디씨엠,2021,1.18,5.56,0.97
1338,디씨엠,2022,0.96,5.18,0.81
1339,디씨엠,2023,0.86,5.75,0.75
1340,디아이,2019,0.77,1.54,0.52
1341,디아이,2020,1.17,1.95,0.73
1342,디아이,2021,1.57,2.40,0.95
1343,디아이,2022,1.46,2.23,0.88
1344,디아이,2023,1.32,1.86,0.77
1345,디아이씨,2019,2.89,0.88,0.68
1346,디아이씨,2020,3.84,0.88,0.71
1347,디아이씨,2021,5.81,1.15,0.96
1348,디아이씨,2022,5.04,1.39,1.09
1349,디아이씨,2023,4.79,1.42,1.09
1350,디와이,2019,1.86,2.96,1.14
1351,디와이,2020,1.68,2.59,1.02
1352,디와이,2021,2.07,2.89,1.21
1353,디와이,2022,2.18,3.05,1.27
1354,디와이,2023,2.30,3.15,1.33
1355,DN오토모티브,2019,1.56,3.14,1.04
1356,DN오토모티브,2020,1.25,2.71,0.86
1357,DN오토모티브,2021,1.36,1.73,0.76
1358,DN오토모티브,2022,3.42,1.49,1.04
1359,DN오토모티브,2023,2.59,0.99,0.71
1360,롯데관광개발,2019,0.30,0.36,0.16
1361,롯데관광개발,2020,0.06,0.03,0.02
1362,롯데관광개발,2021,0.77,0.10,0.09
1363,롯데관광개발,2022,1.29,0.13,0.12
1364,롯데관광개발,2023,2.11,0.19,0.18
1365,롯데쇼핑,2019,1.46,0.98,0.59
1366,롯데쇼핑,2020,1.41,0.74,0.48
1367,롯데쇼핑,2021,1.36,0.72,0.47
1368,롯데쇼핑,2022,1.36,0.73,0.48
1369,롯데쇼핑,2023,1.33,0.72,0.47
1370,롯데정밀화학,2019,0.91,4.22,0.75
1371,롯데정밀화학,2020,0.80,4.82,0.69
1372,롯데정밀화학,2021,0.93,4.75,0.77
1373,롯데정밀화학,2022,1.10,5.24,0.91
1374,롯데정밀화학,2023,0.76,4.94,0.66
1375,롯데지주,2019,1.09,0.66,0.41
1376,롯데지주,2020,1.16,1.09,0.56
1377,롯데지주,2021,1.14,1.04,0.54
1378,롯데지주,2022,1.46,1.24,0.67
1379,롯데지주,2023,1.56,1.17,0.67
1380,롯데칠성,2019,1.97,1.18,0.74
1381,롯데칠성,2020,1.78,1.08,0.67
1382,롯데칠성,2021,1.82,1.16,0.71
1383,롯데칠성,2022,1.99,1.28,0.78
1384,롯데칠성,2023,2.19,1.29,0.81
1385,롯데케미칼,2019,1.10,2.28,0.74
1386,롯데케미칼,2020,0.88,2.10,0.62
1387,롯데케미칼,2021,1.24,2.77,0.86
1388,롯데케미칼,2022,1.36,2.63,0.90
1389,롯데케미칼,2023,1.06,1.75,0.66
1390,마니커,2019,2.53,2.61,1.28
1391,마니커,2020,2.69,1.99,1.15
1392,마니커,2021,4.24,1.88,1.30
1393,마니커,2022,6.66,2.33,1.73
1394,마니커,2023,7.16,2.83,2.03
1395,만호제강,2019,0.91,10.25,0.83
1396,만호제강,2020,0.85,10.81,0.79
1397,만호제강,2021,0.84,9.20,0.77
1398,만호제강,2022,1.05,9.98,0.95
1399,만호제강,2023,0.84,8.89,0.77
1400,명문제약,2019,1.72,0.89,0.59
1401,명문제약,2020,1.50,0.76,0.50
1402,명문제약,2021,1.56,0.95,0.59
1403,명문제약,2022,1.68,1.12,0.67
1404,명문제약,2023,1.84,1.20,0.73
1405,모나리자,2019,1.82,9.45,1.53
1406,모나리자,2020,1.72,7.30,1.39
1407,모나리자,2021,1.45,5.48,1.15
1408,모나리자,2022,1.58,6.21,1.26
1409,모나리자,2023,1.63,7.22,1.33
1410,모나미,2019,1.59,1.28,0.71
1411,모나미,2020,1.41,1.19,0.64
1412,모나미,2021,1.36,1.30,0.66
1413,모나미,2022,1.42,1.43,0.71
1414,모나미,2023,1.38,1.35,0.68
1415,모토닉,2019,0.51,6.65,0.48
1416,모토닉,2020,0.43,5.88,0.40
1417,모토닉,2021,0.47,6.88,0.44
1418,모토닉,2022,0.53,7.15,0.49
1419,모토닉,2023,0.56,7.34,0.52
1420,무림P&P,2019,1.01,0.87,0.47
1421,무림P&P,2020,0.86,0.68,0.38
1422,무림P&P,2021,1.01,0.72,0.42
1423,무림P&P,2022,1.21,0.86,0.50
1424,무림P&P,2023,1.19,0.80,0.48
1425,무림페이퍼,2019,1.66,0.80,0.54
1426,무림페이퍼,2020,1.43,0.63,0.44
1427,무림페이퍼,2021,1.63,0.66,0.47
1428,무림페이퍼,2022,2.09,0.83,0.59
1429,무림페이퍼,2023,1.93,0.77,0.55
1430,문배철강,2019,1.47,2.59,0.94
1431,문배철강,2020,1.33,2.00,0.80
1432,문배철강,2021,1.56,3.03,1.03
1433,문배철강,2022,1.24,3.63,0.92
1434,문배철강,2023,0.93,3.77,0.75
1435,미래산업,2019,0.49,1.87,0.39
1436,미래산업,2020,0.64,2.07,0.49
1437,미래산업,2021,0.65,1.47,0.45
1438,미래산업,2022,0.63,1.50,0.44
1439,미래산업,2023,0.26,0.64,0.18
1440,미래아이앤지,2019,0.12,2.90,0.12
1441,미래아이앤지,2020,0.07,2.07,0.07
1442,미래아이앤지,2021,0.10,0.50,0.08
1443,미래아이앤지,2022,0.18,0.45,0.13
1444,미래아이앤지,2023,0.20,0.48,0.14
1445,미원상사,2019,1.18,4.81,0.95
1446,미원상사,2020,1.20,5.02,0.97
1447,미원상사,2021,1.28,5.22,1.03
1448,미원상사,2022,1.37,5.83,1.11
1449,미원상사,2023,1.17,5.88,0.98
1450,미원홀딩스,2019,1.14,1.82,0.70
1451,미원홀딩스,2020,1.46,2.31,0.89
1452,미원홀딩스,2021,1.94,2.60,1.11
1453,미원홀딩스,2022,2.03,2.37,1.09
1454,미원홀딩스,2023,1.68,2.07,0.93
1455,미창석유,2019,1.27,9.18,1.12
1456,미창석유,2020,1.04,7.70,0.91
1457,미창석유,2021,1.40,10.12,1.23
1458,미창석유,2022,1.34,10.24,1.19
1459,미창석유,2023,1.19,9.35,1.06
1460,방림,2019,0.70,2.44,0.54
1461,방림,2020,0.61,2.54,0.49
1462,방림,2021,0.67,2.56,0.53
1463,방림,2022,0.78,2.59,0.60
1464,방림,2023,0.67,2.34,0.52
1465,백광산업,2019,1.05,1.10,0.54
1466,백광산업,2020,0.99,1.12,0.53
1467,백광산업,2021,1.04,1.20,0.56
1468,백광산업,2022,1.17,1.27,0.61
1469,백광산업,2023,1.10,1.15,0.56
1470,태경비케이,2019,0.94,1.87,0.63
1471,태경비케이,2020,0.80,1.78,0.55
1472,태경비케이,2021,0.88,2.11,0.62
1473,태경비케이,2022,1.38,3.56,0.99
1474,태경비케이,2023,1.05,3.24,0.80
1475,백산,2019,3.35,2.72,1.50
1476,백산,2020,2.90,2.15,1.23
1477,백산,2021,2.75,2.11,1.19
1478,백산,2022,2.91,2.78,1.42
1479,백산,2023,2.15,2.76,1.21
1480,범양건영,2019,4.60,4.04,2.15
1481,범양건영,2020,1.90,1.99,0.97
1482,범양건영,2021,1.39,1.19,0.64
1483,범양건영,2022,1.59,0.93,0.59
1484,범양건영,2023,1.81,0.88,0.59
1485,보락,2019,0.82,3.40,0.66
1486,보락,2020,0.87,3.52,0.70
1487,보락,2021,0.89,3.81,0.72
1488,보락,2022,1.03,4.16,0.83
1489,보락,2023,0.96,4.32,0.79
1490,보령,2019,1.95,2.50,1.09
1491,보령,2020,1.80,2.11,0.97
1492,보령,2021,1.54,1.90,0.85
1493,보령,2022,1.54,2.08,0.88
1494,보령,2023,1.61,2.32,0.95
1495,보해양조,2019,1.04,0.70,0.42
1496,보해양조,2020,1.01,1.00,0.50
1497,보해양조,2021,1.03,1.20,0.55
1498,보해양조,2022,1.09,1.36,0.60
1499,보해양조,2023,1.15,1.45,0.64
1500,부광약품,2019,0.45,2.37,0.38
1501,부광약품,2020,0.57,1.77,0.43
1502,부광약품,2021,0.66,1.48,0.46
1503,부광약품,2022,0.69,1.55,0.48
1504,부광약품,2023,0.50,0.78,0.30
1505,부국철강,2019,1.18,12.47,1.08
1506,부국철강,2020,1.23,9.70,1.09
1507,부국철강,2021,1.68,7.96,1.38
1508,부국철강,2022,1.70,7.25,1.38
1509,부국철강,2023,1.48,7.47,1.24
1510,부산산업,2019,1.89,2.34,1.05
1511,부산산업,2020,1.45,2.18,0.87
1512,부산산업,2021,1.61,2.47,0.97
1513,부산산업,2022,1.91,2.80,1.14
1514,부산산업,2023,1.10,1.79,0.68
1515,부산주공,2019,4.96,0.82,0.70
1516,부산주공,2020,5.39,0.64,0.57
1517,부산주공,2021,7.50,0.85,0.76
1518,부산주공,2022,10.34,1.07,0.97
1519,부산주공,2023,11.69,1.12,1.02
1520,비상교육,2019,0.95,3.35,0.74
1521,비상교육,2020,0.84,2.48,0.63
1522,비상교육,2021,1.09,3.10,0.81
1523,비상교육,2022,1.27,2.76,0.87
1524,비상교육,2023,1.33,1.72,0.75
1525,빙그레,2019,1.57,7.89,1.31
1526,빙그레,2020,1.65,6.65,1.32
1527,빙그레,2021,2.00,6.09,1.51
1528,빙그레,2022,2.24,6.40,1.66
1529,빙그레,2023,2.29,6.30,1.68
1530,사조대림,2019,3.59,2.53,1.48
1531,사조대림,2020,3.92,2.60,1.57
1532,사조대림,2021,3.74,2.81,1.61
1533,사조대림,2022,3.60,3.42,1.75
1534,사조대림,2023,3.14,3.70,1.70
1535,사조동아원,2019,2.20,1.47,0.88
1536,사조동아원,2020,1.92,1.52,0.85
1537,사조동아원,2021,1.97,1.73,0.92
1538,사조동아원,2022,2.85,2.59,1.36
1539,사조동아원,2023,2.87,2.97,1.46
1540,사조산업,2019,1.48,1.12,0.64
1541,사조산업,2020,1.26,1.01,0.56
1542,사조산업,2021,1.10,1.04,0.54
1543,사조산업,2022,1.09,1.23,0.58
1544,사조산업,2023,0.98,1.21,0.54
1545,사조오양,2019,1.94,2.12,1.01
1546,사조오양,2020,1.86,2.36,1.04
1547,사조오양,2021,1.72,2.60,1.04
1548,사조오양,2022,1.83,2.88,1.12
1549,사조오양,2023,1.84,2.98,1.14
1550,SGC에너지,2019,0.90,0.69,0.39
1551,SGC에너지,2020,0.22,0.09,0.06
1552,SGC에너지,2021,2.68,0.99,0.72
1553,SGC에너지,2022,3.52,1.40,1.00
1554,SGC에너지,2023,3.49,1.41,1.00
1555,삼성SDI,2019,0.81,1.41,0.52
1556,삼성SDI,2020,0.87,1.47,0.55
1557,삼성SDI,2021,0.95,1.44,0.57
1558,삼성SDI,2022,1.24,1.70,0.72
1559,삼성SDI,2023,1.22,1.67,0.71
1560,삼성공조,2019,0.35,1.75,0.29
1561,삼성공조,2020,0.29,1.69,0.25
1562,삼성공조,2021,0.36,2.17,0.31
1563,삼성공조,2022,0.40,2.19,0.34
1564,삼성공조,2023,0.48,2.74,0.40
1565,삼성물산,2019,1.25,1.57,0.70
1566,삼성물산,2020,1.01,1.49,0.60
1567,삼성물산,2021,1.04,1.59,0.63
1568,삼성물산,2022,1.32,1.76,0.76
1569,삼성물산,2023,1.17,1.57,0.67
1570,삼성E&A,2019,5.58,1.85,1.39
1571,삼성E&A,2020,4.69,2.09,1.45
1572,삼성E&A,2021,4.23,2.06,1.38
1573,삼성E&A,2022,4.43,2.15,1.45
1574,삼성E&A,2023,3.62,2.17,1.36
1575,삼성전기,2019,1.49,2.22,0.89
1576,삼성전기,2020,1.37,2.36,0.87
1577,삼성전기,2021,1.51,3.03,1.01
1578,삼성전기,2022,1.29,2.96,0.90
1579,삼성전기,2023,1.13,2.57,0.79
1580,삼성전자,2019,0.90,2.54,0.67
1581,삼성전자,2020,0.88,2.47,0.65
1582,삼성전자,2021,0.96,2.50,0.69
1583,삼성전자,2022,0.92,2.81,0.69
1584,삼성전자,2023,0.72,2.79,0.57
1585,삼성제약,2019,0.32,1.63,0.27
1586,삼성제약,2020,0.36,1.17,0.28
1587,삼성제약,2021,0.44,1.46,0.34
1588,삼성제약,2022,0.45,3.09,0.39
1589,삼성제약,2023,0.58,3.33,0.49
1590,삼성중공업,2019,1.23,0.93,0.53
1591,삼성중공업,2020,1.53,0.78,0.52
1592,삼성중공업,2021,1.69,0.77,0.53
1593,삼성중공업,2022,1.55,0.63,0.45
1594,삼성중공업,2023,2.29,0.69,0.53
1595,삼성출판사,2019,1.70,2.07,0.93
1596,삼성출판사,2020,1.13,1.40,0.63
1597,삼성출판사,2021,0.94,1.60,0.59
1598,삼성출판사,2022,0.23,0.59,0.16
1599,삼성출판사,2023,0.24,1.26,0.20
1600,삼아알미늄,2019,1.78,2.00,0.94
1601,삼아알미늄,2020,1.80,2.00,0.95
1602,삼아알미늄,2021,2.18,2.50,1.16
1603,삼아알미늄,2022,2.40,2.44,1.21
1604,삼아알미늄,2023,1.36,1.79,0.77
1605,삼양식품,2019,2.08,3.02,1.23
1606,삼양식품,2020,2.04,3.31,1.26
1607,삼양식품,2021,1.73,2.27,0.98
1608,삼양식품,2022,2.14,2.20,1.08
1609,삼양식품,2023,2.31,2.24,1.14
1610,삼양통상,2019,0.62,4.95,0.55
1611,삼양통상,2020,0.56,4.44,0.50
1612,삼양통상,2021,0.50,3.91,0.44
1613,삼양통상,2022,0.43,3.84,0.39
1614,삼양통상,2023,0.42,5.67,0.39
1615,삼양홀딩스,2019,1.23,1.73,0.72
1616,삼양홀딩스,2020,1.18,1.50,0.66
1617,삼양홀딩스,2021,1.36,1.65,0.74
1618,삼양홀딩스,2022,1.34,1.63,0.74
1619,삼양홀딩스,2023,1.21,1.47,0.66
1620,삼영무역,2019,0.75,3.24,0.61
1621,삼영무역,2020,0.96,3.43,0.75
1622,삼영무역,2021,1.05,4.12,0.84
1623,삼영무역,2022,1.01,4.34,0.82
1624,삼영무역,2023,0.89,4.11,0.73
1625,삼영전자,2019,0.42,8.77,0.40
1626,삼영전자,2020,0.41,9.72,0.39
1627,삼영전자,2021,0.48,8.71,0.45
1628,삼영전자,2022,0.44,8.67,0.42
1629,삼영전자,2023,0.34,10.10,0.33
1630,삼영,2019,2.45,1.83,1.05
1631,삼영,2020,2.61,1.87,1.09
1632,삼영,2021,2.77,2.04,1.18
1633,삼영,2022,2.64,1.79,1.07
1634,삼영,2023,2.05,1.65,0.91
1635,삼익THK,2019,1.23,1.24,0.62
1636,삼익THK,2020,1.39,1.31,0.68
1637,삼익THK,2021,1.60,1.64,0.81
1638,삼익THK,2022,1.66,1.64,0.82
1639,삼익THK,2023,1.53,1.25,0.69
1640,삼익악기,2019,1.22,0.69,0.44
1641,삼익악기,2020,1.11,0.63,0.40
1642,삼익악기,2021,1.24,0.81,0.49
1643,삼익악기,2022,1.27,1.10,0.59
1644,삼익악기,2023,0.95,0.93,0.47
1645,삼일제약,2019,2.05,1.13,0.73
1646,삼일제약,2020,1.96,0.99,0.66
1647,삼일제약,2021,2.08,0.93,0.64
1648,삼일제약,2022,1.88,0.92,0.62
1649,삼일제약,2023,1.55,0.83,0.54
1650,삼정펄프,2019,0.81,6.82,0.72
1651,삼정펄프,2020,0.74,6.73,0.67
1652,삼정펄프,2021,0.65,6.13,0.59
1653,삼정펄프,2022,0.81,8.12,0.74
1654,삼정펄프,2023,0.82,9.34,0.75
1655,삼진제약,2019,1.22,4.77,0.97
1656,삼진제약,2020,1.14,4.60,0.92
1657,삼진제약,2021,1.12,3.25,0.83
1658,삼진제약,2022,1.07,2.39,0.74
1659,삼진제약,2023,1.08,2.05,0.71
1660,삼천리,2019,2.51,1.43,0.91
1661,삼천리,2020,2.30,1.29,0.83
1662,삼천리,2021,2.64,1.43,0.93
1663,삼천리,2022,3.86,1.85,1.25
1664,삼천리,2023,3.52,1.82,1.20
1665,삼호개발,2019,1.95,3.63,1.27
1666,삼호개발,2020,1.81,3.47,1.19
1667,삼호개발,2021,1.47,3.57,1.04
1668,삼호개발,2022,1.40,4.40,1.06
1669,삼호개발,2023,1.62,4.40,1.19
1670,삼화왕관,2019,0.82,1.83,0.57
1671,삼화왕관,2020,0.97,1.44,0.58
1672,삼화왕관,2021,1.04,1.49,0.61
1673,삼화왕관,2022,1.17,1.52,0.66
1674,삼화왕관,2023,1.40,1.59,0.74
1675,삼화전기,2019,3.24,2.93,1.54
1676,삼화전기,2020,3.09,2.99,1.52
1677,삼화전기,2021,3.20,3.50,1.67
1678,삼화전기,2022,2.72,3.93,1.61
1679,삼화전기,2023,2.21,4.25,1.45
1680,삼화전자,2019,2.36,0.94,0.67
1681,삼화전자,2020,2.68,0.94,0.70
1682,삼화전자,2021,2.82,0.98,0.73
1683,삼화전자,2022,2.73,0.96,0.71
1684,삼화전자,2023,1.81,0.88,0.59
1685,삼화콘덴서,2019,1.81,3.31,1.17
1686,삼화콘덴서,2020,1.48,4.01,1.08
1687,삼화콘덴서,2021,1.39,4.14,1.04
1688,삼화콘덴서,2022,1.23,4.10,0.95
1689,삼화콘덴서,2023,1.19,4.50,0.94
1690,삼화페인트,2019,1.92,1.95,0.97
1691,삼화페인트,2020,1.92,1.90,0.96
1692,삼화페인트,2021,2.15,2.04,1.05
1693,삼화페인트,2022,2.17,2.14,1.08
1694,삼화페인트,2023,2.07,2.22,1.07
1695,상신브레이크,2019,2.24,1.48,0.89
1696,상신브레이크,2020,2.01,1.28,0.78
1697,상신브레이크,2021,2.21,1.38,0.85
1698,상신브레이크,2022,2.53,1.50,0.94
1699,상신브레이크,2023,2.81,1.64,1.04
1700,새론오토모티브,2019,0.70,3.50,0.58
1701,새론오토모티브,2020,0.63,3.73,0.54
1702,새론오토모티브,2021,0.56,4.24,0.49
1703,새론오토모티브,2022,0.59,4.91,0.53
1704,새론오토모티브,2023,0.61,5.24,0.55
1705,샘표,2019,1.15,3.31,0.85
1706,샘표,2020,1.17,3.70,0.89
1707,샘표,2021,1.15,3.18,0.85
1708,샘표,2022,1.16,2.77,0.82
1709,샘표,2023,1.17,2.71,0.82
1710,서연,2019,2.51,1.40,0.90
1711,서연,2020,2.74,1.64,1.02
1712,서연,2021,2.86,1.94,1.16
1713,서연,2022,3.40,2.55,1.46
1714,서연,2023,3.62,2.80,1.58
1715,서울가스,2019,1.42,2.63,0.92
1716,서울가스,2020,1.28,2.02,0.78
1717,서울가스,2021,1.23,2.00,0.76
1718,서울가스,2022,1.65,2.39,0.98
1719,서울가스,2023,1.62,2.25,0.94
1720,서울식품,2019,2.37,1.23,0.81
1721,서울식품,2020,2.31,1.26,0.82
1722,서울식품,2021,2.03,1.19,0.75
1723,서울식품,2022,2.37,1.45,0.90
1724,서울식품,2023,2.35,1.50,0.91
1725,서원,2019,2.42,2.25,1.17
1726,서원,2020,1.83,1.66,0.87
1727,서원,2021,2.14,1.90,1.01
1728,서원,2022,2.00,1.94,0.99
1729,서원,2023,1.79,1.84,0.91
1730,서흥,2019,1.45,1.30,0.68
1731,서흥,2020,1.57,1.44,0.75
1732,서흥,2021,1.48,1.55,0.76
1733,서흥,2022,1.41,1.52,0.73
1734,서흥,2023,1.26,1.22,0.62
1735,선도전기,2019,1.05,1.23,0.57
1736,선도전기,2020,0.91,0.95,0.46
1737,선도전기,2021,0.96,0.80,0.44
1738,선도전기,2022,1.34,0.78,0.49
1739,선도전기,2023,1.37,0.57,0.40
1740,SUN&L,2019,1.93,1.31,0.78
1741,SUN&L,2020,1.96,1.27,0.77
1742,SUN&L,2021,2.50,1.29,0.85
1743,SUN&L,2022,3.18,1.31,0.93
1744,SUN&L,2023,2.31,1.14,0.77
1745,성문전자,2019,1.27,2.48,0.84
1746,성문전자,2020,1.40,2.62,0.91
1747,성문전자,2021,1.72,2.64,1.04
1748,성문전자,2022,1.59,2.05,0.90
1749,성문전자,2023,1.31,1.83,0.76
1750,성보화학,2019,0.28,1.51,0.24
1751,성보화학,2020,0.37,2.14,0.31
1752,성보화학,2021,0.42,1.96,0.35
1753,성보화학,2022,0.49,1.90,0.39
1754,성보화학,2023,0.46,1.88,0.37
1755,성신양회,2019,1.80,1.09,0.68
1756,성신양회,2020,1.79,1.10,0.68
1757,성신양회,2021,2.03,1.20,0.75
1758,성신양회,2022,2.54,1.37,0.89
1759,성신양회,2023,2.38,1.42,0.89
1760,성창기업지주,2019,0.30,0.90,0.22
1761,성창기업지주,2020,0.32,0.97,0.24
1762,성창기업지주,2021,0.37,1.17,0.28
1763,성창기업지주,2022,0.40,1.17,0.30
1764,성창기업지주,2023,0.28,0.79,0.21
1765,세기상사,2019,0.22,0.27,0.12
1766,세기상사,2020,0.10,0.11,0.05
1767,세기상사,2021,0.91,0.75,0.41
1768,세기상사,2022,1.49,1.28,0.69
1769,세기상사,2023,1.17,1.28,0.61
1770,세방,2019,0.88,3.13,0.69
1771,세방,2020,1.00,2.80,0.74
1772,세방,2021,1.21,3.21,0.88
1773,세방,2022,1.36,4.13,1.02
1774,세방,2023,1.11,4.05,0.87
1775,세방전지,2019,1.12,3.07,0.82
1776,세방전지,2020,1.14,3.00,0.83
1777,세방전지,2021,1.15,3.18,0.85
1778,세방전지,2022,1.20,3.26,0.88
1779,세방전지,2023,1.30,3.62,0.96
1780,세아베스틸지주,2019,1.48,1.77,0.80
1781,세아베스틸지주,2020,1.37,1.60,0.74
1782,세아베스틸지주,2021,2.02,2.29,1.07
