,회사명,종합등급,환경,사회,지배구조
0,AJ네트웍스  2022  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
1,AK홀딩스  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
2,BGF  2022  N  N,KCGS  B+,환경  A,사회  A+,지배구조 B
3,BGF리테일  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
4,BNK금융지주  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
5,BYC  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
6,CJ  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
7,CJ CGV  2022  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
8,CJ대한통운  2022  N  N,KCGS  B+,환경  B+,사회  A+,지배구조 B
9,CJ씨푸드  2022  N  N,KCGS  B,환경  C,사회  B,지배구조 B
10,CJ제일제당  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
11,CS홀딩스  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
12,DB  2022  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
13,DB금융투자  2022  N  N,KCGS  B,환경  C,사회  B,지배구조 B
14,DB손해보험  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
15,DB하이텍  2022  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
16,DGB금융지주  2022  N  N,KCGS  A,환경  A+,사회  A+,지배구조 A
17,DL  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
18,DL건설  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
19,DL이앤씨  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
20,DN오토모티브  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 B
21,DRB동일  2022  N  N,KCGS  C,환경  D,사회  B+,지배구조 B
22,DSR  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
23,DSR제강  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 B
24,E1  2022  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
25,ESR켄달스퀘어리츠  2022  N  N,KCGS  -,환경  -,사회  -,지배구조 -
26,F&F  2022  N  N,KCGS  -,환경  -,사회  -,지배구조 -
27,F&F 홀딩스  2022  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
28,GKL  2022  N  N,KCGS  A,환경  B,사회  A,지배구조 A
29,GS  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
30,GS건설  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
31,GS글로벌  2022  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
32,GS리테일  2022  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
33,HDC  2022  N  N,KCGS  C,환경  D,사회  B,지배구조 C
34,HDC랩스  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
35,HDC현대EP  2022  N  N,KCGS  C,환경  C,사회  B,지배구조 C
36,HDC현대산업개발  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 B
37,HD한국조선해양  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
38,HD현대  2022  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
39,HD현대건설기계  2022  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
40,HD현대미포  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
41,HD현대에너지솔루션  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
42,HD현대인프라코어  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
43,HD현대일렉트릭  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
44,HD현대중공업  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
45,HJ중공업  2022  N  N,KCGS  B,환경  C,사회  B+,지배구조 B+
46,HL D&I  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
47,HLB글로벌  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
48,HL만도  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
49,HL홀딩스  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
50,HMM  2022  N  N,KCGS  A,환경  A+,사회  A,지배구조 B+
51,HS애드  2022  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
52,JB금융지주  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
53,JW생명과학  2022  N  N,KCGS  C,환경  C,사회  B+,지배구조 C
54,JW중외제약  2022  N  N,KCGS  C,환경  B,사회  B+,지배구조 D
55,JW홀딩스  2022  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
56,KB금융  2022  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A+
57,KC그린홀딩스  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
58,KC코트렐  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
59,KEC  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 C
60,KG스틸  2022  N  N,KCGS  C,환경  B,사회  B+,지배구조 D
61,KG케미칼  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
62,KH 필룩스  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
63,KIB플러그에너지  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
64,KISCO홀딩스  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 C
65,KPX케미칼  2022  N  N,KCGS  D,환경  C,사회  C,지배구조 D
66,KPX홀딩스  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 C
67,KR모터스  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
68,KSS해운  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
69,KTcs  2022  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
70,KTis  2022  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
71,LF  2022  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
72,LG  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
73,LG디스플레이  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
74,LG생활건강  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
75,LG에너지솔루션  2022  N  N,KCGS  -,환경  -,사회  -,지배구조 -
76,LG유플러스  2022  N  N,KCGS  A,환경  A,사회  B+,지배구조 A
77,LG이노텍  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
78,LG전자  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
79,LG헬로비전  2022  N  N,KCGS  A,환경  B,사회  A,지배구조 A
80,LG화학  2022  N  N,KCGS  B,환경  C,사회  A,지배구조 B+
81,LIG넥스원  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
82,LS  2022  N  N,KCGS  C,환경  B+,사회  A,지배구조 C
83,LS네트웍스  2022  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
84,LS에코에너지  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
85,LX세미콘  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
86,LX인터내셔널  2022  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
87,LX하우시스  2022  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
88,LX홀딩스  2022  N  N,KCGS  -,환경  -,사회  -,지배구조 -
89,MH에탄올  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 B
90,NAVER  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
91,NH투자증권  2022  N  N,KCGS  B+,환경  A,사회  A,지배구조 B+
92,NICE  2022  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
93,NICE평가정보  2022  N  N,KCGS  -,환경  -,사회  -,지배구조 -
94,NI스틸  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
95,OCI홀딩스  2022  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
96,PI첨단소재  2022  N  N,KCGS  -,환경  -,사회  -,지배구조 -
97,POSCO홀딩스  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A+
98,S-Oil  2022  N  N,KCGS  A,환경  B,사회  A+,지배구조 A+
99,SBS  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
100,SGC에너지  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
101,SG글로벌  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
102,SG세계물산  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
103,SHD  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
104,SH에너지화학  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 B+
105,SIMPAC  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
106,SK  2022  N  N,KCGS  A+,환경  A,사회  A,지배구조 A+
107,SKC  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
108,SK가스  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
109,SK네트웍스  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
110,SK디스커버리  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
111,SK디앤디  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
112,SK렌터카  2022  N  N,KCGS  B+,환경  A,사회  A,지배구조 B+
113,SK바이오사이언스  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
114,SK스퀘어  2022  N  N,KCGS  -,환경  -,사회  -,지배구조 -
115,SK아이이테크놀로지  2022  N  N,KCGS  -,환경  -,사회  -,지배구조 -
116,SK이노베이션  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A+
117,SK증권  2022  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
118,SK케미칼  2022  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A
119,SK텔레콤  2022  N  N,KCGS  A,환경  A+,사회  A,지배구조 A
120,SK하이닉스  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
121,SNT다이내믹스  2022  N  N,KCGS  C,환경  C,사회  C,지배구조 B
122,SNT모티브  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 B
123,SNT에너지  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 C
124,SNT홀딩스  2022  N  N,KCGS  C,환경  C,사회  C,지배구조 B
125,SPC삼립  2022  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
126,STX  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 C
127,STX엔진  2022  N  N,KCGS  C,환경  D,사회  B,지배구조 D
128,STX중공업  2022  N  N,KCGS  C,환경  D,사회  B,지배구조 B
129,SUN&L  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 B
130,TCC스틸  2022  N  N,KCGS  C,환경  C,사회  C,지배구조 C
131,TP  2022  N  N,KCGS  C,환경  D,사회  B,지배구조 D
132,TYM  2022  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
133,WISCOM  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
134,YG PLUS  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
135,가온전선  2022  N  N,KCGS  B,환경  C,사회  B+,지배구조 B+
136,강남제비스코  2022  N  N,KCGS  C,환경  C,사회  B,지배구조 B
137,강원랜드  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
138,갤럭시아에스엠  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
139,경농  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 B
140,경동나비엔  2022  N  N,KCGS  C,환경  C,사회  B,지배구조 D
141,경동도시가스  2022  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
142,경동인베스트  2022  N  N,KCGS  C,환경  C,사회  B+,지배구조 C
143,경방  2022  N  N,KCGS  D,환경  C,사회  D,지배구조 D
144,경보제약  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
145,경인양행  2022  N  N,KCGS  C,환경  B,사회  B+,지배구조 D
146,경인전자  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
147,계룡건설산업  2022  N  N,KCGS  C,환경  B,사회  B,지배구조 C
148,계양전기  2022  N  N,KCGS  C,환경  C,사회  B,지배구조 D
149,고려산업  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
150,고려아연  2022  N  N,KCGS  B,환경  B+,사회  A,지배구조 C
151,고려제강  2022  N  N,KCGS  D,환경  C,사회  C,지배구조 D
152,광동제약  2022  N  N,KCGS  C,환경  D,사회  B,지배구조 B
153,광명전기  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
154,광전자  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
155,광주신세계  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
156,교보증권  2022  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
157,교촌에프앤비  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 B
158,국도화학  2022  N  N,KCGS  D,환경  C,사회  D,지배구조 D
159,국동  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
160,국보  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
161,국제약품  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 B
162,그린케미칼  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
163,극동유화  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
164,금강공업  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
165,금비  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
166,금양  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
167,금호건설  2022  N  N,KCGS  C,환경  C,사회  B+,지배구조 D
168,금호석유화학  2022  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
169,금호에이치티  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
170,금호전기  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
171,금호타이어  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
172,기신정기  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
173,기아  2022  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
174,기업은행  2022  N  N,KCGS  A,환경  A+,사회  A+,지배구조 B+
175,까뮤이앤씨  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
176,깨끗한나라  2022  N  N,KCGS  C,환경  C,사회  B,지배구조 C
177,남광토건  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
178,남선알미늄  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
179,남성  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
180,남양유업  2022  N  N,KCGS  C,환경  B,사회  B+,지배구조 D
181,남해화학  2022  N  N,KCGS  C,환경  C,사회  C,지배구조 C
182,넥센  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
183,넥센타이어  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
184,넷마블  2022  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
185,노루페인트  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
186,노루홀딩스  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
187,녹십자  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
188,녹십자홀딩스  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
189,농심  2022  N  N,KCGS  C,환경  B,사회  A,지배구조 D
190,농심홀딩스  2022  N  N,KCGS  C,환경  B,사회  B+,지배구조 C
191,다스코  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
192,다올투자증권  2022  N  N,KCGS  B+,환경  B,사회  B,지배구조 B+
193,다우기술  2022  N  N,KCGS  C,환경  B+,사회  A,지배구조 C
194,다이나믹디자인  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
195,대교  2022  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
196,대구백화점  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
197,대덕  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
198,대덕전자  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
199,대동  2022  N  N,KCGS  D,환경  C,사회  C,지배구조 D
200,대동전자  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
201,대림비앤코  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
202,대림통상  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
203,대상  2022  N  N,KCGS  B+,환경  A,사회  A+,지배구조 B
204,대상홀딩스  2022  N  N,KCGS  B+,환경  A,사회  A+,지배구조 B
205,대성산업  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
206,대성에너지  2022  N  N,KCGS  C,환경  D,사회  B,지배구조 C
207,대성홀딩스  2022  N  N,KCGS  C,환경  D,사회  B,지배구조 C
208,대신증권  2022  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
209,대양금속  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
210,대영포장  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
211,대우건설  2022  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
212,대우부품  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
213,대웅  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
214,대웅제약  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
215,대원강업  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 C
216,대원전선  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
217,대원제약  2022  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
218,대원화성  2022  N  N,KCGS  D,환경  C,사회  C,지배구조 D
219,대유에이텍  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
220,대유플러스  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
221,대창  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
222,대창단조  2022  N  N,KCGS  C,환경  C,사회  C,지배구조 C
223,대한방직  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
224,대한유화  2022  N  N,KCGS  C,환경  B,사회  B,지배구조 D
225,대한전선  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
226,대한제강  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
227,대한제당  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
228,대한제분  2022  N  N,KCGS  D,환경  C,사회  D,지배구조 D
229,대한항공  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
230,대한해운  2022  N  N,KCGS  C,환경  C,사회  B+,지배구조 C
231,대한화섬  2022  N  N,KCGS  C,환경  C,사회  C,지배구조 B
232,대현  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
233,대호에이엘  2022  N  N,KCGS  D,환경  C,사회  D,지배구조 D
234,더블유게임즈  2022  N  N,KCGS  B,환경  D,사회  C,지배구조 B+
235,더존비즈온  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
236,덕성  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 C
237,덕양산업  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
238,덴티움  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
239,도화엔지니어링  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 C
240,동국홀딩스  2022  N  N,KCGS  B,환경  B+,사회  B,지배구조 B
241,동남합성  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
242,동방  2022  N  N,KCGS  D,환경  C,사회  C,지배구조 D
243,동방아그로  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
244,동부건설  2022  N  N,KCGS  C,환경  C,사회  B+,지배구조 C
245,동서  2022  N  N,KCGS  D,환경  C,사회  C,지배구조 D
246,동성제약  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
247,동성케미컬  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
248,동아쏘시오홀딩스  2022  N  N,KCGS  A,환경  B,사회  A,지배구조 A
249,동아에스티  2022  N  N,KCGS  A,환경  B,사회  A,지배구조 A
250,동아지질  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
251,동아타이어  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
252,동양  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
253,동양고속  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
254,동양생명  2022  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
255,동양철관  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
256,동양피스톤  2022  N  N,KCGS  C,환경  D,사회  B,지배구조 D
257,동원F&B  2022  N  N,KCGS  B,환경  B,사회  A,지배구조 C
258,동원금속  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
259,동원산업  2022  N  N,KCGS  C,환경  B,사회  B+,지배구조 C
260,동원수산  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
261,동원시스템즈  2022  N  N,KCGS  C,환경  B,사회  B+,지배구조 D
262,동일고무벨트  2022  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
263,동일산업  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 B+
264,동일제강  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
265,동화약품  2022  N  N,KCGS  C,환경  C,사회  B+,지배구조 C
266,두산  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
267,두산밥캣  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
268,두산에너빌리티  2022  N  N,KCGS  B,환경  B+,사회  A,지배구조 C
269,두산퓨얼셀  2022  N  N,KCGS  B+,환경  B+,사회  A+,지배구조 B
270,두올  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 C
271,드림텍  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
272,디씨엠  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 B
273,디아이  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
274,디아이동일  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 C
275,디아이씨  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
276,디와이  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B+
277,디와이파워  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
278,락앤락  2022  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
279,롯데관광개발  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
280,롯데손해보험  2022  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
281,롯데쇼핑  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
282,롯데에너지머티리얼즈  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
283,롯데웰푸드  2022  N  N,KCGS  A,환경  B,사회  A,지배구조 A
284,롯데이노베이트  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
285,롯데정밀화학  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
286,롯데지주  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
287,롯데칠성음료  2022  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
288,롯데케미칼  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
289,롯데하이마트  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
290,마니커  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
291,만호제강  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
292,맵스리얼티1  2022  N  N,KCGS  -,환경  -,사회  -,지배구조 -
293,메리츠금융지주  2022  N  N,KCGS  B,환경  C,사회  C,지배구조 B+
294,메리츠증권  2022  N  N,KCGS  B+,환경  C,사회  A,지배구조 B+
295,메리츠화재  2022  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
296,메타랩스  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
297,명문제약  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
298,명신산업  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
299,모나리자  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
300,모나미  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
301,모토닉  2022  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
302,무림P&P  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
303,무림페이퍼  2022  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
304,무학  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 B
305,문배철강  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
306,미래산업  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
307,미래아이앤지  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
308,미래에셋생명  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
309,미래에셋증권  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
310,미원상사  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 C
311,미원에스씨  2022  N  N,KCGS  C,환경  C,사회  C,지배구조 B
312,미원홀딩스  2022  N  N,KCGS  C,환경  C,사회  C,지배구조 B
313,미원화학  2022  N  N,KCGS  C,환경  C,사회  D,지배구조 C
314,미창석유공업  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
315,방림  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
316,백광산업  2022  N  N,KCGS  D,환경  C,사회  D,지배구조 D
317,백산  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
318,범양건영  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
319,벽산  2022  N  N,KCGS  D,환경  C,사회  C,지배구조 D
320,보락  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
321,보령  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B
322,보해양조  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
323,부광약품  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
324,부국증권  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 B
325,부국철강  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
326,부산산업  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
327,부산주공  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
328,비비안  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
329,비상교육  2022  N  N,KCGS  B,환경  D,사회  B,지배구조 B
330,비에이치  2022  N  N,KCGS  -,환경  -,사회  -,지배구조 -
331,비케이탑스  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
332,빙그레  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
333,사조대림  2022  N  N,KCGS  C,환경  B,사회  B,지배구조 D
334,사조동아원  2022  N  N,KCGS  C,환경  C,사회  B+,지배구조 C
335,사조산업  2022  N  N,KCGS  C,환경  C,사회  B,지배구조 D
336,사조씨푸드  2022  N  N,KCGS  C,환경  D,사회  B,지배구조 B
337,사조오양  2022  N  N,KCGS  C,환경  C,사회  B,지배구조 D
338,삼부토건  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
339,삼성E&A  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
340,삼성SDI  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
341,삼성공조  2022  N  N,KCGS  C,환경  D,사회  C,지배구조 B
342,삼성물산  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
343,삼성바이오로직스  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
344,삼성생명  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
345,삼성에스디에스  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
346,삼성전기  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
347,삼성전자  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
348,삼성제약  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
