종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조
현대오토에버  ,7,8,8,6,7,8,8,6,6,6,7,6,7,7,8,7,,,,
현대위아  ,8,8,8,7,8,8,8,7,7,7,7,6,7,7,8,7,7,7,8,7
현대자동차  ,7,7,7,6,7,7,7,6,6,7,6,5,7,7,7,7,7,7,8,7
현대제철  ,7,8,7,6,7,8,7,6,7,7,7,6,6,6,6,7,6,6,5,6
현대지에프홀딩스  ,7,7,8,7,7,7,8,7,7,7,7,7,7,7,8,7,7,6,7,7
현대차증권  ,7,6,8,6,7,6,8,6,7,6,8,6,7,6,8,7,7,5,8,7
현대코퍼레이션  ,6,5,6,6,6,5,6,6,5,3,5,5,6,6,7,6,5,1,5,5
현대코퍼레이션홀딩스  ,6,5,6,6,6,5,6,6,5,3,5,6,6,3,7,6,3,1,3,5
현대퓨처넷  ,7,7,8,7,7,7,8,7,7,7,7,7,,,,,6,3,7,7
현대해상  ,7,7,8,7,7,7,8,7,6,7,7,6,7,7,8,7,7,6,7,7
현대홈쇼핑  ,7,7,8,7,7,7,8,7,7,7,8,7,7,7,8,7,7,7,7,7
형지엘리트  ,1,1,1,1,1,1,1,1,1,1,3,1,3,1,5,5,3,1,5,3
혜인  ,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,5,3,3
호전실업  ,3,1,1,5,3,1,1,5,1,1,1,3,3,1,3,6,3,1,3,6
호텔신라  ,7,7,7,7,7,7,7,7,7,6,7,7,7,6,8,7,7,7,7,7
화성산업  ,3,3,3,6,3,3,3,6,5,3,6,5,5,3,6,6,5,3,5,6
화승알앤에이  ,5,5,6,5,5,5,6,5,,,,,,,,,,,,
화승엔터프라이즈  ,6,6,6,6,6,6,6,6,6,5,5,7,6,5,6,7,6,6,5,7
화승인더스트리  ,6,6,6,6,6,6,6,6,3,3,3,6,6,5,6,7,5,5,5,6
화승코퍼레이션  ,5,3,5,6,5,3,5,6,3,3,3,5,6,6,5,6,6,6,5,6
화신  ,6,5,7,5,6,5,7,5,3,3,7,3,6,6,7,6,3,1,6,5
화인베스틸  ,1,3,3,1,1,3,3,1,1,3,1,1,5,5,3,5,5,5,3,5
화천기계  ,3,1,3,3,3,1,3,3,1,1,1,1,3,1,3,5,3,5,5,3
화천기공  ,3,1,3,3,3,1,3,3,1,1,1,3,5,1,5,6,3,1,3,5
환인제약  ,5,3,3,6,5,3,3,6,5,1,6,6,5,1,5,6,5,1,6,6
황금에스티  ,3,1,1,5,3,1,1,5,3,1,1,5,3,1,3,5,1,1,3,3
효성  ,7,7,8,6,7,7,8,6,6,7,8,5,7,7,8,6,6,7,8,5
효성 ITX  ,6,6,8,5,6,6,8,5,6,5,7,6,6,3,6,6,6,3,6,6
효성중공업  ,7,7,8,6,7,7,8,6,7,7,8,6,7,7,8,7,7,7,8,7
효성첨단소재  ,7,7,8,7,7,7,8,7,7,6,8,7,7,7,8,7,8,8,8,7
효성티앤씨  ,7,8,8,6,7,8,8,6,7,7,8,6,7,7,8,7,8,8,8,7
효성화학  ,7,7,8,6,7,7,8,6,7,7,8,6,7,7,8,7,8,8,8,7
후성  ,6,7,7,5,6,7,7,5,5,5,6,5,6,7,5,5,3,5,3,3
휠라홀딩스  ,7,7,7,6,7,7,7,6,6,5,7,6,7,6,8,7,6,5,6,6
휴니드테크놀러지스  ,1,3,1,1,1,3,1,1,1,1,3,3,5,3,6,6,3,3,5,5
휴비스  ,7,6,8,6,7,6,8,6,6,6,7,6,7,6,8,7,6,6,6,6
휴스틸  ,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3,5,3,5,5,3
흥국화재  ,6,5,6,6,6,5,6,6,6,3,6,6,6,5,7,5,5,1,7,5
흥아해운  ,5,5,6,5,5,5,6,5,3,3,5,3,1,1,3,1,1,1,3,1
