종목명,2020 Market Cap,2021 Market Cap,2022 Market Cap,2023 Market Cap,총부채_2020,총부채_2021,총부채_2022,총부채_2023,총자산_2020,총자산_2021,총자산_2022,총자산_2023,2020 tobinQ,2021 tobinQ,2022 tobinQ,2023 tobinQ,2020대비 2021 tobinQ증가율,2020대비 2022 tobinQ증가율,2020대비 2023 tobinQ증가율,2021대비 2022 tobinQ증가율,2021대비 2023 tobinQ증가율,2022대비 2023 tobinQ증가율
TBH글로벌,36499433250,47032126845,34205183160,36979140087,61332793,62327748,52145159,47020622,139428591,117022490,112327632,110046703,0.701665459,0.934520149,0.768736424,0.76331012,33.18599882,9.558823899,8.785477573,-17.73998403,-18.3206354,-0.705873154
티에이치엔,46170000000,78660000000,62910000000,62910000000,212845605,252248094,279919564,284771236,279629756,339937206,371353958,402977300,0.926280553,0.973438883,0.923188124,0.862781194,5.091149722,-0.333854407,-6.855305214,-5.162189341,-11.36770791,-6.543295888
파미셀,1.04E+12,7.82E+11,6.78E+11,3.64E+11,12639165,30461553,32982274,12121807,69744383,94332951,109647189,92518753,15.05396019,8.617620295,6.486023768,4.068632518,-42.75512764,-56.91483379,-72.97300865,-24.73532661,-52.78705282,-37.27077384
팜스코,1.77E+11,2.25E+11,1.43E+11,1.19E+11,682191883,793651852,945322533,878222194,989343685,1107610571,1223174230,1119229512,0.868846586,0.919812323,0.88994806,0.891316913,5.865907475,2.42867664,2.586224984,-3.246777851,-3.097959078,0.15381273
팬오션,2.68E+12,2.89E+12,3.06E+12,2.00E+12,1852675000,2891942000,3056338000,3140595000,4659327000,6488779000,7548942000,7853946000,0.9735773,0.891379102,0.810632536,0.654093496,-8.442904083,-16.7367053,-32.81545322,-9.058611063,-26.62005484,-19.31072747
퍼스텍,1.03E+11,1.35E+11,1.58E+11,1.58E+11,135938847,142208454,154647755,202739372,180652738,185612511,211309948,265075748,1.321822462,1.49117348,1.47787531,1.361891364,12.81193371,11.80588561,3.031337613,-0.891792266,-8.669823998,-7.848019765
퍼시스,3.41E+11,4.12E+11,3.50E+11,3.51E+11,38017302,77976680,71851941,67011502,498942807,575484571,544804538,597603860,0.759590672,0.850894541,0.773583756,0.699060916,12.02014094,1.842187512,-7.968733391,-9.085824513,-17.84400034,-9.633454606
페이퍼코리아,87324806525,65644755195,52085656950,1.61E+11,480849369,451786536,440215220,196513777,508899951,497167643,501830145,491668368,1.116475202,1.04075818,0.981010969,0.726210593,-6.781791653,-12.13320568,-34.9550629,-5.740738984,-30.2229272,-25.97324438
평화산업,65059176915,94980908070,64510154325,72855297693,177600642,194125632,195168304,209045458,203154750,220115438,236600606,252411569,1.194458013,1.313431455,1.097539278,1.116829775,9.960454162,-8.114034425,-6.499034471,-16.43726258,-14.96855279,1.757613302
평화홀딩스,51627894980,65229578360,54845497500,47167127850,403126368,417006666,435879831,432409688,522333834,518123304,558370415,560931482,0.870619963,0.930736449,0.878852667,0.854965056,6.905020509,0.945614047,-1.798133206,-5.574486991,-8.141014962,-2.718045038
POSCO홀딩스,2.37E+13,2.39E+13,2.34E+13,4.22E+13,31412381141,36666670760,40149380046,41281496792,79086973226,91471614112,98406780635,1.01E+11,0.697045024,0.662494823,0.645618926,0.827428766,-4.956667093,-7.377729688,18.70521096,-2.547325015,24.89588415,28.1605499
포스코스틸리온,1.04E+11,3.30E+11,1.93E+11,3.40E+11,258126928,264010907,211361071,192037002,485428807,586432923,554542143,552186389,0.746817912,1.012922167,0.729540714,0.962785416,35.63174512,-2.313441803,28.91836153,-27.97662663,-4.949714085,31.97144408
포스코인터내셔널,1.80E+12,2.77E+12,2.79E+12,1.10E+13,5167165003,7258594219,8118209853,9992986028,8328038736,10770734147,12516336931,16617748008,0.836004157,0.931075271,0.871380334,1.261939104,11.37208632,4.231579055,50.94890297,-6.411397598,35.53566962,44.82070054
풀무원,6.31E+11,6.59E+11,4.27E+11,4.00E+11,1180634649,1379581563,1502570985,1650244942,1693573176,1969372521,2049217755,2156789583,1.069649469,1.035388958,0.941589043,0.950546571,-3.202966209,-11.97218621,-11.13475975,-9.059389175,-8.194252685,0.951320298
풍산,7.83E+11,8.73E+11,9.43E+11,1.10E+12,1105623742,1462625455,1553056946,1694674159,2552025017,3148260459,3395297192,3660628679,0.740158396,0.741864114,0.735156248,0.763044931,0.230453119,-0.675821169,3.092113244,-0.904190552,2.855080503,3.793572177
풍산홀딩스,2.23E+11,2.95E+11,2.95E+11,3.69E+11,247429909,155681920,178221822,170346888,975300450,1051956004,1142781392,1194251205,0.482653227,0.428033034,0.413737768,0.451992751,-11.31665335,-14.27846228,-6.352485268,-3.339757734,5.597632779,9.246190889
KH필룩스,3.69E+11,3.58E+11,1.14E+11,1.13E+11,113136206,112111273,766469146,572780044,383138673,539371447,1246019564,1035818461,1.257673109,0.870756648,0.706282767,0.662201988,-30.7644696,-43.84210313,-47.34705042,-18.88861608,-23.95096957,-6.241236738
하나금융지주,1.04E+13,1.26E+13,1.24E+13,1.27E+13,4.29E+11,4.67E+11,5.31E+11,5.52E+11,4.61E+11,5.02E+11,5.69E+11,5.92E+11,0.953917479,0.954475017,0.955706706,0.953552133,0.058447255,0.18756624,-0.038299474,0.129043563,-0.096690216,-0.22544286
BNK금융지주,1.85E+12,2.74E+12,2.12E+12,2.30E+12,1.05E+11,1.18E+11,1.26E+11,1.35E+11,1.14E+11,1.28E+11,1.37E+11,1.46E+11,0.931894759,0.941653168,0.936673994,0.942556865,1.047157871,0.512851353,1.144131982,-0.528769467,0.095969163,0.628059617
DGB금융지주,1.15E+12,1.59E+12,1.18E+12,1.44E+12,74214723872,79578661104,83576192403,87076229658,79983329301,85905990882,89983920400,93359783776,0.942236645,0.944814794,0.941929647,0.948077171,0.273620127,-0.032581827,0.619857604,-0.30536641,0.345292687,0.652652077
KC코트렐,1.40E+11,1.09E+11,32032829920,80834527410,269571482,335125785,266719037,372977143,281917549,385076960,323473721,414426220,1.454224767,1.15228339,0.923573841,1.095036097,-20.76304733,-36.49029628,-24.69966667,-19.84837683,-4.968160947,18.56508364
KTcs,94547275000,1.10E+11,93266725000,1.54E+11,215174666,234171975,224569291,234849615,384918649,416750372,416146080,434900095,0.804642596,0.826665069,0.763760687,0.893344516,2.736926058,-5.080753758,11.02376641,-7.609415734,8.066077768,16.96654873
금호타이어,1.09E+12,1.32E+12,7.99E+11,1.55E+12,2678607274,3060638117,3450429792,3431924259,3846201934,4342205986,4694985403,4830981257,0.979118449,1.009834202,0.905011076,1.030899106,3.137082402,-7.568785307,5.288497685,-10.3802313,2.085976482,13.9101093
대성산업,1.41E+11,2.06E+11,1.74E+11,1.62E+11,615662692,1206363221,1197506141,1119752089,1101676164,1727522535,1824588315,1733306522,0.686951136,0.817724338,0.751765826,0.739450912,19.03675463,9.435123775,7.642432469,-8.066106042,-9.572104179,-1.638131566
대성에너지,1.47E+11,2.52E+11,2.51E+11,2.23E+11,387705959,425136421,520696425,483594707,702116962,742479535,834489958,803198158,0.760957202,0.911488316,0.925171618,0.88010001,19.78181077,21.57998055,15.65696568,1.501204372,-3.443632275,-4.871702437
도화엔지니어링,2.75E+11,2.58E+11,2.77E+11,2.67E+11,194845013,233288041,255273457,330735949,451680724,500216803,522590276,605100050,1.039811947,0.982066252,1.018224949,0.988490993,-5.553474827,-2.07604829,-4.935599608,3.681899922,0.654206407,-2.920175573
한화엔진,2.77E+11,3.90E+11,5.31E+11,7.00E+11,529172497,586523408,734604467,912709874,723300346,795624726,956230295,1136858165,1.114237677,1.226933221,1.323384621,1.41893327,10.11413876,18.77040683,27.34565526,7.861177653,15.64877744,7.220021098
락앤락,5.38E+11,5.98E+11,3.15E+11,2.69E+11,117856758,135773113,106428103,100343055,783185018,829724565,703428058,601807794,0.837458254,0.884339387,0.598760738,0.613817333,5.598026193,-28.50261673,-26.70472472,-32.2928791,-30.59029802,2.51462631
롯데하이마트,7.35E+11,5.94E+11,2.89E+11,2.42E+11,1423236080,1116187301,1168922512,1120890822,3349190376,2943544893,2464219074,2370680946,0.644518775,0.58090546,0.591715456,0.574984932,-9.869893259,-8.192673654,-10.78849001,1.860887185,-1.019189685,-2.82746101
무학,2.05E+11,2.38E+11,1.41E+11,1.53E+11,74005602,148103725,125178899,99689197,598757759,646644150,605739795,639327517,0.465356144,0.597049745,0.438846682,0.394866778,28.29952988,-5.696596636,-15.14740196,-26.49746772,-33.8636719,-10.02170122
벽산,1.72E+11,2.68E+11,1.38E+11,1.80E+11,172690898,215128919,299532317,289171147,464447680,505440465,601820034,620426944,0.74159892,0.956672353,0.727831066,0.756158564,29.00131418,-1.856509453,1.963277357,-23.92054983,-20.95950495,3.892042956
삼부토건,6.30E+11,3.20E+11,2.45E+11,4.70E+11,300131648,312924661,307702230,411614797,458484439,519063459,498726794,513742450,2.028626424,1.219008293,1.108457048,1.715666667,-39.90967098,-45.35923248,-15.42717541,-9.068949334,40.74282163,54.77971562
삼성생명,1.58E+13,1.28E+13,1.42E+13,1.38E+13,2.93E+11,3.02E+11,2.55E+11,2.70E+11,3.37E+11,3.41E+11,2.96E+11,3.15E+11,0.917431493,0.921478222,0.90763383,0.903014413,0.441093415,-1.067944862,-1.571461195,-1.502411241,-2.003716349,-0.508951655
삼양사,6.40E+11,6.62E+11,4.09E+11,4.70E+11,1223495037,1376110131,1418659358,1492906504,2576477891,2802047156,2949649128,3205001055,0.723240841,0.727276173,0.61945007,0.612344105,0.557951271,-14.3507896,-15.33330661,-14.82601891,-15.80308437,-1.147140765
삼원강재,1.05E+11,1.27E+11,1.07E+11,1.23E+11,45217837,51952908,62909269,61223759,257974236,270679644,293690103,303735701,0.583848369,0.659646604,0.577851508,0.60520959,12.98252063,-1.027126433,3.658693187,-12.39983582,-8.252451255,4.734448391
세아특수강,1.01E+11,1.35E+11,1.47E+11,1.19E+11,237585636,310772329,340157548,356275865,552376575,651146310,690192115,693805241,0.613189718,0.684562474,0.705794137,0.684588177,11.63958797,15.10208286,11.64377961,3.101493789,0.003754613,-3.004553146
신세계인터내셔날,1.15E+12,1.04E+12,8.84E+11,6.53E+11,506237600,439493174,445005787,472354836,1147454446,1159127578,1278681815,1324069585,1.446111962,1.275410233,1.03902376,0.850155346,-11.80418485,-28.15053141,-41.21095957,-18.53415214,-33.34259644,-18.17748749
신세계푸드,2.53E+11,3.17E+11,1.86E+11,1.53E+11,603924637,594650867,611858316,585580594,887204824,879467974,903927240,875471407,0.965726982,1.036770973,0.882738434,0.843373739,7.356529568,-8.593375743,-12.66954792,-14.85694943,-18.65380482,-4.459383785
아이마켓코리아,3.09E+11,3.58E+11,3.38E+11,2.87E+11,693884810,703385717,814780663,973345149,1110821080,1120159809,1224954676,1373717053,0.903136273,0.94725298,0.940779023,0.917582807,4.884833921,4.168003326,1.59959623,-0.683445421,-3.132233297,-2.465639174
인바이오젠,2.59E+11,1.90E+11,52414564400,93812977440,18974863,96452041,37399819,2620540,96881140,274474964,141814848,151305409,2.86813164,1.043975147,0.633321438,0.63734349,-63.60086362,-77.9186761,-77.7784436,-39.33558293,-38.95031968,0.635072856
SJM,51418138910,76464000200,65540571600,56723804230,51271896,55541851,56088467,52699057,224918995,241265788,243275368,251634549,0.456564529,0.547138707,0.499964462,0.434848321,19.83819864,9.505761234,-4.756437658,-8.62198992,-20.5232026,-13.02415392
에이블씨엔씨,2.00E+11,1.76E+11,1.42E+11,1.76E+11,97975944,79159923,79356397,86155959,254779587,193817470,195431757,173841490,1.169732424,1.317827144,1.130887837,1.508684486,12.6605638,-3.320809648,28.97688861,-14.18541937,14.48272959,33.40708392
영흥,1.06E+11,1.07E+11,71829053748,57037739436,191137321,321035330,337528199,314231666,337720311,518961056,535684495,544102827,0.879924338,0.824565399,0.764176034,0.682351546,-6.291329466,-13.15434737,-22.45338409,-7.3237811,-17.24712829,-10.7075443
우진,88788818430,1.67E+11,1.70E+11,1.89E+11,73838366,70225426,50483945,43017758,240174509,229794619,227053376,240301076,0.67712092,1.034368981,0.972440705,0.965571032,52.75986184,43.61403946,42.59949798,-5.987058555,-6.651199955,-0.706436146
유니켐,97225135345,93768115980,88599477915,2.04E+11,182219406,207896481,295710102,73960755,285803950,335857581,434878231,219549496,0.977749053,0.898192014,0.883717677,1.266433128,-8.136754389,-9.617127803,29.52537512,-1.611496964,40.99803927,43.30743422
이마트,4.22E+12,4.21E+12,2.73E+12,2.14E+12,11843844820,18841829087,19718359591,19609634816,22340423719,31242082401,33201721509,33443865586,0.719191141,0.737821468,0.676175468,0.65019173,2.590455545,-5.981118232,-9.59402961,-8.35513765,-11.87682138,-3.84275085
이연제약,3.88E+11,6.40E+11,3.90E+11,3.07E+11,87520569,232741036,236926486,251150969,317609837,477978172,484691742,499775514,1.497590797,1.825585533,1.29277112,1.117655734,21.90149249,-13.67661166,-25.36975146,-29.18594631,-38.77823231,-13.54573775
롯데에너지머티리얼즈,2.35E+12,6.22E+12,2.39E+12,1.94E+12,227381589,404284925,440193361,426413928,1081009989,1753565091,2430279802,2392246608,2.381496577,3.780438467,1.165850681,0.98876676,58.74213312,-51.04546059,-58.4812857,-69.16096663,-73.84518307,-15.18924536
조선선재,1.35E+11,1.38E+11,1.25E+11,1.24E+11,9019080,13139110,9248179,9294844,125961386,139548941,145133297,155538184,1.139937282,1.080997884,0.927672573,0.855403095,-5.170407049,-18.62073579,-24.96051243,-14.18368288,-20.86912404,-7.790407914
지역난방공사,4.67E+11,4.49E+11,3.30E+11,2.83E+11,4269404295,4694183621,5811126778,5875165562,6073139097,6517362464,7478129880,7968409129,0.779927187,0.789101366,0.821210767,0.772835012,1.176286501,5.29326079,-0.909338196,4.069109899,-2.061376998,-5.890784405
KTis,89615150000,88397080000,84046830000,1.05E+11,126893638,177618512,199203706,243518966,294288885,369360806,396208069,447609122,0.735701547,0.720205251,0.714903502,0.778462611,-2.106329147,-2.826967721,5.81228413,-0.736144194,8.088994118,8.890585843
스카이라이프,4.21E+11,4.37E+11,3.89E+11,2.81E+11,175038682,469693813,503764190,478564858,919475828,1275644844,1361298311,1215697591,0.648576791,0.710845826,0.656017261,0.625073919,9.600873161,1.147199603,-3.623760827,-7.713144352,-12.06617576,-4.71684876
코오롱인더,1.17E+12,2.05E+12,1.20E+12,1.29E+12,2751644078,3050719238,3270361413,3073061698,5043688226,5601285266,6003463016,6002718765,0.777487406,0.909951734,0.744345622,0.726834268,17.03748845,-4.262677978,-6.514978678,-18.19943909,-20.12386581,-2.35258377
코오롱플라스틱,1.71E+11,4.94E+11,3.32E+11,2.98E+11,119662333,148544686,131310108,81227507,317913470,369094511,387043504,362980211,0.913085982,1.740867628,1.19735922,1.043493545,90.65757906,31.13323863,14.28206817,-31.22054771,-40.05899543,-12.85041888
티웨이홀딩스,78981281680,76000195827,57472887675,52234272324,628399403,716048793,45987386,48804665,766137055,805278646,210718177,215388360,0.923308278,0.98357133,0.490988842,0.469101196,6.526861481,-46.82287014,-49.1934376,-50.08101326,-52.30633693,-4.457870271
하나투어,7.81E+11,1.04E+12,9.70E+11,8.36E+11,577946924,372839457,355727793,485292298,703260915,430595585,455429440,644596378,1.931773677,3.280803395,2.911754657,2.049242508,69.83373533,50.72959588,6.080879526,-11.24873066,-37.53839347,-29.62173161
한국항공우주,2.51E+12,3.16E+12,4.96E+12,4.87E+12,3924790738,4557779985,6319189868,5519636411,5159070657,5855223993,7772406693,7139576929,1.24821914,1.318625896,1.451374113,1.455744019,5.640576566,16.27558546,16.62567672,10.06716287,10.39856134,0.3010875
한국화장품,2.05E+11,1.40E+11,1.31E+11,1.02E+11,45859375,26536427,21500164,23252166,75378062,48508446,43913330,48624289,3.326251277,3.432153382,3.468062295,2.576575793,3.183827561,4.263388587,-22.53814945,1.046250223,-24.92830284,-25.70560808
HL홀딩스,3.92E+11,4.80E+11,3.22E+11,3.39E+11,1074612374,1280483945,1274667759,1287916030,1961514203,2294958467,2279864890,2298229319,0.747518102,0.76717203,0.700341396,0.707743573,2.629224309,-6.311112222,-5.320878354,-8.711296992,-7.7464316,1.056938439
한미약품,4.34E+12,3.33E+12,3.67E+12,4.43E+12,1050137119,1008469279,915359049,798457732,1882026593,1936728687,1924585731,1898668376,2.864256615,2.241965696,2.38291232,2.752780737,-21.72608822,-16.80520847,-3.891965451,6.2867431,22.78424875,15.52169647
한세엠케이,44795347340,51960021050,89265778430,64728979300,71842627,82126554,186180877,180692521,149681758,129057654,224809704,268472037,0.779239741,1.038966469,1.22524362,0.91414176,33.33078565,57.23577161,17.31200444,17.92908205,-12.01431547,-25.39102061
한전산업,1.55E+11,3.98E+11,2.77E+11,2.39E+11,80406634,78116902,61835339,100167696,163588747,163320480,157781436,203640941,1.441087106,2.913516431,2.150198069,1.665311967,102.1749011,49.20666904,15.55942454,-26.19921254,-42.84185429,-22.55076446
한화생명,2.12E+12,2.55E+12,2.41E+12,2.46E+12,1.36E+11,1.50E+11,1.27E+11,1.32E+11,1.49E+11,1.64E+11,1.46E+11,1.48E+11,0.925822282,0.933554658,0.881838767,0.911988614,0.835190061,-4.750751394,-1.494203386,-5.539674643,-2.310099724,3.418975011
현대위아,1.45E+12,2.17E+12,1.34E+12,1.77E+12,4194046000,4054243000,3812800000,3059151000,7719906000,7749507000,7546451000,6825905000,0.731742848,0.803552149,0.683447093,0.707532701,9.813461263,-6.600099282,-3.308559412,-14.9467655,-11.94937353,3.52413637
현대홈쇼핑,9.78E+11,7.61E+11,6.47E+11,5.17E+11,898307833,717965792,823288672,850516397,2693110904,2600338276,2782027992,3432527149,0.696706486,0.568682085,0.528423393,0.398282763,-18.37565795,-24.15408721,-42.83349283,-7.079296589,-29.96389835,-24.62809785
휠라홀딩스,2.65E+12,2.18E+12,2.02E+12,2.35E+12,1901113442,1982367579,2247238043,2426230646,3758441249,4288856815,4821801378,4980149551,1.212200255,0.970034151,0.884990423,0.959276543,-19.97740088,-26.99305091,-20.86484564,-8.767085928,-1.108992678,8.394002677
GS리테일,2.65E+12,3.18E+12,2.95E+12,2.41E+12,4510588585,5041586938,5412417745,5608276835,7177767176,9455972982,9832423125,10042015943,0.99797589,0.869821324,0.850271356,0.798846256,-12.84144911,-14.80041103,-19.95335121,-2.247584324,-8.159729628,-6.048081025
메리츠금융지주,1.31E+12,5.90E+12,5.45E+12,1.20E+13,62687116178,75147647741,80435428575,92138657614,69564425579,82030936760,88977399370,1.02E+11,0.920035861,0.987970526,0.965219811,1.018799225,7.383914907,4.911107454,10.73472989,-2.302772678,3.120406796,5.551006536
미원화학,1.36E+11,1.79E+11,1.51E+11,1.57E+11,12430856,13888348,15155439,20282131,125335557,133843310,147864036,164770958,1.185344842,1.438019935,1.124312872,1.073430252,21.31658945,-5.148878844,-9.441521638,-21.81520962,-25.35359032,-4.525663736
선진,2.69E+11,2.73E+11,2.21E+11,1.57E+11,735683840,834028357,892994227,815022297,1119723429,1248892387,1333616177,1258124553,0.897001718,0.886780453,0.835430948,0.772930863,-1.139492265,-6.864063825,-13.83172992,-5.79055448,-12.83853173,-7.481178995
인터지스,98167984200,1.04E+11,83294047200,70502461380,196810354,181665920,178721965,164660989,385984504,388581566,433167238,428501449,0.764223266,0.734303799,0.604884186,0.548804329,-3.915016527,-20.84980749,-28.18795842,-17.62480499,-25.26195146,-9.271172556
제주은행,1.06E+11,1.97E+11,3.42E+11,2.61E+11,6022397000,6428269000,6798450000,6626863000,6531838000,6944214000,7320304000,7162714000,0.938287661,0.954063052,0.975454161,0.961566663,1.681295741,3.961098697,2.481009072,2.242106515,0.786490107,-1.423695636
시디즈,1.11E+11,1.23E+11,78500000000,57800000000,46987721,23355362,21635673,30293307,95773293,84805501,85063020,95079295,1.649601011,1.721060076,1.177193956,0.926524613,4.331899904,-28.63765556,-43.83341144,-31.60064706,-46.16546942,-21.29380138
한국종합기술,53874000000,78292500000,73474500000,63619500000,194606582,197119260,183900048,224519456,332119487,339419339,332695360,381181316,0.748166222,0.811420353,0.773604261,0.755910492,8.454555821,3.400051676,1.035100086,-4.660481164,-6.841073369,-2.287186082
LG헬로비전,3.00E+11,4.31E+11,3.41E+11,2.65E+11,841615540,835732530,802491626,754107898,1472721456,1488116032,1428013437,1319446206,0.775509541,0.850966929,0.800593045,0.772275439,9.730039987,3.234454645,-0.417029265,-5.919605372,-9.247302974,-3.537078704
대한해운,7.43E+11,8.43E+11,6.94E+11,6.88E+11,2492265618,2341620169,2706138105,2880989160,3345588771,3859734559,4490260112,4727803814,0.966899951,0.824991491,0.757272189,0.754857075,-14.6766436,-21.68039841,-21.93017749,-8.208484891,-8.501228977,-0.318922817
동일고무벨트,1.35E+11,1.05E+11,86180000000,86180000000,75880980,104787335,163224625,150343280,275779246,313829242,381228402,374040833,0.76318281,0.667414973,0.654213127,0.632346148,-12.54847938,-14.27831993,-17.14355465,-1.978056566,-5.254425812,-3.342485501
사조씨푸드,1.04E+11,95562913650,77913907075,63794701815,100810804,106936375,111544269,102175106,311639371,336930665,350700455,320138050,0.656100682,0.60101175,0.540227916,0.518431995,-8.396414423,-17.66082085,-20.98286003,-10.11358493,-13.7401233,-4.034578942
애경케미칼,2.86E+11,5.28E+11,4.32E+11,7.47E+11,140944041,555841020,505938346,572037722,532149672,1244966460,1234083723,1308360653,0.803123752,0.870448365,0.759634317,1.007975682,8.38284431,-5.4150353,25.50689484,-12.73068602,15.79959507,32.6922257
지엠비코리아,1.52E+11,1.13E+11,84871646000,90784052800,260401844,273762237,282988579,309489580,488507776,522463825,550819603,579056069,0.843439684,0.740455546,0.667841564,0.691251943,-12.210018,-20.81928598,-18.0437017,-9.806663344,-6.64504488,3.505379201
한국콜마,1.16E+12,9.21E+11,9.75E+11,1.23E+12,1490357400,1246477583,1463836380,1590839241,2489599417,2606037352,2933309479,3009429378,1.066439597,0.831701273,0.831338936,0.936147318,-22.01140365,-22.04538001,-12.21750202,-0.043565806,12.55812014,12.60717837
한국타이어앤테크놀로지,4.88E+12,4.92E+12,3.86E+12,5.62E+12,3246400366,3498782298,3705654911,3133752512,10658547889,11694296588,12581364159,12763305688,0.762494146,0.71972027,0.60123567,0.686160994,-5.609731672,-21.1488149,-10.01098205,-16.46259038,-4.66282219,14.12513057
휴비스,2.84E+11,2.96E+11,1.69E+11,1.42E+11,397071856,375572103,412487680,511335644,872859156,843415197,793759628,782722787,0.780597707,0.796674171,0.731985679,0.834874945,2.059506921,-6.227539258,6.953292007,-8.119817966,4.795031088,14.05618575
DSR,1.00E+11,91680000000,88480000000,69120000000,89984973,124579418,162383840,125278828,252937447,302598631,364710387,343481015,0.751114456,0.714674145,0.687843969,0.565966733,-4.851499088,-8.423548128,-24.64973501,-3.754183203,-20.80772238,-17.71873287
JB금융지주,1.11E+12,1.64E+12,1.55E+12,2.24E+12,49346603000,52068950000,55065152000,58288020000,53375463000,56395637000,59828165000,63403970000,0.945332933,0.952445311,0.946366181,0.954698263,0.752367462,0.109299833,0.990691113,-0.638265526,0.236543972,0.880428973
NHN,1.46E+12,8.80E+11,8.97E+11,8.16E+11,706765823,928563862,1032762862,1459885157,2550930609,3027171507,3025182021,3449677276,0.849225696,0.5975842,0.637842896,0.659672478,-29.631875,-24.89123929,-22.32071159,6.736907822,10.38987953,3.422407285
동아에스티,7.48E+11,6.05E+11,5.14E+11,5.95E+11,338570602,459606409,467613931,581112696,980667424,1115985527,1157724934,1264420588,1.108120424,0.953725101,0.847493133,0.930391918,-13.93308167,-23.51976247,-16.03873572,-11.13863606,-2.446531249,9.781646859
한진칼,4.21E+12,4.12E+12,2.52E+12,4.88E+12,1824304096,1930524164,1339020434,931046374,3488569253,3754742183,3915077621,3784921894,1.728609541,1.610447234,0.98481328,1.534207716,-6.835685223,-43.02858704,-11.24613863,-38.84846028,-4.734058758,55.78665995
현대로템,1.88E+12,2.27E+12,3.10E+12,2.90E+12,2851222410,2838937571,3332399192,3594508619,4197373871,4107182672,4823869784,5241484775,1.126531149,1.243942132,1.33337745,1.239665648,10.42234681,18.36134768,10.04273151,7.189668665,-0.343784848,-7.028152626
신송홀딩스,48320884930,61391773020,70854859420,71682879480,77261904,152906425,146219644,139384802,167829010,248190231,242350721,242937273,0.748278197,0.863443324,0.895703972,0.868815554,15.39068329,19.70200069,16.10862888,3.736278595,0.622186788,-3.00193129
아세아시멘트,2.82E+11,4.75E+11,3.61E+11,4.09E+11,1077786377,1117733668,1061327446,1071264422,1901368870,2037322290,2040009732,2120387916,0.715396364,0.781919815,0.697094442,0.697954563,9.29882424,-2.558291211,-2.438061185,-10.84834675,-10.73834555,0.123386615
종근당,2.47E+12,1.27E+12,9.84E+11,1.65E+12,394740342,480890429,503593996,586793267,946333120,1046700072,1124882798,1402428436,3.022561804,1.671147711,1.322637344,1.591527389,-44.71088371,-56.24118117,-47.34508366,-20.85455191,-4.764409579,20.3298392
AJ네트웍스,2.16E+11,2.53E+11,2.68E+11,2.25E+11,1300162540,992534362,1119677499,1202505532,1588170350,1355044450,1483368740,1622157342,0.954713416,0.919411435,0.935371942,0.880225669,-3.697652152,-2.025893182,-7.802105373,1.7359483,-4.262048966,-5.895651799
BGF,4.69E+11,5.06E+11,4.12E+11,3.65E+11,121105273,248858644,201490552,270623117,1658204362,1981622039,1938013971,2171266453,0.355589025,0.381102263,0.316587786,0.29259611,7.174922746,-10.96806616,-17.71508998,-16.92839,-23.22372818,-7.578206531
디와이파워,1.31E+11,1.43E+11,1.35E+11,1.36E+11,98753239,116073402,87153369,72837531,287809531,342046278,327522399,336728434,0.799658157,0.75739284,0.679081399,0.620623357,-5.28542302,-15.07853779,-22.38891687,-10.33960672,-18.05793194,-8.608399911
HL만도,2.76E+12,2.98E+12,1.89E+12,1.85E+12,3228765246,3660109900,3572095295,3930545236,4938346285,5704365860,5845841407,6286700392,1.21292532,1.163528088,0.934761126,0.919131639,-4.072569944,-22.93333227,-24.2219101,-19.66149027,-21.00477428,-1.672030026
미래에셋생명,6.82E+11,7.09E+11,5.12E+11,8.43E+11,38343942579,40095124685,30954564228,30181275853,40629025209,41997269887,35041511156,33092023489,0.960531403,0.971588744,0.897967587,0.937529791,1.15116911,-6.513458627,-2.39467571,-7.57739906,-3.505490694,4.405749594
코스맥스,1.00E+12,9.92E+11,8.41E+11,1.43E+12,917142783,946544204,952203952,1198515836,1189042898,1411928776,1396450505,1557077275,1.612278906,1.372938378,1.284114937,1.691050199,-14.84485885,-20.35404471,4.885711316,-6.469586901,23.17014557,31.68994073
쿠쿠홀딩스,7.11E+11,6.81E+11,5.85E+11,5.83E+11,164151832,184150127,181757778,170371737,925062698,1051892517,1149528708,1248108718,0.945540052,0.822485295,0.667017511,0.603217273,-13.01423005,-29.45645088,-36.20394279,-18.90219613,-26.65920272,-9.565002037
화인베스틸,81410250000,89979750000,62244256690,37786583034,101455440,103741069,101359925,125305301,177774671,183238936,179622910,190295962,1.028637482,1.057203361,0.910820238,0.857043325,2.777059861,-11.45371874,-16.681694,-13.84625968,-18.93297385,-5.904229056
삼성에스디에스,1.38E+13,1.21E+13,9.52E+12,1.32E+13,2295810891,3073731543,3485454955,3345453419,9154919056,10517432175,11952424889,12321024561,1.759459673,1.443634843,1.087890121,1.339146216,-17.9501034,-38.169079,-23.88878038,-24.6422926,-7.237884781,23.0957236
서연이화,1.98E+11,1.91E+11,2.12E+11,5.18E+11,1171771809,1092786811,1173445902,1432265937,1803837513,1790525413,1930332276,2357850901,0.759281143,0.716737557,0.717954064,0.827308858,-5.603140044,-5.442921872,8.95948961,0.169728285,15.42702761,15.23144726
씨에스윈드,3.06E+12,2.77E+12,2.90E+12,2.96E+12,437128952,827324537,856500062,1888228796,880657689,1771100879,1784106978,2832647675,3.970554048,2.031496105,2.106314312,1.711705567,-48.83595387,-46.95162724,-56.89000712,3.682911674,-15.7416269,-18.73456123
