종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조
이스타코  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이아이디  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이엔플러스  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,-2.0,-4.0,2.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0
이연제약  ,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,6.0,5.0,1.0,5.0,6.0,3.0,1.0,5.0,5.0,2.0,0.0,0.0,1.0,-2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
이월드  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
이화산업  ,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,-2.0,0.0,2.0,-2.0,0.0,-2.0,-4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
인디에프  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
인바이오젠  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
인스코비  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,-4.0,0.0,2.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
인지컨트롤스  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,-2.0,-2.0,2.0,-2.0,0.0,0.0,-4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
인천도시가스  ,5.0,1.0,5.0,6.0,5.0,1.0,5.0,6.0,3.0,1.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,5.0,6.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
인터지스  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,6.0,-1.0,0.0,-2.0,0.0,-2.0,-2.0,2.0,-3.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
인팩  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,6.0,3.0,3.0,3.0,5.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
일동제약  ,6.0,6.0,8.0,5.0,6.0,6.0,8.0,5.0,5.0,3.0,8.0,5.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,6.0,0.0,0.0,-1.0,1.0,-2.0,-3.0,1.0,-2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
일동홀딩스  ,7.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,6.0,3.0,8.0,6.0,7.0,6.0,7.0,7.0,6.0,5.0,7.0,6.0,1.0,1.0,0.0,1.0,-1.0,-3.0,1.0,-1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
일성건설  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,1.0,-4.0,-4.0,-2.0,-3.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0
일성아이에스  ,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,1.0,-2.0,0.0,-2.0,-5.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0
일신방직  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,6.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,1.0,0.0,0.0,2.0,-5.0,-2.0,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
일신석재  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
일양약품  ,3.0,1.0,3.0,6.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,6.0,5.0,1.0,5.0,6.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
일정실업  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
일진다이아  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,3.0,5.0,5.0,0.0,-2.0,-2.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
일진디스플  ,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-4.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
일진전기  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,0.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
일진하이솔루스  ,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
일진홀딩스  ,5.0,1.0,3.0,6.0,5.0,1.0,3.0,6.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,-2.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
잇츠한불  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,5.0,5.0,1.0,3.0,0.0,1.0,-3.0,-5.0,-2.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
자이에스앤디  ,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,3.0,5.0,6.0,,,,,-,-,-,-,0.0,0.0,1.0,0.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
자화전자  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,5.0,6.0,5.0,-2.0,-2.0,-3.0,1.0,-2.0,-2.0,0.0,-3.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0
전방  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,3.0,6.0,3.0,0.0,0.0,-1.0,2.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
제이에스코퍼레이션  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
제이준코스메틱  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
제일기획  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,3.0,7.0,6.0,6.0,1.0,7.0,6.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
제일약품  ,3.0,3.0,6.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4.0,-4.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
제일연마  ,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,6.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,-2.0,-2.0,0.0,0.0,2.0,0.0,-1.0,0.0,0.0,0.0,0.0
제일파마홀딩스  ,3.0,3.0,6.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,-4.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
제주은행  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,8.0,7.0,6.0,3.0,7.0,7.0,1.0,2.0,1.0,0.0,-1.0,2.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
제주항공  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,5.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,6.0,1.0,2.0,0.0,0.0,-1.0,-2.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
조광페인트  ,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,5.0,3.0,3.0,5.0,5.0,2.0,2.0,1.0,0.0,-2.0,-2.0,-3.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
조광피혁  ,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조비  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조선선재  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
조일알미늄  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,-2.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
조흥  ,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,5.0,-2.0,-4.0,0.0,0.0,0.0,2.0,0.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
종근당  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,5.0,3.0,6.0,6.0,2.0,4.0,2.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
종근당바이오  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,7.0,5.0,6.0,6.0,7.0,6.0,3.0,5.0,3.0,3.0,3.0,1.0,4.0,3.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
종근당홀딩스  ,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,6.0,6.0,7.0,6.0,3.0,3.0,6.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
주성코퍼레이션  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,3.0,5.0,1.0,3.0,3.0,1.0,4.0,2.0,0.0,4.0,-4.0,-4.0,-2.0,-2.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0
주연테크  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
지누스  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,3.0,1.0,3.0,6.0,,,,,-,-,-,-,3.0,4.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
지엠비코리아  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
지역난방공사  ,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,6.0,8.0,7.0,7.0,6.0,8.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
진도  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,-4.0,0.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
진양산업  ,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
진양폴리우레탄  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
진양홀딩스  ,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,2.0,-2.0,0.0,-2.0,-4.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
진양화학  ,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,2.0,-2.0,0.0,-2.0,-2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
진에어  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,3.0,7.0,7.0,6.0,3.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,-1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
진원생명과학  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
진흥기업  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,-2.0,1.0,0.0,-2.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
참엔지니어링  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-4.0,0.0,1.0,-2.0,0.0,-2.0,-1.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0
천일고속  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,3.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,-2.0,0.0,-4.0,-2.0,-2.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
청호ICT  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,3.0,-2.0,-4.0,0.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
체시스  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,3.0,0.0,-2.0,0.0,2.0,-2.0,0.0,-4.0,-2.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0
카카오  ,7.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,6.0,3.0,8.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
카카오뱅크  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
카카오페이  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
카프로  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,6.0,-1.0,-1.0,-2.0,0.0,-2.0,-2.0,-2.0,-3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
케이비아이동국실업  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
케이씨  ,3.0,3.0,7.0,1.0,3.0,3.0,7.0,1.0,3.0,1.0,5.0,3.0,5.0,5.0,3.0,6.0,6.0,5.0,5.0,6.0,-1.0,0.0,-2.0,0.0,-2.0,-4.0,2.0,-3.0,0.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0
케이씨씨  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,5.0,5.0,6.0,7.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,-1.0,2.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
케이씨씨글라스  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,,,,,,,,,-,-,-,-,-,-,-,-,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
케이씨텍  ,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
케이씨티시  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,0.0,-4.0,-4.0,0.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
케이카  ,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
케이탑리츠  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
케이티  ,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,8.0,8.0,6.0,8.0,8.0,7.0,7.0,8.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0
케이티스카이라이프  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,5.0,8.0,7.0,7.0,5.0,7.0,7.0,6.0,3.0,6.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
케이티앤지  ,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
코리아써키트  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,6.0,3.0,6.0,3.0,6.0,5.0,3.0,2.0,0.0,-2.0,3.0,-4.0,-3.0,-2.0,-5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
코리안리  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,1.0,5.0,6.0,1.0,4.0,1.0,1.0,0.0,-2.0,0.0,-1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
코스맥스  ,5.0,7.0,7.0,1.0,5.0,7.0,7.0,1.0,5.0,6.0,7.0,3.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,-2.0,-1.0,0.0,-3.0,0.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0
코스맥스비티아이  ,5.0,7.0,7.0,3.0,5.0,7.0,7.0,3.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,1.0,2.0,2.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,-2.0,0.0,0.0,0.0,0.0
코스모신소재  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,5.0,6.0,6.0,5.0,6.0,-1.0,-1.0,-2.0,-1.0,-4.0,-2.0,0.0,-4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
코스모화학  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,5.0,3.0,5.0,3.0,1.0,2.0,0.0,0.0,4.0,-4.0,-2.0,-2.0,-4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
코아스  ,5.0,3.0,3.0,6.0,5.0,3.0,3.0,6.0,3.0,1.0,1.0,6.0,5.0,3.0,3.0,6.0,6.0,5.0,5.0,6.0,-1.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
코오롱  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,3.0,3.0,7.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,6.0,5.0,0.0,2.0,0.0,0.0,-2.0,-2.0,1.0,-2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0
코오롱글로벌  ,3.0,5.0,6.0,3.0,3.0,5.0,6.0,3.0,3.0,1.0,3.0,6.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,0.0,4.0,3.0,-3.0,0.0,0.0,0.0,0.0
코오롱인더  ,6.0,6.0,8.0,5.0,6.0,6.0,8.0,5.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,0.0,0.0
코오롱플라스틱  ,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
