종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조
AJ네트웍스  ,6.0,3.0,7.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,6.0,6.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
AK홀딩스  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,5.0,7.0,5.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
BGF  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,5.0,7.0,7.0,8.0,7.0,6.0,5.0,7.0,6.0,1.0,2.0,1.0,1.0,-1.0,0.0,0.0,-2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BGF리테일  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,6.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNK금융지주  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BYC  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,6.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,-4.0,0.0,-4.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CJ  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,5.0,7.0,7.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
CJ CGV  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,7.0,7.0,7.0,5.0,7.0,7.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
CJ대한통운  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,8.0,7.0,7.0,7.0,5.0,7.0,0.0,0.0,3.0,0.0,-1.0,-1.0,0.0,-2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
CJ씨푸드  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
CJ제일제당  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
CS홀딩스  ,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,6.0,3.0,1.0,3.0,5.0,2.0,0.0,0.0,1.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB  ,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,5.0,1.0,5.0,6.0,5.0,1.0,6.0,6.0,5.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,-2.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0
DB금융투자  ,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,5.0,5.0,1.0,6.0,5.0,5.0,1.0,7.0,5.0,0.0,0.0,-1.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DB손해보험  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DB하이텍  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,6.0,5.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,1.0,1.0,0.0,1.0,-2.0,-2.0,-1.0,-2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
DGB금융지주  ,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DL  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,6.0,1.0,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
DL건설  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DL이앤씨  ,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,,,,,,,,,-,-,-,-,-,-,-,-,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
DN오토모티브  ,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0,3.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0
DRB동일  ,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,3.0,1.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,0.0,1.0,1.0,-3.0,-4.0,0.0,-1.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0
DSR  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,2.0,-4.0,-4.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
DSR제강  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.0,3.0,0.0,-2.0,0.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
E1  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,5.0,3.0,7.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ESR켄달스퀘어리츠  ,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
F&F  ,6.0,6.0,8.0,5.0,6.0,6.0,8.0,5.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
F&F 홀딩스  ,7.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,1.0,1.0,3.0,3.0,5.0,5.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
GKL  ,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,7.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,3.0,7.0,7.0,0.0,3.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
GS  ,5.0,6.0,8.0,3.0,5.0,6.0,8.0,3.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,3.0,7.0,7.0,1.0,4.0,0.0,0.0,0.0,-1.0,1.0,0.0,-2.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0
GS건설  ,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
GS글로벌  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,6.0,7.0,5.0,1.0,6.0,6.0,1.0,4.0,0.0,1.0,0.0,-2.0,0.0,-1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
GS리테일  ,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,5.0,6.0,2.0,4.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
HDC  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,3.0,1.0,5.0,3.0,6.0,5.0,6.0,7.0,6.0,3.0,6.0,6.0,0.0,2.0,0.0,1.0,-3.0,-4.0,-1.0,-4.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0
HDC랩스  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,6.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,1.0,-4.0,-2.0,-4.0,-5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
HDC현대EP  ,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,5.0,3.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,1.0,0.0,0.0,1.0,-3.0,-2.0,-1.0,-3.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
HDC현대산업개발  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,3.0,6.0,3.0,3.0,3.0,6.0,2.0,2.0,0.0,0.0,-2.0,-4.0,0.0,-1.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
HD한국조선해양  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,3.0,7.0,1.0,1.0,3.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
HD현대  ,7.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
HD현대건설기계  ,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
HD현대미포  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
HD현대에너지솔루션  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,,,,,-,-,-,-,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
HD현대인프라코어  ,7.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
HD현대일렉트릭  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
HD현대중공업  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,,,,,,,,,-,-,-,-,-,-,-,-,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
HJ중공업  ,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,6.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,6.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
HL D&I  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
HLB글로벌  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,-2.0,2.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
HL만도  ,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,-1.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,1.0,0.0,0.0,0.0,0.0
HL홀딩스  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,5.0,8.0,7.0,6.0,5.0,6.0,7.0,1.0,0.0,2.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
HMM  ,7.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,7.0,8.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HS애드  ,5.0,1.0,3.0,6.0,5.0,1.0,3.0,6.0,5.0,1.0,5.0,6.0,5.0,1.0,5.0,5.0,5.0,1.0,6.0,6.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
JB금융지주  ,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
JW생명과학  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,3.0,3.0,6.0,3.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,-1.0,-1.0,0.0,-1.0,-2.0,-2.0,0.0,-2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
JW중외제약  ,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,3.0,5.0,6.0,1.0,5.0,3.0,6.0,6.0,5.0,5.0,6.0,5.0,0.0,-2.0,0.0,1.0,-2.0,2.0,0.0,-5.0,3.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0
JW홀딩스  ,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,3.0,6.0,6.0,5.0,1.0,6.0,6.0,6.0,3.0,6.0,6.0,-1.0,-2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
KB금융  ,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KC그린홀딩스  ,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,6.0,5.0,5.0,6.0,5.0,0.0,-4.0,-3.0,1.0,-4.0,0.0,-2.0,-3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
KC코트렐  ,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,5.0,5.0,5.0,5.0,-2.0,-4.0,-2.0,1.0,-2.0,0.0,-2.0,-3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
KEC  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,3.0,0.0,-1.0,0.0,2.0,-2.0,-2.0,-5.0,-2.0,-2.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0
KG모빌리티  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,6.0,6.0,5.0,6.0,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
KG스틸  ,5.0,6.0,7.0,3.0,5.0,6.0,7.0,3.0,3.0,5.0,6.0,1.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,0.0,1.0,-1.0,0.0,-2.0,-1.0,1.0,-4.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
KG케미칼  ,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,4.0,-2.0,-2.0,-2.0,-4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
KH 필룩스  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
KIB플러그에너지  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,-4.0,0.0,2.0,-2.0,0.0,0.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
KISCO홀딩스  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,2.0,-2.0,-2.0,-4.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
KPX케미칼  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,-2.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KPX홀딩스  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,3.0,6.0,3.0,3.0,3.0,5.0,2.0,2.0,0.0,1.0,-2.0,-4.0,0.0,-3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
KR모터스  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSS해운  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KTcs  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,1.0,6.0,6.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
KTis  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,8.0,7.0,5.0,1.0,6.0,6.0,2.0,5.0,2.0,1.0,-1.0,0.0,-2.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LF  ,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,1.0,5.0,6.0,5.0,1.0,5.0,6.0,5.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
LG  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,6.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
LG디스플레이  ,6.0,7.0,8.0,5.0,6.0,7.0,8.0,5.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
LG생활건강  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LG에너지솔루션  ,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LG유플러스  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,7.0,5.0,6.0,6.0,5.0,2.0,1.0,2.0,2.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LG이노텍  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LG전자  ,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,7.0,8.0,5.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0
LG헬로비전  ,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,5.0,7.0,7.0,6.0,3.0,7.0,7.0,6.0,1.0,6.0,7.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
LG화학  ,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,5.0,3.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,3.0,7.0,6.0,1.0,3.0,0.0,0.0,-1.0,-3.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
LIG넥스원  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LS  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,6.0,7.0,3.0,7.0,6.0,8.0,6.0,6.0,5.0,6.0,7.0,1.0,1.0,2.0,-1.0,-4.0,0.0,-1.0,-3.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0
LS네트웍스  ,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,5.0,3.0,6.0,5.0,3.0,1.0,3.0,5.0,5.0,1.0,6.0,5.0,-2.0,0.0,-3.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
LS에코에너지  ,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,6.0,5.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
LX세미콘  ,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,6.0,6.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
LX인터내셔널  ,6.0,6.0,8.0,5.0,6.0,6.0,8.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0
LX하우시스  ,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
LX홀딩스  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
MH에탄올  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,5.0,5.0,1.0,6.0,5.0,3.0,5.0,6.0,0.0,2.0,-4.0,0.0,-2.0,-2.0,0.0,-1.0,-2.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0
