,종목명,총부채_2020,총부채_2021,총부채_2022,총부채_2023,총자산_2020,총자산_2021,총자산_2022,총자산_2023
0,AK홀딩스,2889429546.0,3346377386.0,3721996782.0,4020733884.0,4152091609.0,4548736657.0,4985365771.0,5314995084.0
1,BYC,226466839.0,202622248.0,153134740.0,150742490.0,679134864.0,684434512.0,668872026.0,685663060.0
2,CJ,24628738994.0,25492465688.0,30506774819.0,29310944319.0,40024965069.0,41955995804.0,48240408307.0,47203762893.0
3,CJCGV,4066971785.0,3484207008.0,3208379046.0,2932973510.0,4354856896.0,3785492376.0,3601468386.0,3194214710.0
4,CJ대한통운,5603556698.0,4977570577.0,5658991480.0,5314491024.0,9643498960.0,8993928516.0,9693299818.0,9357587267.0
5,CJ씨푸드,69472863.0,66278140.0,67719807.0,90158645.0,135332382.0,133389814.0,143409087.0,168208969.0
6,CJ제일제당,15445453188.0,16049003859.0,18484219204.0,17826337301.0,25611892185.0,26855804277.0,30013241845.0,29606279551.0
7,CS홀딩스,28164319.0,41521128.0,33693421.0,36702820.0,323725568.0,353716996.0,364121571.0,383909711.0
8,DB,158786944.0,164214797.0,129333891.0,484173981.0,472491491.0,601998919.0,414317385.0,879384842.0
9,DB금융투자,9037534454.0,8535236409.0,8710072105.0,9038074594.0,9959594273.0,9583673039.0,9757370294.0,10211959858.0
10,DB손해보험,53559522083.0,58019133909.0,45510911766.0,49736681328.0,60054421461.0,64751602574.0,57635178301.0,60040428591.0
11,DB하이텍,383996685.0,443888190.0,507381719.0,303296256.0,1178581197.0,1549937896.0,2142165862.0,2043378694.0
12,DRB동일,312819481.0,356400810.0,465469810.0,465541738.0,776434763.0,831956562.0,945238495.0,963651592.0
13,DSR제강,59997585.0,87876177.0,76302600.0,67790249.0,206252816.0,241710739.0,259398157.0,262988107.0
14,E1,2487985637.0,2625919366.0,2829299481.0,2899257176.0,3731448422.0,3999326311.0,4339655186.0,4597407646.0
15,GKL,222055672.0,147757778.0,227057758.0,227557872.0,708445969.0,531306108.0,609513167.0,639368284.0
16,GS,13720298000.0,16988343000.0,17434432000.0,16823230000.0,24476843000.0,31191287000.0,33922242000.0,34448425000.0
17,GS건설,9458561906.0,10311003422.0,11590413888.0,12822138677.0,13770677889.0,15183727265.0,16946616697.0,17707298538.0
18,GS글로벌,657805876.0,1100168067.0,1012698525.0,953110257.0,956821701.0,1442681821.0,1419412958.0,1401098380.0
19,JW중외제약,341618154.0,444513607.0,402213719.0,379598339.0,549085029.0,633053136.0,627972755.0,645038796.0
20,JW홀딩스,789222443.0,760956331.0,824316934.0,827511708.0,1113573849.0,1065779475.0,1157579707.0,1176266428.0
21,KB금융,567318000000.0,615602000000.0,634557000000.0,656865000000.0,610720000000.0,663896000000.0,688665000000.0,715738000000.0
22,KC그린홀딩스,546084292.0,646639159.0,534872843.0,701431383.0,776133685.0,906605618.0,792860678.0,916578396.0
23,KEC,199573553.0,121440786.0,96489868.0,91040501.0,368345953.0,400589167.0,401136513.0,447745861.0
24,주성코퍼레이션,24623437.0,23434919.0,18158117.0,11872345.0,32146507.0,33044553.0,32951332.0,34134612.0
25,KG케미칼,2815857534.0,3097379164.0,3761420644.0,4181830349.0,4323538345.0,4884892280.0,7076647393.0,7818145771.0
26,KISCO홀딩스,229774076.0,267377534.0,242025489.0,203567063.0,1564589807.0,1688093089.0,1745832248.0,1802517205.0
27,그린케미칼,63603656.0,88296552.0,74168153.0,81009099.0,176839793.0,211689251.0,196645335.0,201377924.0
28,KPX케미칼,103372859.0,199075058.0,181591489.0,175893523.0,637003840.0,777143204.0,776778117.0,822466229.0
29,KPX홀딩스,361946207.0,445438443.0,448980402.0,465634459.0,1698659221.0,1814858039.0,1819893803.0,1928646650.0
30,KR모터스,106028407.0,118211175.0,109161230.0,116165786.0,155873461.0,168436811.0,149185246.0,138570417.0
31,KSS해운,800671677.0,1103404278.0,1252892415.0,1235554637.0,1069527678.0,1446228923.0,1659172643.0,1656034880.0
32,다올투자증권,3766921211.0,8261480968.0,8517287853.0,8381319281.0,4356250899.0,9229156625.0,9503703776.0,9211837352.0
33,LF,1065019216.0,1042768391.0,927192270.0,1042077874.0,2479439884.0,2541137895.0,2584040376.0,2755627762.0
34,LG,3420978000.0,3729575000.0,3399491000.0,3236596000.0,24282268000.0,25669796000.0,29633677000.0,30253085000.0
35,LG디스플레이,22334584000.0,23392014000.0,24366792000.0,26988754000.0,35066012000.0,38154515000.0,35686019000.0,35759298000.0
36,LG생활건강,1952220085.0,2057406606.0,1834093664.0,1671359346.0,6801415784.0,7555239418.0,7302929652.0,7220285812.0
37,LG유플러스,10698976000.0,11411957000.0,11325133000.0,11343820000.0,18350190000.0,19370515000.0,19774800000.0,20100605000.0
38,LG이노텍,3610912435.0,4427146647.0,5527824867.0,6489730988.0,6038600272.0,7741352841.0,9793617826.0,11204305524.0
39,LG전자,30662102000.0,33383445000.0,32664144000.0,36742257000.0,48204227000.0,53481478000.0,55156141000.0,60240793000.0
40,LX하우시스,1548157000.0,1683973000.0,1703786000.0,1551810000.0,2385372000.0,2547391000.0,2483729000.0,2384792000.0
41,LG화학,22598454000.0,27925314000.0,30492696000.0,36528509000.0,41388894000.0,51135302000.0,67973823000.0,77466694000.0
42,LS,7212043000.0,7915665000.0,11363417000.0,11495353000.0,11660540000.0,12625931000.0,17257356000.0,18245954000.0
43,LS네트웍스,735193129.0,755744195.0,748565972.0,745211526.0,1228401794.0,1309373198.0,1300442455.0,1309219122.0
44,LSELECTRIC,1126926171.0,1323312293.0,1773513972.0,2008849631.0,2540396072.0,2796731558.0,3322804978.0,3732891934.0
45,MH에탄올,369253871.0,366757413.0,352042677.0,346161545.0,449679366.0,451460752.0,447440404.0,445231563.0
46,NAVER,8759106629.0,9663630408.0,10448720409.0,11499828149.0,17014238664.0,33691006757.0,33899042889.0,35737826964.0
47,NH투자증권,56935559000.0,51718694000.0,46200211000.0,49084465000.0,62738433000.0,58541999000.0,53428267000.0,56697893000.0
48,NICE,1480757599.0,1763338212.0,2058288744.0,2166601590.0,2730355253.0,3083783180.0,3378563521.0,3484123286.0
49,NI스틸,165936197.0,199203740.0,209249323.0,213796827.0,287376146.0,341056807.0,397444643.0,447987063.0
50,SNT에너지,99578947.0,87294232.0,170636296.0,147149187.0,335351657.0,332143488.0,429772702.0,423163460.0
51,SNT모티브,332203457.0,292219245.0,346460014.0,267853621.0,1092927846.0,1149796359.0,1225486690.0,1211181269.0
52,SNT다이내믹스,235915632.0,226675590.0,271939015.0,356207739.0,833364508.0,879625081.0,930994305.0,1056904317.0
53,SNT홀딩스,652956674.0,592194060.0,742131375.0,748975381.0,2270485740.0,2372324440.0,2558426987.0,2701797834.0
54,S-Oil,10008033000.0,11705193000.0,11129666000.0,12538558000.0,15690510000.0,18693235000.0,19613135000.0,21576123000.0
55,SBS,597980910.0,740552349.0,534612152.0,465277013.0,1169090151.0,1462149708.0,1407888697.0,1346398452.0
56,SG세계물산,70956781.0,64147889.0,58390586.0,60692456.0,267195626.0,308412903.0,303815670.0,303534567.0
57,SG글로벌,72419539.0,64041656.0,64775256.0,57195064.0,198865922.0,187021454.0,185935448.0,198246797.0
58,SH에너지화학,27348204.0,27889956.0,30058824.0,30661330.0,117356594.0,119629058.0,124160292.0,120793105.0
59,SIMPAC,273291527.0,356567304.0,365415682.0,475335058.0,737277692.0,903229593.0,965098439.0,1057913470.0
60,SK,85807988000.0,99815712000.0,122697000000.0,129091000000.0,137668000000.0,165368000000.0,194506000000.0,206970000000.0
61,SKC,3491292259.0,3897771812.0,4151241804.0,4507897883.0,5406405841.0,6180132504.0,6393092565.0,7032322132.0
62,SK가스,2600204915.0,3004172080.0,3490881745.0,3493505644.0,4498920424.0,5121535472.0,5831776892.0,6081811411.0
63,SK네트웍스,6528232000.0,7021921000.0,7048547000.0,6954518000.0,8773482000.0,9410916000.0,9499259000.0,9110359000.0
64,SK디스커버리,3005272711.0,3812564887.0,5826776624.0,6181138047.0,5621634329.0,6881873215.0,11780098492.0,12250710295.0
65,SK이노베이션,23039681023.0,29924245706.0,43976612895.0,50815545738.0,38498146106.0,49544942070.0,67218924277.0,80835513251.0
66,SK증권,4778756884.0,5752726009.0,5823507503.0,5801855293.0,5359425406.0,6371402201.0,6464840830.0,6449093772.0
67,SK텔레콤,23510714000.0,18576139000.0,19153066000.0,17890828000.0,47906957000.0,30911277000.0,31308262000.0,30119227000.0
68,SK하이닉스,19264756000.0,34155467000.0,40580970000.0,46826413000.0,71173853000.0,96346525000.0,103872000000.0,100330000000.0
69,SPC삼립,878876229.0,887952393.0,906290707.0,874719615.0,1181871545.0,1222983111.0,1295399586.0,1293732305.0
70,STX,543156000.0,553619000.0,639377000.0,430038000.0,650840000.0,676149000.0,741784000.0,578680000.0
71,STX엔진,542790928.0,553504812.0,593142012.0,639500162.0,809261679.0,837479879.0,853387673.0,899134400.0
72,STX중공업,293443430.0,276445468.0,224154880.0,228637993.0,467363346.0,430406730.0,416290994.0,454013908.0
73,TCC스틸,185628052.0,211767466.0,298677336.0,324690124.0,306758932.0,366996615.0,507482317.0,559737446.0
74,WISCOM,13938143.0,15140908.0,15926877.0,12077939.0,130666515.0,135283854.0,128503266.0,122990007.0
75,YGPLUS,46829152.0,77400988.0,81946725.0,58633551.0,150978437.0,223117830.0,241371894.0,225534082.0
76,가온전선,278899162.0,390851138.0,449261889.0,470794089.0,542461378.0,658966429.0,752332445.0,801805532.0
77,강남제비스코,129656840.0,242083988.0,278945532.0,293589356.0,712155829.0,904010952.0,957791315.0,985686727.0
78,강원랜드,394603621.0,574480852.0,752374770.0,770755022.0,3641632201.0,3827273464.0,4167752671.0,4448655838.0
79,갤럭시아에스엠,7835257.0,7850471.0,24529480.0,15296043.0,28554685.0,40900713.0,57863012.0,90043246.0
80,경농,160153423.0,151976386.0,188148525.0,180131702.0,371525656.0,388785779.0,448632689.0,448592734.0
81,경동나비엔,386524892.0,483469066.0,500314844.0,475962722.0,734688738.0,933884529.0,1018019428.0,1060557971.0
82,경동인베스트,158532501.0,137939974.0,136105200.0,141328889.0,589277835.0,577693061.0,586813598.0,606915246.0
83,경방,522972244.0,518658698.0,493309854.0,468815407.0,1264902051.0,1270805118.0,1248318314.0,1206860951.0
84,경인양행,276720395.0,327622550.0,282098496.0,287262668.0,505102151.0,579492465.0,548252999.0,538955972.0
85,경인전자,3767676.0,6287919.0,4422682.0,4543732.0,57835598.0,65884753.0,68385030.0,75127256.0
86,계룡건설,1464251994.0,1572714062.0,1757274728.0,1868729174.0,2070254078.0,2327054067.0,2560028661.0,2726892636.0
87,계양전기,108486344.0,101825429.0,169633026.0,111667023.0,294209839.0,285053130.0,297554555.0,232056132.0
88,고려산업,113937779.0,131754294.0,169050033.0,170990032.0,216577001.0,238594901.0,274703528.0,277915943.0
89,고려아연,1412616891.0,2229814172.0,2866186242.0,2404068443.0,8499645578.0,9964048635.0,12097918359.0,12046071312.0
90,고려제강,782790769.0,836162463.0,805246240.0,656069964.0,2245729071.0,2474272368.0,2532768398.0,2451280644.0
91,상상인증권,339958015.0,387709142.0,374549887.0,1939613652.0,513283837.0,582480466.0,598057727.0,2173761439.0
92,광동제약,328461746.0,356600480.0,384977525.0,490018414.0,830643379.0,883845298.0,932023759.0,1078065492.0
93,광명전기,56097484.0,54791366.0,53307671.0,56517453.0,165884690.0,169926627.0,172178417.0,187306651.0
94,광전자,42098516.0,28253536.0,20234706.0,19655544.0,243369783.0,238961555.0,247855307.0,251180472.0
95,광주신세계,86160349.0,106474735.0,123544315.0,115259721.0,784428251.0,852280199.0,913454051.0,934472864.0
96,교보증권,8847819157.0,10088893749.0,11855462301.0,13716088525.0,10111145262.0,11483824494.0,13417260497.0,15593363016.0
97,국도화학,378314968.0,601421180.0,640905700.0,662535124.0,930557566.0,1416366192.0,1499093659.0,1509561243.0
98,국동,96865598.0,66109970.0,65952316.0,65127341.0,180700682.0,168474551.0,175008166.0,175919907.0
99,국보,59996330.0,70471633.0,66871514.0,62048920.0,90823631.0,102314952.0,109959854.0,91419723.0
100,국제약품,75126688.0,71195238.0,62513603.0,78309910.0,145625552.0,139783047.0,136592863.0,163259483.0
101,극동유화,119909003.0,139852067.0,147759136.0,216137143.0,292655448.0,321935348.0,353076047.0,430015237.0
102,금강공업,425894778.0,481987959.0,646587485.0,652973754.0,779160209.0,868658748.0,1094801795.0,1130467709.0
103,금비,176524804.0,176002341.0,173724376.0,173516667.0,333972461.0,337872961.0,307313894.0,296341107.0
104,금양,140057911.0,197424609.0,160842411.0,456932096.0,219851714.0,314832085.0,278599452.0,703467372.0
105,금호건설,986951983.0,1083164234.0,1147826600.0,1222548339.0,1377242594.0,1735985669.0,1691163707.0,1692362778.0
106,금호석유,1878048584.0,3032766422.0,2038142033.0,2145675091.0,5027282217.0,8115674807.0,7717403072.0,7979694634.0
107,금호전기,63542469.0,65486927.0,48670002.0,45756810.0,67783031.0,83849544.0,62193733.0,52905127.0
108,기신정기,15480427.0,14831931.0,13999940.0,13923315.0,259583134.0,265059187.0,265146139.0,263779401.0
109,기아,30598771000.0,31937441000.0,34367884000.0,34069591000.0,60490443000.0,66849997000.0,73710965000.0,80627826000.0
110,기업은행,336474000000.0,370538000000.0,401930000000.0,416611000000.0,361616000000.0,398072000000.0,431186000000.0,448427000000.0
111,까뮤이앤씨,83452575.0,96246050.0,116341806.0,168253110.0,166218114.0,195058433.0,195489394.0,255548356.0
112,깨끗한나라,346240604.0,369204769.0,419699357.0,429919829.0,563050290.0,598691300.0,661046979.0,641522252.0
113,이엔플러스,35058084.0,30435536.0,55540873.0,92817665.0,90581868.0,102809878.0,120327643.0,172159921.0
114,남광토건,137716864.0,186233105.0,238920806.0,264295801.0,204018820.0,273978349.0,345922884.0,377327938.0
115,남선알미늄,105608246.0,119307587.0,94558342.0,129539387.0,295152804.0,355238355.0,401195144.0,432707601.0
116,남성,126545703.0,169416969.0,151652661.0,149998102.0,233037086.0,288756910.0,271152129.0,258113198.0
117,남양유업,127850494.0,124442409.0,164307809.0,112447510.0,1001076160.0,937403119.0,902259070.0,790678468.0
118,비비안,98783158.0,94893342.0,104480646.0,102817067.0,189039184.0,198167472.0,201061181.0,191082594.0
119,남해화학,136525967.0,247508235.0,380906101.0,314231857.0,589444547.0,719110525.0,902896420.0,833548600.0
120,넥센,2197933137.0,2455495305.0,2595712644.0,2829351044.0,4239211984.0,4572292481.0,4726896214.0,5060957368.0
121,넥센타이어,1994128000.0,2223486296.0,2348104912.0,2527778745.0,3541080327.0,3823413438.0,3944336740.0,4232661555.0
122,노루페인트,332796975.0,325655495.0,315503886.0,294352125.0,666659131.0,670646934.0,668177302.0,668631273.0
123,노루홀딩스,473115066.0,472000055.0,511163924.0,495031925.0,1051083865.0,1055537182.0,1171989378.0,1188823572.0
124,녹십자,882093850.0,962387715.0,958895150.0,1103450608.0,2151399594.0,2462144732.0,2525537081.0,2643313917.0
125,녹십자홀딩스,1567701359.0,1586104973.0,1625017216.0,1856165582.0,3241202077.0,3496833927.0,3592060735.0,3737707402.0
126,농심,676564197.0,699140508.0,719378357.0,793949665.0,2725528185.0,2899907794.0,3034718536.0,3234751426.0
127,농심홀딩스,274628632.0,289723336.0,311863433.0,380779228.0,1248142700.0,1328637732.0,1389130864.0,1505059212.0
128,다우기술,35377055590.0,41705976712.0,44071595510.0,47791926295.0,38622232830.0,46322445970.0,49260008743.0,53342459330.0
129,키다리스튜디오,20963820.0,67350907.0,103123818.0,135643277.0,48155283.0,290122175.0,377747851.0,344327903.0
130,KIB플러그에너지,90342468.0,67845866.0,82860308.0,93839585.0,197708845.0,165866104.0,192687257.0,221864642.0
131,대교,286275447.0,297164686.0,262333649.0,296001589.0,845161976.0,813566533.0,666723789.0,604526705.0
132,대구백화점,246310150.0,232567470.0,238926889.0,269986053.0,508655893.0,486599802.0,470347263.0,467423345.0
133,대동,610427548.0,874734549.0,1241782449.0,1379316412.0,938726122.0,1260639076.0,1713773206.0,1956376111.0
134,대동전자,41011756.0,32502719.0,26183174.0,25454283.0,205008393.0,218801473.0,251175551.0,250434440.0
135,대림B&Co,168485012.0,169194158.0,179629163.0,187014858.0,326324588.0,326583009.0,337590813.0,347656028.0
136,DL,10690535920.0,3793988664.0,7401228917.0,7586162396.0,13901859840.0,8180715294.0,12004032770.0,12119563560.0
137,대림통상,83223321.0,89665371.0,91462723.0,106152379.0,159653334.0,165802431.0,171792619.0,177143797.0
138,대상,1426785228.0,1623307569.0,1867569947.0,1990623423.0,2528335047.0,2870530106.0,3190196448.0,3334370027.0
139,대상홀딩스,1734176256.0,2134955897.0,2460226575.0,2576171993.0,3060158355.0,3626092434.0,4015327449.0,4159485426.0
140,대성홀딩스,599463867.0,647101707.0,786541939.0,686948614.0,1181125455.0,1244012863.0,1391346078.0,1245982849.0
141,대신증권,19426477977.0,20110035373.0,18487776170.0,19622059968.0,21503846682.0,22763241909.0,21210735463.0,22643488792.0
142,대양금속,40491316.0,57964910.0,226378022.0,53311055.0,116257053.0,157542367.0,400877091.0,151056760.0
143,대영포장,54064889.0,78837068.0,80340610.0,46600850.0,207957144.0,246069404.0,247356883.0,221137779.0
144,대우건설,6628920364.0,7241599093.0,7415736591.0,7181221069.0,9305916434.0,10457976991.0,11140353752.0,11243136483.0
145,대우부품,57068753.0,59430230.0,65582626.0,66699435.0,91992450.0,94393900.0,91241230.0,94593219.0
146,한화오션,6451804193.0,8405626102.0,11490693373.0,9632615572.0,10320774854.0,10623209555.0,12235665305.0,13944772692.0
147,대웅,720614938.0,776674439.0,879409306.0,922478397.0,1837532868.0,1929216826.0,2158905107.0,2359277174.0
148,대웅제약,671659305.0,712772242.0,822117616.0,858029764.0,1366907921.0,1410687452.0,1563340614.0,1770310793.0
149,대원강업,445770950.0,406038474.0,412406943.0,408110669.0,1017866947.0,983029517.0,1010418825.0,1026303658.0
150,대원전선,106632038.0,152928879.0,154359647.0,134547618.0,192012755.0,240573775.0,245958532.0,234871662.0
151,대원제약,122442339.0,211176225.0,204784867.0,243733870.0,335214010.0,429579922.0,453550066.0,507998342.0
152,대원화성,53771259.0,64820560.0,68456840.0,85537345.0,129796349.0,135832582.0,130913447.0,138374975.0
153,대유에이텍,927237547.0,1131295315.0,1136743953.0,299228350.0,1166526680.0,1320996327.0,1375206765.0,336026490.0
154,대유플러스,352222462.0,455486600.0,431957816.0,183494427.0,473118285.0,594393688.0,543210277.0,56615116.0
155,대창,398932797.0,536623950.0,563437643.0,509268660.0,620282790.0,810738132.0,840153818.0,759532652.0
156,대창단조,50037510.0,71311981.0,95831170.0,62213192.0,247240846.0,298478419.0,338228490.0,334751849.0
157,대한방직,77489052.0,93144326.0,75392117.0,49782243.0,213793933.0,232612120.0,210639558.0,180718515.0
158,대한유화,233430644.0,449738749.0,333880102.0,371702112.0,2127550340.0,2478873031.0,2195832516.0,2196492714.0
159,대한전선,839828614.0,1033109826.0,738060568.0,925279344.0,1199462928.0,1420870615.0,1620264871.0,1878565100.0
160,대한제강,396483255.0,512229906.0,422049933.0,271812695.0,944860968.0,1232437581.0,1220496810.0,1115779075.0
161,대한제당,667672501.0,671091219.0,681747544.0,630801051.0,1146241857.0,1182290229.0,1219466296.0,1185391612.0
162,대한제분,304081446.0,440979864.0,399078815.0,407391972.0,1084880808.0,1321597381.0,1318431899.0,1401353854.0
163,대한항공,21878336960.0,19806214029.0,19705240816.0,20576567788.0,25190061074.0,26671903184.0,28997701022.0,30391776030.0
164,대한화섬,115099123.0,165770866.0,122779865.0,143756015.0,722306185.0,907819642.0,836764532.0,860872754.0
165,대현,49378450.0,59050547.0,54998742.0,48980005.0,252923294.0,280081122.0,297649820.0,309337534.0
166,대호에이엘,73758019.0,76000082.0,80661978.0,51150337.0,101175472.0,145025262.0,153542697.0,145877680.0
167,더존비즈온,406089762.0,398587976.0,394392969.0,437989023.0,804070787.0,900314203.0,832892726.0,883327560.0
168,덕성,38803664.0,40299826.0,41762767.0,41050936.0,105039887.0,125291792.0,125172359.0,126819097.0
169,덕양산업,457267351.0,459786678.0,431773772.0,482586900.0,513044314.0,523564265.0,520217537.0,573648655.0
170,케이비아이동국실업,396370266.0,397931073.0,373187014.0,426184780.0,566142150.0,568005111.0,553570562.0,622237518.0
171,하이스틸,113613390.0,121886838.0,143503167.0,121222358.0,239658335.0,259714572.0,292456090.0,270448865.0
172,하이트진로,2223505553.0,2537892111.0,2172409937.0,2242471577.0,3297783699.0,3631051440.0,3333438311.0,3358347206.0
173,하이트진로홀딩스,2844595889.0,3148923131.0,2779584713.0,2874614630.0,3904980587.0,4236298193.0,3945000965.0,3979751149.0
174,한국가스공사,28174619094.0,34550566518.0,52014242784.0,47428628235.0,35909774516.0,43669902324.0,62424983096.0,57254666338.0
175,한국공항,152819448.0,93813701.0,81818614.0,128378638.0,425353643.0,383887978.0,421095043.0,476851540.0
176,한국금융지주,64805369408.0,74608457222.0,78602833042.0,87456133490.0,70437687757.0,82036577890.0,86308574157.0,95901185591.0
177,한국내화,58645134.0,104085580.0,105655719.0,127475850.0,202829020.0,357947858.0,325998841.0,333192248.0
178,한국단자,220972248.0,282995897.0,419492219.0,493288440.0,985178227.0,1125163279.0,1289776455.0,1425051765.0
179,한국석유,172471833.0,188198136.0,183328539.0,176607402.0,316488297.0,342126723.0,347065524.0,353982212.0
180,한국수출포장,56511276.0,68488033.0,64604055.0,61282438.0,309083509.0,331846867.0,345521340.0,357003990.0
181,한국쉘석유,50491877.0,56156827.0,59384706.0,62221361.0,148607731.0,165711580.0,172340454.0,188371617.0
182,한국전력,132475000000.0,145797000000.0,192805000000.0,202450000000.0,203142000000.0,211124000000.0,234805000000.0,239715000000.0
183,한국전자홀딩스,204746693.0,153728383.0,123768339.0,116991494.0,412243673.0,463627852.0,469100261.0,503113632.0
184,한국제지,,,,,,,,
185,한국주강,16447220.0,22132882.0,18273217.0,11207425.0,46460626.0,50194780.0,48045222.0,44186933.0
186,한국주철관,73142233.0,76191124.0,73948279.0,74562473.0,357526157.0,423089952.0,424608629.0,434108102.0
187,한국철강,171944787.0,186519007.0,150021132.0,120716792.0,868775458.0,908707498.0,948549497.0,972464325.0
188,한국카본,97788639.0,109356564.0,181165801.0,337774036.0,478319471.0,498355905.0,585333635.0,792428142.0
189,한국앤컴퍼니,291952510.0,345760552.0,445377544.0,624304502.0,3792451107.0,4081229755.0,4301818676.0,4640995962.0
190,한국특강,250943537.0,316723246.0,348107185.0,334499280.0,352334775.0,456750420.0,547808388.0,560997435.0
191,한국무브넥스,431038186.0,436752217.0,498148853.0,533544152.0,667998510.0,699351929.0,799394136.0,874724776.0
192,한국화장품제조,33387006.0,33557252.0,35421547.0,36551560.0,77657828.0,76545671.0,82665926.0,89173515.0
193,한농화성,40522140.0,69259918.0,72824107.0,74790089.0,171371035.0,216969691.0,225415183.0,237369526.0
194,한독,437077758.0,457565421.0,489250128.0,449706525.0,818926687.0,841561832.0,871106170.0,790339658.0
195,HLD&I,1279380184.0,1104826105.0,1240232282.0,1268702893.0,1653568578.0,1521351991.0,1667421795.0,1724300710.0
196,한미글로벌,89884233.0,141130569.0,178412243.0,196050464.0,218683633.0,285254341.0,373059660.0,398871055.0
197,한미반도체,69876325.0,82473641.0,65336210.0,151940479.0,326966868.0,429285683.0,455432966.0,723839104.0
198,한미사이언스,264485903.0,259599612.0,384942964.0,438697577.0,923219549.0,949894436.0,1109690934.0,1226170046.0
199,한샘,600608098.0,624662475.0,654251595.0,708747065.0,1229509761.0,1246352553.0,1099679541.0,1051517419.0
200,한섬,312511906.0,316664864.0,348223077.0,329926346.0,1438544149.0,1557084758.0,1684715499.0,1724265474.0
