,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,통합등급,환경등급,사회등급,지배등급,통합등급변화,환경등급변화,사회등급변화,지배등급변화
1052,수산중공업,기계,A017550,12,2015,Annual,119234422.0,68484245.0,25205049,29347863,38513449.0,119234422.0,30080759.0,27841835,6671937,15893041,224238,89153663.0,101841056.0,74939043.0,4534596,2648629,182384,1288162,16362912,-2247426,-13664464,74.77,13.52,33.74,18.08,73.58,1.44,4.45,4534596.43,26.42,-10.59732694646669,-15.487779041488436,0.7999095263768075,-10.59732694646669,-31.34034932957072,-33.67140344085029,-0.4497487740747874,-11.41841034783674,-39.51141141854176,-78.42439144085334,235.451096305508,-321.4559719207245,0.8541246251858376,1.1423092733722,3.3855879766863595,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
1053,수산중공업,기계,A017550,12,2016,Annual,108609516.0,60150139.0,15191767,29928480,37831678.0,108609516.0,17336465.0,16205026,7304167,3848603,215184,91273051.0,88829912.0,62974572.0,3909811,3918477,621876,2902652,12829305,-3849918,-12043940,84.04,3.74,18.99,4.45,70.89,3.22,4.4,3909810.97,29.11,-8.910938487209673,-12.169377058913334,-1.7702153863186854,-8.910938487209673,-42.36692963764644,-41.79612802101585,2.3772304229384256,-12.775931938490505,-13.778184429219277,125.33283857154612,-21.59522094844732,71.3034377995093,0.817883324330439,0.973232635775482,5.123876868784957,3,3.0,3.0,3.0,0.0,1.0,0.0,0.0
1054,수산중공업,기계,A017550,12,2017,Annual,110463639.0,64829121.0,19873395,27974829,34695958.0,110463639.0,18056525.0,16101409,7892077,2148510,203248,92407113.0,101949176.0,73446088.0,3301271,3934480,501023,2894458,6615857,902743,-2134146,83.65,2.13,19.54,2.54,72.04,3.15,3.24,3301271.46,27.96,1.7071459926218724,7.778838216816086,-8.288609350079579,1.7071459926218724,4.153441892565746,-0.6394127352834844,1.242493800278455,14.76897106461166,-15.564435211829933,-0.2822935715338981,-48.43168043787252,-123.44836954968912,0.9229206725662912,1.1032611309910745,5.646112748715492,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0
1055,수산중공업,기계,A017550,12,2018,Annual,204937118.0,100570080.0,29529007,56942506,68612854.0,204937118.0,105949580.0,49141745,10131565,23790713,47300000,98987537.0,84621622.0,63913093.0,423308,3074823,302072,6651219,2322930,-66075916,64465062,48.3,35.66,107.03,73.84,75.53,6.95,0.5,423307.81,24.47,85.52450367853626,55.13102514532011,97.75460300015352,85.52450367853626,486.7661690164636,205.20151994151567,7.121122807937952,-16.996266845746742,-87.17742348325842,129.79151882666807,-64.88844907016582,-7419.460355826631,0.4129150581692087,0.8548714774062921,0.7986970972419145,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0
1057,신대양제지,종이목재,A016590,12,2012,Annual,403588349.0,104611650.0,44756178,22323079,269685177.0,403588349.0,147140676.0,84743535,8050760,43952418,35272791,256447673.0,361199678.0,290613300.0,42887435,0,94299,29198916,75201508,-35453202,-46733241,63.54,21.97,57.38,34.58,80.46,12.12,11.87,42887435.03,19.54,-4.285565126526992,-8.532928295327324,-0.715233462847864,-4.285565126526992,-24.99787518743436,-29.84224535320712,13.735723908306973,-8.457251519539376,116.5917758380934,144.25672971094406,204.64521980319503,-34.197733079997384,0.8949705284975905,1.4084732131689104,2.454791481316832,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
1058,신대양제지,종이목재,A016590,12,2013,Annual,392854620.0,88680861.0,47630910,22690810,272199574.0,392854620.0,132735831.0,76051471,9680662,37608298,20442174,260118789.0,338016025.0,293144529.0,16281516,0,103284,13027565,18489118,-541396,-18905529,66.21,20.13,51.03,30.4,86.73,5.04,4.82,16281516.38,13.27,-2.6595735547360944,-15.228503708716955,0.9323452730959804,-2.6595735547360944,-9.789845603264723,-10.256905143265504,1.4315263449475646,-6.41851430443412,-62.0366291432444,-55.38339505480272,-75.41389994466601,-98.47292777673508,0.8604099526690051,1.299467932706699,2.5465318780427872,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
1059,신대양제지,종이목재,A016590,12,2014,Annual,401780755.0,106830374.0,41413600,22680963,263072055.0,401780755.0,127657599.0,80696572,7019853,36593258,17049640,274123155.0,327026155.0,272718223.0,25112196,0,106057,16423727,41894838,-33680815,-8152576,68.23,17.46,46.57,25.59,83.39,6.15,7.68,25112196.02,16.61,2.272121682061412,20.46609921840972,-3.353245145049344,2.272121682061412,-3.825818516177448,6.107838466398641,5.383834844779312,-3.251286680860765,54.2374555293254,26.069046671423244,126.591868795472,6121.105253825296,0.813941810129756,1.192989899010903,2.561744522548948,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
1060,신대양제지,종이목재,A016590,12,2015,Annual,375615481.0,97242225.0,40781484,19242214,244951686.0,375615481.0,121617689.0,91308590,7783801,25193613,9953100,253997793.0,239263097.0,211062190.0,8297744,0,38543,-23453091,20637713,8173791,-28356692,67.62,10.53,47.88,15.57,88.21,-8.88,3.47,8297743.78,11.79,-6.512326355701137,-8.975115073546402,-6.887987019373831,-6.512326355701137,-4.731336048393009,13.150518958847467,-7.341722737723488,-26.836709131109103,-66.9573142866518,-242.8000538489224,-50.739246204985925,-124.26838839855864,0.6369894455974247,0.9419888817695355,1.9673379667656727,3,3.0,3.0,3.0,0.0,1.0,0.0,0.0
1061,신대양제지,종이목재,A016590,12,2016,Annual,362737227.0,99377195.0,40293358,16142394,219172212.0,362737227.0,97813788.0,47250915,7432195,18135880,7513750,264923439.0,252519997.0,224888155.0,8244561,0,31213,16988254,-1880244,-10667753,16214460,73.03,7.64,36.92,10.46,89.06,6.55,3.26,8244561.15,10.94,-3.428573807904367,2.19551743082802,-10.5243096795831,-3.428573807904367,-19.572729259803644,-48.2514021955656,4.301472808466489,5.540720723848192,-0.6409332464342166,-172.43503212433703,-109.11071880881376,-230.51169279958347,0.6961513134134424,0.9531810320490366,2.581640095566077,3,2.0,3.0,3.0,0.0,-1.0,0.0,0.0
1062,신대양제지,종이목재,A016590,12,2017,Annual,725767416.0,181343701.0,107511772,41715229,529568969.0,725767416.0,310212039.0,218539998,18079135,130761087,35856083,415555377.0,512805673.0,448256439.0,28760715,0,46774,27163787,19125411,-59757723,41754475,57.26,25.29,74.65,44.17,87.41,7.98,5.61,28760715.47,12.59,100.08076424976365,82.48019678961556,141.62231341626463,100.08076424976365,217.1455122461876,362.5095577514213,56.85866776023545,103.07527288621029,248.8447110767936,59.89746209351474,-1117.1770791450472,460.1716031482919,0.7065702616222165,1.2340248770261972,1.6530811462156052,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
1063,신대양제지,종이목재,A016590,12,2018,Annual,746772367.0,207005232.0,91806026,40005235,534345489.0,746772367.0,240285798.0,147839077,10750549,66230853,39824500,506486570.0,709355685.0,524695375.0,116632087,0,120490,98437570,137275758,-65746679,-73704637,67.82,15.7,47.44,23.15,73.97,21.35,16.44,116632087.1,26.03,2.8941711265803027,14.150770530485634,0.9019637251441726,2.8941711265803027,-22.54143366756956,-32.351478743950565,21.881847289873942,38.328361472709375,305.5256866875528,262.3852962769882,617.7663162375961,10.022061918256163,0.9498954652669948,1.4005419432937778,2.952133213466074,3,1.0,3.0,3.0,0.0,-1.0,0.0,0.0
1065,신도리코,전기전자,A029530,12,2012,Annual,969970671.0,725557094.0,84119462,78730032,188929807.0,969970671.0,115926328.0,80558548,37676477,24231998,0,854044344.0,752326491.0,615139756.0,47834864,264159,1163405,51980140,83248846,-73406155,-17082273,88.05,2.5,13.57,2.84,81.77,6.14,6.36,47834864.0,18.23,-1.117518979111376,-6.688291639234745,6.15954992575285,-1.117518979111376,-18.483237561053723,-26.602210109607128,1.8269727951305992,0.1748793673544302,-26.803288776528987,-20.737039248494003,-9.11222263217818,0.1539294125448176,0.7756177722614873,0.8808986281396181,6.48969482583801,3,3.0,3.0,4.0,0.0,1.0,0.0,1.0
1066,신도리코,전기전자,A029530,12,2013,Annual,919770392.0,720394748.0,75403723,75948098,176659949.0,919770392.0,96117360.0,71613818,25375341,27873278,0,823653032.0,527571697.0,408675504.0,28410447,212622,2206573,25311311,39753886,-94012925,-21359243,89.55,3.03,11.67,3.38,77.46,3.02,5.39,28410446.98,22.54,-5.175442979966139,-0.71150100284183,-6.494400325090044,-5.175442979966139,-17.08754891296134,-11.103390294472536,-3.558516863147798,-29.874635107060183,-40.60723785061875,-51.30580448609796,-52.24692243781974,28.072264512424063,0.5735906500021366,0.640526625293841,5.488828417676058,4,3.0,4.0,4.0,1.0,0.0,1.0,0.0
1067,신도리코,전기전자,A029530,12,2014,Annual,915624765.0,681359821.0,77457940,80146682,173568534.0,915624765.0,95686147.0,76325491,46565338,16398599,0,819938618.0,480039122.0,386143759.0,4621049,152894,1491735,17115417,27347777,3131175,-33597149,89.55,1.79,11.67,2.0,80.44,2.08,0.96,4621049.3,19.56,-0.4507241194169675,-5.418546860366613,-1.749924087207788,-0.4507241194169675,-0.4486317560116082,6.579279155316087,-0.4509682907353207,-9.009690108527558,-83.73468393510318,-32.38036149135065,-31.207286251210764,-103.33057927939164,0.5242749435681766,0.5854573884700233,5.01680898489935,3,4.0,3.0,3.0,-1.0,1.0,-1.0,-1.0
1068,신도리코,전기전자,A029530,12,2015,Annual,929282858.0,717513876.0,98891623,81614192,187380946.0,929282858.0,109047052.0,97266162,42408727,32564584,0,820235806.0,500503730.0,409930447.0,6543358,402043,1147676,9354847,-5444638,19560576,1357672,88.27,3.5,13.29,3.97,81.9,1.14,1.31,6543357.84,18.1,1.491669242913063,5.306161867152426,7.957900940731566,1.491669242913063,13.963259488335344,27.43601217056042,0.0362451521950468,4.263112538565128,41.59897460511672,-45.34257038551851,-119.90888692708003,524.7040168626794,0.5385913725743126,0.6101949297248797,4.58979606344608,4,4.0,3.0,4.0,1.0,0.0,0.0,1.0
1069,신도리코,전기전자,A029530,12,2016,Annual,932198393.0,722434498.0,68834904,81374444,155661852.0,932198393.0,91019127.0,79911633,48703095,13766965,0,841179267.0,507283935.0,411068100.0,16262544,40575,1132627,31789402,75794062,23717725,-29736269,90.24,1.48,10.82,1.64,81.03,3.83,3.21,16262543.89,18.97,0.3137403186662446,0.6857877129055057,-16.927598390927113,0.3137403186662446,-16.532244264613404,-17.842308818559115,2.5533463483060848,1.3546762178975102,148.53514051959257,239.8174443686786,-1492.0863425630869,21.252692149760826,0.5441802290255611,0.6030628130067784,5.573377285853335,3,3.0,3.0,4.0,-1.0,-1.0,0.0,0.0
1070,신도리코,전기전자,A029530,12,2017,Annual,940545761.0,749499570.0,63490659,68579328,138148863.0,940545761.0,84698683.0,74892042,47486886,8313458,0,855847078.0,558437442.0,446358429.0,32621678,24917,1121058,31678675,58345001,-28969722,-19936820,90.99,0.88,9.9,0.97,79.93,3.73,5.84,32621677.58,20.07,0.8954497307313014,3.746370373359431,-11.250662108273,0.8954497307313014,-6.944083302403026,-6.281427135896466,1.7437199863842956,10.083801885033084,100.5939415137017,-0.348314196033006,-23.02167285875244,-222.14376378847467,0.5937376629142024,0.65249675596836,6.593224619561085,4,4.0,3.0,4.0,1.0,1.0,0.0,0.0
1071,신도리코,전기전자,A029530,12,2018,Annual,950210537.0,766836413.0,54807822,66817725,132883168.0,950210537.0,78654122.0,63267770,39920157,7653082,0,871556415.0,557945582.0,448714268.0,24889473,31475,1050997,35034112,49467505,-20774129,-17163522,91.72,0.81,9.02,0.88,80.42,4.06,4.46,24889473.2,19.58,1.0275710550993633,2.313122474506546,-3.81160936518168,1.0275710550993633,-7.1365466213919815,-15.521371416204676,1.835530832997723,-0.0880779050628222,-23.70265870443574,10.592100206211285,-15.215521206349791,-28.2902024396368,0.587181009128296,0.6401715051342948,7.093659783018111,3,4.0,3.0,3.0,-1.0,0.0,0.0,-1.0
1073,신세계,유통업,A004170,12,2012,Annual,6968481558.0,576292461.0,128870390,222084166,4292703983.0,6968481558.0,3867749797.0,1496623678,57339000,205790000,1022201000,3100731761.0,2295829795.0,806419542.0,249771571,0,60185000,193732437,185380320,-1494115310,1270662940,44.5,30.51,124.74,68.57,35.13,7.34,10.88,249771570.6,64.87,68.12971503598797,13.729988674867055,99.93166713903878,68.12971503598797,96.8266141163828,13.102411597728048,42.25816116358296,5.049322087127717,-1.8285754313399736,-94.49951134325148,-409.9955637835173,208.97527838669595,0.3294591190191681,0.7404154799445097,0.5935828105480733,4,4.0,4.0,3.0,1.0,-1.0,1.0,0.0
1074,신세계,유통업,A004170,12,2013,Annual,7499974642.0,488908215.0,110280690,243969082,4542010337.0,7499974642.0,4156115854.0,1346020424,58628000,231521000,1041705000,3343858788.0,2441636907.0,873365150.0,306389938,0,56061000,194652961,273950320,-575799320,280179076,44.58,31.89,124.29,71.52,35.77,6.04,12.55,306389937.6,64.23,7.627100388747277,-15.16317701751091,5.807676350088542,7.627100388747277,7.4556543761871374,-10.062867253393804,7.840956449634673,6.350954775373485,22.668058968168147,0.4751522327673063,47.7774555573105,-61.46218995640973,0.3255526883153427,0.7301854120641174,0.5874804728193701,4,4.0,5.0,4.0,0.0,0.0,1.0,1.0
1075,신세계,유통업,A004170,12,2014,Annual,7931446086.0,802331830.0,126761718,291991763,4578826506.0,7931446086.0,4362384554.0,1616383183,60123000,328294161,1039999864,3569061532.0,2492306887.0,894261594.0,273446693,0,59770000,186056566,378701059,-513864067,185512591,45.0,30.72,122.23,68.28,35.88,5.38,10.97,273446693.3,64.12,5.752972037848658,64.10684160829656,0.8105699077804562,5.752972037848658,4.96301612481469,20.086081472416065,6.734816219159079,2.0752463175311986,-10.752064906256807,-4.41626726654315,38.23712963722765,-10.756395648400552,0.3142310821981423,0.698308747174606,0.5713175572095609,4,4.0,4.0,4.0,0.0,0.0,-1.0,0.0
1076,신세계,유통업,A004170,12,2015,Annual,7918168376.0,588737540.0,138204413,287857416,5194282876.0,7918168376.0,3857275265.0,1906777083,71535000,341027000,533440000,4060893110.0,2563985168.0,929379664.0,262134022,0,53028000,433181913,278606216,-150787761,-152046237,51.29,24.23,94.99,47.24,36.25,11.35,10.22,262134021.7,63.75,-0.1674059163490615,-26.621689681686945,13.441355971743384,-0.1674059163490615,-11.57874283542587,17.965659569720984,13.780417445602057,2.875981339773115,-4.13706630564371,132.82269597515844,-26.43109667142493,-70.65609940770581,0.3238103872319069,0.6313845497893442,0.6647140771271868,4,2.0,5.0,4.0,0.0,-2.0,1.0,0.0
1077,신세계,유통업,A004170,12,2016,Annual,9954538692.0,987527215.0,205585942,392574738,6625558414.0,9954538692.0,5261597935.0,2434987520,104929000,283866000,645170000,4692940756.0,2947485624.0,1057365179.0,251398879,0,81246000,323364949,359399613,-895644440,570252779,47.14,26.65,112.12,56.53,35.87,7.39,8.53,251398879.0,64.13,25.71769403353743,67.73641018372976,27.554824644093955,25.71769403353743,36.40711573639792,27.70174037171391,15.564252219384311,14.957202591742911,-4.095287943966309,-25.35123482868039,28.9991365447496,493.9768811873266,0.2960946473962432,0.6280679380475009,0.5601883040878911,4,2.0,6.0,4.0,0.0,0.0,1.0,0.0
1078,신세계,유통업,A004170,12,2017,Annual,10151705102.0,1269096586.0,249079692,463850951,6632152318.0,10151705102.0,5232178311.0,2892094354,86571000,245173770,197714000,4919526791.0,3871416071.0,1559361692.0,345695651,0,68760000,213610457,389924304,-304788271,11968225,48.46,26.22,106.36,54.1,40.28,4.44,8.93,345695650.6,59.72,1.980668477972292,28.512568233372694,0.0995222377945914,1.980668477972292,-0.5591385803978222,18.772450792684147,4.828231311258424,31.34639366777112,37.50882755527323,-33.94136944632178,8.493245372526314,-65.96994773952932,0.3813562383955861,0.7869488744491726,0.739924337605397,4,3.0,6.0,4.0,0.0,1.0,0.0,0.0
1079,신세계,유통업,A004170,12,2018,Annual,11101280507.0,1836907053.0,269821918,916491381,6800542403.0,11101280507.0,6099112836.0,3244847597,154880000,598540967,527000136,5002167671.0,5185683014.0,2291608531.0,397350381,0,64442000,284880100,331265089,-592577337,438346723,45.06,29.55,121.93,65.58,44.19,5.74,7.66,397350381.4,55.81,9.353851352645414,44.74131230544498,2.538996044209973,9.353851352645414,16.569284788658265,12.197155411341054,1.6798542524697035,33.94796423057986,14.942256244930308,33.36430435144848,-15.043744234009072,94.42261838218832,0.4671247619344567,1.036687163459939,0.8502356249898374,4,3.0,6.0,4.0,0.0,0.0,0.0,0.0
1081,신세계건설,건설업,A034300,12,2012,Annual,581158877.0,213484624.0,100449535,3386319,315353539.0,581158877.0,421020169.0,317338419,79528616,178250000,93791822,160138708.0,599827320.0,559140739.0,7828214,0,325752,1306535,-60695186,-91976970,155489120,27.56,46.81,262.91,169.88,93.22,0.81,1.31,7828213.9,6.78,18.28546154095858,-11.362373861182409,39.386782302429246,18.28546154095858,28.10805810255239,-0.9473808759203672,-1.5587390262450485,10.13592943758528,-66.54271540326914,-63.57417412611724,265.91456718338463,73.10210336147016,1.0321227873113947,3.745673531973294,1.4246997273900197,3,2.0,3.0,3.0,0.0,-1.0,0.0,0.0
1082,신세계건설,건설업,A034300,12,2013,Annual,551472760.0,174241190.0,39079158,2867447,311139932.0,551472759.0,523501116.0,508481752,76407865,100347074,0,27971643.0,441353085.0,420769236.0,-20223801,0,111147,-131130404,69012192,-135903025,89695666,5.07,44.76,1871.54,882.56,95.34,-139.42,-4.58,-20223800.69,4.66,-5.108089745310728,-18.38232340330046,-1.3361533894185929,-5.10808991738072,24.34110157796265,60.23327827822826,-82.53286582029874,-26.41997616914148,-358.3450196941473,-10136.501433180129,-213.70290882706908,47.757666946410616,0.8003171090445156,15.778589945538773,0.8430795494235394,3,2.0,4.0,3.0,0.0,0.0,1.0,0.0
1083,신세계건설,건설업,A034300,12,2014,Annual,672732058.0,298157839.0,124171742,4343062,305717743.0,672732058.0,644500074.0,629430276,225168395,158650000,0,28231984.0,835986959.0,768666730.0,24697804,1401425,0,3135844,20548631,-5886782,-39615757,4.2,23.58,2282.87,561.95,91.95,11.16,2.95,24697803.62,8.05,21.98826611127629,71.11788492720923,-1.7426850244345982,21.98826633248081,23.113409752501845,23.786207376031854,0.930731884430247,89.41454980426839,-222.1224635270096,-102.39139353219716,-70.2246365395842,-95.66839516633276,1.2426744779865984,29.61134290101609,1.2971091745755177,3,2.0,5.0,3.0,0.0,0.0,1.0,0.0
1084,신세계건설,건설업,A034300,12,2015,Annual,678596446.0,313778525.0,188560980,3218308,302448870.0,678596446.0,585620958.0,572831725,233410846,0,0,92975488.0,1085592950.0,993032517.0,41857341,0,0,15970144,77860930,-4538860,-63501119,13.7,0.0,629.87,0.0,91.47,26.35,3.86,41857340.72,8.53,0.8717271505440882,5.239066010268467,-1.069245431397814,0.8717271505440882,-9.135625948741168,-8.992028689767062,229.3267947445705,29.85764171471963,69.47798678781321,409.2773747673672,278.910546400877,-22.89743360634045,1.599762209777326,11.67611994679716,1.853746754056572,3,3.0,4.0,3.0,0.0,1.0,-1.0,0.0
1085,신세계건설,건설업,A034300,12,2016,Annual,734455411.0,370776862.0,232914533,7025798,299461243.0,734455411.0,606491257.0,592143138,199496940,0,0,127964154.0,1438181740.0,1324092416.0,51931944,0,0,37798155,20570800,-6969035,7310223,17.42,0.0,473.95,0.01,92.07,34.22,3.61,51931943.65,7.93,8.231543994853174,18.16514912867284,-0.9878122540183388,8.231543994853174,3.5637896347282094,3.371219183085583,37.63214020452359,32.47891302168091,24.0689034690474,136.68011384242996,-73.5800741141931,53.54152804889334,1.958160724885721,11.238942274412254,2.3713148761846043,4,3.0,4.0,4.0,1.0,0.0,0.0,1.0
1086,신세계건설,건설업,A034300,12,2017,Annual,678555969.0,323558849.0,116831970,63940520,298586662.0,678555969.0,518882451.0,504190016,106339002,70000000,0,159673518.0,1064425414.0,983427300.0,24726185,0,0,29022242,-62261830,-7340802,41322965,23.53,10.32,324.96,43.85,92.39,20.18,2.32,24726184.72,7.61,-7.611005537271476,-12.734886622995369,-0.2920514826020404,-7.611005537271476,-14.445188613823657,-14.853354933245887,24.779880152999723,-25.988115104284383,-52.38733023358417,-23.217834309637595,-402.67092188928,5.334554927619095,1.5686626639931598,6.666261427270613,2.051380639196063,3,4.0,3.0,3.0,-1.0,1.0,-1.0,-1.0
1087,신세계건설,건설업,A034300,12,2018,Annual,757077429.0,386755969.0,195325330,63843640,292746051.0,757077429.0,561427867.0,481954627,143968649,0,0,195649562.0,1084268562.0,1003542764.0,21849353,0,0,43077882,63627432,-12714541,-10994206,25.84,7.92,286.96,30.63,92.55,24.25,2.02,21849352.7,7.45,11.571847214861064,19.53187810975308,-1.9560857008408483,11.571847214861064,8.199432437540665,-4.410120846185106,22.531002291813973,1.864212159819778,-11.634758859888816,48.43057955343353,-202.19332133347189,73.20370444537258,1.4321765785993337,5.541891077681022,1.9312695819568213,4,4.0,4.0,3.0,1.0,0.0,1.0,0.0
1089,신일전자,유통업,A002700,12,2012,Annual,58652640.0,46420534.0,14791763,6914597,2514150.0,58652640.0,31514255.0,31290785,11619844,6658612,0,27138385.0,90868659.0,76203503.0,2775024,0,22521,1124488,8898974,-2140397,8363764,46.27,26.7,116.12,57.7,83.86,4.83,3.05,2775023.67,16.14,26.495523877527315,38.632119294881306,-30.33997825540041,26.495523877527315,17.159074183875656,41.13530377450563,39.39513089617039,11.958603413167593,-29.03555939825744,-11.968153190356713,66.87404563762517,25221.152253637763,1.5492680124884404,3.348344383794393,2.883414473862701,3,3.0,3.0,3.0,0.0,1.0,0.0,0.0
1090,신일전자,유통업,A002700,12,2013,Annual,60282503.0,33357742.0,16998085,9510970,16017367.0,60282503.0,26192464.0,24343994,14773637,5255795,1625000,34090039.0,120192386.0,97982490.0,6897479,0,177210,6924706,5904302,-12340104,-8555995,56.55,12.04,76.83,21.28,81.52,22.62,5.74,6897479.33,18.48,2.7788399635549244,-28.14011575136124,537.088757631804,2.7788399635549244,-16.886932596058514,-22.20075654861328,25.61557734552,32.27045201580447,148.55565213129688,515.809684051764,-33.651879418908294,476.53341880034407,1.993818770265727,3.5257333087826623,4.588815546334243,3,2.0,3.0,3.0,0.0,-1.0,0.0,0.0
1091,신일전자,유통업,A002700,12,2014,Annual,91207432.0,57845329.0,21364062,17830606,23088200.0,91207432.0,38773001.0,31347531,14740527,10759969,6250000,52434431.0,114279079.0,94391720.0,-167761,0,1159917,-1740200,-14755712,-6908574,32105799,57.49,21.39,73.95,37.21,82.6,-4.02,-0.15,-167761.12,17.4,51.300008229585295,73.40900652088503,44.1447898396784,51.300008229585295,48.03113216076196,28.769054905287938,53.8115899486064,-4.919868218607459,-102.4322074775436,-125.13030878134032,-349.9145877023228,-44.015269239221965,1.252957971670554,2.179466370103263,2.9473880291081933,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
1092,신일전자,유통업,A002700,12,2015,Annual,79273264.0,45487561.0,23467119,14588511,23048040.0,79273264.0,33373349.0,28671349,16821193,4918737,3750000,45899915.0,107385562.0,93417726.0,-5194705,0,388797,-8280847,-4505425,62758,-6671123,57.9,14.09,72.71,24.33,86.99,-16.84,-4.84,-5194705.29,13.01,-13.084644242587595,-21.363467394229872,-0.1739416671719729,-13.084644242587595,-13.926319502583771,-8.537138060410566,-12.462261676874109,-6.03217759569098,2996.4914372231924,375.8560510286175,-69.46656996287268,-100.90840743690376,1.354625211344899,2.3395590601856235,3.2177041027557647,3,1.0,3.0,3.0,0.0,-1.0,0.0,0.0
1093,신일전자,유통업,A002700,12,2016,Annual,80720576.0,48706185.0,24570235,12114887,21838123.0,80720576.0,31067848.0,29657848,16429992,5812693,1250000,49652728.0,124454060.0,96747009.0,4435229,0,511241,3759432,7982819,-665847,-1857037,61.51,11.85,62.57,19.26,77.74,7.87,3.56,4435229.17,22.26,1.8257252533464552,7.0758333250710015,-5.249543995931971,1.8257252533464552,-6.908209901259832,3.4407135848403936,8.176078321713675,15.894592980758436,-185.3798050129892,-145.39912402680545,-277.18237458175423,-1160.975493164218,1.541788552153047,2.5064898750376816,4.0058796476666165,3,1.0,3.0,3.0,0.0,0.0,0.0,0.0
1094,신일전자,유통업,A002700,12,2017,Annual,84786776.0,53308099.0,22398419,14417688,21098667.0,84786776.0,28129580.0,28129580,15277087,6107247,0,56657196.0,144557646.0,104612442.0,10590909,0,534959,9435361,8767604,-5223439,-3237885,66.82,8.68,49.65,12.99,72.37,17.75,7.33,10590909.17,27.63,5.037377334869375,9.448315444948108,-3.386078556293504,5.037377334869375,-9.45758457425181,-5.152996940303966,14.106914729841224,16.153419181342898,138.79057879536774,150.97836588080327,9.83092564168122,684.48036861321,1.704955098186538,2.551443703638281,5.138990557271029,3,2.0,3.0,3.0,0.0,1.0,0.0,0.0
1095,신일전자,유통업,A002700,12,2018,Annual,102269482.0,62992658.0,18910686,20202837,28862039.0,102269482.0,35624948.0,33624948,15575171,9864924,2000000,66644535.0,168724540.0,119231340.0,14783104,0,611610,11635680,9870135,-4210167,4363223,65.17,11.6,53.46,17.8,70.67,18.87,8.76,14783104.21,29.33,20.619614077553795,18.16714379554221,36.79555679986797,20.619614077553795,26.64585820335745,19.535904908640656,17.62766198313097,16.717824804645765,39.58295742131295,23.31992384817072,12.575054712781286,-19.398560986354006,1.6498034086062938,2.531708563950517,4.736134351690843,3,3.0,3.0,3.0,0.0,1.0,0.0,0.0
1097,신풍,유통업,A002870,12,2012,Annual,183114589.0,101325592.0,14892597,13093632,78182814.0,183114589.0,91142409.0,79235599,10534502,35499724,7156490,91972180.0,121452034.0,119267182.0,-13315749,0,53361,-14055259,-8425089,32014800,2158136,50.23,23.71,99.1,47.21,98.2,-14.12,-10.96,-13315749.2,1.8,4.930063409955832,10.019076050810671,-4.25261908586635,4.930062808675606,35.36178915218442,49.19788970044488,-14.187951995991588,0.4120246863106969,79.55316632254808,85.1013844353873,395.9569778790808,-2795.295431986617,0.663257005699311,1.3205301211735985,1.33255237965018,3,3.0,3.0,4.0,0.0,0.0,0.0,1.0
1098,신풍,유통업,A002870,12,2013,Annual,196354192.0,96720182.0,16749816,14256703,74971458.0,196354192.0,115094303.0,104460785,10295132,4429301,5827746,81259889.0,144982582.0,126498342.0,-3787552,0,33982,-8244950,-1334126,12219455,-34835918,41.38,5.97,141.64,14.41,87.25,-9.52,-2.61,-3787551.72,12.75,7.23022838994003,-4.54515972628119,-4.10749605405607,7.23022838994003,26.27963673859004,31.83567275108249,-11.647316612479996,19.374354817310024,-71.55584714010455,-41.33903900312331,-84.16484383725798,-61.83185589165012,0.7383727361420428,1.7841838548413471,1.2596851296801372,3,3.0,3.0,4.0,0.0,0.0,0.0,0.0
