Unnamed: 0,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,통합_등급차이
99,KG스틸,철강금속,A016380,12,2020,Annual,2257720824,649201936,261254103,315312235,1425335773,2257720824,1285016839,475989243,223051494,191356974,576350705,972703986,2342443591,2132672808,110778751,1865000,0,66893129,130045502,28382851,-201358920,43.08,40.04,132.11,92.94,91.04,7.18,4.73,110778751.2,8.96,-4.141829498,-14.66484341,-7.634886301,-4.141829498,-12.33410517,-25.83129197,9.358861539,-3.533680595,219.8015666,-299.4574706,-176.5860092,-224.673056,1.037525794,2.40817723,1.822889413,0
100,KG스틸,철강금속,A016380,12,2021,Annual,2771098268,1123225414,366735472,661774894,1430773565,2771098268,1620934715,815570346,262438954,429561901,578549815,1150163553,3354789186,2958022362,296911905,2039000,0,190707951,-47200511,-92502456,186500079,41.51,41.19,140.93,99.24,88.17,17.97,8.85,296911905,11.83,22.73874779,73.01633771,0.381509543,22.73874779,26.14112639,71.3421801,18.24394364,43.21750154,168.0224342,185.0934825,-136.2953814,-425.9096699,1.210635229,2.916793162,2.069663358,-1
101,KG스틸,철강금속,A016380,12,2022,Annual,3051507327,1016802407,331030178,461558391,1450949238,3051507327,1361342497,648409557,242204293,312903877,579433778,1690164830,3819689028,3373819116,340351531,2112000,0,534763543,478703285,-317489742,-157212375,55.39,33.55,80.54,60.58,88.33,37.66,8.91,340351530.6,11.67,10.11905865,-9.474768437,1.410123411,10.11905865,-16.0149706,-20.4961828,46.94995556,13.85779601,14.63047634,180.4096736,-1114.190895,243.2230405,1.251738442,2.259950604,2.805825159,1
102,KG케미칼,화학,A001390,12,2020,Annual,4323538345,1321843705,354936639,372386114,1967943525,4323538345,2815857534,1434199966,254295786,433027003,873598842,1507680811,3686350352,3018826627,242958172,0,14767224,154664333,310297841,-182941323,-217231086,34.87,39.3,186.77,112.71,81.89,10.82,6.59,242958171.7,18.11,4.142945417,-8.31175055,-3.992452894,4.142945417,0.567515991,-9.671371196,11.54992296,78.22272536,105.941529,-29.48694739,111.452548,-174.2132262,0.85262349,2.445046939,1.30913951,1
103,KG케미칼,화학,A001390,12,2021,Annual,4884892280,1885532045,462135277,727830764,1964774409,4884892280,3097379164,1815854557,288073022,645873676,851878626,1787513116,4826618393,3935253247,448184282,0,14474892,281961178,147350435,-146413660,124795022,36.59,38.5,173.28,105.2,81.53,17.11,9.29,448184282.1,18.47,12.98366963,42.64409914,-0.161036938,12.98366963,9.997722775,26.61097476,18.56044747,30.93216683,84.46972922,82.30523646,-52.51322583,-19.96687375,0.988070589,2.700186281,1.558291103,-1
104,KG케미칼,화학,A001390,12,2022,Annual,7076647393,2561024590,601708984,826093739,3163273205,7076647393,3761420644,2303485759,418818328,551370662,654971569,3315226748,6607355089,5518853282,501083594,0,17483697,997422975,277814362,160663831,-405747982,46.85,22.31,113.46,47.62,83.53,39.09,7.58,501083594.2,16.47,44.86803367,35.82503659,60.99930814,44.86803367,21.43881794,26.85408917,85.46586978,36.89408507,11.80302704,253.7447893,88.53989946,-209.7328152,0.933684374,1.993032631,1.756611588,1
105,KIB플러그에너지,기계,A015590,12,2020,Annual,197708845,118418309,25863120,610531,61777630,197708845,90342468,83948715,13956413,38150000,400350,107366377,124944880,106306866,9583311,0,0,1340474,18029029,689699,-383960,54.31,24.82,84.14,45.7,85.08,1.31,7.67,9583311.14,14.92,-8.898389256,-12.09758881,-3.267548097,-8.898389256,-24.23518096,-22.8728505,9.804604718,-15.07135196,-51.55662818,-57.8649086,65.39369351,-120.4490556,0.631964038,1.163724468,1.3830138,0
106,KIB플러그에너지,기계,A015590,12,2021,Annual,165866104,93777742,11879366,668616,60786525,165866104,67845866,62453123,11099684,23050000,336390,98020238,80705227,73060404,-14968118,0,0,-13018203,979288,20930205,-18746960,59.1,18.96,69.22,32.08,90.53,-12.68,-18.55,-14968118,9.47,-16.10587579,-20.808072,-1.604310492,-16.10587579,-24.90146937,-25.60562362,-8.704903026,-35.40733562,-256.1894214,-1071.164155,-94.56827098,2934.686871,0.486568534,0.823352694,1.189537871,-1
107,KIB플러그에너지,기계,A015590,12,2022,Annual,192687257,130896715,24641605,11894948,50785298,192687257,82860308,79957947,16026845,22410000,272430,109826949,105673907,89208250,12936915,0,0,11278003,14343869,-18505587,-5478463,57,13.54,75.45,23.76,84.42,10.85,12.24,12936915.15,15.58,16.17036414,39.58185835,-16.45303297,16.17036414,22.13022382,28.02874085,12.04517683,30.93812003,-186.4298037,-186.6325636,1364.724269,-188.4156987,0.548421876,0.962185583,1.275326022,0
108,KISCO홀딩스,철강금속,A001940,12,2020,Annual,1564589807,1136285642,161100488,103062076,383662052,1564589807,229774076,196741085,70757728,8994883,4000000,1334815730,1064569447,902414984,82681994,0,0,36484194,142778536,-94330729,-34043752,85.31,0.85,17.21,0.99,84.77,2.74,7.77,82681994.09,15.23,0.467211085,3.790584349,-5.430189864,0.467211085,0.00709704,1.900986236,0.546842128,-10.01010726,43.62683618,-41.98640612,111.6407426,-17.75749769,0.680414408,0.797540382,4.63311382,1
109,KISCO홀딩스,철강금속,A001940,12,2021,Annual,1688093089,1258447519,204706168,153002559,378133483,1688093089,267377534,230594729,132507536,9071935,2000000,1420715555,1580849339,1314795618,200741467,0,0,178382903,133232338,-129967923,-88826311,84.16,0.67,18.82,0.8,83.17,12.95,12.7,200741467.3,16.83,7.893652473,10.75098307,-1.440999695,7.893652473,16.36540495,17.20720611,6.435332089,48.49659113,142.7874042,388.9320098,-6.686017568,37.77898716,0.936470476,1.112713473,5.912423962,-1
110,KISCO홀딩스,철강금속,A001940,12,2022,Annual,1745832248,1302395916,204879043,147755455,368403896,1745832248,242025489,208963845,54276531,12476935,0,1503806758,1810613446,1544583034,197916717,0,0,131534562,98224111,-47799180,-10939892,86.14,0.75,16.09,0.87,85.31,9,10.93,197916716.8,14.69,3.420377666,3.49227094,-2.573056192,3.420377666,-9.4817409,-9.380476342,5.848546017,14.53421913,-1.407158193,-26.26279773,-26.27607346,-63.22232525,1.037106199,1.204020022,7.481085788,-1
111,KPX케미칼,화학,A025000,12,2020,Annual,637003840,354231304,125144429,65606731,159426978,637003840,103372859,93670018,53484607,9394576,0,533630981,746662323,625866753,64118011,0,0,64416145,106652800,-52595119,-10859474,83.77,2.03,19.37,2.43,83.82,12.68,8.59,64118011.39,16.18,18.42733728,28.93893623,3.297002439,18.42733728,86.05813032,88.67125129,10.63690866,-2.487856461,32.39441404,49.61405301,62.81201841,23.60055849,1.172147287,1.399210971,7.223001571,-1
112,KPX케미칼,화학,A025000,12,2021,Annual,777143204,453336989,150607857,115549543,194142749,777143204,199075058,188512618,69664072,87199453,0,578068146,1020786101,900138370,44680351,0,0,49247708,11955554,-64028408,61396706,74.38,11.74,34.44,15.79,88.18,8.86,4.38,44680350.52,11.82,21.99976754,27.97767557,21.77534282,21.99976754,92.57961899,101.2518221,8.327321048,36.71321956,-30.31544444,-23.54757026,-88.79021085,21.73830807,1.313510941,1.765857725,5.127644373,-1
113,KPX케미칼,화학,A025000,12,2022,Annual,776778117,396993531,138221770,112198400,231437962,776778117,181591489,166545010,68875965,59500000,6316849,595186627,983579559,837782295,46513085,0,0,29568123,78347911,-35303078,-38192722,76.62,9.25,30.51,12.07,85.18,5.04,4.73,46513085.4,14.82,-0.046978086,-12.42860375,19.21020136,-0.046978086,-8.782400556,-11.6531234,2.961325774,-3.644891125,4.101879146,-39.9604079,555.3264784,-44.86341438,1.266229748,1.65255655,5.41644085,1
114,KPX홀딩스,화학,A092230,12,2020,Annual,1698659221,652676005,157162422,78697231,398618918,1698659221,361946207,252558091,71547077,96014735,33075659,1336713014,953179618,792513012,79113691,0,0,194061323,89607035,33927742,-12396293,78.69,8.07,27.08,10.26,83.14,15.41,8.3,79113691.49,16.86,17.23037478,31.37307562,-5.293906341,17.23037478,35.22534396,36.50591952,13.15314221,-2.007117269,24.82608393,156.1348613,-0.967685264,-163.3447322,0.561136458,0.713077233,2.633484202,1
115,KPX홀딩스,화학,A092230,12,2021,Annual,1814858039,775560557,182229949,128314934,446879724,1814858039,445438443,342386067,85853111,172688178,31458985,1369419596,1238702230,1081990098,54144023,609774,677460,82325363,-23808885,-12232018,22917533,75.46,12.09,32.53,16.03,87.35,6.08,4.37,54144022.65,12.65,6.840619741,18.82780293,12.10700341,6.840619741,23.06758142,35.56725332,2.446791619,29.95475424,-31.56175333,-57.57765549,-126.5703301,-136.0531449,0.682533952,0.904545425,2.780860632,-1
116,KPX홀딩스,화학,A092230,12,2022,Annual,1819893803,812718002,169773324,127745528,512140724,1819893803,448980402,385145633,97810763,160738879,34983252,1370913401,1240447445,1054334144,55528883,670587,544251,37511313,102615006,-36681824,-48666654,75.33,11.68,32.75,15.5,85,2.74,4.48,55528882.65,15,0.277474265,4.791043673,14.60370576,0.277474265,0.795162397,12.4886992,0.109083075,0.1408906,2.557733843,-54.43528989,-530.9945888,199.883666,0.681604302,0.904832825,2.762809778,0
117,KR모터스,운수장비,A000040,12,2020,Annual,155873461,60970593,12261713,16036136,76245074,155873461,106028407,84122930,28352153,4008337,0,49845054,117834375,97968122,1219024,3244505,417703,-11486012,8847016,-7377770,10252403,31.98,26.63,212.72,83.28,83.14,-27.01,1.03,1219023.92,16.86,8.18448505,15.69572923,6.417800135,8.18448505,-2.611101456,-2.592057576,41.56498135,-11.12156297,-104.9452424,-72.01379037,-224.9811194,-200.5051159,0.755961754,2.364013388,1.111347217,0
118,KR모터스,운수장비,A000040,12,2021,Annual,168436811,69662862,15567938,26271894,80548239,168436811,118211175,95521994,38019286,8515333,0,50225636,133510438,115827793,-2697618,3331490,545881,-11924558,-8501041,-3032516,2700775,29.82,27.25,235.36,91.37,86.76,-23.83,-2.02,-2697618.03,13.24,8.059967309,14.25649411,5.643859694,8.059967309,11.49009812,13.5504838,0.763530119,13.30347193,-321.2932641,3.818087601,-196.0893594,-58.89657715,0.792644062,2.658212989,1.129423153,-1
119,KR모터스,운수장비,A000040,12,2022,Annual,149185246,60741213,12980455,25433120,79137685,149185246,109161230,93561448,32030373,13372176,0,40024015,117058741,100028217,-6234393,4386520,311591,-13001280,-2410237,-6876776,1767088,26.83,36,272.74,134.19,85.45,-28.81,-5.33,-6234392.98,14.55,-11.42954731,-12.80689415,-1.751191606,-11.42954731,-7.655744053,-2.052455061,-20.31158152,-12.32240508,131.1073325,9.02944998,-71.64774291,126.7680039,0.784653604,2.924712601,1.072347215,0
120,KSS해운,운수창고업,A044450,12,2020,Annual,1069527678,72496164,6076204,10608601,990958886,1069527678,800671677,240088936,5790848,70048400,550583024,268856001,226181167,163993022,50731188,0,164301,13129121,72022521,-179932970,121095635,25.14,71.26,297.81,283.47,72.51,4.78,22.43,50731188.4,27.49,11.73057162,12.88430966,11.49888622,11.73057162,18.40079077,42.75155111,-4.321610448,-2.187715828,-3.867110279,-43.97714883,-13.57474272,301.3230618,0.211477619,0.841272526,0.282489282,1
121,KSS해운,운수창고업,A044450,12,2021,Annual,1446228923,68132507,8270247,17819931,1353046978,1446228923,1103404278,381598280,13817125,73404780,682446171,342824644,324001267,251817534,58089121,0,76343,56071252,100253854,-337110013,222694393,23.7,72.83,321.86,307.25,77.72,18.33,17.93,58089121,22.28,35.22127129,-6.019155717,36.53916395,35.22127129,37.80983013,58.94038532,27.51236451,43.24856101,14.5037664,327.0754455,39.19792394,87.35310877,0.224031799,0.945093279,0.293637856,-1
122,KSS해운,운수창고업,A044450,12,2022,Annual,1659172643,82531564,18185902,18737481,1546388382,1659172643,1252892415,378619660,19052498,87683692,830233122,406280228,445375790,360523009,69511092,0,96359,45470527,112623503,-171997739,53649382,24.49,71.25,308.38,290.98,80.95,12.14,15.61,69511091.6,19.05,14.7240673,21.13390162,14.28933416,14.7240673,13.54790261,-0.780564315,18.50963316,37.46112604,19.66284014,-18.90581113,12.33832766,-48.97875104,0.268432458,1.096228069,0.35547808,0
123,KT,통신업,A030200,12,2020,Annual,33662545000,11154180000,3056130000,534636000,14206119000,33662545000,18111112000,9192472000,1239717000,95789000,178221000,15551433000,23916667000,0,1184107000,156940000,132466000,703392000,4739827000,-3761470000,-647585000,46.2,25.13,116.46,54.4,0,4.58,4.95,1184107000,100,-2.540678952,-6.245563568,3.052672271,-2.540678952,-6.43419411,-9.41642419,2.422918543,-1.747579827,2.116395272,5.623612867,26.5582925,-3.241232348,0.710483031,1.5379076,1.320552101,0
124,KT,통신업,A030200,12,2021,Annual,37159341000,11858350000,2982867000,514145000,14464886000,37159341000,20592180000,10072432000,1537148000,338927000,501192000,16567161000,24898005000,0,1671824000,168969000,171400000,1459395000,5561834000,-5137474000,-41282000,44.58,25.83,124.3,57.93,0,9.09,6.71,1671824000,100,10.38779451,6.313059319,1.821517897,10.38779451,13.69914779,9.572615505,6.531410964,4.103155344,41.18859191,107.4796131,17.3425528,36.58154923,0.670033546,1.502852842,1.209100008,-1
125,KT,통신업,A030200,12,2022,Annual,40980681000,12681532000,3090077000,709191000,14772179000,40980681000,22565958000,10699268000,1150515000,504998000,915762000,18414723000,25650011000,0,1690088000,0,195519000,1387663000,3597065000,-4838643000,669331000,44.94,27.28,122.54,60.71,0,7.93,6.59,1690088000,100,10.28365923,6.941792071,2.124406649,10.28365923,9.585085212,6.223283513,11.15195295,3.020346409,1.092459493,-4.915187458,-35.32591947,-5.816691238,0.625904948,1.392907784,1.136668383,0
126,KT&G,기타제조업,A033780,12,2020,Annual,11468383152,6750382617,1115246113,2535032332,1718412219,11468383152,2376811496,1991492012,57897000,17308208,53492408,9091571656,5055311488,2127074299,1473182689,52725000,274971000,1171643099,1261664798,-85834706,-808888422,79.28,1.36,26.14,1.71,42.08,13.14,29.14,1473182689,57.92,6.658430386,5.191672852,-2.014385782,6.658430386,18.08166582,24.46093393,4.027492705,1.855841964,6.784049739,12.96226882,21.02423427,-81.30738824,0.440804202,0.556043738,2.126929921,0
127,KT&G,기타제조업,A033780,12,2021,Annual,11637271194,6255861536,904504494,2375380885,1741041768,11637271194,2428409041,2063946377,60337000,75432491,53195099,9208862153,5228351597,2350179719,1338383480,63544000,300906000,971758745,1419821289,-797609538,-947573962,79.13,1.6,26.37,2.02,44.95,10.62,25.6,1338383480,55.05,1.472640387,-7.32582298,1.316887109,1.472640387,2.17087241,3.63819511,1.290101442,3.422936636,-9.150203163,-17.06017423,12.53553965,829.2389701,0.449276425,0.567752184,2.152994619,0
128,KT&G,기타제조업,A033780,12,2022,Annual,12301716000,6509585000,1366523000,2575842000,1837041000,12301716000,2943136000,2527315000,220898000,72629000,78808000,9358580000,5851406000,2891166000,1267650000,50531000,311178000,1005327000,887887000,547544000,-931786000,76.08,1.8,31.45,2.36,49.41,10.83,21.66,1267650000,50.59,5.709627239,4.055771736,5.513895977,5.709627239,21.19605677,22.45061345,1.625801804,11.91684208,-5.284993506,3.454381571,-37.46487626,-168.6481259,0.475657705,0.625245069,1.988153453,1
129,LF,섬유의복,A093050,12,2020,Annual,2479439884,1082925012,102707833,304764061,541311747,2479439884,1065019216,720808907,52371715,291791315,75606758,1414420667,1610459972,713336421,77067170,0,36806000,28596030,305614753,-269587577,49666395,57.05,31.5,75.3,55.21,44.29,2.04,4.79,77067170.45,55.71,2.578057388,12.57291847,3.547937512,2.578057388,3.844998709,1.519585046,1.644302605,-13.02881892,-11.95658211,-58.82476357,101.6519679,11.89975168,0.649525718,1.138600425,1.512141704,0
130,LF,섬유의복,A093050,12,2021,Annual,2541137895,1164416322,118732000,313867367,490390005,2541137895,1042768391,613206040,74003874,234807203,62699804,1498369503,1793103980,695009070,158865864,0,45532000,136154463,310313178,-126345947,-111800090,58.96,25.19,69.59,42.72,38.76,9.35,8.86,158865864.1,61.24,2.488385034,7.525111074,-9.407100859,2.488385034,-2.089241646,-14.92807122,5.935209939,11.3411082,106.1394807,376.1306482,1.537368518,-53.13361676,0.705630333,1.196703468,1.719561118,0
131,LF,섬유의복,A093050,12,2022,Annual,2584040376,1205562532,127638314,445053612,596131588,2584040376,927192270,742787795,97234643,130709327,2689000,1656848107,1968540365,798159568,185160686,0,60373000,177302503,160923026,-93595246,-159770365,64.12,19.99,55.96,31.17,40.55,11.24,9.41,185160686.4,59.45,1.688317705,3.533633909,21.56275249,1.688317705,-11.083585,21.13184583,10.57673716,9.783949339,16.55158719,30.22158737,-48.14173635,-25.92144962,0.761807123,1.188123617,2.123119906,1
132,LG,기타금융,A003550,12,2020,Annual,24282268000,5895921000,1313668000,41682000,1589560000,24282268000,3420978000,2133263000,797369000,49665000,89471000,20861290000,5199070000,3302831000,1586056000,32883000,4799000,1540658000,739096000,-1277688000,693728000,85.91,5.25,16.4,6.11,63.53,7.73,30.51,1586056000,36.47,8.235651758,49.67848904,-3.083528541,8.235651758,0.215871238,-4.968725513,9.674922287,-20.43600908,59.51178646,39.2049731,-9.719580733,3658.348041,0.214109736,0.249220925,1.519761308,0
133,LG,기타금융,A003550,12,2021,Annual,25669796000,5547934000,1133381000,54019000,1508820000,25669796000,3729575000,2819273000,659653000,41453000,2065000,21940221000,6859010000,4065447000,2460104000,34661000,5575000,2683974000,1019525000,-271997000,-1008364000,85.47,3.2,17,3.75,59.27,12.54,35.87,2460104000,40.73,5.714161461,-5.902165243,-5.07939304,5.714161461,9.020724483,32.15777895,5.171928486,31.92763321,55.10826856,74.20959097,37.94216178,-78.71178253,0.267201578,0.312622649,1.839086223,0
134,LG,기타금융,A003550,12,2022,Annual,29633677000,5083392000,1413798000,58204000,1524353000,29633677000,3399491000,2524385000,753442000,289303000,413000,26234186000,7185987000,4853189000,1941380000,47841000,7110000,2115750000,641024000,-175064000,-653033000,88.53,2.9,12.96,3.27,67.54,8.78,27.02,1941380000,32.46,15.44180951,-8.373243085,1.029479991,15.44180951,-8.850445426,-10.45971781,19.57120213,4.767116537,-21.08545005,-21.17099495,-37.12522989,-35.63752541,0.242493937,0.273916904,2.113842043,0
135,LG디스플레이,전기전자,A034220,12,2020,Annual,35066012000,11099470000,3517512000,2170656000,20139703000,35066012000,22334584000,11006948000,3779290000,394906000,9019658000,12731428000,24261561000,21626339000,-36465000,1098736000,113547000,-76147000,2278784000,-2311152000,931829000,36.31,40.36,175.43,111.16,89.14,-0.6,-0.15,-36465000,10.86,-1.42953548,8.305316533,-8.819147537,-1.42953548,-3.256037503,0.200018644,1.947001353,3.348136384,-97.31753105,-97.34871407,-15.80468826,-65.7880452,0.691882527,1.905643342,1.086277721,0
136,LG디스플레이,전기전자,A034220,12,2021,Annual,38154515000,13187067000,4574789000,3350375000,20558446000,38154515000,23392014000,13994817000,4814055000,613733000,7660591000,14762501000,29878043000,24572939000,2230608000,1222044000,126335000,1333544000,5753446000,-4263080000,-2466136000,38.69,33.41,158.46,86.35,82.24,9.7,7.47,2230608000,17.76,8.807682493,18.80807822,2.079191535,8.807682493,4.734496062,27.1452995,15.95322222,23.14971407,-6217.120527,-1851.275822,152.4787782,84.45692884,0.783080141,2.023914715,1.277275356,1
137,LG디스플레이,전기전자,A034220,12,2022,Annual,35686019000,9444035000,2358914000,2872918000,20946933000,35686019000,24366792000,13961520000,4061684000,2578552000,8425195000,11319227000,26151781000,25027703000,-2085047000,1382406000,108315000,-3195585000,3011020000,-6700169000,1946024000,31.72,42.21,215.27,133.09,95.7,-24.5,-7.97,-2085047000,4.3,-6.469734971,-28.38411301,1.889671038,-6.469734971,4.167140119,-0.237923797,-23.32446243,-12.47157319,-193.4743801,-339.6310133,-47.6657989,57.16732972,0.732829879,2.310385771,1.073254986,-1
138,LG생활건강,화학,A051900,12,2020,Annual,6801415784,1982768918,585564696,808965988,2329834013,6801415784,1952220085,1479723875,251186197,186412986,22801783,4849195699,7844506057,2962930554,1220864731,34058000,459898000,813101140,1004842472,-745883641,-465737760,71.3,6.89,40.26,9.67,37.77,17.9,15.56,1220864731,62.23,4.739171177,-8.335630353,14.42941623,4.739171177,-13.48774001,-16.45659908,14.44643308,2.069916016,3.77873674,3.162763136,-11.82819386,61.66333065,1.153363698,1.6176922,4.018248822,0
139,LG생활건강,화학,A051900,12,2021,Annual,7555239418,2472884296,554857051,1000655942,2449112181,7555239418,2057406606,1525844759,270571520,256676146,17341602,5497832811,8091511298,3039883555,1289630424,24734000,539304000,861127852,984481666,-465122433,-238400404,72.77,6.91,37.42,9.49,37.57,16.64,15.94,1289630424,62.43,11.08333409,24.71873417,5.119599394,11.08333409,5.388046246,3.116857461,13.37617931,3.148767293,5.632539892,5.906609847,-2.026268452,-37.64142187,1.070980131,1.471763798,3.93286931,0
140,LG생활건강,화학,A051900,12,2022,Annual,7302929652,2284388638,550861506,955432615,2383867277,7302929652,1834093664,1162757523,213187479,215544469,14783780,5468835988,7185759184,3168512093,711122934,25356000,483279000,258340047,497299483,-197383722,-373633369,74.89,6.06,33.54,8.1,44.09,4.71,9.9,711122934.4,55.91,-3.339533694,-7.622502125,-2.664022682,-3.339533694,-10.85409862,-23.79581762,-0.527422786,-11.19385589,-44.85839348,-69.99980358,-49.48616108,-57.56306125,0.98395569,1.313946734,3.917880163,0
141,LG유플러스,통신업,A032640,12,2020,Annual,18350190000,4950900000,1855722000,284077000,9949806000,18350190000,10698976000,4328335000,73752000,50000000,1278125000,7651214000,13417627000,0,886151000,0,236839000,478065000,2548551000,-2615639000,157151000,41.7,37.33,139.83,89.54,0,6.37,6.6,886151000,100,2.280468534,3.025828354,12.28696096,2.280468534,1.015367702,-6.894560873,4.103588541,8.364243199,29.13060078,8.940571655,13.13819586,-18.62604003,0.73119826,1.753659877,1.254103851,2
142,LG유플러스,통신업,A032640,12,2021,Annual,19370515000,5164421000,1763278000,241363000,10196129000,19370515000,11411957000,5073659000,333556000,0,1103125000,7958558000,13851135000,0,979014000,0,244356000,724218000,3404503000,-2944805000,-416515000,41.09,36.45,143.39,88.73,0,9.28,7.07,979014000,100,5.560296651,4.312771415,2.475656309,5.560296651,6.664011584,17.21964682,4.016931169,3.230884269,10.47936525,51.48944181,33.58582975,12.58453479,0.715062816,1.740407622,1.2137388,0
143,LG유플러스,통신업,A032640,12,2022,Annual,19774800000,5043422000,1734478000,226157000,10574114000,19774800000,11325133000,4817824000,160632000,0,1215625000,8449667000,13905990000,0,1081260000,0,208096000,662588000,3504980000,-2866689000,-573707000,42.73,35.6,134.03,83.33,0,8.08,7.78,1081260000,100,2.087115392,-2.342934474,3.707142191,2.087115392,-0.760816046,-5.042416134,6.170828937,0.396032527,10.44377302,-8.509868575,2.95129715,-2.652671399,0.703217732,1.645744146,1.227887567,0
144,LG이노텍,전기전자,A011070,12,2020,Annual,6038600272,3161799525,1114217058,859393513,2367766837,6038600272,3610912435,2284222240,1001586395,1213528,701380708,2427687837,9541789541,8251449218,681019009,328462259,0,236127867,950268414,-826161591,-167157650,40.2,28.77,148.74,71.57,86.48,10.19,7.14,681019009.1,13.52,4.640962545,24.92569226,-12.55197335,4.640962545,1.254457992,11.63052384,10.11898522,19.64076593,42.96523298,130.8179666,23.56530959,133.1611711,1.580132665,3.930402169,2.642487103,0
145,LG이노텍,전기전자,A011070,12,2021,Annual,7741352841,4113364038,1895348989,1392013529,3146377616,7741352841,4427146647,3310267874,1565885273,1326387,615115344,3314206194,14945609219,12815071628,1264223241,408632896,0,888282436,1177629169,-1008293111,-309627952,42.81,19.42,133.58,45.36,85.74,30.94,8.46,1264223241,14.26,28.19780234,30.09566247,32.88376063,28.19780234,22.60465261,44.91881814,36.51698309,56.63318872,85.63699754,276.1870411,23.92595099,22.04550804,1.930619819,4.509559256,3.375901096,0
146,LG이노텍,전기전자,A011070,12,2022,Annual,9793617826,4713796331,1792871361,1978792006,4130978039,9793617826,5527824867,4270416742,1992345933,207626593,921935007,4265792959,19589409483,17215010893,1271751532,570608021,0,979848641,1514999767,-1996725065,441365737,43.56,20.69,129.58,47.51,87.88,25.85,6.49,1271751532,12.12,26.51041784,14.59711048,31.29314225,26.51041784,24.86202305,29.00517132,28.71235853,31.0713347,0.595487471,10.30823095,28.64828818,98.0302199,2.000221964,4.592208218,3.543782583,0
147,LG전자,전기전자,A066570,12,2020,Annual,48204227000,23239420000,7154932000,7447157000,13973998000,48204227000,30662102000,20207492000,8728159000,196774000,3528600000,17542125000,58057908000,42549187000,3905108000,1824380000,0,2063790000,4628576000,-2314521000,-993875000,36.39,22.37,174.79,61.46,73.29,12.15,6.73,3905108000,26.71,7.45510771,17.64718985,-3.663603237,7.45510771,7.83325339,14.43871406,6.800472544,-6.818372336,60.29906339,1046.881321,25.46408888,11.10107874,1.204415289,3.309627995,1.893474492,1
148,LG전자,전기전자,A066570,12,2021,Annual,53481478000,27487763000,8166459000,9754018000,14700784000,53481478000,33383445000,23619899000,8741937000,330086000,3142863000,20098033000,73907984000,55010762000,4057997000,2092951000,0,1414972000,2677382000,-2465536000,-282268000,37.58,20.36,166.1,54.17,74.43,7.52,5.49,4057997000,25.57,10.94769345,18.28076174,5.200988293,10.94769345,8.875265629,16.88684078,14.57011622,27.30046009,3.915102988,-31.43817927,-42.15538429,6.524676164,1.381936079,3.677374,2.213911237,0
149,LG전자,전기전자,A066570,12,2022,Annual,55156141000,27488228000,8216512000,9388808000,15831838000,55156141000,32664144000,22332549000,8212419000,885911000,4584578000,22491997000,83467318000,63231088000,3550972000,2397333000,0,1863123000,3107839000,-3227546000,448320000,40.78,22.01,145.23,53.98,75.76,8.75,4.25,3550972000,24.24,3.131295287,0.001691662,7.69383456,3.131295287,-2.154663786,-5.450277328,11.91143432,12.93410195,-12.49446463,31.67207549,16.07753395,30.90646415,1.513291476,3.710978532,2.555319313,0
150,LG화학,화학,A051910,12,2020,Annual,41388894000,16319700000,5298365000,5349688000,20567475000,41388894000,22598454000,12624219000,3458526000,879757000,3131254000,18790440000,30058872000,23741385000,1805359000,217778000,27413000,682408000,5840832000,-5296375000,938069000,45.4,24.61,120.27,54.21,78.98,3.77,6.01,1805359000,21.02,21.64465023,37.49013878,10.6156341,21.64465023,35.80281813,41.18635638,8.091739954,9.892100626,118.7213705,81.44130347,87.14011498,-13.3367237,0.726254536,1.599689629,1.330129574,1
151,LG화학,화학,A051910,12,2021,Annual,51135302000,20413820000,6386979000,8283474000,24378259000,51135302000,27925314000,15062096000,3742132000,1688383000,3628563000,23209988000,42599284000,31384656000,5026370000,255142000,39055000,3953904000,5509816000,-5349305000,123670000,45.39,28.88,120.32,63.62,73.67,18.83,11.8,5026370000,26.33,23.54836541,25.08698077,18.52820533,23.54836541,23.57178947,19.31111144,23.52019431,41.71950298,178.4138778,479.4046963,-5.667274799,0.999362772,0.83306996,1.835385869,1.525471979,-1
