,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,환경_등급차이,사회_등급차이,지배구조_등급차이,통합_등급차이,t+1년도_환경_등급차이,t+1년도_사회_등급차이,t+1년도_지배구조_등급차이,t+1년도_통합_등급차이
235,금호석유,화학,A011780,12,2022,Annual,7717403072.0,2739034139.0,684158634,821862030,3636330972.0,7717403072.0,2038142033.0,1453492813,349002309,305294864,182488741,5679261039.0,7975625981.0,6549231667.0,1147312057,58148000,12790000,1020119893,513532762,94084327,-661044100,73.59,10.32,35.89,14.03,82.12,18.96,14.39,1147312057.0,17.88,-4.907438315,-20.497336,6.443615571,-4.907438315,-32.79594438,-38.41865436,11.73250842,-5.745977622,-52.33109848,-48.10073357,-75.85683198,-105.3502344,1.033459819,1.404342207,3.913184583,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
236,금호전기,전기전자,A001210,12,2021,Annual,83849544.0,65174961.0,6885270,9591514,10385720.0,83849544.0,65486927.0,63023538,3572379,638703,0,18362617.0,41640598.0,32040392.0,-8559665,175552,815761,-9883907,-11880360,-26517656,39288088,21.9,66.59,356.63,304.05,76.95,-87.46,-20.56,-8559664.65,23.05,23.70285418,42.48907966,2.595602396,23.70285418,3.060091984,6.127046376,333.0231936,-7.469939606,33.25872525,-59.39318701,2699.693646,-1207.688169,0.496610906,2.267683196,0.635861231,-1.0,-1.0,-3.0,-2.0,-1.0,0.0,1.0,0.0
237,금호전기,전기전자,A001210,12,2022,Annual,62193733.0,37080729.0,6889538,9343921,10177426.0,62193733.0,48670002.0,43610870,4968269,454846,0,13523731.0,46015093.0,36146643.0,-11787967,125752,461621,-17860161,-8448758,18144729,-14516146,21.74,61.24,359.89,281.64,78.55,-112.02,-25.62,-11787966.65,21.45,-25.8269872,-43.10586699,-2.00558074,-25.8269872,-25.67982003,-30.80225042,-26.35183209,10.50536066,37.71528442,80.69940359,-28.88466343,-168.4250863,0.739867038,3.402544239,0.945450814,1.0,0.0,0.0,0.0,-1.0,-1.0,-3.0,-2.0
238,기아,운수장비,A000270,12,2021,Annual,66849997000.0,29205483000.0,1787698000,7087685000,15583831000.0,66849997000.0,31937441000.0,21562636000,7920301000,3107772000,1631282000,34912556000.0,69862366000.0,56937165000.0,5065685000,1046810000,1436200000,4760311000,7359670000,-4423910000,-1620519000,52.23,14.38,91.48,27.54,81.5,14.69,7.25,5065685000.0,18.5,10.51332026,11.92678281,0.026418969,10.51332026,4.374914274,2.204266089,16.7969326,18.0743859,145.13866,220.0026217,35.68973299,54.42013953,1.045061618,2.001067066,2.187475384,-1.0,-1.0,-2.0,-2.0,1.0,0.0,1.0,1.0
239,기아,운수장비,A000270,12,2022,Annual,73710965000.0,34147147000.0,2237444000,9103825000,15383383000.0,73710965000.0,34367884000.0,25377803000,9703269000,1659498000,945174000,39343081000.0,86559029000.0,68536010000.0,7233120000,1257221000,1702981000,5408976000,9333186000,-5671268000,-3454447000,53.37,10.51,87.35,19.69,79.18,14.57,8.36,7233120000.0,20.82,10.26322858,16.92032965,-1.286256249,10.26322858,7.61001171,17.69341652,12.69034842,23.89936665,42.78661227,13.62652566,26.8152784,28.19582677,1.174303294,2.200108044,2.518602222,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-2.0
240,까뮤이앤씨,건설업,A013700,12,2021,Annual,195058433.0,64796106.0,25814785,3671771,52904498.0,195058433.0,96246050.0,67006566,12834741,15849845,16558333,98812383.0,163686602.0,154071996.0,-3010986,532880,13409,-3016567,-2668352,4198599,-1679069,50.66,25.14,97.4,49.64,94.13,-3.32,-1.84,-3010985.73,5.87,17.35088812,23.26985873,-0.677220508,17.35088812,15.33023397,34.90556469,19.38831571,1.210472452,-206.843934,-132.7790164,-87.88309547,26.44478241,0.83916701,1.656539363,1.700709816,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0
241,까뮤이앤씨,건설업,A013700,12,2022,Annual,195489394.0,72079767.0,29992306,4717347,52901000.0,195489394.0,116341806.0,88669890,15635872,21849845,16658328,79147588.0,195140487.0,198733607.0,-15897800,520560,27673,-15888096,-12329059,3118058,9778646,40.49,30.03,146.99,74.18,101.84,-17.86,-8.15,-15897800.13,-1.84,0.220939435,11.24089309,-0.006611914,0.220939435,20.87956441,32.33015105,-19.90114437,19.21591909,427.9931557,426.6946168,362.0476984,-25.73575138,0.998215213,2.465526644,1.67730323,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
242,깨끗한나라,종이목재,A004540,12,2021,Annual,598691300.0,132324719.0,70974705,46113321,394117036.0,598691300.0,369204769.0,163975033,51374627,13548162,56150638,229486531.0,578743925.0,486600856.0,13044858,350352,11393499,8362664,31366479,-48210561,21414068,38.33,40.76,160.88,106.34,84.08,3.75,2.25,13044857.73,15.92,6.329986972,11.03639684,5.505236204,6.329986972,6.6324298,-9.520156199,5.846991514,-2.167519901,-74.94386366,-78.16042373,-49.5344769,39.84514991,0.966681702,2.521908029,1.567541846,-2.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0
243,깨끗한나라,종이목재,A004540,12,2022,Annual,661046979.0,178461002.0,61223494,79261652,413494458.0,661046979.0,419699357.0,222191293,46845909,50210526,67531180,241347622.0,606453743.0,527372020.0,3754759,407960,1685370,-2908391,-5359464,-59837683,62734693,36.51,46.85,173.9,128.31,86.96,-1.24,0.62,3754759.3,13.04,10.41533074,34.86595955,4.916666936,10.41533074,13.67658065,35.50312443,5.168534706,4.787923778,-71.21655905,-134.7782836,-117.0865974,24.11737544,0.917413985,2.5127811,1.444971818,2.0,1.0,1.0,2.0,-2.0,0.0,-1.0,-1.0
244,남선알미늄,철강금속,A008350,12,2021,Annual,355238355.0,116527739.0,38160768,36558856,60803814.0,355238355.0,119307587.0,69337233,20864714,11803570,7390000,235930768.0,230343537.0,215964618.0,-6912236,1532964,74988,41688592,12056159,7055316,-10237402,66.41,6.24,50.57,9.39,93.76,19.6,-3.0,-6912235.68,6.24,20.35743865,3.654656758,-7.930070127,20.35743865,12.97184786,8.928108099,24.47245676,-14.20291625,356.1700971,295.5773922,-233.4578045,628.6998841,0.64841967,0.976318345,1.930669648,-1.0,-2.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
245,남선알미늄,철강금속,A008350,12,2022,Annual,401195144.0,134740292.0,36690082,33145082,59268559.0,401195144.0,94558342.0,49056023,19144980,3148887,4550000,306636802.0,255740300.0,237667972.0,-2490018,1325673,80697,27929159,-6749371,8370903,26449590,76.43,2.65,30.84,3.46,92.93,10.3,-0.97,-2490017.95,7.07,12.93688825,15.6293713,-2.524932071,12.93688825,-20.74406634,-29.25010001,29.96897548,11.0256026,-63.97666399,-33.00527156,-155.9827637,18.64674807,0.63744615,0.834016981,2.704576821,1.0,1.0,-1.0,0.0,-1.0,-2.0,-1.0,-1.0
246,남성,유통업,A004270,12,2021,Annual,288756910.0,126452567.0,15220354,46565310,5059964.0,288756910.0,169416969.0,119705643,31467220,65105850,11500000,119339940.0,102320291.0,73824811.0,6945078,638270,4191514,6870991,-2012884,-14096590,15099730,41.33,30.02,141.96,72.65,72.15,6.09,6.79,6945078.32,27.85,23.91028182,48.84071387,-38.90245079,23.91028182,33.87808909,23.38280214,12.06534899,10.5764113,-596.8488902,-167.8289008,-215.7586308,-374.5545735,0.354347506,0.857385139,0.603955387,0.0,-1.0,-2.0,-1.0,0.0,-1.0,0.0,0.0
247,남성,유통업,A004270,12,2022,Annual,271152129.0,102793565.0,6152380,35205071,4174279.0,271152129.0,151652661.0,126193387,9958728,70832277,0,119499468.0,98137172.0,71684103.0,2539944,736921,4270377,3167371,-6378433,-5132092,4085874,44.07,33.84,126.91,76.79,73.04,2.65,2.59,2539944.49,26.96,-6.096747953,-18.70978388,-17.50378066,-6.096747953,-10.48555414,5.419747839,0.133675281,-4.088259483,-63.42814292,-53.90226825,216.8803071,-63.59337968,0.361926614,0.821235221,0.647118035,0.0,0.0,1.0,0.0,0.0,-1.0,-2.0,-1.0
248,남양유업,음식료품,A003920,12,2021,Annual,937403119.0,480016975.0,115218826,175037731,344313077.0,937403119.0,124442409.0,96871437,48820848,0,0,812960710.0,956084030.0,805486611.0,-77853693,0,40711436,-58891078,38401477,24206715,-8338057,86.72,3.15,15.31,3.63,84.25,-6.99,-8.14,-77853692.93,15.75,-6.360459228,-5.474000061,-9.191866288,-6.360459228,-2.665679962,-0.509022266,-6.90141831,0.754285993,1.458786952,11.63745837,-177.7081294,-54.90130177,1.019928364,1.176051952,7.682943762,-1.0,0.0,-3.0,-2.0,2.0,1.0,0.0,1.0
249,남양유업,음식료품,A003920,12,2022,Annual,902259070.0,456110402.0,114689562,179247243,321217454.0,902259070.0,164307809.0,148191529,50642744,37100000,0,737951261.0,964660006.0,814564683.0,-86806775,0,44839906,-78442348,-57634373,-10483558,29233979,81.79,6.62,22.27,8.1,84.44,-10.12,-9.0,-86806775.04,15.56,-3.74908599,-4.980359913,-6.707739131,-3.74908599,32.0352204,52.97752732,-9.22670039,0.896989776,11.49988094,33.19903568,-250.0837403,-143.3084704,1.069160774,1.30721371,5.871053919,1.0,1.0,1.0,1.0,-1.0,0.0,-3.0,-2.0
250,남해화학,화학,A025860,12,2021,Annual,719110525.0,503297307.0,110329847,271777764,165186068.0,719110525.0,247508235.0,232131563,81201428,90498418,0,471602290.0,1451884407.0,1331020429.0,20481750,0,561186,21665836,-118071167,75732796,47696049,65.58,13.17,52.48,20.08,91.68,4.69,1.41,20481749.72,8.32,21.99799433,31.39185594,-3.510502778,21.99799433,81.29022664,95.41703624,4.125180733,43.77296025,-22.39290283,-13.49055285,-324.9084151,-326.4374517,2.019000357,3.07862035,5.866004446,0.0,-1.0,-2.0,-1.0,-1.0,0.0,0.0,0.0
251,남해화학,화학,A025860,12,2022,Annual,902896420.0,618408759.0,180603112,386216091,219807753.0,902896420.0,380906101.0,361477738,81862996,175563946,5724000,521990318.0,2169565871.0,1995401142.0,62590109,0,621514,47109340,-96145539,-25072641,97226792,57.81,20.43,72.97,35.34,91.97,9.48,2.88,62590109.18,8.03,25.55739189,22.87146194,33.06676263,25.55739189,53.8963344,55.72106323,10.68443243,49.43103325,205.5896542,117.4360592,-18.56984102,-133.1067151,2.40289564,4.156333549,5.695802365,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-1.0
252,넥센,화학,A005720,12,2021,Annual,4572292481.0,1645487810.0,460580823,535132915,2422266945.0,4572292481.0,2455495305.0,1152901809,147213872,315343550,629924161,2116797176.0,2403881271.0,1895177665.0,33579043,0,56315594,29421639,236049353,-123762427,-74373063,46.3,32.13,116.0,69.41,78.84,1.42,1.4,33579042.98,21.16,7.857132369,22.43041816,-0.641059604,7.857132369,11.71838049,35.78230071,3.699559671,22.11515642,-46.12854285,3724.463896,4.622649535,-52.29934373,0.525749672,1.135621919,0.978980194,0.0,0.0,0.0,0.0,1.0,1.0,-1.0,0.0
253,넥센,화학,A005720,12,2022,Annual,4726896214.0,1637750257.0,445228860,683018273,2488427689.0,4726896214.0,2595712644.0,1568455338,176668168,747066556,534894545,2131183570.0,3003950006.0,2498971425.0,-22542977,0,53770012,1776894,-29062663,-259470871,247628592,45.09,36.93,121.8,81.91,83.19,0.08,-0.75,-22542977.05,16.81,3.381317657,-0.470228521,2.731356432,3.381317657,5.710348487,36.04413886,0.679630253,24.96249471,-167.1340663,-93.96058799,-112.312113,109.6523778,0.635501579,1.409521943,1.157273712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,넥센타이어,화학,A002350,12,2021,Annual,3823413438.0,1476005839.0,397485972,497072460,2068840940.0,3823413438.0,2223486296.0,1041728601,158716170,255982316,618329645,1599927142.0,2079407030.0,1639802929.0,4391880,85101085,53293213,4634238,265157560,-130510097,-80555533,41.85,36.07,138.97,86.2,78.86,0.29,0.21,4391879.56,21.14,7.973078409,22.97306369,-1.327953519,7.973078409,11.50168374,35.86271129,3.424463319,22.45291691,-88.86012644,-127.9232967,48.05952901,-42.42737621,0.543861412,1.299688577,0.93520119,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0
255,넥센타이어,화학,A002350,12,2022,Annual,3944336740.0,1442087251.0,382189165,649173371,2135013225.0,3944336740.0,2348104912.0,1431723418,166468158,663361180,534652256,1596231828.0,2597424486.0,2165893631.0,-54253533,90494421,50334854,-27505695,-99406725,-234721127,264839686,40.47,42.07,147.1,103.97,83.39,-1.72,-2.09,-54253533.44,16.61,3.162705367,-2.297998226,3.198519699,3.162705367,5.604649609,37.43727653,-0.230967642,24.91178728,-1335.314558,-693.5322053,-137.4896816,79.84901735,0.658519963,1.627222588,1.106179061,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
256,노루페인트,화학,A090350,12,2021,Annual,670646934.0,303768290.0,155296721,77856029,291028364.0,670646934.0,325655495.0,209944463,123318571,27498829,49830000,344991439.0,730931676.0,598878502.0,25525165,443646,2471618,14445731,23768428,-17900375,-11966291,51.44,17.63,94.4,34.28,81.93,4.26,3.49,25525165.41,18.07,0.598177211,0.254490809,0.845962144,0.598177211,-2.145896909,-17.46923171,3.333496415,13.68667937,-20.96748609,-19.66327686,-40.44986849,195.889764,1.089890431,2.118695113,2.244493605,-1.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0
257,노루페인트,화학,A090350,12,2022,Annual,668177302.0,308281426.0,148659509,80861911,289872793.0,668177302.0,315503886.0,217385648,126102773,14515781,35000000,352673416.0,747090556.0,611491821.0,25746794,8237161,3502461,11548262,40149582,-9494805,-20420326,52.78,15.83,89.46,29.98,81.85,3.31,3.45,25746794.05,18.15,-0.368246222,1.48571663,-0.397064734,-0.368246222,-3.117284724,3.544358776,2.226715255,2.210723728,0.868276464,-20.05761425,68.91980404,-46.95750787,1.118102267,2.118363682,2.367928223,1.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0
258,노루홀딩스,기타금융,A000320,12,2021,Annual,1055537182.0,495132611.0,199159352,111098811,421505236.0,1055537182.0,472000055.0,308285780,148801448,56364707,83129807,583537128.0,955214024.0,766606951.0,26659686,5729182,1697389,10707790,25399226,-429794,-27144107,55.28,19.47,80.89,35.22,80.25,1.84,2.79,26659685.7,19.75,0.423688076,2.104781439,0.554465224,0.423688076,-0.23567438,-8.233659964,0.963430901,12.63951159,-25.49421935,-63.20028148,-49.71769983,-96.93096116,0.904955354,1.636937871,2.02375829,-1.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0
259,노루홀딩스,기타금융,A000320,12,2022,Annual,1171989378.0,583742767.0,234474827,155760942,450478522.0,1171989378.0,511163924.0,367016108,173956771,57412652,63672237,660825454.0,1031734917.0,823685102.0,29622459,13769966,3542787,33390807,48373910,-33513244,-30745435,56.38,17.76,77.35,31.5,79.83,5.37,2.87,29622458.74,20.17,11.03250534,17.89624719,6.873766569,11.03250534,8.297428906,19.05061207,13.24480008,8.010863647,11.11330794,211.8365881,90.45426817,7697.513227,0.880327874,1.561282046,2.018403233,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
260,녹십자,의약품,A006280,12,2021,Annual,2462144732.0,1095620834.0,413791000,454976365,799071840.0,2462144732.0,962387715.0,552882863,119540920,101099774,8000368,1499757018.0,1537825750.0,1017232478.0,73661621,146030000,48549000,136949879,125978949,-132077425,-41270329,60.91,24.64,64.17,40.44,66.15,9.89,4.79,73661620.78,33.85,14.44385966,-3.217410888,18.60564064,14.44385966,9.102644237,-6.196121774,18.15569457,2.241215914,46.58292202,53.40959139,250.1993009,-544.9419127,0.624587877,1.025383266,1.597927453,-1.0,1.0,-1.0,0.0,1.0,-1.0,1.0,0.0
261,녹십자,의약품,A006280,12,2022,Annual,2525537081.0,980437889.0,394154670,442408248,822392574.0,2525537081.0,958895150.0,540738447,121270008,182000000,6024000,1566641931.0,1711312740.0,1129508276.0,81263666,191347000,49861000,69414785,119154311,-205259307,-2480543,62.03,22.79,61.21,36.74,66.0,4.53,4.75,81263665.84,34.0,2.574680041,-10.51302982,2.918477768,2.574680041,-0.362906233,-2.196562204,4.459716621,11.2813165,10.32022496,-49.31373032,-5.417284439,55.40831978,0.67760349,1.092344528,1.78467139,1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
262,녹십자홀딩스,서비스업,A005250,12,2021,Annual,3496833927.0,1424864332.0,444695402,506994525,1068971066.0,3496833927.0,1586104973.0,925912757,141448626,362657497,9499966,1910728954.0,1840558603.0,1212017419.0,86244224,147282000,49736000,127657537,103769151,-110206964,-116455704,54.64,29.91,83.01,54.73,65.85,7.12,4.69,86244224.0,34.15,7.886945767,-7.223575299,9.994880089,7.886945767,1.173923458,-16.03811912,14.17556816,7.051192018,21.93093457,-29.07748495,190.0841159,11.54313136,0.526350019,0.963275612,1.160426727,-1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0
263,녹십자홀딩스,서비스업,A005250,12,2022,Annual,3592060735.0,1261978231.0,442605505,505086554,1109122911.0,3592060735.0,1625017216.0,1052354394,144034607,450684550,58089000,1967043519.0,2079559971.0,1381223254.0,71961626,193945000,50710000,58897359,97156791,-283962799,51336156,54.76,30.56,82.61,55.81,66.42,3.04,3.46,71961626.47,33.58,2.723229355,-11.43169194,3.756120842,2.723229355,2.453320787,13.65589102,2.947281711,12.98526261,-16.56064295,-53.8629991,-6.372182808,157.6632081,0.578932297,1.057200794,1.279715655,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
264,농심,음식료품,A004370,12,2021,Annual,2899907794.0,1088691509.0,224004448,256007783,1427516996.0,2899907794.0,699140508.0,537328993,282880228,3808016,82215491,2200767286.0,2662982988.0,1844870907.0,106139721,5202108,127116778,99637363,162684342,-318880289,-25294074,75.89,3.65,31.77,4.81,69.28,4.69,3.99,106139720.9,30.72,6.398011584,1.326781852,12.27790842,6.398011584,3.336905958,2.907877005,7.408783116,0.878376898,-33.78578811,-33.15095105,-29.72345865,141.5532833,0.918299193,1.210024797,3.8089382,0.0,0.0,-2.0,-2.0,-1.0,0.0,0.0,0.0
265,농심,음식료품,A004370,12,2022,Annual,3034718536.0,1208524615.0,279227304,296880553,1527290892.0,3034718536.0,719378357.0,616485544,320695305,20494221,20354831,2315340179.0,3129065208.0,2229502633.0,112172857,6531330,147139376,116033570,159650440,-106876590,-86199902,76.3,2.12,31.07,2.77,71.25,5.14,3.58,112172856.7,28.75,4.648794085,11.00707639,6.989331565,4.648794085,2.894675501,14.73148705,5.20604308,17.50226051,5.684145335,16.45588212,-1.864901049,-66.48378916,1.031089101,1.351449449,4.349679383,2.0,0.0,2.0,2.0,0.0,0.0,-2.0,-2.0
266,농심홀딩스,기타금융,A072710,12,2021,Annual,1328637732.0,229153164.0,74574203,88494780,211351974.0,1328637732.0,289723336.0,240720012,60197629,66484000,0,1038914396.0,641495586.0,538714381.0,55765471,1553904,444550,49163435,42391506,-20109922,-20215433,78.19,5.34,27.89,6.83,83.98,4.89,8.69,55765471.35,16.02,6.449185017,10.03782276,4.214635708,6.449185017,5.496405779,5.114126439,6.717964347,9.925181579,-24.64483478,-28.18051743,26.8794902,-257.8604775,0.482822044,0.617467222,2.21416609,0.0,-1.0,-2.0,-2.0,0.0,1.0,0.0,0.0
267,농심홀딩스,기타금융,A072710,12,2022,Annual,1389130864.0,249773989.0,83169445,95819031,218085238.0,1389130864.0,311863433.0,249036399,47300963,86336500,4579296,1077267431.0,674579201.0,568654687.0,52812908,1531389,471633,34206191,9741715,-24308287,13816737,77.55,6.82,28.95,8.79,84.3,3.23,7.83,52812907.52,15.7,4.553019273,8.998708392,3.185806062,4.553019273,7.641806596,3.454796687,3.691645351,5.157263077,-5.294607841,-30.42351292,-77.01965342,20.87708247,0.48561242,0.626194742,2.163059627,1.0,1.0,1.0,2.0,0.0,-1.0,-2.0,-2.0
268,다스코,기계,A058730,12,2021,Annual,298527300.0,158819418.0,88442830,41543302,95818678.0,298527300.0,173177983.0,122587057,19080521,47135545,24479132,125349317.0,363600169.0,330127195.0,4312963,506683,131193,-599608,-13031530,-16391041,28926715,41.99,39.26,138.16,93.49,90.79,-0.49,1.19,4312963.48,9.21,19.62914941,35.24540425,7.762920778,19.62914941,33.13455862,43.02976327,4.924206475,61.97549183,-159.9128152,-92.39826572,4.396599618,-42.61111659,1.217979625,2.900695255,2.099575031,-2.0,-1.0,-2.0,-2.0,1.0,-1.0,0.0,0.0
269,다스코,기계,A058730,12,2022,Annual,346117669.0,222628996.0,110584222,41466048,76243890.0,346117669.0,202891749.0,137121632,28383696,49010000,16252112,143225920.0,378481455.0,336810355.0,11548783,1164037,162495,2234938,16241310,-2208046,20094716,41.38,35.53,141.66,85.86,88.99,1.66,3.05,11548783.31,11.01,15.94171421,40.17744102,-20.42898985,15.94171421,17.15793514,11.85653311,14.26142833,4.092761024,167.7691184,-472.7331857,-224.630876,-86.5289459,1.093505154,2.642548604,1.86543542,1.0,1.0,0.0,1.0,-2.0,-1.0,-2.0,-2.0
270,다우기술,서비스업,A023590,12,2021,Annual,46322445970.0,38642271057.0,8751851,52023,336296158.0,46322445970.0,41705976712.0,22225793067,3018797,13674528927,1766661440,4616469257.0,6086980402.0,4240482826.0,1257233834,0,55597661,914188890,-3480396427,-355782675,3988892387,9.97,33.35,903.42,334.66,69.66,23.26,20.65,1257233834.0,30.34,19.93725524,12.07351348,5.726970006,19.93725524,17.88990354,11.66028101,42.25630576,28.60899776,23.81822628,34.54906677,160.7038762,-820.825098,0.131404555,1.31853589,0.145949835,1.0,0.0,-2.0,-2.0,1.0,1.0,1.0,1.0
271,다우기술,서비스업,A023590,12,2022,Annual,49260008743.0,415082905.0,44966396,1282211,223012066.0,49260008743.0,44071595510.0,385612929,28488582,216732133,182774458,5188413233.0,9210610313.0,7903903064.0,718687487,0,35906230,680524455,-2018477734,-364323126,2559495448,10.53,0.82,849.42,7.79,85.81,13.88,7.8,718687487.4,14.19,6.341553671,-98.92583201,-33.68581213,6.341553671,5.672133791,-98.26502061,12.38920795,51.31657578,-42.83581403,-25.5597544,-42.00437288,2.400468488,0.18697947,1.775226818,0.208991987,1.0,1.0,1.0,2.0,1.0,0.0,-2.0,-2.0
272,대교,서비스업,A019680,12,2021,Annual,813566533.0,224924316.0,16994000,18258074,138075287.0,813566533.0,297164686.0,183531940,5772840,15261900,9307103,516401847.0,638394753.0,545820729.0,-28312392,0,25589000,-42448478,46422418,-9593556,-31695598,63.47,11.46,57.55,18.05,85.5,-7.9,-4.43,-28312392.01,14.5,-3.738389078,2.138011535,-3.695068343,-3.738389078,3.803762814,3.142385319,-7.60166506,1.816437235,1.018516725,133.4694178,51.42880247,815.9514105,0.784686596,1.236236386,2.148286062,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0
273,대교,서비스업,A019680,12,2022,Annual,666723789.0,125924568.0,16914046,22345523,129662434.0,666723789.0,262333649.0,176442427,5559288,14205638,9661028,404390140.0,683076344.0,581337059.0,-49959385,0,44525000,-136174498,45268839,-16365253,-50925891,60.65,14.73,64.87,24.28,85.11,-29.58,-7.31,-49959384.88,14.89,-18.04926064,-44.01469337,-6.092946234,-18.04926064,-11.72112254,-3.86282246,-21.69080294,6.999053609,76.45766207,220.7994831,-2.484961038,70.5858912,1.024526731,1.689151827,2.6038457,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0
274,대구백화점,유통업,A006370,12,2021,Annual,486599802.0,140445368.0,5662844,7993274,293545037.0,486599802.0,232567470.0,154555812,996554,84000000,64000000,254032332.0,81794092.0,0.0,-18071441,0,10057663,-5831920,-18428482,5031453,10193057,52.21,39.2,91.55,75.08,0.0,-2.26,-22.09,-18071441.26,100.0,-4.33615167,300.0353991,-28.71776373,-4.33615167,-5.579420905,-5.004727612,-3.168875891,-10.2245027,2.943745587,-67.24323925,6.542687708,-73.72802152,0.168093147,0.321982999,0.351700485,0.0,-3.0,0.0,-1.0,0.0,1.0,0.0,0.0
275,대구백화점,유통업,A006370,12,2022,Annual,470347263.0,134461707.0,6173573,7030685,287913251.0,470347263.0,238926889.0,189455589,975235,69000000,38458280,231420373.0,75899713.0,0.0,-16303456,0,8447947,-18601406,-14611302,-717395,9487457,49.2,42.88,103.24,87.15,0.0,-7.66,-21.48,-16303455.67,100.0,-3.340021704,-4.2604901,-1.918542401,-3.340021704,2.734440462,22.58069532,-8.901213016,-7.206362777,-9.783309477,218.9585248,-20.71348036,-114.2582073,0.161369522,0.327973341,0.317669197,0.0,1.0,-1.0,0.0,0.0,-3.0,0.0,-1.0
276,대동,기계,A000490,12,2021,Annual,1260639076.0,688216248.0,240247335,363512151,527500111.0,1260639076.0,874734549.0,691723596,186490121,332519088,41126154,385904527.0,1179193322.0,962806272.0,38206131,11114909,12768250,34671963,-5872607,-76401608,99151870,30.61,36.98,226.67,120.81,81.65,9.71,3.24,38206130.77,18.35,34.29253181,47.54858857,25.08921491,34.29253181,43.29866859,39.15292299,17.54681792,31.64291905,15.30234228,65.08920883,-108.287216,216.7208376,0.935393281,3.055660765,1.348058475,-1.0,-1.0,-3.0,-3.0,0.0,0.0,1.0,1.0
277,대동,기계,A000490,12,2022,Annual,1713773206.0,1048975028.0,368182088,500166000,605235341.0,1713773206.0,1241782449.0,925269814,235664018,450542368,63520238,471990756.0,1463737930.0,1150026567.0,88279121,8648726,17309741,38470969,-80971466,-122622718,275272562,27.54,37.85,263.09,137.45,78.57,8.97,6.03,88279120.53,21.43,35.94479488,52.41939304,14.73653339,35.94479488,41.96106126,33.76293932,22.30764943,24.13044602,131.0600909,10.95699716,1278.799331,60.49756178,0.854102471,3.101200418,1.178739425,1.0,3.0,0.0,1.0,-1.0,-1.0,-3.0,-3.0
278,대림B&Co,비금속광물,A005750,12,2021,Annual,326583009.0,111636381.0,45456966,51945005,120489305.0,326583009.0,169194158.0,107902239,30413697,14077107,23000000,157388851.0,260359422.0,210759595.0,2416118,866333,3136495,915191,-2745075,-10510609,-7579381,48.19,25.59,107.5,53.09,80.95,0.58,0.93,2416118.38,19.05,0.079191397,-11.99025558,0.901786974,0.079191397,0.420895599,35.63607733,-0.285558296,12.04730466,39.97806577,-151.7343208,-110.304363,-41.71783251,0.797222803,1.654243108,1.538820401,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,0.0,-1.0
