,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,환경_등급차이,사회_등급차이,지배구조_등급차이,통합_등급차이,t+1년도_환경_등급차이,t+1년도_사회_등급차이,t+1년도_지배구조_등급차이,t+1년도_통합_등급차이
798,코오롱,기타금융,A002020,12,2021,Annual,3966282959.0,1422824795.0,498749528,182369973,469560645.0,3966282959.0,2978410677.0,2046790194,475002263,582659549,295471294,987872282.0,5410414957.0,4747515379.0,332198227,1576176,5872349,156794702,223932914,-191147335,-6057812,24.91,38.56,301.5,154.81,87.75,17.45,6.14,332198227.2,12.25,6.96168006,5.240765736,-1.976862973,6.96168006,2.738837922,-7.388473862,22.09172457,10.63902667,22.38001871,2.805781953,-32.77578901,194.9809879,1.364102111,5.476836485,1.816544306,-1.0,1.0,-1.0,-1.0,1.0,0.0,0.0,0.0
799,코오롱,기타금융,A002020,12,2022,Annual,4659039218.0,1684980865.0,426805100,216370582,538379277.0,4659039218.0,3358709490.0,2341085909,533788024,728798387,360967192,1300329728.0,5659922375.0,4974430375.0,317514999,2536429,6902503,194835466,239093466,-301409673,205302034,27.91,39.06,258.3,139.96,87.89,17.03,5.61,317514999.5,12.11,17.46613306,18.42504228,14.65596249,17.46613306,12.76851496,14.37840165,31.62933627,4.611613342,-4.420019978,24.26151108,6.770131165,57.6844757,1.214826085,4.352682441,1.685147939,2.0,0.0,1.0,2.0,-1.0,1.0,-1.0,-1.0
800,코오롱글로벌,건설업,A003070,12,2021,Annual,2575745972.0,1170523284.0,364755000,136614222,402241839.0,2575745972.0,1962370838.0,1428189413,384467935,206515256,130471294,613375133.0,2729820699.0,2396984887.0,186862117,294000,1474000,136960474,199351272,-123289310,-61273767,23.81,30.51,319.93,128.11,87.81,24.91,6.85,186862116.6,12.19,4.286241685,4.891617034,-2.643531173,4.286241685,-1.069191196,-7.187897962,26.13054544,-30.50751499,5.960957034,70.15375766,-40.40466686,53.07585166,1.059817516,4.45049131,1.391082993,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
801,코오롱글로벌,건설업,A003070,12,2022,Annual,2834147586.0,1801559418.0,222194752,63071678,223081053.0,2834147586.0,2270737073.0,1897215926,397319057,44352894,196311672,563410514.0,2602076875.0,2273071946.0,166687315,563000,1534000,142130139,243762868,-205995521,67688231,19.88,18.22,403.03,91.63,87.36,24.16,6.41,166687315.3,12.64,10.03210786,53.91060072,-44.54056456,10.03210786,15.71396339,32.84063785,-8.145850119,-4.679568297,-10.79662498,3.774567106,22.27806001,67.08303502,0.918116222,4.618438617,1.145917291,2.0,2.0,-2.0,0.0,-1.0,-1.0,0.0,-1.0
802,코웨이,서비스업,A021240,12,2021,Annual,3800627983.0,1106454326.0,249097471,234950130,1159916138.0,3800627983.0,1896190301.0,1293177417,87557158,386830000,37359000,1904437682.0,3664259557.0,1275321569.0,640219263,12208803,112929061,465486095,331286872,-367756794,-8508467,50.11,23.48,99.57,46.86,34.8,27.43,17.47,640219263.1,65.2,25.47372177,23.3705565,-5.32296398,25.47372177,23.20811104,-8.756270937,27.81384685,13.18485726,5.570314865,15.01695186,-41.14003823,13.8349819,0.964119502,1.924063776,1.932432391,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
803,코웨이,서비스업,A021240,12,2022,Annual,4365074875.0,1374501066.0,250482603,253684072,1051237149.0,4365074875.0,2053106159.0,1130229416,77052097,305262443,100463500,2311968717.0,3856132895.0,1369641056.0,677378552,9603457,105057331,457795616,164458235,-282111226,160730494,52.97,27.29,88.8,51.52,35.52,21.71,17.57,677378551.7,64.48,14.85141125,24.22573926,-9.369555732,14.85141125,8.275322256,-12.60059129,21.39902181,5.236346798,5.804150413,-1.652139362,-50.35775671,-23.28864331,0.883405899,1.667900118,1.878194597,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0
804,콤텍시스템,서비스업,A031820,12,2021,Annual,349140170.0,239972077.0,90301489,19471066,15525124.0,349140170.0,181589153.0,157255200,92460971,5909486,0,167551017.0,382500070.0,320477974.0,17298659,5145455,414613,4655797,16106564,-14993584,24859390,47.99,4.22,108.38,8.8,83.79,3.49,4.52,17298659.0,16.21,88.4248716,83.15699928,59.10037119,88.4248716,110.8961241,105.7602486,68.91840984,60.28959014,891.7602414,-639.5642041,5.72121715,2.423474685,1.09554873,2.282887188,2.106403734,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,0.0
805,콤텍시스템,서비스업,A031820,12,2022,Annual,558409432.0,419799820.0,78032068,67841669,14661679.0,558409432.0,358528268.0,331092502,173330627,20332401,3256919,199881164.0,709847222.0,607134733.0,15878067,5293016,784694,33531899,41760814,22324030,3574378,35.79,6.0,179.37,16.75,85.53,18.25,2.24,15878066.94,14.47,59.93846597,74.93694485,-5.561598091,59.93846597,97.43925343,110.5447082,19.29570323,85.58093911,-8.212151011,620.2182355,159.2782297,-248.8905521,1.2711949,3.551346249,1.979891923,0.0,0.0,0.0,0.0,0.0,-2.0,-1.0,-1.0
806,크라운해태홀딩스,기타금융,A005740,12,2021,Annual,1115739132.0,260606645.0,108342529,63284962,622450345.0,1115739132.0,626381107.0,419398092,89370583,132718254,1000000,489358025.0,928177932.0,629792511.0,39307030,0,9263146,11184510,98144146,-37457985,-50955789,43.86,27.73,128.0,63.22,67.85,2.29,4.23,39307029.73,32.15,2.04587197,16.50300245,-1.562020489,2.04587197,3.324006664,15.70702601,0.455275509,0.536751638,-27.63225615,-72.27413355,28.93040119,-157.4037962,0.831895114,1.896725679,1.48181023,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0
807,크라운해태홀딩스,기타금융,A005740,12,2022,Annual,1153770087.0,271727927.0,116867388,69802025,653777108.0,1153770087.0,635811692.0,405281944,92718572,136930261,13000000,517958396.0,979071455.0,682120087.0,38440308,0,8242887,23752045,43294920,-27874691,-16957571,44.89,27.38,122.75,60.99,69.67,4.72,3.93,38440307.56,30.33,3.408588433,4.267459105,5.03281318,3.408588433,1.505566642,-3.365811211,5.844467555,5.483164515,-2.205005059,112.3655395,-55.88639591,-25.58411511,0.848584537,1.890251153,1.539876456,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0
808,태경비케이,비금속광물,A014580,12,2021,Annual,332382424.0,123841368.0,31956056,22390033,108238888.0,332382424.0,97539785.0,65993127,19339742,25000000,0,234842639.0,195157044.0,139344911.0,19603002,0,39280,15491052,35575130,-22848500,-12810208,70.65,7.62,41.53,10.78,71.4,6.98,10.04,19603002.07,28.6,12.33785139,20.67555464,2.638544137,12.33785139,11.93347896,24.11563945,12.5066639,18.0300132,81.5358358,69.33979455,47.98315606,215.5214282,0.5871461,0.83101197,2.000794281,0.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0
809,태경비케이,비금속광물,A014580,12,2022,Annual,361240179.0,146184797.0,49358586,23560439,110443489.0,361240179.0,96292880.0,75674737,6545364,40000000,0,264947299.0,345051212.0,271757897.0,31945997,0,269911,28816694,8632487,6545465,10291971,73.34,11.17,36.34,15.23,78.76,11.53,9.26,31945997.23,21.24,8.682094153,18.04197528,2.036791989,8.682094153,-1.278355289,14.67063381,12.81907754,76.80694733,62.96482039,86.02154328,-75.73448923,-128.6472416,0.955185032,1.302339044,3.583351251,0.0,0.0,1.0,1.0,0.0,-1.0,-2.0,-1.0
810,태경산업,화학,A015890,12,2021,Annual,584726246.0,247842076.0,67598852,65970231,278480493.0,584726246.0,199247651.0,165892108,33120802,61256500,750000,385478595.0,516770865.0,391310518.0,40591836,1553565,0,28276433,61684300,-28964997,-35582867,65.92,16.72,51.69,25.36,75.72,7.74,7.85,40591835.56,24.28,8.024151557,14.3581668,4.527512925,8.024151557,1.817913983,13.1666322,11.53830887,20.00157595,155.1188229,225.6125668,131.5245724,642.011863,0.883782571,1.340595488,2.593610828,0.0,-1.0,-2.0,-1.0,-1.0,0.0,1.0,0.0
811,태경산업,화학,A015890,12,2022,Annual,625038863.0,273420878.0,84801085,70381813,277315734.0,625038863.0,204202010.0,180874996,17464021,102138189,309128,420836852.0,733384358.0,584295066.0,54916689,1792438,0,37464889,31185892,-3650559,3959482,67.33,18.04,48.52,26.79,79.67,9.29,7.49,54916688.89,20.33,6.894271854,10.32060513,-0.418255149,6.894271854,2.486533204,9.031706318,9.172560412,41.91673867,35.2899854,32.4951029,-49.44273989,-87.39665328,1.173342013,1.742680933,3.591464932,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-1.0
812,태경케미컬,화학,A006890,12,2021,Annual,160745889.0,62264450.0,9934596,1826051,41569497.0,160745889.0,19762173.0,10480651,2509067,0,0,140983716.0,54066187.0,30854760.0,12135093,0,16504,10914686,13387497,-10734590,-2143890,87.71,0.21,14.02,0.24,57.07,8.23,22.44,12135092.98,42.93,14.26403002,19.74995703,14.10955193,14.26403002,19.93793166,15.06759362,13.51131483,14.88645933,57.55533383,41.11700132,52.54033988,-4.960608275,0.33634569,0.383492424,2.735842207,0.0,-1.0,-2.0,-1.0,0.0,1.0,1.0,1.0
813,태경케미컬,화학,A006890,12,2022,Annual,167391899.0,66162898.0,11762223,2701234,44435081.0,167391899.0,20054166.0,11658373,2283551,0,0,147337733.0,59613478.0,36295919.0,10400585,0,244387,8732483,10126345,8924660,-2564522,88.02,0.15,13.61,0.17,60.89,6.06,17.45,10400584.71,39.11,4.134482096,6.261113685,6.893477686,4.134482096,1.477534884,11.23710731,4.506915536,10.26018535,-14.29332268,-19.99327328,-24.35968426,-183.1392722,0.356131201,0.404604284,2.972623145,0.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,-1.0
814,태광산업,화학,A003240,12,2021,Annual,4922461632.0,2173502938.0,478505338,199056275,524296277.0,4922461632.0,951548817.0,593343899,280750069,90252879,0,3970912815.0,2591846250.0,2029062525.0,353931062,253000,3749000,317026621,289590682,-233399626,29330807,80.67,2.29,23.96,2.84,78.29,8.62,13.66,353931062.0,21.71,21.23812617,33.45668964,7.317789628,21.23812617,40.42937061,59.537019,17.39370707,48.90634153,561.0474323,103.5151543,73.47113223,-33.86665588,0.526534576,0.652707922,2.723818478,-2.0,-3.0,-2.0,-3.0,0.0,1.0,3.0,2.0
815,태광산업,화학,A003240,12,2022,Annual,4820743828.0,1928388654.0,402177090,242588405,522306958.0,4820743828.0,698043531.0,419114658,221642516,74555764,0,4122700296.0,2606596307.0,2504006739.0,-104464194,263000,3795000,257110204,-146338268,296869321,-32355613,85.52,1.83,16.93,2.14,96.06,6.35,-4.01,-104464194.4,3.94,-2.066401155,-11.27738453,-0.379426497,-2.066401155,-26.64133269,-29.36395593,3.822483345,0.569094598,-129.5154072,-18.89949078,-150.5327958,-227.1935719,0.540704173,0.63225462,3.734145782,1.0,0.0,0.0,1.0,-2.0,-3.0,-2.0,-3.0
816,태림포장,종이목재,A011280,12,2021,Annual,600863714.0,153240343.0,104680704,34441877,415881900.0,600863714.0,257262396.0,204562244,47277364,101846663,18997429,343601318.0,712867124.0,606081675.0,30179571,0,54214,20963411,35240192,-21374345,-7882945,57.18,24.16,74.87,42.25,85.02,6.28,4.23,30179570.72,14.98,6.01241928,33.5127012,-1.056731313,6.01241928,6.14650495,9.069508986,5.912247742,26.84196794,216.4226972,361.2755715,-17.87957072,1.168598198,1.186404017,2.074692635,2.770972886,-1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
817,태림포장,종이목재,A011280,12,2022,Annual,651217775.0,171430958.0,102440923,34697854,445256289.0,651217775.0,284710006.0,186309618,40158563,108543384,69798477,366507769.0,784022456.0,668647380.0,30895371,0,61701,23195342,46118735,-66665394,29232673,56.28,28.24,77.68,50.18,85.28,6.53,3.94,30895370.65,14.72,8.380279892,11.87064362,7.063156391,8.380279892,10.66911077,-8.922773647,6.666578328,9.981570142,2.371803098,10.64679312,30.86970412,211.8944417,1.203932826,2.139170087,2.753757998,3.0,1.0,-1.0,1.0,-1.0,2.0,0.0,0.0
818,태양금속,운수장비,A004100,12,2021,Annual,447683663.0,197985841.0,84345920,98834520,235692380.0,447683663.0,355310136.0,272343040,85772817,143294417,23730211,92373528.0,463045898.0,411687306.0,-750631,0,21908,-12264952,-158976,-12405742,5685146,20.63,44.62,384.64,216.26,88.91,-12.79,-0.16,-750631.41,11.09,1.227806961,7.792074298,-0.748691103,1.227806961,3.64005941,3.685445732,-7.090152694,14.49265601,-77.74442247,28.01284872,-101.0606331,5.334041349,1.034314933,5.012755364,1.303216123,-2.0,-1.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0
819,태양금속,운수장비,A004100,12,2022,Annual,490987941.0,241472047.0,96335086,120286097,239782747.0,490987941.0,378929146.0,302516089,125689720,137049234,17869922,112058795.0,569502769.0,498605542.0,15873940,0,35904,-532290,34673503,-7097875,-19511262,22.82,37.15,338.15,162.77,87.55,-0.52,2.79,15873939.5,12.45,9.672963652,21.96430097,1.735468495,9.672963652,6.647434905,11.07906007,21.31050684,22.99056561,-2214.746127,-95.6600727,-21910.52675,-42.78556655,1.159911927,5.082178235,1.5029268,1.0,1.0,0.0,0.0,-2.0,-1.0,-2.0,-2.0
820,태영건설,건설업,A009410,12,2021,Annual,3734783195.0,2009714808.0,165186275,572708350,197217645.0,3734783195.0,3025556022.0,1964052057,12832,464787401,397970633,709227173.0,2751710633.0,2386845541.0,174547313,25830050,0,65427170,556996312,-104579877,-191626039,18.99,41.5,426.6,218.52,86.74,9.65,6.34,174547312.6,13.26,-1.671490427,-19.65083588,-34.24365065,-1.671490427,-3.995021755,1.514676572,9.649408244,20.60909791,-30.43858005,-87.7135917,-41.41599227,-72.18773075,0.736779216,3.879871976,0.909489235,-1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
821,태영건설,건설업,A009410,12,2022,Annual,4651930465.0,2251456331.0,208871266,644965792,299328008.0,4651930465.0,3633240699.0,2213048292,5873,597715020,891242086,1018689766.0,2605096732.0,2334347334.0,106287200,21381864,0,-5214989,-144532291,-470207294,366620019,21.9,42.92,356.66,195.98,89.61,-0.6,4.08,106287199.8,10.39,24.55690791,12.02864815,51.77547019,24.55690791,20.08505784,12.67768001,43.63377558,-5.328100246,-39.10694002,-107.9706779,-125.9485185,349.615459,0.560003369,2.557301368,0.717017381,1.0,2.0,0.0,1.0,-1.0,0.0,0.0,0.0
822,태원물산,운수장비,A001420,12,2021,Annual,37439041.0,22003145.0,2937293,1170981,14448927.0,37439041.0,6106382.0,3799290,2125451,1000000,0,31332659.0,9827604.0,9327540.0,-405846,124947,360,81273,621666,-7303,-416578,83.69,2.7,19.49,3.23,94.91,0.26,-4.13,-405845.57,5.09,-2.235181905,-2.76914118,-1.585564084,-2.235181905,-8.532338446,-13.76270734,-0.905607302,-39.85146974,-36.8189503,-402.9070851,24.05754414,-99.04955634,0.262496147,0.313653686,1.609398822,-1.0,-1.0,-2.0,-1.0,-1.0,0.0,0.0,-1.0
823,태원물산,운수장비,A001420,12,2022,Annual,34948504.0,20912453.0,1642330,1075005,13669600.0,34948504.0,5374971.0,3142665,1847639,1000000,0,29573533.0,10954651.0,10465299.0,-525103,128750,180,-1360797,286054,-1169,-454621,84.62,2.9,18.17,3.43,95.53,-4.47,-4.79,-525103.18,4.47,-6.652245713,-4.956982286,-5.393666948,-6.652245713,-11.97781272,-17.28283442,-5.614352743,11.46817678,29.38479128,-1774.353106,-53.9859024,-83.99287964,0.313451214,0.370420775,2.038085601,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0
824,텔코웨어,서비스업,A078000,12,2021,Annual,122175454.0,78276342.0,2171077,0,24225289.0,122175454.0,12790697.0,11088759,4191677,0,0,109384757.0,34822430.0,20803346.0,1154359,6009213,28097,1810716,9864304,6477984,-2755306,89.53,0.06,11.69,0.06,59.74,1.65,3.31,1154358.79,40.26,-0.748242148,-4.881391164,-2.151988361,-0.748242148,-2.235400658,-4.83391402,-0.57138426,-4.339089812,111.3939605,-3.024337158,2923.180064,-174.5350208,0.285019853,0.318348104,2.722481034,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
825,텔코웨어,서비스업,A078000,12,2022,Annual,132073841.0,88389298.0,4962146,424706,23610291.0,132073841.0,20552807.0,17895878,8490719,0,0,111521034.0,42568935.0,25349159.0,2855339,6753785,28111,3869097,7330327,-2149857,-2870031,84.44,0.01,18.43,0.01,59.55,3.5,6.71,2855339.11,40.45,8.101780412,12.91955621,-2.538661149,8.101780412,60.68559047,61.38756375,1.952993322,22.24573357,147.3527733,113.6777385,-25.68835064,-133.1871304,0.32231163,0.381712162,2.071198109,0.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0
826,티에이치엔,전기전자,A019180,12,2021,Annual,339937206.0,177126134.0,36820390,67196299,124965153.0,339937206.0,252248094.0,174819273,51474936,49664752,49888016,87689112.0,402733099.0,348709833.0,19836087,0,0,16762920,-790644,-13190247,32708969,25.8,43.6,287.66,169.01,86.59,21.7,4.93,19836086.52,13.41,21.5668929,27.00668762,18.2441541,21.5668929,18.51223989,32.68324169,31.30227859,16.26262724,124.0412385,-197.4479196,-109.7797236,-39.48061021,1.18472792,4.592737796,1.59657539,-1.0,-1.0,-3.0,-2.0,-1.0,0.0,1.0,0.0
827,티에이치엔,전기전자,A019180,12,2022,Annual,371353958.0,188883233.0,27947629,90693062,152442217.0,371353958.0,279919564.0,194765622,69821927,31374981,55761632,91434393.0,469666791.0,398344480.0,1128593,0,0,-6326755,29879210,-18839825,-14382085,24.62,37.64,306.14,152.87,84.81,-7.06,0.24,1128592.57,15.19,9.241928052,6.637698647,21.98778087,9.241928052,10.96994216,11.4096968,4.271090121,16.61986367,-94.31040507,-137.7425592,-3879.097799,42.83147996,1.264741578,5.136653458,1.677863399,1.0,1.0,1.0,1.0,-1.0,-1.0,-3.0,-2.0
828,파미셀,의약품,A005690,12,2021,Annual,94332951.0,65041397.0,6568993,18435275,19161869.0,94332951.0,30461553.0,24943030,837767,0,0,63871399.0,51811621.0,28103650.0,7862970,6994159,0,9450907,-5222200,-9345099,18512491,67.71,18.28,47.69,27.0,54.24,15.62,15.18,7862970.35,45.76,35.25526636,51.47221237,13.78919911,35.25526636,141.0092202,283.2865859,11.84862126,37.24188155,8.70396809,80.29885148,-158.1662732,159.2372652,0.549242025,0.811186569,1.700885736,-1.0,-2.0,-3.0,-2.0,-1.0,1.0,1.0,0.0
829,파미셀,의약품,A005690,12,2022,Annual,109647189.0,62363173.0,10753010,22860322,36552833.0,109647189.0,32982274.0,28546176,2655621,0,0,76664915.0,60181807.0,36362213.0,8873367,6884276,0,8261769,7914448,-20532117,-269807,69.92,15.36,43.02,21.97,60.42,11.76,14.74,8873366.51,39.58,16.23424036,-4.117722133,90.7581823,16.23424036,8.275090242,14.44550241,20.03011708,16.15503595,12.8500681,-12.58226327,-251.5539045,119.7099999,0.54886776,0.784998027,1.824671246,1.0,0.0,0.0,0.0,-1.0,-2.0,-3.0,-2.0
830,팜스코,음식료품,A036580,12,2021,Annual,1107610571.0,613831113.0,165363481,120483039,408334853.0,1107610571.0,793651852.0,760627106,57790065,513920023,12186741,313958719.0,1536856092.0,1355797813.0,36128222,174275,993577,2130934,3552464,-38759735,92549681,28.35,56.7,252.79,200.05,88.22,0.69,2.35,36128221.59,11.78,11.95407499,31.08831555,-3.749937356,11.95407499,16.33850706,28.71726561,2.216140995,15.21203506,-9.031402908,-81.44151064,-88.18489554,53.65810679,1.387541914,4.895089701,1.936436094,-1.0,0.0,-2.0,-1.0,3.0,1.0,0.0,1.0
831,팜스코,음식료품,A036580,12,2022,Annual,1223174230.0,706573722.0,202187352,184733305,404649381.0,1223174230.0,945322533.0,864151912,96273730,615518472,70693579,277851697.0,1901506810.0,1727484995.0,18799102,177155,941095,-34318064,-82145862,-63930974,98877725,22.72,61.41,340.23,270.34,90.85,-11.6,0.99,18799101.78,9.15,10.43360022,15.10881528,-0.902561212,10.43360022,19.11048032,13.61045448,-11.50056355,23.72705681,-47.96560429,-1710.470526,-2412.362968,64.94172109,1.554567423,6.84360337,2.011489987,1.0,0.0,3.0,2.0,-1.0,0.0,-2.0,-1.0
832,팜젠사이언스,의약품,A004720,12,2021,Annual,220323823.0,77378929.0,19856779,15224712,34901624.0,220323823.0,93391563.0,71121630,4504713,1169029,0,126932260.0,109866067.0,49063066.0,-5037919,2269549,123874,32414423,7784093,-30385446,30340455,57.61,21.79,73.58,37.82,44.66,30.8,-4.59,-5037919.45,55.34,62.54790347,3.308492935,102.7468068,62.54790347,79.68912512,88.71252214,51.88740826,13.71614308,652.0348408,255.2631893,190.927571,293.559806,0.498657229,0.865548813,1.176402487,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0
833,팜젠사이언스,의약품,A004720,12,2022,Annual,317391477.0,70540861.0,28037445,20900197,42443807.0,317391477.0,110275883.0,68185323,4938467,0,0,207115594.0,150930715.0,69628645.0,7472364,2886438,198912,70058186,-1286177,-15284385,2269033,65.26,12.44,53.24,19.07,46.13,41.94,4.95,7472363.78,53.87,44.05681269,-8.837118953,21.60983397,44.05681269,18.07906352,-4.128571013,63.17017754,37.37700741,-248.3224323,116.1327567,-116.5231453,-49.69833584,0.475534871,0.728726949,1.368664761,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
834,퍼스텍,기계,A010820,12,2021,Annual,185612511.0,102511196.0,16105440,31784865,36466931.0,185612511.0,142208454.0,119774310,10730140,0,0,43404057.0,136697478.0,126328312.0,4334722,0,80546,3874218,-6873596,22135690,-1769642,23.38,1.21,327.64,5.16,92.41,8.79,3.17,4334722.37,7.59,2.745473473,13.88380091,-1.015121477,2.745473473,4.612078989,7.048971618,-2.929367073,3.499536061,7.927275009,-45.66903957,-162.2685097,-218.8991554,0.73646694,3.149417069,0.961247198,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0
835,퍼스텍,기계,A010820,12,2022,Annual,211309948.0,102843975.0,13445486,40510884,73615560.0,211309948.0,154647755.0,119575891,21473648,0,10000000,56662193.0,160154490.0,150079056.0,3112928,0,39936,1794177,1225830,-14218377,9731947,26.81,5.71,272.93,21.28,93.71,3.59,1.94,3112927.91,6.29,13.84466858,0.32462698,101.8693594,13.84466858,8.747230316,-0.165660733,30.54584506,17.15979866,-28.18621356,-53.68931227,-117.8338966,-164.2328159,0.757912685,2.826478848,1.035608244,1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0
836,퍼시스,기타제조업,A016800,12,2021,Annual,575484571.0,280928999.0,9001028,36597482,62460446.0,575484571.0,77976680.0,70588449,29243069,0,0,497507891.0,326505280.0,236619692.0,28653227,1974099,2697245,45100865,56099747,2527731,-10905188,86.45,0.3,15.67,0.34,72.47,9.41,8.78,28653226.54,27.53,15.34078915,28.12815541,-30.73763976,15.34078915,105.1084004,105.0530403,7.936724178,13.82335283,11.40986112,32.45994757,35.85228088,-114.5132978,0.567357139,0.656281611,4.187216999,-1.0,-2.0,-2.0,-2.0,-1.0,1.0,0.0,0.0
837,퍼시스,기타제조업,A016800,12,2022,Annual,544804538.0,215710486.0,13854060,46324959,73962276.0,544804538.0,71851941.0,65902722,21638256,84532,0,472952597.0,381251131.0,278206289.0,32658638,1699153,1607413,5876766,26431380,-46211517,-18056937,86.81,1.1,15.19,1.27,72.97,1.21,8.57,32658637.87,27.03,-5.331165169,-23.2153011,18.41458193,-5.331165169,-7.854577805,-6.638093153,-4.935659201,16.76721767,13.97891763,-86.96972663,-52.88502816,-1928.181757,0.699794338,0.806108547,5.306065858,1.0,0.0,0.0,0.0,-1.0,-2.0,-2.0,-2.0
838,페이퍼코리아,종이목재,A001020,12,2021,Annual,497167643.0,241095269.0,35447748,135363271,239436085.0,497167643.0,451786536.0,195689650,20950872,29447802,236085444,45381108.0,435282696.0,372394022.0,31459196,358820,2785037,9246301,37310680,5233414,-15622529,9.13,76.71,995.54,840.41,85.55,25.18,7.23,31459196.42,14.45,-2.305425256,-3.164226224,0.335448293,-2.305425256,-6.044061794,-32.84216291,61.7831245,-10.0775388,-9.107499511,3722.696886,124.7594091,-133.3902405,0.875524991,9.591715918,0.963469828,-1.0,-1.0,-2.0,-2.0,1.0,-1.0,1.0,1.0
839,페이퍼코리아,종이목재,A001020,12,2022,Annual,501830145.0,249090739.0,38764537,121345192,238534666.0,501830145.0,440215220.0,410999661,23079753,37289078,12234902,61614925.0,409957041.0,350686969.0,25843739,423891,821070,-1828714,13433238,-7151055,-2674933,12.28,74.06,714.46,603.15,85.54,-3.42,6.3,25843738.57,14.46,0.937812842,3.316311445,-0.376475835,0.937812842,-2.561235247,110.026264,35.77219181,-5.818208542,-17.84996985,-119.7777901,-63.99626595,-236.6422569,0.816923904,6.653534691,0.931265032,0.0,1.0,0.0,0.0,-1.0,-1.0,-2.0,-2.0
840,평화산업,운수장비,A090080,12,2021,Annual,220115438.0,122936942.0,62336773,37321756,86279371.0,220115438.0,194125632.0,140985746,55486685,58004223,10194100,25989806.0,424123466.0,395270108.0,5916278,0,0,205128,9390966,-16944106,8154243,11.81,43.49,746.93,368.31,93.2,0.8,1.39,5916278.19,6.8,8.348654412,6.684323561,4.373269453,8.348654412,9.304577852,-4.412941339,1.705005775,25.26497711,-182.0489472,-102.6332119,-52.04608372,11.36054473,1.926822897,16.31883924,2.184788591,-3.0,0.0,-1.0,-1.0,1.0,-1.0,1.0,0.0
841,평화산업,운수장비,A090080,12,2022,Annual,236600606.0,140723346.0,70988327,39347333,93804315.0,236600606.0,195168304.0,143913923,66955295,30504633,19793327,41432302.0,519932247.0,491641255.0,5734166,0,0,6083365,19207600,-11013118,-8566526,17.51,37.33,471.05,213.18,94.56,18.05,1.1,5734166.11,5.44,7.489328395,14.46790827,8.721602757,7.489328395,0.537111967,2.076931238,59.41751162,22.5898326,-3.0781515,2865.643403,104.5327392,-35.00325128,2.197510208,12.54895871,2.664019907,0.0,0.0,-1.0,-1.0,-3.0,0.0,-1.0,-1.0
842,평화홀딩스,운수장비,A010770,12,2021,Annual,518123304.0,264615519.0,92645010,83494707,159636473.0,518123304.0,417006666.0,346653597,89568151,211757914,14969946,101116638.0,627732855.0,566348125.0,7598932,571277,0,-15682645,16883746,-39698366,22090158,19.52,50.33,412.4,257.91,90.22,-14.24,1.21,7598932.27,9.78,-0.806099419,-3.453995979,-0.808623309,-0.806099419,3.443163013,-3.377144345,-15.1759186,20.4604344,-348.4701245,85.72513195,-31.10967322,40.29682588,1.211551092,6.208007578,1.505330505,-3.0,-1.0,0.0,-1.0,2.0,-1.0,0.0,0.0
