,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,환경_등급,사회_등급,지배구조_등급,통합_등급
1640,태영건설,건설업,A009410,12,2020,Annual,3798270930.0,2501226777.0,143709785,1254520791,299921828.0,3798270930.0,3151457432.0,1934746899,12418,179360324,508988797,646813498.0,2281511661.0,1860422953.0,250925460,22609145,0,532516651,950765121,-376020655,-766961512,17.03,43.39,487.23,254.79,81.54,48.01,11.0,250925459.8,18.46,-35.79810946,-29.11140677,-71.82415705,-35.79810946,-27.46414544,-26.66501912,-58.83960943,-23.10675598,-9.201492156,435.1723098,2547.357072,32.57213525,0.600671122,3.527309909,0.723954459,3.0,3.0,4.0,3.0
1641,태영건설,건설업,A009410,12,2021,Annual,3734783195.0,2009714808.0,165186275,572708350,197217645.0,3734783195.0,3025556022.0,1964052057,12832,464787401,397970633,709227173.0,2751710633.0,2386845541.0,174547313,25830050,0,65427170,556996312,-104579877,-191626039,18.99,41.5,426.6,218.52,86.74,9.65,6.34,174547312.6,13.26,-1.671490427,-19.65083588,-34.24365065,-1.671490427,-3.995021755,1.514676572,9.649408244,20.60909791,-30.43858005,-87.7135917,-41.41599227,-72.18773075,0.736779216,3.879871976,0.909489235,5.0,3.0,4.0,4.0
1642,태영건설,건설업,A009410,12,2022,Annual,4651930465.0,2251456331.0,208871266,644965792,299328008.0,4651930465.0,3633240699.0,2213048292,5873,597715020,891242086,1018689766.0,2605096732.0,2334347334.0,106287200,21381864,0,-5214989,-144532291,-470207294,366620019,21.9,42.92,356.66,195.98,89.61,-0.6,4.08,106287199.8,10.39,24.55690791,12.02864815,51.77547019,24.55690791,20.08505784,12.67768001,43.63377558,-5.328100246,-39.10694002,-107.9706779,-125.9485185,349.615459,0.560003369,2.557301368,0.717017381,4.0,3.0,4.0,4.0
1643,태영건설,건설업,A009410,12,2023,Annual,5281235960.0,2909100838.0,371513365,626865718,152564938.0,5281235960.0,5842979816.0,4537618397,18111,889089444,610887044,-561743856.0,3371117790.0,3077727858.0,-45110973,40353429,0,-1579398502,-328470855,-426455435,656235524,0.0,54.15,8000.0,4500.0,91.3,-691.28,-1.34,-45110972.55,8.7,13.52783537,29.20973851,-49.03085113,13.52783537,60.82005846,105.0392851,-155.1437616,29.40470688,-142.4425265,30185.74944,127.2646844,-9.304802277,0.638319858,-6.001165396,0.576951812,5.0,5.0,4.0,5.0
1644,태원물산,운수장비,A001420,12,2020,Annual,38295004.0,22629796.0,3629995,1273188,14681715.0,38295004.0,6676001.0,4405623,2720282,1000000,0,31619003.0,16338893.0,15714813.0,-642354,212626,360,-26831,501111,-768378,339470,82.57,2.64,21.11,3.2,96.18,-0.08,-3.93,-642354.34,3.82,0.270808397,2.837051247,-3.746656439,0.270808397,11.39257551,22.38881972,-1.799333935,-25.34902609,-1039.374973,-104.9812583,-65.98864911,6.552973626,0.426658605,0.516742827,2.447407213,3.0,2.0,3.0,3.0
1645,태원물산,운수장비,A001420,12,2021,Annual,37439041.0,22003145.0,2937293,1170981,14448927.0,37439041.0,6106382.0,3799290,2125451,1000000,0,31332659.0,9827604.0,9327540.0,-405846,124947,360,81273,621666,-7303,-416578,83.69,2.7,19.49,3.23,94.91,0.26,-4.13,-405845.57,5.09,-2.235181905,-2.76914118,-1.585564084,-2.235181905,-8.532338446,-13.76270734,-0.905607302,-39.85146974,-36.8189503,-402.9070851,24.05754414,-99.04955634,0.262496147,0.313653686,1.609398822,2.0,2.0,3.0,2.0
1646,태원물산,운수장비,A001420,12,2022,Annual,34948504.0,20912453.0,1642330,1075005,13669600.0,34948504.0,5374971.0,3142665,1847639,1000000,0,29573533.0,10954651.0,10465299.0,-525103,128750,180,-1360797,286054,-1169,-454621,84.62,2.9,18.17,3.43,95.53,-4.47,-4.79,-525103.18,4.47,-6.652245713,-4.956982286,-5.393666948,-6.652245713,-11.97781272,-17.28283442,-5.614352743,11.46817678,29.38479128,-1774.353106,-53.9859024,-83.99287964,0.313451214,0.370420775,2.038085601,1.0,1.0,1.0,1.0
1647,태원물산,운수장비,A001420,12,2023,Annual,37386714.0,31923885.0,1689915,2048543,5010809.0,37386714.0,8426156.0,5975058,1558996,1000000,0,28960558.0,9212314.0,8905947.0,-810960,133302,0,-82458,-918412,630475,-419668,77.46,2.71,29.1,3.5,96.67,-0.28,-8.8,-810959.82,3.33,6.976579026,52.65490376,-63.34341166,6.976579026,56.76653883,90.1271055,-2.072714816,-15.9049978,54.43827211,-93.94046283,-421.0624567,-54032.84859,0.24640609,0.318098636,1.093299721,1.0,1.0,1.0,1.0
1648,텔코웨어,서비스업,A078000,12,2020,Annual,123096514.0,82293405.0,9320329,0,24758080.0,123096514.0,13083158.0,11652007,7288609,0,0,110013356.0,36401943.0,24342274.0,546070,5384117,96270,1867186,326289,-8691195,-3150945,89.37,0.08,11.89,0.09,66.87,1.69,1.5,546069.82,33.13,-3.358161882,16.67023322,11.29856113,-3.358161882,-19.61616522,-20.12899584,-0.976366108,-12.89182438,-83.76656579,-56.40839051,-153.620359,5.347728796,0.295718715,0.330886579,2.782351402,1.0,3.0,3.0,3.0
1649,텔코웨어,서비스업,A078000,12,2021,Annual,122175454.0,78276342.0,2171077,0,24225289.0,122175454.0,12790697.0,11088759,4191677,0,0,109384757.0,34822430.0,20803346.0,1154359,6009213,28097,1810716,9864304,6477984,-2755306,89.53,0.06,11.69,0.06,59.74,1.65,3.31,1154358.79,40.26,-0.748242148,-4.881391164,-2.151988361,-0.748242148,-2.235400658,-4.83391402,-0.57138426,-4.339089812,111.3939605,-3.024337158,2923.180064,-174.5350208,0.285019853,0.318348104,2.722481034,1.0,2.0,3.0,2.0
1650,텔코웨어,서비스업,A078000,12,2022,Annual,132073841.0,88389298.0,4962146,424706,23610291.0,132073841.0,20552807.0,17895878,8490719,0,0,111521034.0,42568935.0,25349159.0,2855339,6753785,28111,3869097,7330327,-2149857,-2870031,84.44,0.01,18.43,0.01,59.55,3.5,6.71,2855339.11,40.45,8.101780412,12.91955621,-2.538661149,8.101780412,60.68559047,61.38756375,1.952993322,22.24573357,147.3527733,113.6777385,-25.68835064,-133.1871304,0.32231163,0.381712162,2.071198109,1.0,1.0,2.0,1.0
1651,텔코웨어,서비스업,A078000,12,2023,Annual,126812371.0,78046273.0,1604477,0,22859776.0,126812371.0,14189707.0,12180399,5060853,0,0,112622664.0,40637610.0,22162546.0,3042872,7364202,33575,5336791,3127914,-2788600,-3962979,88.81,0.0,12.6,0.0,54.54,4.76,7.49,3042871.96,45.46,-3.983733615,-11.70167117,-3.178762176,-3.983733615,-30.95976136,-31.9374048,0.98782262,-4.536935209,6.567801582,37.93376077,-57.32913416,29.71095287,0.320454619,0.36082977,2.86387943,1.0,1.0,3.0,2.0
1652,티에이치엔,전기전자,A019180,12,2020,Annual,279629756.0,139462053.0,32406469,51024665,105684001.0,279629756.0,212845605.0,131756860,61984971,42332476,47823088,66784151.0,346399448.0,307444614.0,8853766,0,0,-17201927,8084523,-21795076,15670761,23.88,40.33,318.71,168.86,88.75,-26.5,2.56,8853766.03,11.25,5.351519386,0.891272214,6.304411618,5.351519386,5.179230592,-10.87246906,5.904399548,-13.8718541,-58.83394031,-200.3698799,-47.38205905,-5.768581327,1.238778923,5.186851114,1.627468173,3.0,3.0,3.0,3.0
1653,티에이치엔,전기전자,A019180,12,2021,Annual,339937206.0,177126134.0,36820390,67196299,124965153.0,339937206.0,252248094.0,174819273,51474936,49664752,49888016,87689112.0,402733099.0,348709833.0,19836087,0,0,16762920,-790644,-13190247,32708969,25.8,43.6,287.66,169.01,86.59,21.7,4.93,19836086.52,13.41,21.5668929,27.00668762,18.2441541,21.5668929,18.51223989,32.68324169,31.30227859,16.26262724,124.0412385,-197.4479196,-109.7797236,-39.48061021,1.18472792,4.592737796,1.59657539,2.0,3.0,4.0,3.0
1654,티에이치엔,전기전자,A019180,12,2022,Annual,371353958.0,188883233.0,27947629,90693062,152442217.0,371353958.0,279919564.0,194765622,69821927,31374981,55761632,91434393.0,469666791.0,398344480.0,1128593,0,0,-6326755,29879210,-18839825,-14382085,24.62,37.64,306.14,152.87,84.81,-7.06,0.24,1128592.57,15.19,9.241928052,6.637698647,21.98778087,9.241928052,10.96994216,11.4096968,4.271090121,16.61986367,-94.31040507,-137.7425592,-3879.097799,42.83147996,1.264741578,5.136653458,1.677863399,1.0,2.0,1.0,1.0
