,종목명,2011사회,2012사회,2013사회,2014사회,2015사회,2016사회,2017사회,2018사회,종목코드,시장구분,업종명,시가총액,2012-2011사회차이,2013-2012사회차이,2014-2013사회차이,2015-2014사회차이,2016-2015사회차이,2017-2016사회차이,2018-2017사회차이
295,세방전지,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4490.0,KOSPI,전기전자,1303400000000.0,1.0,-1.0,0.0,1.0,0.0,-1.0,0.0
296,세아베스틸지주,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,1430.0,KOSPI,철강금속,747725000000.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0
297,세아제강,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,306200.0,KOSPI,철강금속,384886000000.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
298,세아홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,58650.0,KOSPI,철강금속,429200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,세원이앤씨,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,91090.0,KOSPI,기계,54838923850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,세원정공,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21820.0,KOSPI,운수장비,78200000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,세이브존I&C,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,67830.0,KOSPI,유통업,96446103250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,에스제이지세종,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,33530.0,KOSPI,운수장비,158858000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,송원산업,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4430.0,KOSPI,화학,324000000000.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
304,수산중공업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,17550.0,KOSPI,기계,124611000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,신대양제지,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16590.0,KOSPI,종이목재,229698000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,신도리코,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,29530.0,KOSPI,전기전자,373969000000.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
307,신성이엔지,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11930.0,KOSPI,전기전자,428164000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,신성통상,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5390.0,KOSPI,유통업,255657000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,신세계,3.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,4170.0,KOSPI,유통업,1618550000000.0,1.0,1.0,-1.0,1.0,1.0,0.0,0.0
310,신세계I&C,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,35510.0,KOSPI,서비스업,193500000000.0,1.0,0.0,0.0,-1.0,1.0,1.0,0.0
311,신세계건설,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,34300.0,KOSPI,건설업,80709761600.0,0.0,1.0,1.0,-1.0,0.0,-1.0,1.0
312,신영와코루,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5800.0,KOSPI,섬유의복,82620000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,신영증권,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1720.0,KOSPI,증권,625509000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,신원,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9270.0,KOSPI,섬유의복,131311000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,신일전자,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2700.0,KOSPI,유통업,132362000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,신풍제약,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19170.0,KOSPI,의약품,722715000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,신풍,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2870.0,KOSPI,유통업,29470184100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,신한지주,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,55550.0,KOSPI,기타금융,22566100000000.0,0.0,1.0,-1.0,1.0,0.0,-1.0,0.0
319,신흥,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4080.0,KOSPI,유통업,142120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,쌍방울,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,102280.0,KOSPI,섬유의복,70637282701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,쌍용C&E,3.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,3410.0,KOSPI,비금속광물,3495870000000.0,0.0,0.0,1.0,-1.0,2.0,-2.0,2.0
322,써니전자,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4770.0,KOSPI,전기전자,72304681480.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
323,아모레퍼시픽,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,90430.0,KOSPI,화학,8288420000000.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0
324,아세아,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2030.0,KOSPI,서비스업,490830000000.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
325,아세아제지,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2310.0,KOSPI,종이목재,385577000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,아시아나항공,4.0,4.0,4.0,5.0,4.0,6.0,5.0,3.0,20560.0,KOSPI,운수창고업,798438000000.0,0.0,0.0,1.0,-1.0,2.0,-1.0,-2.0
327,아이에스동서,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10780.0,KOSPI,비금속광물,781843000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,알루코,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1780.0,KOSPI,철강금속,314699000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,에넥스,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,11090.0,KOSPI,기타제조업,28915970962.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
330,에스엘,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5850.0,KOSPI,운수장비,1439900000000.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0
331,에스원,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,12750.0,KOSPI,서비스업,2317950000000.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
332,SJM홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25530.0,KOSPI,유통업,54882479400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,에쓰씨엔지니어링,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,23960.0,KOSPI,건설업,49423494464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,에이프로젠,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7460.0,KOSPI,기계,384544000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,엔씨소프트,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,36570.0,KOSPI,서비스업,3740970000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,엔케이,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,85310.0,KOSPI,기계,70705283168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,플레이그램,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9810.0,KOSPI,유통업,73895359021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,NPC,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4250.0,KOSPI,화학,188006000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,영보화학,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14440.0,KOSPI,화학,68800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,영진약품,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3520.0,KOSPI,의약품,375845000000.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
341,예스코홀딩스,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,15360.0,KOSPI,서비스업,233400000000.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0
342,오뚜기,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,7310.0,KOSPI,음식료품,1649220000000.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
343,오리온홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1800.0,KOSPI,기타금융,888939000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,우리금융지주,4.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,316140.0,KOSPI,기타금융,10507700000000.0,1.0,-1.0,1.0,-2.0,0.0,0.0,1.0
345,팜젠사이언스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4720.0,KOSPI,의약품,94164759500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,에스메디,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,118000.0,KOSPI,유통업,74672560849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,우성,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6980.0,KOSPI,음식료품,60193200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,웅진씽크빅,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,95720.0,KOSPI,서비스업,250648000000.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
349,윌비스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8600.0,KOSPI,유통업,32609478915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,유나이티드제약,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,33270.0,KOSPI,의약품,372411000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
351,유니드,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14830.0,KOSPI,화학,550883000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,유니온,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,910.0,KOSPI,비금속광물,85707788310.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,유성기업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2920.0,KOSPI,운수장비,69669037500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,유수홀딩스,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,700.0,KOSPI,서비스업,141928000000.0,0.0,-1.0,1.0,-1.0,0.0,1.0,0.0
355,유안타증권,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3470.0,KOSPI,증권,539909000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,유엔젤,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,72130.0,KOSPI,서비스업,44600634520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,유유제약,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,220.0,KOSPI,의약품,80052049700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,유진투자증권,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1200.0,KOSPI,증권,398605000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,유한양행,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,100.0,KOSPI,의약품,5742970000000.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0
360,유화증권,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3460.0,KOSPI,증권,125312000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,율촌화학,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8730.0,KOSPI,화학,820880000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,이건산업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8250.0,KOSPI,종이목재,59253755350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,이수페타시스,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,7660.0,KOSPI,전기전자,2270550000000.0,0.0,0.0,0.0,0.0,2.0,-1.0,1.0
364,이수화학,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,5950.0,KOSPI,화학,266311000000.0,0.0,1.0,-1.0,1.0,-1.0,1.0,0.0
365,이스타코,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15020.0,KOSPI,서비스업,32995732000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,이아이디,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,93230.0,KOSPI,유통업,354103000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,이월드,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,84680.0,KOSPI,기타제조업,279075000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,이화산업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,760.0,KOSPI,유통업,40012000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,인디에프,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14990.0,KOSPI,섬유의복,51076836600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,인천도시가스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,34590.0,KOSPI,전기가스업,110900000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,인팩,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,23810.0,KOSPI,운수장비,83800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,일동홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,230.0,KOSPI,의약품,99593652000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
373,일성건설,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13360.0,KOSPI,건설업,78282051120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,일신방직,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3200.0,KOSPI,섬유의복,200441000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,일신석재,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7110.0,KOSPI,유통업,82491289650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,일양약품,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7570.0,KOSPI,의약품,264527000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,일정실업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8500.0,KOSPI,섬유의복,18840000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,일진다이아,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,81000.0,KOSPI,화학,181656000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
379,일진전기,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,103590.0,KOSPI,전기전자,911268000000.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
380,자화전자,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,33240.0,KOSPI,전기전자,533956000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
381,전방,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,950.0,KOSPI,섬유의복,33684000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,제일연마,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1560.0,KOSPI,비금속광물,85100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,제일파마홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2620.0,KOSPI,서비스업,163887000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,조광페인트,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4910.0,KOSPI,화학,79232000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,조비,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1550.0,KOSPI,화학,66201047250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,조선내화,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,462520.0,KOSPI,비금속광물,191935000000.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0
387,종근당홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1630.0,KOSPI,의약품,309609000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
388,주연테크,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,44380.0,KOSPI,전기전자,27350050728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,진양홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100250.0,KOSPI,화학,179703000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,진원생명과학,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11000.0,KOSPI,의약품,194895000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,진흥기업,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2780.0,KOSPI,건설업,137180000000.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0
392,참엔지니어링,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9310.0,KOSPI,기계,37171929522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,청호ICT,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12600.0,KOSPI,기계,116120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,체시스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,33250.0,KOSPI,운수장비,39520000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,카프로,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6380.0,KOSPI,화학,29280000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,케이씨,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,29460.0,KOSPI,의료정밀,284635000000.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0
397,KCC,3.0,3.0,3.0,3.0,3.0,6.0,5.0,4.0,2380.0,KOSPI,화학,2146080000000.0,0.0,0.0,0.0,0.0,3.0,-1.0,-1.0
398,KCTC,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,9070.0,KOSPI,운수창고업,113100000000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
399,KT,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,30200.0,KOSPI,통신업,8820760000000.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0
400,KT&G,4.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,33780.0,KOSPI,기타제조업,11846300000000.0,2.0,-1.0,0.0,-1.0,0.0,2.0,0.0
401,코리아써키트,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7810.0,KOSPI,전기전자,365413000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
402,코리안리,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3690.0,KOSPI,보험,1319630000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,코스맥스비티아이,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,44820.0,KOSPI,기타금융,91333288710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,코스모신소재,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,5070.0,KOSPI,화학,4931880000000.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0
405,코스모화학,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5420.0,KOSPI,화학,1219460000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,코아스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,71950.0,KOSPI,기타제조업,14062780550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,코오롱,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,2020.0,KOSPI,기타금융,202780000000.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0
408,코오롱글로벌,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3070.0,KOSPI,건설업,161496000000.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
409,코웨이,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,21240.0,KOSPI,서비스업,4125400000000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
410,콤텍시스템,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,31820.0,KOSPI,서비스업,82557099812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,크라운해태홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,5740.0,KOSPI,기타금융,88341714650.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
412,키움증권,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,39490.0,KOSPI,증권,3435700000000.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
413,태경산업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,15890.0,KOSPI,화학,172157000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,태경케미컬,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6890.0,KOSPI,화학,157180000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,태광산업,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3240.0,KOSPI,화학,702555000000.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
416,태양금속,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4100.0,KOSPI,운수장비,72188900000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,TP,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,7980.0,KOSPI,섬유의복,85001890930.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
418,텔코웨어,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,78000.0,KOSPI,서비스업,99452736500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,TBH글로벌,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,84870.0,KOSPI,섬유의복,36979140087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,티에이치엔,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19180.0,KOSPI,전기전자,63900000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,팜스코,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,36580.0,KOSPI,음식료품,106327000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,퍼스텍,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10820.0,KOSPI,기계,163630000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,퍼시스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16800.0,KOSPI,기타제조업,407100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,페이퍼코리아,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1020.0,KOSPI,종이목재,150574000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,평화산업,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,90080.0,KOSPI,운수장비,61490530080.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
426,평화홀딩스,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,10770.0,KOSPI,운수장비,43876398000.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
427,POSCO홀딩스,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5490.0,KOSPI,철강금속,33405600000000.0,0.0,-1.0,0.0,0.0,1.0,-1.0,0.0
428,포스코스틸리온,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,58430.0,KOSPI,철강금속,279300000000.0,1.0,0.0,-1.0,1.0,0.0,1.0,0.0
429,포스코인터내셔널,3.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,47050.0,KOSPI,유통업,7890140000000.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
430,풀무원,5.0,4.0,5.0,5.0,4.0,6.0,5.0,5.0,17810.0,KOSPI,음식료품,470026000000.0,-1.0,1.0,0.0,-1.0,2.0,-1.0,0.0
431,풍산,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,103140.0,KOSPI,철강금속,1670250000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
432,풍산홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5810.0,KOSPI,기타금융,418822000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
433,KH필룩스,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,33180.0,KOSPI,전기전자,120579000000.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
434,하나금융지주,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,86790.0,KOSPI,기타금융,16664300000000.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0
