,종목명,2020사회,2021사회,2022사회,2023사회,2024사회,종목코드,시장구분,업종명,시가총액,2021-2020사회차이,2022-2021사회차이,2023-2022사회차이,2024-2023사회차이
405,신세계건설,3.0,5.0,5.0,5.0,5.0,34300.0,KOSPI,건설업,80709761600.0,2.0,0.0,0.0,0.0
406,신영와코루,3.0,3.0,1.0,1.0,1.0,5800.0,KOSPI,섬유의복,82620000000.0,0.0,-2.0,0.0,0.0
407,신영증권,3.0,2.0,4.0,5.0,5.0,1720.0,KOSPI,증권,625509000000.0,-1.0,2.0,1.0,0.0
408,신원,2.0,3.0,2.0,3.0,3.0,9270.0,KOSPI,섬유의복,131311000000.0,1.0,-1.0,1.0,0.0
409,신일전자,2.0,1.0,1.0,1.0,1.0,2700.0,KOSPI,유통업,132362000000.0,-1.0,0.0,0.0,0.0
410,신풍제약,3.0,3.0,2.0,1.0,1.0,19170.0,KOSPI,의약품,722715000000.0,0.0,-1.0,-1.0,0.0
411,신풍,2.0,3.0,1.0,1.0,1.0,2870.0,KOSPI,유통업,29470184100.0,1.0,-2.0,0.0,0.0
412,신한지주,5.0,6.0,6.0,6.0,6.0,55550.0,KOSPI,기타금융,22566100000000.0,1.0,0.0,0.0,0.0
413,SHD,2.0,2.0,1.0,1.0,1.0,1770.0,KOSPI,철강금속,21928547900.0,0.0,-1.0,0.0,0.0
414,신흥,3.0,3.0,2.0,2.0,2.0,4080.0,KOSPI,유통업,142120000000.0,0.0,-1.0,0.0,0.0
415,쌍방울,3.0,3.0,2.0,1.0,1.0,102280.0,KOSPI,섬유의복,70637282701.0,0.0,-1.0,-1.0,0.0
416,쌍용C&E,4.0,5.0,3.0,3.0,3.0,3410.0,KOSPI,비금속광물,3495870000000.0,1.0,-2.0,0.0,0.0
417,써니전자,3.0,3.0,1.0,2.0,2.0,4770.0,KOSPI,전기전자,72304681480.0,0.0,-2.0,1.0,0.0
418,씨아이테크,2.0,2.0,1.0,1.0,1.0,4920.0,KOSPI,기타제조업,59628359463.0,0.0,-1.0,0.0,0.0
419,아남전자,2.0,2.0,2.0,2.0,2.0,8700.0,KOSPI,전기전자,141987000000.0,0.0,0.0,0.0,0.0
420,아모레퍼시픽,6.0,6.0,6.0,6.0,6.0,90430.0,KOSPI,화학,8288420000000.0,0.0,0.0,0.0,0.0
421,아모레G,6.0,6.0,6.0,6.0,6.0,2790.0,KOSPI,화학,2506730000000.0,0.0,0.0,0.0,0.0
422,메타랩스,3.0,2.0,1.0,1.0,1.0,90370.0,KOSPI,섬유의복,44828440200.0,-1.0,-1.0,0.0,0.0
423,아세아,3.0,4.0,4.0,4.0,4.0,2030.0,KOSPI,서비스업,490830000000.0,1.0,0.0,0.0,0.0
424,아세아제지,3.0,4.0,4.0,4.0,4.0,2310.0,KOSPI,종이목재,385577000000.0,1.0,0.0,0.0,0.0
425,아시아나항공,4.0,5.0,5.0,5.0,5.0,20560.0,KOSPI,운수창고업,798438000000.0,1.0,0.0,0.0,0.0
426,아이에스동서,3.0,4.0,5.0,5.0,5.0,10780.0,KOSPI,비금속광물,781843000000.0,1.0,1.0,0.0,0.0
427,IHQ,3.0,2.0,1.0,2.0,2.0,3560.0,KOSPI,서비스업,58906362440.0,-1.0,-1.0,1.0,0.0
428,알루코,3.0,1.0,2.0,2.0,2.0,1780.0,KOSPI,철강금속,314699000000.0,-2.0,1.0,0.0,0.0
429,에넥스,4.0,3.0,2.0,2.0,2.0,11090.0,KOSPI,기타제조업,28915970962.0,-1.0,-1.0,0.0,0.0
430,에스엘,4.0,4.0,4.0,5.0,5.0,5850.0,KOSPI,운수장비,1439900000000.0,0.0,0.0,1.0,0.0
431,에스원,5.0,5.0,5.0,5.0,5.0,12750.0,KOSPI,서비스업,2317950000000.0,0.0,0.0,0.0,0.0
432,SJM홀딩스,3.0,3.0,2.0,2.0,2.0,25530.0,KOSPI,유통업,54882479400.0,0.0,-1.0,0.0,0.0
433,에쓰씨엔지니어링,3.0,2.0,1.0,1.0,1.0,23960.0,KOSPI,건설업,49423494464.0,-1.0,-1.0,0.0,0.0
434,에이엔피,2.0,2.0,1.0,1.0,1.0,15260.0,KOSPI,전기전자,52019778782.0,0.0,-1.0,0.0,0.0
435,에이프로젠,1.0,2.0,1.0,1.0,1.0,7460.0,KOSPI,기계,384544000000.0,1.0,-1.0,0.0,0.0
436,에이프로젠바이오로직스,2.0,2.0,1.0,1.0,1.0,3060.0,KOSPI,의약품,101062000000.0,0.0,-1.0,0.0,0.0
437,엔씨소프트,4.0,5.0,5.0,5.0,5.0,36570.0,KOSPI,서비스업,3740970000000.0,1.0,0.0,0.0,0.0
438,엔케이,2.0,2.0,1.0,2.0,2.0,85310.0,KOSPI,기계,70705283168.0,0.0,-1.0,1.0,0.0
439,플레이그램,2.0,2.0,1.0,1.0,1.0,9810.0,KOSPI,유통업,73895359021.0,0.0,-1.0,0.0,0.0
440,NPC,2.0,1.0,2.0,2.0,2.0,4250.0,KOSPI,화학,188006000000.0,-1.0,1.0,0.0,0.0
441,영보화학,3.0,2.0,2.0,2.0,2.0,14440.0,KOSPI,화학,68800000000.0,-1.0,0.0,0.0,0.0
442,영원무역,3.0,4.0,4.0,4.0,4.0,111770.0,KOSPI,유통업,1699340000000.0,1.0,0.0,0.0,0.0
443,영원무역홀딩스,3.0,4.0,4.0,4.0,4.0,9970.0,KOSPI,기타금융,1206750000000.0,1.0,0.0,0.0,0.0
444,영진약품,4.0,5.0,4.0,5.0,5.0,3520.0,KOSPI,의약품,375845000000.0,1.0,-1.0,1.0,0.0
445,영풍,3.0,2.0,4.0,4.0,4.0,670.0,KOSPI,철강금속,723922000000.0,-1.0,2.0,0.0,0.0
446,영풍제지,2.0,2.0,1.0,1.0,1.0,6740.0,KOSPI,종이목재,86038455948.0,0.0,-1.0,0.0,0.0
447,영화금속,2.0,2.0,1.0,1.0,1.0,12280.0,KOSPI,운수장비,45361435390.0,0.0,-1.0,0.0,0.0
448,예스코홀딩스,4.0,4.0,3.0,3.0,3.0,15360.0,KOSPI,서비스업,233400000000.0,0.0,-1.0,0.0,0.0
449,오뚜기,5.0,6.0,4.0,5.0,5.0,7310.0,KOSPI,음식료품,1649220000000.0,1.0,-2.0,1.0,0.0
450,오리엔트바이오,3.0,2.0,1.0,1.0,1.0,2630.0,KOSPI,의약품,62848992650.0,-1.0,-1.0,0.0,0.0
451,오리온홀딩스,4.0,5.0,5.0,5.0,5.0,1800.0,KOSPI,기타금융,888939000000.0,1.0,0.0,0.0,0.0
452,웰바이오텍,3.0,3.0,1.0,1.0,1.0,10600.0,KOSPI,유통업,49553256815.0,0.0,-2.0,0.0,0.0
453,우리금융지주,4.0,6.0,6.0,6.0,6.0,316140.0,KOSPI,기타금융,10507700000000.0,2.0,0.0,0.0,0.0
454,팜젠사이언스,3.0,2.0,1.0,2.0,2.0,4720.0,KOSPI,의약품,94164759500.0,-1.0,-1.0,1.0,0.0
455,에스메디,2.0,3.0,1.0,1.0,1.0,118000.0,KOSPI,유통업,74672560849.0,1.0,-2.0,0.0,0.0
456,우성,2.0,2.0,2.0,2.0,2.0,6980.0,KOSPI,음식료품,60193200000.0,0.0,0.0,0.0,0.0
457,우신시스템,3.0,2.0,1.0,1.0,1.0,17370.0,KOSPI,기계,163911000000.0,-1.0,-1.0,0.0,0.0
458,우진플라임,3.0,2.0,1.0,1.0,1.0,49800.0,KOSPI,기계,54200000000.0,-1.0,-1.0,0.0,0.0
459,웅진,3.0,4.0,4.0,5.0,5.0,16880.0,KOSPI,서비스업,90397527480.0,1.0,0.0,1.0,0.0
460,웅진씽크빅,3.0,5.0,4.0,6.0,6.0,95720.0,KOSPI,서비스업,250648000000.0,2.0,-1.0,2.0,0.0
461,원림,3.0,3.0,1.0,1.0,1.0,5820.0,KOSPI,섬유의복,42857140500.0,0.0,-2.0,0.0,0.0
462,윌비스,2.0,1.0,1.0,2.0,2.0,8600.0,KOSPI,유통업,32609478915.0,-1.0,0.0,1.0,0.0
463,유나이티드제약,4.0,3.0,2.0,3.0,3.0,33270.0,KOSPI,의약품,372411000000.0,-1.0,-1.0,1.0,0.0
464,유니드,3.0,4.0,4.0,4.0,4.0,14830.0,KOSPI,화학,550883000000.0,1.0,0.0,0.0,0.0
465,유니온,3.0,3.0,2.0,2.0,2.0,910.0,KOSPI,비금속광물,85707788310.0,0.0,-1.0,0.0,0.0
466,유니온머티리얼,3.0,2.0,1.0,1.0,1.0,47400.0,KOSPI,비금속광물,120750000000.0,-1.0,-1.0,0.0,0.0
467,유니퀘스트,2.0,2.0,1.0,1.0,1.0,77500.0,KOSPI,유통업,145584000000.0,0.0,-1.0,0.0,0.0
468,유성기업,2.0,1.0,2.0,2.0,2.0,2920.0,KOSPI,운수장비,69669037500.0,-1.0,1.0,0.0,0.0
469,유수홀딩스,3.0,3.0,4.0,5.0,5.0,700.0,KOSPI,서비스업,141928000000.0,0.0,1.0,1.0,0.0
470,유안타증권,4.0,2.0,2.0,1.0,1.0,3470.0,KOSPI,증권,539909000000.0,-2.0,0.0,-1.0,0.0
471,유엔젤,2.0,2.0,1.0,1.0,1.0,72130.0,KOSPI,서비스업,44600634520.0,0.0,-1.0,0.0,0.0
472,유유제약,2.0,3.0,3.0,2.0,2.0,220.0,KOSPI,의약품,80052049700.0,1.0,0.0,-1.0,0.0
473,유진투자증권,4.0,2.0,4.0,3.0,3.0,1200.0,KOSPI,증권,398605000000.0,-2.0,2.0,-1.0,0.0
474,유한양행,4.0,5.0,5.0,6.0,6.0,100.0,KOSPI,의약품,5742970000000.0,1.0,0.0,1.0,0.0
475,유화증권,2.0,2.0,1.0,2.0,2.0,3460.0,KOSPI,증권,125312000000.0,0.0,-1.0,1.0,0.0
476,율촌화학,4.0,3.0,2.0,2.0,2.0,8730.0,KOSPI,화학,820880000000.0,-1.0,-1.0,0.0,0.0
477,이건산업,3.0,2.0,2.0,2.0,2.0,8250.0,KOSPI,종이목재,59253755350.0,-1.0,0.0,0.0,0.0
478,이구산업,2.0,2.0,2.0,1.0,1.0,25820.0,KOSPI,철강금속,221720000000.0,0.0,0.0,-1.0,0.0
479,이수페타시스,4.0,5.0,4.0,4.0,4.0,7660.0,KOSPI,전기전자,2270550000000.0,1.0,-1.0,0.0,0.0
480,이수화학,3.0,4.0,4.0,3.0,3.0,5950.0,KOSPI,화학,266311000000.0,1.0,0.0,-1.0,0.0
481,이스타코,2.0,2.0,1.0,1.0,1.0,15020.0,KOSPI,서비스업,32995732000.0,0.0,-1.0,0.0,0.0
482,이아이디,2.0,2.0,1.0,1.0,1.0,93230.0,KOSPI,유통업,354103000000.0,0.0,-1.0,0.0,0.0
483,이월드,2.0,2.0,2.0,1.0,1.0,84680.0,KOSPI,기타제조업,279075000000.0,0.0,0.0,-1.0,0.0
484,이화산업,2.0,2.0,1.0,1.0,1.0,760.0,KOSPI,유통업,40012000000.0,0.0,-1.0,0.0,0.0
485,인디에프,3.0,3.0,1.0,1.0,1.0,14990.0,KOSPI,섬유의복,51076836600.0,0.0,-2.0,0.0,0.0
486,인스코비,2.0,2.0,1.0,1.0,1.0,6490.0,KOSPI,통신업,141532000000.0,0.0,-1.0,0.0,0.0
487,인지컨트롤스,3.0,2.0,2.0,2.0,2.0,23800.0,KOSPI,운수장비,118253000000.0,-1.0,0.0,0.0,0.0
488,인천도시가스,3.0,2.0,3.0,3.0,3.0,34590.0,KOSPI,전기가스업,110900000000.0,-1.0,1.0,0.0,0.0
489,인팩,2.0,2.0,2.0,2.0,2.0,23810.0,KOSPI,운수장비,83800000000.0,0.0,0.0,0.0,0.0
490,일동홀딩스,5.0,5.0,6.0,6.0,6.0,230.0,KOSPI,의약품,99593652000.0,0.0,1.0,0.0,0.0
491,일성건설,3.0,2.0,1.0,1.0,1.0,13360.0,KOSPI,건설업,78282051120.0,-1.0,-1.0,0.0,0.0
492,일성아이에스,3.0,2.0,1.0,2.0,2.0,3120.0,KOSPI,의약품,255626000000.0,-1.0,-1.0,1.0,0.0
493,일신방직,3.0,3.0,2.0,2.0,2.0,3200.0,KOSPI,섬유의복,200441000000.0,0.0,-1.0,0.0,0.0
494,일신석재,2.0,2.0,1.0,1.0,1.0,7110.0,KOSPI,유통업,82491289650.0,0.0,-1.0,0.0,0.0
495,일양약품,3.0,2.0,2.0,2.0,2.0,7570.0,KOSPI,의약품,264527000000.0,-1.0,0.0,0.0,0.0
496,일정실업,2.0,2.0,1.0,1.0,1.0,8500.0,KOSPI,섬유의복,18840000000.0,0.0,-1.0,0.0,0.0
497,일진다이아,3.0,2.0,1.0,1.0,1.0,81000.0,KOSPI,화학,181656000000.0,-1.0,-1.0,0.0,0.0
498,일진디스플,3.0,3.0,1.0,1.0,1.0,20760.0,KOSPI,전기전자,55171216611.0,0.0,-2.0,0.0,0.0
499,일진전기,3.0,2.0,2.0,2.0,2.0,103590.0,KOSPI,전기전자,911268000000.0,-1.0,0.0,0.0,0.0
500,일진홀딩스,3.0,2.0,2.0,2.0,2.0,15860.0,KOSPI,기타금융,202078000000.0,-1.0,0.0,0.0,0.0
501,자화전자,4.0,2.0,2.0,2.0,2.0,33240.0,KOSPI,전기전자,533956000000.0,-2.0,0.0,0.0,0.0
502,전방,4.0,3.0,2.0,2.0,2.0,950.0,KOSPI,섬유의복,33684000000.0,-1.0,-1.0,0.0,0.0
503,제이준코스메틱,2.0,2.0,1.0,1.0,1.0,25620.0,KOSPI,화학,28792711320.0,0.0,-1.0,0.0,0.0
504,제일기획,5.0,5.0,5.0,6.0,6.0,30000.0,KOSPI,서비스업,2160470000000.0,0.0,0.0,1.0,0.0
505,제일연마,2.0,2.0,1.0,1.0,1.0,1560.0,KOSPI,비금속광물,85100000000.0,0.0,-1.0,0.0,0.0
506,제일파마홀딩스,3.0,3.0,1.0,4.0,4.0,2620.0,KOSPI,서비스업,163887000000.0,0.0,-2.0,3.0,0.0
507,조광페인트,3.0,4.0,2.0,3.0,3.0,4910.0,KOSPI,화학,79232000000.0,1.0,-2.0,1.0,0.0
508,조광피혁,2.0,2.0,1.0,1.0,1.0,4700.0,KOSPI,기타제조업,335117000000.0,0.0,-1.0,0.0,0.0
509,조비,3.0,2.0,1.0,1.0,1.0,1550.0,KOSPI,화학,66201047250.0,-1.0,-1.0,0.0,0.0
510,조일알미늄,2.0,2.0,2.0,2.0,2.0,18470.0,KOSPI,철강금속,298218000000.0,0.0,0.0,0.0,0.0
511,조흥,2.0,2.0,2.0,3.0,3.0,2600.0,KOSPI,음식료품,104520000000.0,0.0,0.0,1.0,0.0
512,종근당바이오,2.0,5.0,5.0,5.0,5.0,63160.0,KOSPI,의약품,128646000000.0,3.0,0.0,0.0,0.0
513,종근당홀딩스,4.0,5.0,5.0,5.0,5.0,1630.0,KOSPI,의약품,309609000000.0,1.0,0.0,0.0,0.0
514,주연테크,3.0,2.0,1.0,1.0,1.0,44380.0,KOSPI,전기전자,27350050728.0,-1.0,-1.0,0.0,0.0
515,HS애드,4.0,3.0,3.0,2.0,2.0,35000.0,KOSPI,서비스업,103215000000.0,-1.0,0.0,-1.0,0.0
516,진도,3.0,1.0,1.0,1.0,1.0,88790.0,KOSPI,유통업,29252198400.0,-2.0,0.0,0.0,0.0
517,진양산업,2.0,2.0,1.0,1.0,1.0,3780.0,KOSPI,화학,85540000000.0,0.0,-1.0,0.0,0.0
518,진양폴리,2.0,2.0,1.0,1.0,1.0,10640.0,KOSPI,화학,62700000000.0,0.0,-1.0,0.0,0.0
519,진양홀딩스,2.0,2.0,1.0,1.0,1.0,100250.0,KOSPI,화학,179703000000.0,0.0,-1.0,0.0,0.0
520,진양화학,2.0,2.0,1.0,1.0,1.0,51630.0,KOSPI,화학,56248000000.0,0.0,-1.0,0.0,0.0
521,진원생명과학,2.0,2.0,1.0,2.0,2.0,11000.0,KOSPI,의약품,194895000000.0,0.0,-1.0,1.0,0.0
522,진흥기업,3.0,2.0,2.0,2.0,2.0,2780.0,KOSPI,건설업,137180000000.0,-1.0,0.0,0.0,0.0
523,참엔지니어링,3.0,3.0,2.0,1.0,1.0,9310.0,KOSPI,기계,37171929522.0,0.0,-1.0,-1.0,0.0
524,천일고속,3.0,2.0,1.0,1.0,1.0,650.0,KOSPI,운수창고업,67459184000.0,-1.0,-1.0,0.0,0.0
525,청호ICT,2.0,2.0,1.0,1.0,1.0,12600.0,KOSPI,기계,116120000000.0,0.0,-1.0,0.0,0.0
526,체시스,3.0,3.0,1.0,1.0,1.0,33250.0,KOSPI,운수장비,39520000000.0,0.0,-2.0,0.0,0.0
527,카프로,3.0,2.0,1.0,2.0,2.0,6380.0,KOSPI,화학,29280000000.0,-1.0,-1.0,1.0,0.0
528,케이씨,3.0,2.0,3.0,5.0,5.0,29460.0,KOSPI,의료정밀,284635000000.0,-1.0,1.0,2.0,0.0
529,KCC,5.0,6.0,5.0,5.0,5.0,2380.0,KOSPI,화학,2146080000000.0,1.0,-1.0,0.0,0.0
530,KCTC,3.0,2.0,2.0,2.0,2.0,9070.0,KOSPI,운수창고업,113100000000.0,-1.0,0.0,0.0,0.0
531,KT,5.0,4.0,4.0,5.0,5.0,30200.0,KOSPI,통신업,8820760000000.0,-1.0,0.0,1.0,0.0
532,KT&G,6.0,6.0,6.0,6.0,6.0,33780.0,KOSPI,기타제조업,11846300000000.0,0.0,0.0,0.0,0.0
533,코리아써키트,3.0,2.0,1.0,2.0,2.0,7810.0,KOSPI,전기전자,365413000000.0,-1.0,-1.0,1.0,0.0
534,코리안리,3.0,4.0,4.0,5.0,5.0,3690.0,KOSPI,보험,1319630000000.0,1.0,0.0,1.0,0.0
535,코스맥스비티아이,3.0,5.0,5.0,5.0,5.0,44820.0,KOSPI,기타금융,91333288710.0,2.0,0.0,0.0,0.0
536,코스모신소재,3.0,2.0,2.0,2.0,2.0,5070.0,KOSPI,화학,4931880000000.0,-1.0,0.0,0.0,0.0
537,코스모화학,2.0,2.0,1.0,2.0,2.0,5420.0,KOSPI,화학,1219460000000.0,0.0,-1.0,1.0,0.0
538,코아스,3.0,2.0,1.0,2.0,2.0,71950.0,KOSPI,기타제조업,14062780550.0,-1.0,-1.0,1.0,0.0
539,코오롱,4.0,4.0,5.0,5.0,5.0,2020.0,KOSPI,기타금융,202780000000.0,0.0,1.0,0.0,0.0
540,코오롱글로벌,3.0,3.0,2.0,4.0,4.0,3070.0,KOSPI,건설업,161496000000.0,0.0,-1.0,2.0,0.0
541,코웨이,6.0,6.0,5.0,6.0,6.0,21240.0,KOSPI,서비스업,4125400000000.0,0.0,-1.0,1.0,0.0
542,콤텍시스템,3.0,3.0,1.0,1.0,1.0,31820.0,KOSPI,서비스업,82557099812.0,0.0,-2.0,0.0,0.0
543,크라운해태홀딩스,4.0,4.0,3.0,2.0,2.0,5740.0,KOSPI,기타금융,88341714650.0,0.0,-1.0,-1.0,0.0
544,키움증권,4.0,5.0,2.0,5.0,5.0,39490.0,KOSPI,증권,3435700000000.0,1.0,-3.0,3.0,0.0
545,태경산업,3.0,3.0,2.0,2.0,2.0,15890.0,KOSPI,화학,172157000000.0,0.0,-1.0,0.0,0.0
546,태경케미컬,2.0,3.0,2.0,1.0,1.0,6890.0,KOSPI,화학,157180000000.0,1.0,-1.0,-1.0,0.0
547,태광산업,4.0,5.0,2.0,2.0,2.0,3240.0,KOSPI,화학,702555000000.0,1.0,-3.0,0.0,0.0
548,태림포장,2.0,2.0,4.0,5.0,5.0,11280.0,KOSPI,종이목재,199673000000.0,0.0,2.0,1.0,0.0
549,태양금속,3.0,2.0,1.0,2.0,2.0,4100.0,KOSPI,운수장비,72188900000.0,-1.0,-1.0,1.0,0.0
550,태영건설,3.0,3.0,3.0,5.0,5.0,9410.0,KOSPI,건설업,89856916380.0,0.0,0.0,2.0,0.0
551,태원물산,2.0,2.0,1.0,1.0,1.0,1420.0,KOSPI,운수장비,31464000000.0,0.0,-1.0,0.0,0.0
552,TP,4.0,4.0,3.0,2.0,2.0,7980.0,KOSPI,섬유의복,85001890930.0,0.0,-1.0,-1.0,0.0
553,텔코웨어,3.0,2.0,1.0,1.0,1.0,78000.0,KOSPI,서비스업,99452736500.0,-1.0,-1.0,0.0,0.0
554,TBH글로벌,3.0,4.0,1.0,1.0,1.0,84870.0,KOSPI,섬유의복,36979140087.0,1.0,-3.0,0.0,0.0
555,티에이치엔,3.0,3.0,2.0,3.0,3.0,19180.0,KOSPI,전기전자,63900000000.0,0.0,-1.0,1.0,0.0
556,파미셀,2.0,3.0,1.0,1.0,1.0,5690.0,KOSPI,의약품,340296000000.0,1.0,-2.0,0.0,0.0
557,팜스코,4.0,5.0,5.0,5.0,5.0,36580.0,KOSPI,음식료품,106327000000.0,1.0,0.0,0.0,0.0
558,팬오션,3.0,1.0,4.0,5.0,5.0,28670.0,KOSPI,운수창고업,2205100000000.0,-2.0,3.0,1.0,0.0
559,퍼스텍,3.0,2.0,1.0,2.0,2.0,10820.0,KOSPI,기계,163630000000.0,-1.0,-1.0,1.0,0.0
560,퍼시스,3.0,4.0,2.0,2.0,2.0,16800.0,KOSPI,기타제조업,407100000000.0,1.0,-2.0,0.0,0.0
561,페이퍼코리아,3.0,2.0,1.0,2.0,2.0,1020.0,KOSPI,종이목재,150574000000.0,-1.0,-1.0,1.0,0.0
562,평화산업,3.0,2.0,2.0,2.0,2.0,90080.0,KOSPI,운수장비,61490530080.0,-1.0,0.0,0.0,0.0
563,평화홀딩스,3.0,2.0,1.0,2.0,2.0,10770.0,KOSPI,운수장비,43876398000.0,-1.0,-1.0,1.0,0.0
564,POSCO홀딩스,3.0,4.0,5.0,6.0,6.0,5490.0,KOSPI,철강금속,33405600000000.0,1.0,1.0,1.0,0.0
565,포스코스틸리온,6.0,6.0,6.0,6.0,6.0,58430.0,KOSPI,철강금속,279300000000.0,0.0,0.0,0.0,0.0
566,포스코인터내셔널,6.0,6.0,6.0,6.0,6.0,47050.0,KOSPI,유통업,7890140000000.0,0.0,0.0,0.0,0.0
567,풀무원,6.0,6.0,6.0,6.0,6.0,17810.0,KOSPI,음식료품,470026000000.0,0.0,0.0,0.0,0.0
568,풍산,5.0,5.0,4.0,4.0,4.0,103140.0,KOSPI,철강금속,1670250000000.0,0.0,-1.0,0.0,0.0
569,풍산홀딩스,4.0,5.0,4.0,4.0,4.0,5810.0,KOSPI,기타금융,418822000000.0,1.0,-1.0,0.0,0.0
570,KH필룩스,3.0,3.0,2.0,2.0,2.0,33180.0,KOSPI,전기전자,120579000000.0,0.0,-1.0,0.0,0.0
571,하나금융지주,5.0,6.0,6.0,6.0,6.0,86790.0,KOSPI,기타금융,16664300000000.0,1.0,0.0,0.0,0.0
572,BNK금융지주,6.0,6.0,5.0,6.0,6.0,138930.0,KOSPI,기타금융,2589590000000.0,0.0,-1.0,1.0,0.0
573,DGB금융지주,6.0,6.0,6.0,6.0,6.0,139130.0,KOSPI,기타금융,1400530000000.0,0.0,0.0,0.0,0.0
574,KC코트렐,3.0,2.0,1.0,1.0,1.0,119650.0,KOSPI,기계,79395600889.0,-1.0,-1.0,0.0,0.0
575,KTcs,4.0,5.0,5.0,5.0,5.0,58850.0,KOSPI,서비스업,134244000000.0,1.0,0.0,0.0,0.0
576,금호타이어,2.0,5.0,5.0,6.0,6.0,73240.0,KOSPI,화학,1835590000000.0,3.0,0.0,1.0,0.0
577,대성산업,3.0,2.0,2.0,1.0,1.0,128820.0,KOSPI,유통업,169633000000.0,-1.0,0.0,-1.0,0.0
578,대성에너지,4.0,3.0,3.0,2.0,2.0,117580.0,KOSPI,전기가스업,244750000000.0,-1.0,0.0,-1.0,0.0
579,도화엔지니어링,3.0,3.0,2.0,3.0,3.0,2150.0,KOSPI,서비스업,251214000000.0,0.0,-1.0,1.0,0.0
580,한화엔진,5.0,5.0,5.0,5.0,5.0,82740.0,KOSPI,기계,959642000000.0,0.0,0.0,0.0,0.0
581,락앤락,4.0,2.0,4.0,2.0,2.0,115390.0,KOSPI,화학,376073000000.0,-2.0,2.0,-2.0,0.0
582,롯데하이마트,6.0,6.0,6.0,6.0,6.0,71840.0,KOSPI,유통업,217899000000.0,0.0,0.0,0.0,0.0
583,무학,2.0,3.0,2.0,1.0,1.0,33920.0,KOSPI,음식료품,145065000000.0,1.0,-1.0,-1.0,0.0
584,벽산,3.0,3.0,2.0,4.0,4.0,7210.0,KOSPI,비금속광물,143903000000.0,0.0,-1.0,2.0,0.0
585,삼부토건,3.0,1.0,1.0,2.0,2.0,1470.0,KOSPI,건설업,344177000000.0,-2.0,0.0,1.0,0.0
586,삼성생명,5.0,6.0,6.0,6.0,6.0,32830.0,KOSPI,보험,16840000000000.0,1.0,0.0,0.0,0.0
587,삼양사,4.0,5.0,5.0,5.0,5.0,145990.0,KOSPI,음식료품,503296000000.0,1.0,0.0,0.0,0.0
588,삼원강재,2.0,1.0,1.0,3.0,3.0,23000.0,KOSPI,운수장비,109600000000.0,-1.0,0.0,2.0,0.0
589,세아특수강,2.0,4.0,4.0,5.0,5.0,19440.0,KOSPI,철강금속,116381000000.0,2.0,0.0,1.0,0.0
590,신세계인터내셔날,5.0,5.0,4.0,5.0,5.0,31430.0,KOSPI,유통업,637245000000.0,0.0,-1.0,1.0,0.0
591,신세계푸드,4.0,5.0,4.0,5.0,5.0,31440.0,KOSPI,서비스업,132439000000.0,1.0,-1.0,1.0,0.0
592,아이마켓코리아,3.0,4.0,4.0,4.0,4.0,122900.0,KOSPI,유통업,280468000000.0,1.0,0.0,0.0,0.0
593,인바이오젠,3.0,2.0,1.0,1.0,1.0,101140.0,KOSPI,유통업,93812977440.0,-1.0,-1.0,0.0,0.0
594,SJM,3.0,3.0,2.0,2.0,2.0,123700.0,KOSPI,운수장비,54461094020.0,0.0,-1.0,0.0,0.0
595,에이블씨엔씨,3.0,4.0,3.0,3.0,3.0,78520.0,KOSPI,화학,169612000000.0,1.0,-1.0,0.0,0.0
596,영흥,3.0,3.0,1.0,2.0,2.0,12160.0,KOSPI,철강금속,50047323768.0,0.0,-2.0,1.0,0.0
597,우진,3.0,2.0,2.0,2.0,2.0,105840.0,KOSPI,의료정밀,167873000000.0,-1.0,0.0,0.0,0.0
598,유니켐,2.0,2.0,1.0,2.0,2.0,11330.0,KOSPI,기타제조업,159327000000.0,0.0,-1.0,1.0,0.0
599,이마트,6.0,5.0,5.0,4.0,4.0,139480.0,KOSPI,유통업,1714360000000.0,-1.0,0.0,-1.0,0.0
600,이연제약,3.0,3.0,1.0,1.0,1.0,102460.0,KOSPI,의약품,247948000000.0,0.0,-2.0,0.0,0.0
601,롯데에너지머티리얼즈,2.0,2.0,1.0,3.0,3.0,20150.0,KOSPI,전기전자,2051930000000.0,0.0,-1.0,2.0,0.0
602,조선선재,2.0,2.0,1.0,1.0,1.0,120030.0,KOSPI,기계,122747000000.0,0.0,-1.0,0.0,0.0
603,지역난방공사,6.0,6.0,6.0,6.0,6.0,71320.0,KOSPI,전기가스업,470097000000.0,0.0,0.0,0.0,0.0
604,KTis,4.0,6.0,4.0,5.0,5.0,58860.0,KOSPI,서비스업,98315650000.0,2.0,-2.0,1.0,0.0
605,스카이라이프,4.0,5.0,6.0,5.0,5.0,53210.0,KOSPI,서비스업,257574000000.0,1.0,1.0,-1.0,0.0
606,코오롱인더,4.0,5.0,5.0,6.0,6.0,120110.0,KOSPI,화학,983808000000.0,1.0,0.0,1.0,0.0
607,코오롱플라스틱,4.0,4.0,3.0,3.0,3.0,138490.0,KOSPI,화학,267140000000.0,0.0,-1.0,0.0,0.0
608,티웨이홀딩스,3.0,1.0,2.0,2.0,2.0,4870.0,KOSPI,비금속광물,47993027990.0,-2.0,1.0,0.0,0.0
609,하나투어,3.0,5.0,4.0,5.0,5.0,39130.0,KOSPI,서비스업,936688000000.0,2.0,-1.0,1.0,0.0
