,종목명,2020환경,2021환경,2022환경,2023환경,2024환경,종목코드,시장구분,업종명,시가총액
404,삼성카드,D,A+,A,A+,A+,29780.0,KOSPI,기타금융,4373670000000.0
405,삼성화재,A+,A+,A,A,A,810.0,KOSPI,보험,14236100000000.0
406,삼아알미늄,B,B,D,C,C,6110.0,KOSPI,철강금속,1119580000000.0
407,삼양식품,B,A,A,A,A,3230.0,KOSPI,음식료품,2207170000000.0
411,삼양통상,B,C,D,C,C,2170.0,KOSPI,기타제조업,148800000000.0
412,삼양홀딩스,B,A,B+,A,A,70.0,KOSPI,기타금융,586653000000.0
413,삼영무역,D,D,D,D,D,2810.0,KOSPI,유통업,235269000000.0
414,삼영전자,B+,B,C,C,C,5680.0,KOSPI,전기전자,190400000000.0
415,삼영,B,B,C,C,C,3720.0,KOSPI,화학,129880000000.0
416,삼익THK,B,B,C,C,C,4380.0,KOSPI,기계,278250000000.0
417,삼익악기,D,D,C,C,C,2450.0,KOSPI,기타제조업,116513000000.0
418,삼일제약,D,D,D,D,D,520.0,KOSPI,의약품,183800000000.0
419,삼정펄프,C,C,D,C,C,9770.0,KOSPI,종이목재,62499275000.0
420,삼진제약,D,D,D,D,D,5500.0,KOSPI,의약품,273830000000.0
421,삼천리,B+,B,C,B,B,4690.0,KOSPI,전기가스업,369818000000.0
423,삼호개발,D,D,C,B,B,10960.0,KOSPI,건설업,81750000000.0
424,삼화왕관,B,B,D,C,C,4450.0,KOSPI,기계,70448193300.0
425,삼화전기,C,C,D,C,C,9470.0,KOSPI,전기전자,251325000000.0
426,삼화전자,D,C,D,D,D,11230.0,KOSPI,전기전자,67526286500.0
427,삼화콘덴서,B,C,D,C,C,1820.0,KOSPI,전기전자,466736000000.0
428,삼화페인트,B,B+,C,B+,B+,390.0,KOSPI,화학,202666000000.0
430,상신브레이크,B,B,D,D,D,41650.0,KOSPI,운수장비,82020939000.0
431,새론오토모티브,B,C,D,C,C,75180.0,KOSPI,운수장비,72960000000.0
432,샘표,B,B,D,C,C,7540.0,KOSPI,기타금융,142496000000.0
433,서연,C,B+,B,B+,B+,7860.0,KOSPI,기타금융,214136000000.0
434,서울가스,C,C,D,C,C,17390.0,KOSPI,전기가스업,284000000000.0
435,서울식품,B,B,D,C,C,4410.0,KOSPI,음식료품,64457956148.0
437,서원,B,B,C,C,C,21050.0,KOSPI,철강금속,64375544040.0
438,서흥,C,C,C,B+,B+,8490.0,KOSPI,화학,249314000000.0
439,선도전기,B,C,D,C,C,7610.0,KOSPI,전기전자,54000000000.0
441,SUN&L,B,B,D,C,C,2820.0,KOSPI,종이목재,32591651565.0
442,성문전자,C,C,D,C,C,14910.0,KOSPI,전기전자,32029364610.0
443,성보화학,D,D,D,D,D,3080.0,KOSPI,화학,58258200000.0
444,성신양회,B+,B+,C,B,B,4980.0,KOSPI,비금속광물,206670000000.0
446,성창기업지주,D,D,D,D,D,180.0,KOSPI,서비스업,132737000000.0
447,세기상사,D,D,D,D,D,2420.0,KOSPI,유통업,43581368320.0
448,세방,B,B,C,B+,B+,4360.0,KOSPI,운수창고업,224946000000.0
449,세방전지,B+,B,B,C,C,4490.0,KOSPI,전기전자,1303400000000.0
450,세아베스틸지주,B,B+,C,A,A,1430.0,KOSPI,철강금속,747725000000.0
451,세아제강,B,B+,B,B+,B+,306200.0,KOSPI,철강금속,384886000000.0
452,세아홀딩스,C,B+,C,A,A,58650.0,KOSPI,철강금속,429200000000.0
453,세우글로벌,B,D,D,D,D,13000.0,KOSPI,유통업,40387978617.0
454,세원이앤씨,B,D,D,D,D,91090.0,KOSPI,기계,54838923850.0
455,세원정공,C,C,D,C,C,21820.0,KOSPI,운수장비,78200000000.0
456,세이브존I&C,D,D,D,D,D,67830.0,KOSPI,유통업,96446103250.0
457,에스제이지세종,B,B,D,C,C,33530.0,KOSPI,운수장비,158858000000.0
460,송원산업,B+,B,C,B+,B+,4430.0,KOSPI,화학,324000000000.0
461,수산중공업,B,D,D,C,C,17550.0,KOSPI,기계,124611000000.0
462,신대양제지,C,C,D,C,C,16590.0,KOSPI,종이목재,229698000000.0
463,신도리코,B,C,C,C,C,29530.0,KOSPI,전기전자,373969000000.0
464,신라교역,D,D,D,D,D,4970.0,KOSPI,"농업, 임업 및 어업",135680000000.0
466,신성이엔지,C,B,D,C,C,11930.0,KOSPI,전기전자,428164000000.0
467,신성통상,C,C,D,D,D,5390.0,KOSPI,유통업,255657000000.0
468,신세계,B+,A,A,A,A,4170.0,KOSPI,유통업,1618550000000.0
469,신세계I&C,B,B,B+,A,A,35510.0,KOSPI,서비스업,193500000000.0
470,신세계건설,C,C,B,B+,B+,34300.0,KOSPI,건설업,80709761600.0
471,신영와코루,D,D,D,D,D,5800.0,KOSPI,섬유의복,82620000000.0
472,신영증권,D,D,C,B,B,1720.0,KOSPI,증권,625509000000.0
473,신원,D,D,D,C,C,9270.0,KOSPI,섬유의복,131311000000.0
475,신일전자,D,D,D,D,D,2700.0,KOSPI,유통업,132362000000.0
476,신풍제약,D,D,D,D,D,19170.0,KOSPI,의약품,722715000000.0
477,신풍,B+,B,D,D,D,2870.0,KOSPI,유통업,29470184100.0
479,신한지주,A+,A+,A+,A+,A+,55550.0,KOSPI,기타금융,22566100000000.0
480,SHD,D,D,D,D,D,1770.0,KOSPI,철강금속,21928547900.0
481,신흥,D,D,D,D,D,4080.0,KOSPI,유통업,142120000000.0
482,쌍방울,D,D,D,D,D,102280.0,KOSPI,섬유의복,70637282701.0
483,쌍용C&E,B,A,B+,B+,B+,3410.0,KOSPI,비금속광물,3495870000000.0
484,써니전자,C,D,D,C,C,4770.0,KOSPI,전기전자,72304681480.0
485,씨아이테크,D,D,D,D,D,4920.0,KOSPI,기타제조업,59628359463.0
486,아남전자,C,C,D,D,D,8700.0,KOSPI,전기전자,141987000000.0
487,아모레퍼시픽,A,A,A,A,A,90430.0,KOSPI,화학,8288420000000.0
488,아모레G,A,A,A,A,A,2790.0,KOSPI,화학,2506730000000.0
489,메타랩스,D,D,D,D,D,90370.0,KOSPI,섬유의복,44828440200.0
490,아세아,C,B,B,B+,B+,2030.0,KOSPI,서비스업,490830000000.0
491,아세아제지,C,C,C,B,B,2310.0,KOSPI,종이목재,385577000000.0
493,아시아나항공,B+,B+,B+,A,A,20560.0,KOSPI,운수창고업,798438000000.0
494,아이에스동서,B,B,B,B+,B+,10780.0,KOSPI,비금속광물,781843000000.0
495,IHQ,D,D,D,D,D,3560.0,KOSPI,서비스업,58906362440.0
497,알루코,B,C,D,C,C,1780.0,KOSPI,철강금속,314699000000.0
500,에넥스,B,C,D,C,C,11090.0,KOSPI,기타제조업,28915970962.0
501,에스엘,B,B+,B,B+,B+,5850.0,KOSPI,운수장비,1439900000000.0
502,에스원,B,B,B+,B+,B+,12750.0,KOSPI,서비스업,2317950000000.0
503,SJM홀딩스,C,C,D,C,C,25530.0,KOSPI,유통업,54882479400.0
504,에쓰씨엔지니어링,C,C,D,C,C,23960.0,KOSPI,건설업,49423494464.0
505,에이엔피,B,C,D,C,C,15260.0,KOSPI,전기전자,52019778782.0
506,에이프로젠,C,D,D,D,D,7460.0,KOSPI,기계,384544000000.0
507,에이프로젠바이오로직스,D,D,D,D,D,3060.0,KOSPI,의약품,101062000000.0
